P-384,x448,hqc192,p384_hqc192,x448_hqc192
5.41,6.75,58.63,60.5,50.29
5.6,4.09,45.42,65.59,48.67
5.23,5.76,45.59,66.53,60.74
5.82,3.83,45.57,54.38,56.87
5.09,4.32,45.04,54.97,48.16
5.48,4.53,47.24,61.41,50.03
6.38,5.45,45.45,54.38,47.77
5.12,4.34,45.4,55.41,47.58
5.17,3.87,45.63,62.11,48.7
4.97,5.11,45.45,61.98,47.81
6.41,3.67,45.34,55.05,48.33
5.28,4.75,45.58,54.52,48.03
5.23,3.86,45.69,57.26,48.35
7.39,4.14,45.31,72.9,47.91
5.55,4.94,45.91,55.86,48.69
7.33,4.71,60.93,67.58,59.11
5.32,3.8,45.19,60.09,49.36
5.17,4.3,45.31,54.18,48.02
5.28,3.9,46.99,73.86,48.12
5.5,5.47,59.81,54.6,48.17
5.17,5.5,45.55,72.66,48.13
6.58,4.9,45.24,55.29,48.23
6.96,3.78,45.65,54.48,48.16
5.02,3.74,45.24,54.97,48.19
6.45,3.84,45.66,70.72,60.98
5.51,5.53,46.13,66.43,48.16
6.58,3.96,45.37,68.25,58.39
5.33,3.75,45.5,55.63,47.65
5.03,3.72,45.2,54.43,48.76
5.6,4.28,45.23,54.25,48.12
7.15,3.7,45.34,54.49,47.95
5.05,5.41,45.16,54.16,48.01
5.06,3.71,45.28,54.55,48.28
5.07,5.46,45.33,54.98,48.94
5.4,3.71,45.23,65.85,48.99
6.69,5.38,55.99,72.59,48.33
6.34,3.81,45.22,54.38,59.33
5.28,4.7,45.29,54.42,47.88
5.6,3.74,45.11,54.87,47.93
5.13,4.09,45.71,54.42,54.07
4.96,4.28,45.76,54.74,48.0
5.3,4.03,45.73,66.43,60.04
8.14,3.79,45.34,56.29,57.32
4.98,3.69,45.86,54.89,70.77
5.4,3.76,56.93,54.3,60.92
6.31,5.61,45.39,62.57,48.31
5.38,3.69,45.67,54.9,50.62
6.38,3.83,57.06,64.25,48.19
5.05,3.75,45.2,54.2,48.62
5.3,3.72,61.76,66.54,58.91
5.03,5.58,45.66,54.3,65.38
5.33,3.71,45.14,54.01,48.22
5.62,4.08,47.41,54.72,49.63
6.63,5.57,45.37,65.81,47.99
6.91,3.8,45.25,54.33,50.14
6.32,3.76,47.97,56.39,48.51
5.58,3.72,45.33,54.31,48.0
5.0,3.71,45.04,55.48,48.27
6.36,3.77,45.13,54.21,53.37
4.99,3.73,45.5,60.47,49.18
6.33,3.89,45.4,54.69,48.43
7.19,3.89,45.63,54.01,48.07
5.22,3.7,45.41,56.84,50.37
4.99,5.48,45.81,56.18,49.19
5.26,3.81,48.69,60.31,47.93
6.35,5.09,45.69,55.81,57.53
6.6,3.82,61.32,70.32,64.06
4.98,3.78,45.38,1045.58,58.77
5.43,3.79,58.23,54.13,48.45
7.16,3.74,55.19,69.33,47.91
5.1,4.28,47.66,55.0,48.0
7.52,3.84,46.19,94.14,48.58
