P-256,x25519,hqc128,p256_hqc128,x25519_hqc128
2.54,2.66,21.56,26.78,19.02
3.27,2.0,16.4,23.31,22.5
2.65,1.86,16.18,23.13,17.36
2.08,2.11,15.77,23.5,23.8
2.64,1.61,15.82,31.54,17.6
1.85,1.82,15.92,22.47,17.33
2.56,1.99,16.55,22.96,19.65
1.9,2.61,16.21,33.4,17.2
2.16,2.06,16.56,29.41,17.37
2.78,2.56,16.39,29.2,17.57
2.23,1.92,16.4,22.81,17.19
2.01,1.82,15.89,23.0,19.95
2.05,1.6,15.73,23.12,17.19
2.61,2.08,16.76,22.76,17.3
2.3,1.77,16.95,22.47,17.39
2.06,2.25,15.83,28.2,21.92
2.18,2.04,17.7,22.61,22.3
2.09,1.66,15.75,22.63,17.32
1.96,2.01,15.67,22.78,17.39
2.43,1.76,17.91,22.73,17.36
1.95,1.72,15.95,23.07,17.37
1.79,1.9,15.76,23.59,17.18
2.56,1.72,15.79,25.66,17.23
2.07,1.8,15.88,22.58,17.14
1.99,2.38,15.87,22.66,17.36
2.32,1.66,15.81,22.69,17.5
1.88,1.79,17.91,22.51,17.41
2.79,1.77,16.67,33.23,24.61
2.13,1.72,15.78,22.87,24.34
2.0,1.93,16.01,23.53,19.16
2.33,2.44,15.79,22.66,17.28
2.12,1.75,15.76,22.87,24.29
1.8,1.89,16.05,23.91,17.29
2.48,2.03,15.8,25.75,17.2
2.14,1.72,22.22,22.62,17.26
1.97,1.63,20.34,23.07,17.14
2.18,2.21,15.86,23.25,17.65
2.87,1.8,22.35,22.41,24.34
2.0,1.7,15.82,22.67,17.36
2.03,2.13,20.37,22.61,17.32
2.1,1.86,22.19,34.48,24.26
1.97,1.68,15.86,28.52,17.5
2.12,1.82,20.54,33.85,24.19
2.14,1.92,15.74,22.62,19.38
1.95,1.59,22.68,22.72,17.12
2.64,1.82,20.44,22.59,17.15
2.18,2.33,20.14,23.57,18.4
2.03,1.69,15.92,23.01,17.19
1.98,1.75,15.79,29.77,24.24
2.06,1.65,20.16,22.57,17.25
1.95,2.11,20.38,22.59,17.1
1.98,2.72,15.91,33.21,24.35
1.96,2.07,20.61,34.12,17.25
2.83,1.78,20.13,27.97,17.26
2.01,1.81,22.04,22.62,17.5
2.03,1.97,20.3,33.8,17.79
2.61,2.17,15.71,27.8,18.14
2.01,1.81,20.35,22.42,17.16
2.11,2.07,20.08,27.63,17.83
2.32,1.98,20.4,27.83,18.71
2.06,1.89,20.24,27.83,24.26
1.97,2.15,15.78,22.68,17.59
2.0,1.99,20.33,22.77,17.46
1.96,1.77,15.74,22.72,17.12
2.5,1.76,20.29,23.07,17.5
1.92,1.78,20.29,27.97,17.27
2.01,2.04,22.13,28.2,17.42
2.15,1.78,20.38,22.82,23.12
2.12,1.64,17.27,23.26,17.28
2.97,2.13,15.9,28.05,24.44
2.28,2.04,15.9,22.83,17.17
1.96,1.74,15.93,27.77,22.21
2.09,1.93,16.37,22.72,17.18
2.0,1.89,20.2,27.8,17.1
1.89,2.08,20.14,27.99,21.95
2.44,1.98,15.82,22.73,17.27
2.07,1.59,15.77,27.05,22.19
2.26,1.62,15.72,28.14,17.23
2.72,1.66,15.75,28.34,17.57
2.02,1.8,15.88,30.19,21.95
1.94,1.69,15.9,23.62,17.11
2.41,1.67,15.74,23.87,17.34
2.4,1.89,20.21,23.23,21.65
2.25,1.95,15.9,27.91,17.24
1.94,1.68,16.02,24.43,17.43
1.93,1.73,20.31,28.19,17.26
2.59,1.92,18.74,22.64,17.69
2.18,1.61,15.7,22.46,17.17
2.32,1.65,15.75,33.17,17.32
2.95,2.17,15.76,35.42,17.52
2.62,2.07,15.73,32.13,17.43
2.33,1.98,22.08,22.66,17.23
2.42,1.78,20.23,23.81,22.55
2.08,1.72,15.81,22.57,17.23
1.99,1.85,15.84,23.49,17.44
2.19,1.88,15.81,27.76,17.21
2.1,1.78,16.52,22.61,17.25
2.03,1.85,22.14,28.47,17.23
2.19,1.79,22.13,22.87,17.18
2.18,1.96,15.75,27.89,17.26
1.92,2.09,16.13,28.36,17.12
2.19,1.81,15.81,22.89,24.37
1.98,1.59,15.79,22.78,17.51
2.28,2.21,17.89,27.8,17.37
2.11,1.91,15.88,28.43,17.3
1.96,2.76,20.28,22.58,17.87
2.01,2.41,20.26,33.27,17.1
2.72,2.19,15.68,22.45,24.69
1.91,1.93,20.29,22.77,17.7
2.0,1.91,15.94,23.53,17.32
1.94,1.72,20.34,23.41,24.49
1.94,2.1,20.45,22.68,24.35
2.6,1.93,15.76,27.74,17.58
1.92,1.77,16.09,22.58,17.13
1.93,1.69,16.15,22.57,19.48
2.34,1.77,16.11,25.12,17.24
2.0,1.75,20.23,28.62,17.3
2.01,2.12,20.39,30.37,17.37
2.23,1.85,20.17,25.02,22.31
2.06,1.59,20.32,23.03,17.21
2.06,1.78,20.31,33.88,17.2
2.11,1.77,20.52,23.76,17.61
2.29,2.03,20.26,507.97,17.37
2.43,1.74,16.02,1353.35,17.15
2.26,2.23,15.85,223.28,17.15
2.11,2.0,15.84,22.66,24.36
2.53,1.89,22.11,2052.71,19.3
2.15,1.78,20.31,31.12,17.52
1.98,1.57,15.78,474.65,23.64
2.08,1.77,15.67,22.61,17.18
2.01,1.92,15.89,155.85,18.43
1.96,1.6,15.75,22.76,24.98
2.27,1.95,22.14,3426.13,18.57
1.9,1.9,15.98,22.76,17.4
2.18,1.81,22.3,48.05,17.91
2.06,1.74,15.74,102.08,21.04
1.88,1.75,15.88,29.79,1024.75
1.98,1.9,15.75,1072.8,3751.73
2.17,2.07,20.23,3019.38,7119.7
2.04,1.75,15.73,3029.08,3217.64
2.03,1.84,15.66,4432.67,68.03
2.1,2.04,16.73,131.41,215.56
2.25,1.84,15.74,210.0,24.16
2.69,1.68,15.73,22.69,52.76
1.99,2.09,22.01,23.55,17.31
2.0,1.8,20.37,136.63,17.14
2.31,2.07,20.37,22.98,52.46
1.92,2.13,20.16,22.46,1284.57
2.0,1.62,20.45,2438.67,709.73
2.07,1.85,17.63,126.45,17.14
1.78,1.85,15.77,4088.42,2018.65
1.98,1.92,20.55,275.72,17.16
1.98,1.89,22.38,24.2,1164.26
1.98,1.97,20.21,40.37,1147.05
2.84,2.02,15.77,3301.81,304.65
2.31,1.79,15.74,33.41,26.73
2.01,1.78,15.89,3076.89,51.41
3.28,1.87,15.68,33.94,91.59
1.94,1.76,26.19,27.8,3305.07
2.14,2.19,15.88,22.79,22.55
2.07,1.77,20.53,22.59,23.8
2.04,1.67,16.23,284.82,286.76
2.54,1.64,15.81,174.48,22.94
1.95,1.99,15.79,7122.57,283.55
2.09,1.77,15.83,22.73,1249.89
2.42,1.82,20.31,221.43,17.3
1.86,1.68,20.44,4170.47,24.17
2.15,1.81,22.81,48.77,18.08
2.58,1.84,16.2,1063.48,536.65
2.14,2.06,18.05,1267.89,42.87
2.27,1.84,16.29,23.12,17.67
2.26,2.07,21.02,22.74,21.77
2.08,2.0,15.84,22.56,21.95
2.07,1.88,16.5,2069.11,17.14
1.93,1.98,15.93,23.6,1195.13
2.0,1.79,17.04,22.86,17.97
2.7,2.17,17.17,22.68,13127.97
2.11,1.6,1073.03,2735.83,2096.39
2.04,1.9,22.23,1162.94,116.11
3.14,2.21,183.66,267.77,22.21
2.18,1.78,16.3,76.68,47.17
2.08,2.01,145.58,555.78,841.18
2.46,1.83,15.95,321.77,116.37
2.1,2.34,8077.26,22.96,660.32
1.9,1.76,22.43,22.72,115.91
2.18,2.23,2658.97,3485.72,45.6
1.87,1.84,492.57,39.98,24.43
1.86,1.95,15.97,31.61,43.47
1.91,1.91,203.03,60.16,45.71
2.08,2.03,4009.28,1263.3,17.81
1.99,2.03,1380.86,84.5,17.36
2.67,2.11,16.06,47.95,19.01
2.0,2.12,15.94,267.87,2913.94
2.31,1.68,55.57,1128.09,52.8
1.99,1.86,1153.83,123.71,7428.95
2.36,2.03,20.43,1981.28,158.44
2.5,1.83,247.56,4237.73,17.66
2.18,1.85,901.82,134.94,2175.74
2.03,2.02,20.34,1552.1,5244.89
2.22,1.69,3033.5,22.47,45.66
1.96,1.63,1042.83,24.65,2066.68
2.01,2.07,15.74,22.87,24.28
2.17,1.77,126.09,7052.0,17.45
2.0,2.01,20.6,7623.29,3377.91
1.87,2.01,214.26,50.92,18642.29
3.11,1.77,3536.33,2074.99,17.55
1.94,1.8,1013.73,4021.44,17.4
2.15,1.86,22.35,33.45,45.48
2.09,1.75,15.91,27.99,1080.83
1.96,1.72,900.39,50.92,17.47
2.0,1.78,120.49,117.27,2064.36
2.02,2.03,2214.3,22.68,24.21
2.37,1.81,16.08,30.82,17.83
2.39,1.81,15.93,27.89,671.43
2.13,3.6,15.97,59.07,8840.32
1.94,2.35,1082.84,50.89,24.27
2.31,1.78,4357.99,28.2,564.0
1.84,2.72,22.07,193.36,17.73
2.12,1.95,1042.4,22.84,26.58
2.02,1.99,44.15,1267.14,18.39
1.99,2.0,676.33,4089.06,19.91
2.98,1.82,2011.09,58.98,24.34
1.97,1.64,22.25,3246.44,3054.7
2.31,2.03,75.75,58.92,17.38
2.0,1.86,16.19,22.69,50.23
1.94,1.74,1262.54,75.97,2024.85
2.08,1.97,7805.94,44.23,22.26
1.96,1.98,48.53,2072.44,52.61
1.99,1.59,554.34,22.71,44.83
2.1,1.79,1117.16,51.61,19.16
2.1,1.88,17.44,23.17,17.23
2.04,1.92,263.75,4903.56,3633.29
2.07,1.73,18.21,22.92,24.33
2.36,2.57,46.66,61.86,150.81
2.46,2.29,78.39,60.5,2018.63
1.92,2.34,1033.23,31.09,2083.98
2.05,2.19,51.2,27.58,17.31
2.17,2.84,75.88,22.69,17.22
1.96,2.12,22.2,3115.96,8427.1
2.42,1.91,15.75,22.48,3075.7
2.23,2.03,7312.51,22.73,3043.17
2.11,1.8,4010.27,123.42,4864.93
2.46,2.02,41.49,22.71,5056.04
1.94,1.78,1138.95,22.43,10056.68
1.98,2.34,2017.89,3235.94,45.51
2.42,2.26,114.63,27.74,93.07
2.03,2.0,2013.53,286.33,4594.54
1.93,2.18,131.02,22.5,1873.91
2.6,2.66,261.95,59.01,1121.69
1.98,1.87,4297.9,22.62,51.22
1.9,1.84,16.03,30.08,17.23
2.35,1.96,15.65,8474.26,2625.77
2.0,1.94,15.84,51.09,17.34
1.99,2.27,72.21,169.29,17.2
2.45,1.77,4067.09,207.31,285.96
2.31,2.18,82.67,267.43,17.46
2.09,2.19,113.54,354.81,17.25
2.46,2.28,41.37,38.58,186.78
2.49,1.75,15.78,22.51,8459.38
1.98,1.71,16.02,1839.1,18.01
2.33,1.81,15.93,65.76,17.9
2.17,2.04,228.33,22.64,1075.03
2.1,1.92,16.09,48.24,7065.32
2.51,1.87,15.96,31.07,1123.53
1.97,29.56,2063.04,1350.4,17.56
1.82,431.97,1022.9,53.15,22.22
2.77,33.78,16.0,51.81,121.94
2.08,1.83,4190.49,24.24,46.37
2.01,83.6,15.93,3019.77,2065.83
2.25,1102.18,22.11,34.82,789.33
2.01,2025.28,7164.74,1096.85,1043.55
2.0,29.44,4015.12,123.46,24.37
2.1,2108.72,22.17,22.62,2149.99
2.01,1.97,55.59,22.63,249.73
1.97,2.68,15.86,23.06,17.39
2.02,3098.64,113.36,157.36,49.76
2.03,29.38,1308.86,398.75,4122.63
2.02,3073.97,3467.02,1026.3,1059.75
1.92,2.15,37.52,22.78,1072.24
2.62,4998.65,1107.49,128.5,271.09
1.98,2025.39,15.76,56.27,43.14
2.2,2.02,15.77,22.5,44.82
2.44,56.94,2010.53,449.55,1070.71
1.98,2000.0,16.23,22.62,17.6
1.95,56.97,113.72,4016.78,958.68
2.0,9024.59,16.3,1112.82,17.33
1.84,5073.51,113.31,51.19,1199.07
2.42,29.51,22.24,1097.52,21.27
2.24,1.88,15.91,22.75,23.95
2.35,1154.38,1343.37,22.49,74.24
2.63,2.13,2500.43,22.75,133.18
2.21,894.55,1001.7,435.41,24.33
2.11,2026.97,2092.69,22.67,22.49
2.47,5218.94,15.77,22.76,1151.31
2.61,1.81,51.35,23.04,44.17
2.61,1.89,45.69,62.26,21.96
2.37,1101.52,1499.91,1086.32,10067.67
2.37,1102.58,7065.77,22.52,230.75
2.26,57.08,50.87,8059.24,115.04
2.52,1500.76,4118.46,11428.56,44.96
1.96,1154.19,1093.58,22.62,3136.66
2.49,1850.96,16.06,28.53,17.32
3.12,2.43,20.14,481.53,1047.63
2.32,1260.6,257.65,22.59,24.61
3156.84,1102.2,525.91,1160.02,4104.22
2.93,1.76,16.29,56.06,1017.38
2.25,29.46,3016.34,153.15,82.96
1183.94,4091.97,7248.5,157.38,22.03
2025.24,6601.6,277.79,3488.74,1104.51
1505.12,2.02,2197.14,33.34,1445.89
1001.19,1028.85,1073.43,54.32,42.88
1001.45,2.04,18.61,28.67,64.79
407.81,2.48,72.71,56.33,253.38
2.14,1.97,3801.44,1036.86,3055.76
2.03,9080.38,1025.66,33.41,17.32
2026.64,56.91,16.21,299.7,17.23
2027.06,1.83,15.84,23.81,17.95
29.52,1.81,96.81,59.17,4144.16
83.94,3264.66,3513.74,2057.22,45.49
2000.23,1.8,62.69,3546.54,24.43
111.39,1.69,142.8,64.68,146.47
33.94,2053.75,15.85,84.56,259.26
2.17,2.27,4386.44,3062.03,45.16
34.95,2.07,4135.93,914.89,21.84
1.95,2000.53,18.88,1020.88,224.44
1.98,30.12,2083.11,266.97,17.16
2025.32,2.27,15.94,123.62,3154.41
2.38,2.5,20.22,38.92,49.32
2025.31,4998.4,15.73,25.73,22.11
2301.43,1.71,51.38,27.91,8112.93
2.28,29.5,654.6,1153.76,24.22
29.82,1101.57,1166.02,22.93,99.72
500.03,8551.38,205.48,512.76,64.53
2.68,56.92,16.01,22.6,3060.28
1.96,3270.79,1044.99,23.07,114.89
3964.9,2.04,16.09,51.02,1795.98
2.39,1.71,1338.93,35.44,17.24
2109.14,1029.6,15.73,1407.16,1458.23
2.06,3000.76,17.96,4592.78,3353.89
1.99,29.3,3056.79,1101.58,478.66
111.31,1230.05,66.32,211.32,126.81
2.52,1.81,1155.37,4095.11,21.75
2.29,1999.76,111.65,22.51,2972.39
2.08,2075.0,15.81,27.09,17.27
2.27,2.06,34.71,43.52,47.48
1.97,3074.55,4091.04,31.49,18.75
61.02,1103.06,129.86,38.17,3342.38
3074.3,2.57,15.72,227.35,50.83
2.39,7743.41,86.92,33.22,17.39
9071.43,2.03,20.41,35.61,18.08
2.56,4999.07,20.36,63.14,17.39
2.36,1.95,47.02,27.0,18.95
2.6,3098.96,16.03,7114.85,4208.53
2.29,1.74,120.62,2038.16,1311.91
29.87,1258.15,3175.49,1086.67,52.59
111.16,1101.04,49.92,23.08,45.71
1.97,1001.41,5068.28,22.55,1128.8
2359.55,1.89,44.09,4287.39,17.37
2025.55,1.74,16.38,22.65,24.23
2.1,3154.1,15.97,48.28,1143.63
1.91,1.84,253.98,3062.12,17.31
2.38,1.69,4163.8,22.72,4748.37
1999.86,1.93,60.13,1466.76,351.95
3074.33,1.81,1068.43,22.61,20.49
29.67,1.77,4009.36,8079.7,26.07
1.98,2.05,8104.92,5127.33,20.47
2.27,1.84,2460.22,714.58,2269.78
1130.69,29.44,44.21,1253.89,1073.31
2.4,1.73,15.86,23.95,2064.29
2.52,1.77,15.73,265.84,52.57
3464.41,1.68,1311.7,22.78,4626.05
84.92,1128.6,22.55,22.53,1198.65
2.25,1.85,15.79,22.57,2013.05
2.02,29.24,54.98,47.92,46.14
2.53,1.83,75.86,22.65,1246.71
29.6,3000.26,903.33,22.71,17.2
2.99,91.15,3704.72,6379.84,17.24
111.4,56.72,3083.99,23.53,113.12
1156.58,4998.85,1075.17,23.73,17.42
29.65,3787.15,51.22,22.68,1142.01
2.09,1298.28,363.23,2443.53,45.64
3101.92,1182.13,51.67,30.96,2064.04
2.0,191.97,15.97,22.57,1670.34
1598.79,3101.7,3247.43,1493.03,2391.68
2024.97,1082.02,15.92,22.59,1760.12
228.46,2.01,15.93,22.5,21.87
2.12,56.77,4365.4,22.5,9506.82
1056.11,83.62,19.64,22.48,1018.54
2.73,3101.99,1722.49,58.93,1150.12
1102.84,1102.27,113.73,22.55,17.31
2.08,1.58,15.8,51.2,18.14
94.9,218.46,7027.78,552.99,17.83
192.15,2074.82,1072.45,22.68,1149.12
1.94,9071.67,2084.64,23.17,1630.22
2.1,1.65,41.18,2067.59,65.0
29.67,1128.55,50.39,22.52,24.22
1.98,83.62,7013.58,254.66,64.56
2.0,2025.18,15.91,123.74,255.75
1102.61,91.31,527.69,28.43,4836.83
61.25,1.74,7045.34,121.24,17.16
2000.32,1.66,34.13,23.03,42.72
2.18,190.99,16.05,27.86,1453.04
33.91,6775.53,44.1,3072.27,7827.95
1269.05,2026.18,62.57,2483.19,1251.3
4409.74,2027.85,5008.38,2811.61,537.88
1241.99,1.66,7063.55,192.56,2091.82
3073.85,57.23,144.5,22.74,448.32
2.35,2074.54,16.27,3214.92,18.02
2.26,29.28,117.29,121.42,113.93
223.91,29.42,3063.59,131.36,39.15
2053.53,2053.39,1391.65,4270.12,3187.13
3000.1,1129.69,16.07,22.6,43.14
1001.84,2053.54,122.08,601.88,17.15
3074.33,7073.57,1296.74,682.15,52.5
2.32,1.74,1867.31,27.16,526.52
1.94,5080.48,4040.33,30.79,117.06
2.74,29.59,1386.37,33.23,116.92
2.01,1.77,16.17,6074.21,2011.43
34.0,1.59,22.25,33.14,22.23
1157.1,60.78,47.47,27.98,1070.41
92.7,1130.07,7091.11,265.95,24.27
2.06,1102.51,256.57,1306.27,21.78
1101.69,2.29,22.1,56.69,64.67
5082.85,408.45,3338.77,22.64,1018.84
1.94,1.64,15.78,22.7,4016.57
2025.19,29.18,15.96,22.64,116.16
83.68,57.12,2509.06,23.2,17.35
192.1,1.79,16.39,22.72,52.56
405.69,1101.54,16.27,268.19,114.9
1102.17,3074.41,15.89,52.25,183.97
33.87,3357.31,2017.48,25.54,527.25
30.3,2.33,41.33,22.55,17.33
1129.81,2025.05,1256.64,2022.88,1182.89
2.33,29.09,22.34,22.45,47.16
1.93,191.96,5191.07,23.07,17.23
1103.6,1.61,1099.05,84.58,17.24
1102.57,110.87,64.24,22.51,1018.86
1.92,1.81,16.82,22.41,2041.97
3508.03,1102.79,22.5,50.95,263.69
1.88,2.02,1085.71,8402.02,17.45
2075.1,2.0,15.89,22.75,34.09
1.84,223.62,2010.53,22.5,17.2
1102.54,1.72,3271.11,50.9,17.18
29.69,1101.89,251.58,60.77,17.59
1129.65,33.65,130.97,33.48,17.73
1.9,1154.64,113.6,51.03,17.39
1.96,1.74,6505.38,658.71,2222.14
194.21,56.59,1293.77,33.21,44.8
1.97,29.71,37.2,33.21,233.33
1001.51,1.98,43.36,12066.52,24.24
33.98,1288.45,4055.84,901.84,139.18
1.93,2025.11,15.95,27.45,4057.53
30.01,3101.65,1112.68,54.22,2058.76
2.23,4998.97,3108.48,167.37,114.97
406.38,1.76,15.87,31.17,17.27
2.36,29.48,120.38,64.91,17.71
2.06,11946.93,51.24,4570.92,18.39
1.97,439.74,7023.82,29.33,17.39
11945.74,2.08,20.38,22.81,24.31
29.67,1.87,22.44,6721.97,17.28
3102.36,29.66,1689.22,23.77,2020.12
3100.1,7100.92,24.14,22.75,159.11
2.21,29.34,20.76,5156.8,1051.01
2.3,1102.39,17.34,6248.03,23.41
221.53,1.79,265.11,28.79,4011.73
29.93,56.91,4011.58,28.07,45.94
5755.43,2.33,16.23,22.74,578.32
1230.2,1.81,15.7,23.06,123.38
1030.09,3000.08,16.24,6076.78,17.19
2.31,3101.75,5056.96,1021.84,252.72
14069.23,2027.85,22.27,50.39,4082.64
439.97,1999.83,51.29,334.13,1169.63
2025.42,1.75,1079.3,123.59,17.22
57.3,865.28,50.9,33.35,24.21
1999.86,1154.5,15.97,102.34,19.31
2075.14,1.84,250.59,3562.38,17.2
191.2,1101.92,16.1,280.16,259.19
865.27,5739.08,15.78,131.26,17.12
1129.98,2.01,1247.31,22.71,305.07
1158.77,2053.69,293.3,22.61,1024.26
2.08,7071.54,3016.69,3318.57,17.39
1478.73,223.56,3139.25,28.33,1585.99
29.9,2743.84,2215.37,22.84,52.74
29.66,2103.47,7560.29,33.18,44.33
2.7,2.4,113.48,22.94,4232.99
2025.29,2026.08,16.04,131.06,480.44
1182.59,1128.9,401.19,29.86,3417.29
2.4,408.56,4116.22,27.93,8853.23
2075.2,2271.39,15.76,277.16,8035.44
29.58,11596.93,15.81,3071.91,1442.76
2108.68,7362.38,255.11,2019.23,2388.39
1.98,1102.59,20.36,3194.94,17.09
192.05,2.03,20.24,,17.19
111.37,1.9,44.06,,1100.92
2.1,190.94,16.83,,17.19
2.36,33.68,,,42.67
2.03,1.8,,,
29.51,,,,
1001.5,,,,
29.88,,,,
