run_id,duration_ms,success,compress_negotiated
1,17,1,0
2,17,1,0
3,16,1,0
4,16,1,0
5,17,1,0
6,15,1,0
7,16,1,0
8,15,1,0
9,17,1,0
10,17,1,0
11,15,1,0
12,15,1,0
13,17,1,0
14,15,1,0
15,16,1,0
16,15,1,0
17,15,1,0
18,14,1,0
19,15,1,0
20,14,1,0
21,17,1,0
22,15,1,0
23,16,1,0
24,15,1,0
25,15,1,0
26,15,1,0
27,15,1,0
28,15,1,0
29,15,1,0
30,14,1,0
31,17,1,0
32,15,1,0
33,14,1,0
34,16,1,0
35,14,1,0
36,14,1,0
37,14,1,0
38,14,1,0
39,14,1,0
40,14,1,0
41,14,1,0
42,16,1,0
43,14,1,0
44,14,1,0
45,14,1,0
46,14,1,0
47,15,1,0
48,14,1,0
49,14,1,0
50,13,1,0
51,14,1,0
52,14,1,0
53,14,1,0
54,13,1,0
55,13,1,0
56,14,1,0
57,14,1,0
58,14,1,0
59,15,1,0
60,13,1,0
61,13,1,0
62,13,1,0
63,14,1,0
64,16,1,0
65,15,1,0
66,16,1,0
67,13,1,0
68,14,1,0
69,14,1,0
70,14,1,0
71,15,1,0
72,14,1,0
73,15,1,0
74,14,1,0
75,14,1,0
76,14,1,0
77,14,1,0
78,13,1,0
79,14,1,0
80,14,1,0
81,14,1,0
82,14,1,0
83,15,1,0
84,13,1,0
85,13,1,0
86,14,1,0
87,14,1,0
88,14,1,0
89,15,1,0
90,15,1,0
91,14,1,0
92,14,1,0
93,14,1,0
94,13,1,0
95,13,1,0
96,14,1,0
97,14,1,0
98,14,1,0
99,14,1,0
100,14,1,0
101,13,1,0
102,14,1,0
103,14,1,0
104,14,1,0
105,16,1,0
106,14,1,0
107,14,1,0
108,15,1,0
109,14,1,0
110,15,1,0
111,16,1,0
112,14,1,0
113,15,1,0
114,14,1,0
115,15,1,0
116,13,1,0
117,15,1,0
118,14,1,0
119,14,1,0
120,14,1,0
121,13,1,0
122,13,1,0
123,13,1,0
124,14,1,0
125,17,1,0
126,13,1,0
127,15,1,0
128,15,1,0
129,14,1,0
130,14,1,0
131,15,1,0
132,17,1,0
133,14,1,0
134,15,1,0
135,14,1,0
136,14,1,0
137,13,1,0
138,13,1,0
139,14,1,0
140,14,1,0
141,16,1,0
142,13,1,0
143,15,1,0
144,14,1,0
145,14,1,0
146,13,1,0
147,15,1,0
148,14,1,0
149,13,1,0
150,13,1,0
151,14,1,0
