P-521,p521_mlkem1024,mlkem1024
244.25,325.29,357.85
177.11,249.04,214.96
177.16,253.04,214.69
176.39,247.77,216.73
240.79,247.96,214.12
234.79,250.99,287.25
171.09,251.59,214.18
176.35,251.49,1216.79
174.85,252.99,214.99
189.09,251.37,214.64
179.24,253.34,214.49
178.46,251.52,217.18
176.25,259.39,377.06
178.96,252.25,214.29
171.36,254.51,214.47
177.39,258.29,215.3
178.64,251.59,215.43
178.53,253.14,214.56
179.87,252.01,215.4
175.8,257.81,215.95
177.48,252.02,217.98
237.76,237.44,214.0
242.7,252.78,214.59
590.55,271.6,215.29
176.95,231.72,214.73
177.11,251.6,215.07
180.24,254.97,214.83
242.25,324.57,215.51
176.38,232.95,214.19
178.47,245.47,214.62
256.37,255.69,215.1
179.23,252.15,214.87
178.78,260.23,215.28
238.3,252.42,214.42
177.08,250.67,215.65
177.46,253.38,214.89
176.56,232.41,285.64
176.39,255.56,215.42
237.7,254.95,287.16
333.47,233.43,215.55
238.22,251.63,214.39
178.43,253.02,214.75
173.95,253.13,214.66
176.8,252.65,214.91
177.01,256.4,214.79
181.32,257.84,214.74
177.59,228.46,214.82
178.1,255.16,215.08
176.89,225.91,217.67
176.74,228.55,215.44
176.94,227.3,215.06
181.17,254.55,215.6
175.04,259.44,1357.61
177.19,252.15,214.18
178.15,1239.09,215.05
179.8,256.15,214.74
177.51,248.22,214.9
179.57,251.71,214.86
172.76,260.54,214.93
176.9,252.11,285.4
236.15,256.36,214.28
237.63,248.94,215.35
252.32,257.09,215.22
175.75,253.35,214.73
177.78,255.52,215.76
171.5,250.86,213.44
176.72,255.05,214.79
180.9,253.51,214.62
1165.55,234.82,215.74
174.71,252.57,429.77
175.09,254.3,214.91
178.58,255.67,215.44
172.04,251.06,285.65
169.03,256.4,214.91
178.98,531.8,286.05
180.76,253.94,213.79
177.72,251.41,214.75
177.34,251.67,214.49
176.73,250.07,215.84
181.66,233.52,214.6
248.52,269.63,215.23
182.4,324.79,214.85
181.23,251.92,215.17
169.24,257.04,215.44
171.37,255.72,214.57
178.07,1391.98,214.71
261.76,248.11,215.25
177.97,236.5,215.07
336.31,248.16,215.06
161.11,254.05,286.38
181.41,249.72,214.9
609.76,260.31,214.61
176.98,252.31,214.9
180.98,235.95,215.92
178.02,258.32,214.59
176.58,324.27,215.23
161.85,256.93,215.57
182.04,252.56,212.7
176.64,1312.55,216.09
176.8,247.93,215.05
180.19,252.71,214.52
176.69,248.93,285.1
177.77,251.42,215.44
182.88,256.87,282.99
183.76,321.13,212.18
177.74,232.16,213.0
178.57,247.96,212.16
249.06,248.54,214.02
176.57,253.52,214.72
176.72,249.65,212.28
179.35,256.46,214.3
178.28,260.79,215.52
176.61,251.78,213.99
182.81,232.73,214.81
180.4,253.01,216.07
177.98,255.31,215.79
181.8,251.06,216.45
176.61,257.88,215.0
236.94,253.68,214.94
160.94,261.01,215.94
176.34,250.65,214.36
176.74,252.03,214.64
180.28,1236.35,213.93
177.09,248.54,214.47
176.55,256.89,487.02
178.13,250.52,215.11
178.27,256.32,215.05
176.04,236.61,215.05
180.03,247.75,215.31
178.69,321.83,215.04
176.97,259.36,214.68
1373.87,251.21,215.09
169.06,251.29,214.81
172.03,255.74,214.83
176.36,237.1,215.57
159.35,249.84,214.91
181.3,258.76,214.43
177.75,1398.86,217.38
177.85,254.08,215.42
327.07,252.05,215.56
162.71,248.37,214.11
178.32,231.67,214.69
180.08,247.57,213.17
178.69,239.71,215.0
605.77,252.0,216.06
164.77,253.11,214.98
176.71,251.99,214.56
259.42,255.95,214.86
