P-521,p521_mlkem1024,mlkem1024
1228.36,1239.67,1232.72
828.07,851.51,829.75
826.44,855.01,828.31
827.75,833.83,827.3
839.92,851.99,829.12
839.56,837.05,825.39
841.51,835.0,826.87
829.14,1855.52,816.63
836.45,836.3,814.31
827.0,842.21,827.2
839.84,834.35,808.75
826.65,836.32,824.56
839.4,835.58,836.44
839.36,835.59,831.68
839.64,835.8,823.92
841.27,1843.78,832.56
833.14,834.8,832.58
826.41,832.37,829.89
839.11,873.75,816.01
826.06,838.11,824.03
840.9,835.52,821.07
827.4,834.6,813.23
826.93,835.21,815.66
837.63,835.06,816.13
841.13,835.21,815.87
851.13,835.63,824.73
1844.12,856.06,823.95
827.76,835.44,825.04
827.09,835.49,827.89
1860.25,835.65,813.13
827.82,835.36,820.87
827.21,834.97,2254.64
2891.64,835.77,830.86
826.54,851.37,2841.19
826.12,2274.35,816.03
827.37,850.62,817.08
827.58,834.76,832.01
826.48,851.01,827.15
827.89,851.93,827.56
838.79,835.94,817.23
827.73,835.52,826.42
838.84,831.41,823.2
827.31,852.61,816.86
826.29,834.55,823.69
827.23,851.57,827.76
827.68,859.53,815.37
1845.31,859.53,816.94
826.95,2258.38,825.53
825.8,837.16,816.87
826.53,843.49,817.54
827.08,2242.5,816.85
827.09,836.57,824.74
827.28,849.28,816.94
827.56,835.78,826.08
826.94,835.22,810.7
841.32,2277.56,813.56
830.17,835.39,820.34
824.11,833.85,810.98
826.21,835.15,812.58
1829.6,2252.3,833.63
826.41,834.05,816.93
825.56,849.74,812.42
827.61,835.87,817.48
825.37,1838.11,814.73
1860.58,835.1,817.76
839.61,835.03,825.9
828.26,835.6,816.07
826.69,851.11,833.7
839.26,832.89,820.22
822.15,847.69,813.85
850.85,2254.67,827.02
841.87,836.05,826.41
839.98,835.37,816.19
828.46,834.87,829.19
840.19,2297.37,824.83
827.76,852.35,1819.42
1831.86,857.48,825.77
3061.65,829.63,829.43
839.92,2908.32,829.43
839.98,2280.28,826.21
1894.7,835.55,824.65
822.33,835.4,2906.58
837.57,835.33,815.97
836.57,837.37,815.14
838.81,851.37,812.97
838.99,835.11,810.46
840.92,2909.86,821.34
1880.73,834.9,821.16
827.74,835.39,817.61
829.58,850.54,816.37
831.4,835.78,816.02
831.07,835.13,825.49
842.82,850.36,826.78
844.55,833.91,816.91
842.9,835.06,2265.89
846.05,831.21,823.99
826.94,851.02,813.13
832.02,2082.68,818.51
829.81,851.16,817.93
827.47,835.25,815.43
839.55,831.69,822.16
830.3,850.38,830.44
838.19,834.93,824.73
829.63,848.97,825.12
828.59,874.75,817.0
827.99,841.4,817.6
841.85,836.49,817.44
827.82,833.25,824.45
827.94,850.61,2037.03
840.29,854.5,817.82
826.19,834.98,822.02
826.0,849.59,817.96
826.15,834.72,822.88
827.85,834.88,817.02
828.24,834.3,820.3
827.91,850.92,816.34
828.55,851.85,816.22
823.99,852.2,817.05
828.03,850.22,816.95
827.51,851.1,816.31
840.88,861.49,820.06
1883.67,852.28,817.31
840.31,836.29,816.83
841.09,836.05,813.73
840.89,871.01,816.35
840.76,835.33,815.69
827.43,835.55,811.64
827.21,833.99,824.75
826.55,834.96,824.75
1836.09,829.39,822.67
827.75,835.11,815.7
826.42,834.92,817.56
826.89,3336.16,2046.33
1891.47,832.08,2037.23
827.19,830.19,816.82
827.01,828.16,812.73
826.67,851.35,2263.69
827.67,861.81,817.43
825.83,2304.16,816.84
837.38,858.42,817.16
825.88,842.61,817.22
828.35,848.77,817.19
827.25,852.55,823.76
824.26,855.08,816.97
827.09,853.09,816.72
1856.72,835.66,820.4
826.67,835.01,2842.42
826.36,851.31,814.5
838.06,836.6,819.56
826.43,842.63,816.98
840.26,851.69,817.02
1845.58,852.06,817.45
827.44,834.64,815.97
836.8,834.07,2076.2
827.3,836.51,824.39
827.09,851.2,827.97
826.61,835.52,823.82
827.37,851.96,817.31
827.17,852.4,827.28
827.53,842.82,824.08
827.65,835.65,823.38
825.89,836.31,824.59
1894.16,854.53,823.91
827.66,852.53,823.48
1840.85,833.17,2885.64
838.41,835.08,822.61
827.03,833.66,817.72
826.71,848.08,816.4
827.43,852.84,824.16
837.81,856.48,823.76
838.58,855.42,826.96
1834.32,834.53,820.98
826.42,851.27,2048.82
1868.77,836.35,814.45
827.84,836.12,816.66
828.28,849.72,823.83
827.74,850.43,823.62
840.06,831.59,817.34
826.94,1839.16,817.12
837.72,835.33,816.89
832.51,836.42,817.2
827.73,851.96,815.98
827.14,868.13,817.34
826.51,835.57,819.53
826.6,853.23,816.94
837.75,856.92,815.18
840.5,835.72,824.14
839.41,851.01,815.9
826.72,836.42,823.28
827.46,880.25,817.71
827.53,859.29,815.28
838.65,836.01,822.59
842.16,835.85,823.63
827.71,832.36,816.71
838.89,851.94,817.08
838.32,837.27,816.03
827.2,854.94,817.06
1834.41,835.79,816.03
827.78,832.56,817.29
839.75,2290.9,817.67
827.29,825.0,816.78
840.44,829.24,819.82
826.51,877.82,821.9
827.78,874.88,823.82
1862.81,854.1,823.73
828.55,876.15,2223.48
826.47,854.58,816.18
826.49,861.43,817.62
826.56,859.01,817.09
826.9,875.47,815.54
830.72,877.56,823.42
829.05,838.03,815.43
827.34,834.68,812.27
1856.78,2933.39,823.21
838.48,874.99,817.38
841.08,883.15,814.75
826.55,857.65,824.22
822.81,841.19,816.26
827.56,854.95,817.56
827.26,859.61,822.56
825.34,862.87,816.84
1889.62,854.08,2038.23
842.31,859.28,815.48
828.36,856.29,809.09
1882.52,856.34,816.46
839.85,868.51,816.4
829.83,851.83,823.11
831.53,855.62,824.95
827.16,871.36,824.67
826.19,868.38,817.59
827.85,877.11,817.33
841.11,863.03,816.84
826.3,873.46,816.76
839.14,856.11,820.21
826.38,878.84,816.57
841.96,858.32,816.19
839.63,859.46,816.95
1851.38,859.79,817.59
840.39,879.93,3898.27
839.66,859.38,819.37
837.57,877.51,824.85
1865.24,840.21,816.84
838.38,867.87,817.69
858.23,860.77,817.07
1844.7,879.95,817.12
839.4,842.91,816.43
827.63,854.44,817.04
1879.44,880.74,823.25
828.4,860.59,812.38
838.88,873.88,823.57
826.66,856.76,817.48
826.65,856.81,817.37
1863.32,886.52,824.49
826.71,837.3,823.74
827.86,840.92,820.87
841.5,873.1,815.48
827.12,840.27,824.88
827.46,880.89,827.63
827.34,836.6,822.31
825.58,3287.25,824.26
827.21,852.07,5318.36
1876.76,2243.55,817.12
827.07,835.15,817.19
828.6,866.3,826.65
839.59,878.94,815.22
839.75,856.35,821.83
827.42,854.63,827.37
827.56,847.4,817.02
827.12,830.25,814.51
841.2,874.93,817.48
839.99,869.53,817.81
827.71,876.35,817.27
827.51,861.86,818.11
837.28,856.93,816.99
834.5,860.1,811.76
827.66,876.0,817.45
827.71,848.47,816.61
826.91,839.21,824.2
1860.28,879.76,813.35
827.11,867.34,824.3
827.02,830.62,816.51
827.55,852.36,817.17
827.38,854.1,816.25
840.25,880.66,824.36
838.81,852.67,816.24
828.22,878.83,817.39
827.59,882.25,820.41
826.67,877.47,824.67
1835.78,873.26,824.49
823.88,861.22,823.84
827.0,838.49,817.58
827.44,876.71,2271.4
827.3,857.17,824.07
827.34,836.63,816.79
840.1,880.7,816.69
828.25,856.89,824.48
826.71,877.78,2273.17
827.27,857.69,819.23
840.47,837.1,816.04
1893.14,873.19,2233.81
841.16,841.91,816.83
855.75,835.31,816.94
852.18,834.78,817.24
844.83,832.51,817.31
825.87,856.55,816.97
1874.99,863.36,2846.25
825.96,875.26,816.9
839.8,861.39,815.24
827.39,856.14,818.03
826.44,869.96,812.76
828.13,834.85,820.52
824.83,852.02,816.74
1843.32,833.61,815.84
841.76,830.54,824.94
839.21,2306.23,816.3
841.91,834.96,813.65
828.22,855.64,2232.57
827.51,851.53,2077.94
827.66,827.55,816.55
1890.1,829.99,816.09
827.37,855.04,824.41
827.73,870.82,824.82
829.6,879.27,824.53
824.35,866.68,816.99
839.79,848.76,2239.46
831.44,859.08,817.25
826.11,875.35,824.79
840.13,2089.91,817.06
842.12,855.28,817.81
842.29,835.34,823.77
839.69,833.97,816.28
837.61,835.61,2226.58
827.57,854.53,817.47
838.29,835.77,813.79
827.4,854.31,813.53
827.33,1858.96,817.05
1837.78,868.16,821.6
822.55,860.31,817.06
827.56,855.12,816.86
827.42,855.51,817.79
827.59,853.76,816.33
1885.75,875.53,823.32
839.67,5305.31,816.68
837.91,2293.47,816.78
838.83,857.51,816.7
841.21,859.63,817.28
838.49,835.54,2263.66
827.27,865.62,816.43
827.13,836.1,815.55
826.57,835.55,825.09
827.29,2237.36,817.06
826.94,875.5,824.65
854.07,856.34,816.12
826.58,856.63,824.14
827.4,872.07,824.27
839.9,856.26,823.67
836.79,840.32,823.69
837.72,876.78,817.31
827.47,833.95,813.56
1861.12,845.57,828.75
837.57,873.9,817.27
825.94,2107.6,827.48
838.52,877.12,823.44
3104.19,845.92,824.85
825.0,844.57,824.24
827.53,850.14,817.45
837.66,862.73,816.01
825.63,836.46,816.68
841.75,851.87,817.41
838.19,836.37,2888.09
825.95,2038.76,818.03
828.18,870.69,816.61
840.93,880.5,817.25
827.29,860.93,823.02
839.36,842.64,824.57
828.17,852.64,817.29
839.09,840.6,816.33
826.91,875.27,817.58
838.88,856.57,824.25
841.61,858.12,2890.18
825.15,863.78,817.52
839.23,2304.89,816.82
840.99,872.33,816.94
826.09,854.2,817.02
852.24,864.77,824.36
826.78,876.4,817.44
836.5,861.79,817.54
1829.51,881.39,816.07
826.72,869.91,817.32
827.18,865.42,816.88
824.86,851.16,816.18
853.39,876.23,817.38
829.0,837.79,816.94
1886.19,852.4,817.1
824.9,853.28,2838.86
