P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
1215.37,1847.66,1225.15,1717.42,2221.49
814.68,1208.44,833.19,811.58,1206.98
1211.47,807.53,821.33,810.71,3528.14
1719.45,808.19,821.73,811.24,807.36
815.24,805.6,828.66,1210.7,804.92
812.69,805.15,1217.16,2437.38,803.75
814.22,2223.42,822.22,810.39,3738.76
2260.76,809.23,1223.44,1213.51,1206.0
1611.27,3015.2,1321.18,809.99,2815.09
4979.65,1313.91,833.92,1212.63,806.1
806.6,807.92,3047.42,808.32,1205.76
805.83,1312.12,831.68,3069.92,1204.6
1714.66,2010.85,835.8,811.29,807.29
809.04,1718.75,821.2,811.49,1206.73
818.35,2668.46,2960.32,809.72,806.09
1217.08,808.67,813.64,811.67,806.82
813.79,807.76,818.93,3264.99,805.86
3445.42,2252.87,1224.78,812.29,1206.54
815.44,1207.32,823.68,2828.98,4893.25
813.39,809.29,825.3,1213.34,805.29
4767.55,808.2,833.95,1210.29,1206.99
1611.45,808.23,831.76,810.88,803.41
814.55,808.18,821.38,1208.81,804.4
814.63,808.88,825.42,810.84,808.25
814.07,4456.95,830.68,1311.57,806.27
2247.97,2224.16,828.06,2011.44,2467.77
815.42,808.48,820.62,1212.63,806.27
2869.59,2236.62,832.71,809.55,1207.64
1211.23,806.72,2479.11,809.45,1208.74
808.69,1717.74,828.1,810.52,806.18
816.5,2236.93,815.33,3027.82,2418.22
809.65,808.83,1320.92,811.17,807.13
806.28,808.71,821.92,810.41,807.25
811.37,2250.41,830.77,809.42,1316.74
814.54,809.64,823.84,3023.94,3050.69
815.05,808.13,3687.45,810.62,803.26
1215.75,808.98,822.48,810.77,806.97
813.55,1209.65,2483.72,805.93,3008.24
2266.4,2628.8,826.99,811.14,3057.64
1211.62,2940.61,3034.75,810.74,1206.51
815.17,808.43,826.05,810.38,1207.68
1215.7,809.6,1330.03,810.89,808.23
816.67,807.73,817.2,2015.27,4141.63
2273.96,1207.78,1624.53,2457.24,804.57
1215.1,1715.98,822.77,810.26,806.04
810.69,808.5,818.98,1610.49,3026.22
815.85,1720.25,1222.32,2467.98,804.75
811.26,807.93,1219.83,810.13,807.23
814.9,808.01,1218.58,810.0,806.89
812.91,809.21,813.83,2217.54,1209.19
1611.39,2611.49,822.85,810.86,805.81
815.19,808.9,827.52,809.06,2874.66
2215.46,1208.06,822.8,3040.6,3026.34
2664.39,810.08,822.52,810.48,807.09
2217.48,808.04,821.62,1209.32,4359.52
813.07,808.21,1621.93,2470.26,3047.07
814.07,809.43,3048.15,811.43,2429.61
815.62,3846.89,821.96,808.98,2416.21
2250.13,808.79,1218.09,1321.47,804.73
1215.31,808.49,824.59,811.81,807.76
1217.14,2269.83,823.09,3543.84,1204.62
1722.92,809.22,1222.03,809.73,2009.67
815.28,2234.04,1219.97,3527.84,3250.59
816.92,809.27,1219.34,811.14,804.98
815.14,1208.42,2856.93,811.08,3048.07
818.01,1209.11,824.39,2323.28,1205.64
2619.79,1207.45,2866.08,811.86,805.4
815.35,809.24,3697.32,806.55,805.77
1822.29,810.36,823.11,812.12,807.58
1216.67,808.04,823.43,811.18,3760.62
815.21,810.45,823.03,810.52,807.27
1718.82,805.6,3049.8,2014.02,3291.29
2944.09,808.03,1224.29,809.85,806.6
814.33,2646.68,822.86,810.09,1208.15
1214.85,808.35,3681.88,809.06,1209.24
1214.69,807.5,821.29,1212.6,804.81
1718.7,1206.23,820.15,811.39,805.94
816.89,2462.93,1325.36,1210.6,3025.63
3254.43,1716.94,4128.67,1212.19,805.64
813.15,809.1,827.22,1316.53,2417.73
814.91,808.08,825.74,810.12,1209.14
814.21,808.42,822.1,810.76,805.97
816.65,6149.23,1228.28,809.26,805.43
814.17,808.89,1224.27,1314.98,805.7
1211.39,1208.82,822.18,1207.73,805.96
1209.15,807.38,822.06,1209.54,3678.79
815.59,807.66,828.56,810.01,1204.9
814.64,2248.93,824.46,809.2,2832.11
1718.36,1210.91,823.04,810.14,805.3
813.93,807.75,2855.98,810.28,1311.44
815.13,807.95,823.18,811.1,1205.85
4419.46,1718.53,1221.11,1206.67,806.41
2942.87,1208.1,818.66,1209.25,1208.66
1211.59,808.24,2464.78,809.54,3692.28
814.72,2522.82,823.88,811.18,1205.7
1319.19,2269.14,2479.33,809.49,3229.06
815.44,808.19,824.63,807.9,806.33
2218.8,808.49,826.06,3057.01,806.54
1318.63,806.67,827.39,810.1,807.43
1319.11,1210.18,1219.77,812.25,806.09
1213.77,807.21,1326.59,1211.44,1208.09
814.81,810.04,825.5,2827.28,806.67
814.77,808.42,828.15,810.84,4768.88
2240.46,808.09,826.52,1313.82,2425.74
3461.01,809.59,828.21,1208.72,806.4
3946.16,808.07,821.73,808.26,807.27
814.67,808.48,826.74,1313.87,807.06
1209.99,2268.34,3152.02,1316.88,805.3
815.54,807.88,3077.98,808.78,804.74
1215.03,807.52,826.47,809.7,805.99
814.81,807.92,3041.85,1815.36,4420.44
816.49,1311.9,827.45,808.78,1607.3
1716.73,808.84,822.34,810.43,3049.74
813.74,1611.92,1622.08,1318.5,1211.53
815.76,2263.82,3263.74,810.6,806.28
1319.32,809.05,822.4,2444.19,805.85
813.1,805.83,2480.15,810.82,806.9
4303.96,808.66,827.89,4636.72,805.71
815.38,808.09,1219.99,3013.87,1309.86
1214.66,805.37,2833.06,811.15,807.4
2874.17,807.81,1218.9,3069.72,806.18
815.91,805.78,3045.15,1210.79,804.09
1313.61,1207.72,822.89,809.34,1608.62
2617.78,808.43,826.92,809.83,1807.39
813.72,2241.85,822.62,3652.91,805.82
2240.06,2226.71,823.32,1210.0,1206.97
815.05,2226.44,829.5,3447.67,804.86
814.48,2224.84,820.97,810.0,1206.17
815.27,809.73,12820.93,811.21,1205.84
815.24,1604.99,817.37,811.47,805.97
814.79,805.07,832.31,3651.29,2920.23
2231.92,807.63,816.75,809.83,806.07
1721.13,810.24,1224.38,1210.35,1308.59
816.89,2630.06,827.81,5027.34,807.09
1716.71,809.56,1216.93,811.51,1206.79
815.1,1316.18,2465.09,1816.01,807.54
813.4,806.57,823.78,810.12,3653.45
6962.29,2218.14,821.45,810.33,806.26
2544.34,808.32,3244.94,811.12,807.93
815.44,2828.72,2546.22,2415.95,805.47
815.86,808.05,1327.45,3048.74,1207.99
3017.43,807.95,2435.22,809.36,808.54
813.17,807.16,1231.07,1814.7,805.9
1720.49,807.76,821.3,1211.14,1206.35
813.75,809.11,4239.37,6285.23,1210.17
812.8,807.1,828.22,2440.74,1209.31
815.15,3164.16,828.25,811.59,1204.9
2944.27,806.77,1219.06,1209.48,805.21
815.77,808.72,1216.26,1315.77,1719.19
1215.13,2117.64,3569.72,810.16,806.96
815.86,2554.47,821.16,1211.39,808.02
813.84,1717.79,1218.24,810.36,806.19
2923.58,808.23,2467.97,809.68,805.04
1214.61,4157.8,1221.92,1207.75,805.94
3474.82,1314.23,822.97,809.61,807.0
815.17,809.4,1219.33,812.58,807.99
1212.03,808.22,822.88,2473.46,805.6
814.31,1210.47,1225.65,3952.22,1206.18
1217.06,808.23,1329.4,811.25,2445.29
814.18,808.26,823.06,3061.53,807.16
814.61,807.76,3761.04,3226.34,3246.67
812.96,807.92,828.87,811.58,804.71
2224.72,1311.85,4139.71,4615.37,806.89
1213.26,808.05,823.63,1210.38,803.91
815.36,809.57,1226.41,808.25,802.97
812.31,808.34,1727.02,1322.56,1205.76
815.18,809.15,826.75,810.35,807.02
813.61,1209.07,829.91,3068.84,804.57
1314.73,1207.82,822.41,812.69,806.89
815.45,1711.79,827.27,811.46,806.78
1216.67,808.08,821.57,1211.6,804.97
814.28,1207.73,823.04,811.47,804.54
1721.04,1209.21,820.91,1211.89,806.13
809.32,1719.42,1325.13,1210.55,1207.68
816.19,2226.52,827.13,3061.66,805.9
814.5,1206.38,821.45,1209.6,2880.96
813.29,808.01,823.72,809.54,1316.06
1317.93,1313.06,824.24,2817.18,1208.48
810.38,2620.38,820.06,2848.59,806.21
815.59,803.16,822.8,808.16,805.17
814.6,1204.32,1328.49,1210.79,806.44
2222.32,2632.04,3690.68,2444.43,1207.76
3168.11,808.24,826.16,2460.75,806.05
2241.23,809.84,1219.92,3043.78,1207.78
1323.02,808.79,827.66,1314.34,1206.48
810.79,1207.49,1216.94,4104.57,3154.27
1215.13,810.0,3976.01,1210.58,2835.34
1717.56,810.32,1215.41,807.75,805.18
815.69,4307.04,824.61,1214.61,805.19
816.27,2610.83,829.27,810.29,1207.12
2532.79,2238.35,821.06,1610.13,3013.74
4910.1,807.93,823.65,1212.8,807.1
810.42,809.27,6070.73,1211.46,1310.36
814.86,808.15,1222.48,810.98,807.12
815.27,807.93,2467.63,809.1,808.3
817.17,2274.45,824.67,810.66,1312.87
