P-521,p521_mlkem1024,mlkem1024
1234.87,2672.56,2239.54
1222.04,1241.79,1204.07
821.93,1222.5,1204.25
820.57,1220.44,1203.36
821.0,1224.54,1203.99
825.95,3083.08,1204.56
819.34,1236.93,1206.66
825.31,1236.44,1204.12
821.91,1242.5,1204.2
820.31,1637.18,1204.43
2224.07,1241.85,1204.21
1229.86,1628.27,1204.02
828.94,1241.7,1204.37
820.73,1243.0,1204.37
820.43,1240.53,1204.0
820.06,1220.8,1203.95
2254.82,1235.51,1204.44
820.95,1226.45,1203.9
821.33,1236.33,1604.74
819.29,1220.5,1206.7
820.65,1628.06,1206.32
1220.32,1241.89,1204.26
1721.87,1223.27,1203.75
820.32,1243.98,1203.3
820.52,1217.27,1203.54
819.62,1245.08,1202.59
820.89,1241.49,1204.47
820.4,1241.97,1203.63
1221.2,1243.04,1203.94
820.56,2265.11,1204.34
829.0,1238.1,1203.31
820.8,1224.07,1203.54
822.78,1228.05,1204.33
821.08,1639.53,1204.3
819.52,1227.28,1202.91
819.76,1223.88,1203.95
1827.73,1644.49,1712.34
1216.42,1247.21,1204.21
825.08,1219.83,1202.87
826.92,2860.7,1203.09
1213.53,2268.77,3428.88
821.37,1240.93,1202.57
831.52,1244.12,1203.76
820.29,1228.85,3037.18
821.06,1231.4,1202.74
821.41,1224.49,1204.61
825.33,1236.68,1204.86
824.45,1229.86,1203.82
1212.43,2255.45,1603.76
821.47,1220.58,1203.91
1216.49,1250.53,1202.38
816.14,1217.98,1204.26
828.19,1627.77,1203.1
825.64,1661.39,1602.69
821.24,1238.55,1203.88
1221.65,1223.04,1202.12
818.57,1219.09,1204.14
820.37,1219.93,1204.28
823.72,1226.16,1204.49
1323.63,1622.16,1204.51
820.93,1223.56,1205.47
1215.51,1220.26,1204.2
819.06,1222.48,1604.12
820.31,1244.86,1203.87
1216.29,3040.39,1203.28
820.77,1221.48,1203.88
1217.51,1224.85,1204.03
3017.62,1232.84,1204.72
819.81,1634.23,1204.19
820.46,1240.47,1605.86
1216.55,1225.05,1203.89
820.88,1241.62,1204.4
3441.55,2946.02,1204.79
841.88,1237.54,1607.28
816.01,1224.9,1203.7
813.27,1229.69,1204.98
3460.73,1235.97,1204.16
822.68,1229.79,1605.31
826.45,1244.33,1203.86
1233.16,1247.12,1203.91
826.79,1252.82,1204.27
838.09,1244.37,1204.25
1320.41,1244.44,1203.86
2028.95,1241.66,1204.39
824.14,1243.93,3153.18
2252.62,1244.68,1203.76
830.82,1220.67,1204.48
820.7,1219.65,1204.71
835.86,1218.08,1203.09
822.33,1241.6,1202.92
834.81,1224.78,1606.02
825.22,2907.21,3470.18
829.99,1231.4,1203.24
1731.61,1244.45,1603.76
816.86,1644.48,1603.23
816.92,3029.02,1204.24
831.93,1239.21,1203.15
827.53,1222.62,1203.19
818.82,1250.26,1202.19
813.5,1239.35,1203.82
822.56,1239.5,1203.7
1725.43,1246.26,1602.54
816.46,1227.14,1203.5
812.85,1646.79,1203.8
1235.84,1222.03,1603.34
825.0,3059.99,3013.07
818.08,1218.5,1203.77
