P-521,p521_mlkem1024,mlkem1024
27.28,89.11,31.5
27.54,43.04,28.68
46.3,41.17,31.39
62.17,76.11,29.73
27.28,87.02,29.3
24.91,87.84,16.13
24.5,38.57,14.51
25.89,41.42,14.88
31.87,85.34,15.13
59.77,106.75,19.13
61.08,87.57,17.66
63.58,89.16,18.29
65.5,90.19,18.52
42.02,89.44,27.49
42.77,91.25,27.71
61.67,87.69,29.36
61.41,90.11,29.2
62.4,105.72,29.41
65.55,88.26,31.11
63.04,91.37,29.79
61.13,93.44,30.26
62.45,88.79,35.24
62.32,89.31,28.1
81.95,99.32,28.63
61.65,87.96,29.45
62.53,40.72,29.24
62.0,102.93,27.71
63.57,101.48,30.6
69.2,97.49,27.66
60.99,98.04,25.07
60.26,86.14,12.45
60.67,39.36,12.28
28.79,41.37,14.71
31.61,40.1,14.95
80.83,77.94,16.33
60.7,104.05,14.2
64.43,97.25,16.87
60.32,93.19,23.21
58.65,86.72,31.81
54.14,87.05,19.41
59.04,86.9,13.46
54.63,93.7,15.34
60.56,94.99,15.32
54.01,118.54,14.98
58.38,95.06,12.9
89.44,87.41,11.85
26.58,87.42,14.98
28.04,95.82,12.6
48.06,92.51,14.41
44.84,101.24,25.03
46.66,99.26,30.39
53.63,104.9,33.57
58.74,99.02,28.76
60.38,99.56,27.62
55.66,98.05,30.09
30.45,99.47,30.49
27.25,102.26,32.22
27.75,98.88,44.12
51.21,117.9,31.06
77.42,97.52,33.29
59.8,97.38,38.95
61.78,100.91,46.88
61.72,99.41,35.13
58.94,99.2,13.83
57.32,99.93,16.48
56.75,111.76,14.5
58.58,98.64,15.18
54.74,101.14,14.42
54.86,98.65,15.16
58.47,99.41,15.77
64.13,99.28,14.35
58.61,100.49,14.36
55.93,99.82,17.31
53.73,105.15,15.77
54.25,98.87,19.38
53.8,98.59,16.43
54.18,96.83,34.18
54.64,98.1,32.45
54.2,97.5,34.86
55.72,99.72,39.8
54.03,120.48,36.83
56.93,98.51,23.31
65.78,98.8,23.08
25.54,97.47,31.96
26.98,99.4,42.91
50.94,97.25,21.93
55.21,97.21,16.07
50.47,134.67,18.05
55.27,72.05,17.76
53.21,66.15,17.95
59.59,97.6,18.16
57.7,99.69,15.52
55.4,98.48,16.45
62.11,97.77,14.13
54.73,100.39,16.95
