P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
23.3,20.26,29.02,9.17,8.94
21.35,19.83,26.18,9.1,14.26
28.45,19.79,26.2,10.84,13.84
33.83,18.93,24.45,10.6,9.65
39.47,21.2,36.59,10.18,9.56
33.85,19.47,45.95,14.39,9.47
33.15,19.56,56.06,22.48,9.84
33.45,21.55,61.65,22.06,12.62
31.66,19.89,54.88,20.07,15.77
29.12,19.09,53.37,21.27,14.96
28.05,20.95,54.27,21.35,16.11
29.56,20.0,54.14,20.42,14.84
33.21,19.33,51.76,22.9,15.55
30.8,19.36,51.99,20.08,15.6
33.01,20.17,66.06,20.26,16.16
39.26,19.35,55.29,20.64,14.64
34.57,19.27,55.71,35.16,16.13
31.13,19.26,55.89,21.82,15.87
31.41,20.67,50.83,20.01,15.86
54.36,20.28,58.7,21.35,14.95
46.5,12.9,65.42,21.21,14.89
31.68,17.1,55.45,19.77,15.96
37.25,17.27,57.15,20.25,14.91
28.64,17.07,53.37,21.0,24.62
29.35,17.23,55.04,22.6,18.76
31.07,17.99,55.82,20.37,14.89
32.34,18.12,51.05,20.28,15.8
29.82,21.41,51.02,25.04,11.09
30.12,16.76,50.35,20.3,7.99
29.69,16.82,51.11,20.9,8.26
30.32,19.06,60.1,20.26,12.25
26.97,18.01,61.81,21.15,14.68
14.94,17.43,53.39,22.65,15.06
17.51,16.98,51.95,20.04,16.29
24.98,17.5,55.53,24.09,16.52
22.6,19.3,48.33,14.67,15.84
35.36,17.13,49.61,9.48,16.64
15.23,18.03,53.46,8.95,15.56
25.93,17.42,54.91,9.22,16.25
23.75,17.54,46.53,9.84,10.15
26.77,17.69,48.62,8.5,10.21
24.44,17.34,46.03,9.81,15.42
24.67,17.09,57.9,11.09,14.8
19.34,17.57,58.82,15.96,14.9
24.11,18.36,63.05,14.79,15.16
14.55,17.47,56.76,15.07,15.05
19.93,17.71,55.13,16.57,23.6
28.62,16.81,25.08,20.71,16.4
28.72,20.29,29.13,20.72,19.91
28.46,17.38,28.82,21.22,16.08
26.66,18.28,34.61,21.16,15.09
25.7,18.01,53.16,20.37,15.63
33.26,17.03,58.53,20.27,17.33
27.25,17.21,49.06,20.4,16.29
25.7,17.07,52.01,21.75,15.03
25.98,17.98,52.0,17.77,14.67
26.96,17.55,80.85,20.81,14.84
26.66,17.44,56.81,20.39,16.23
27.06,17.25,69.99,22.54,15.26
