P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
219.68,228.34,255.53,232.39,216.23
150.29,158.58,186.37,155.35,150.28
150.79,156.9,188.4,158.23,154.95
150.46,150.95,193.07,161.37,155.39
149.75,157.54,169.75,161.14,155.38
150.56,158.43,164.75,162.35,1243.8
149.81,156.72,190.52,163.63,156.18
152.62,154.18,195.49,162.25,155.75
149.97,157.29,186.36,162.47,156.0
150.14,158.85,192.75,161.56,151.01
149.67,156.26,184.75,155.5,155.59
149.74,157.89,185.15,163.18,154.92
150.83,158.05,186.18,162.35,156.61
153.24,156.52,179.42,162.07,156.56
149.96,1447.78,186.89,163.17,156.78
149.86,157.22,181.18,163.88,1232.19
149.81,157.75,189.3,161.84,154.45
152.93,157.14,171.44,161.86,157.17
151.28,157.84,1215.67,163.2,156.36
1155.18,158.04,187.93,163.62,156.26
149.19,152.01,187.85,162.33,156.43
149.45,156.55,181.07,146.91,153.04
149.46,158.51,183.11,161.51,157.46
149.88,152.27,187.84,162.88,156.48
149.3,156.45,158.19,163.56,584.0
150.2,157.74,169.15,162.0,156.58
151.42,157.57,169.37,162.09,156.92
149.73,158.1,168.15,161.93,157.98
153.39,155.4,173.85,159.49,157.6
1177.06,156.45,175.97,161.85,157.29
159.09,157.83,178.05,162.7,157.14
151.89,157.16,171.95,161.85,158.15
171.95,157.08,167.41,161.44,157.18
157.89,151.48,176.92,162.71,158.01
168.4,157.79,185.24,161.9,157.45
152.36,157.12,178.92,160.77,157.07
152.72,160.78,171.99,163.33,156.99
151.84,157.02,179.23,162.19,157.5
152.38,153.51,175.52,157.94,377.02
152.79,152.77,168.56,162.54,156.67
149.94,159.88,179.01,162.26,158.35
149.89,157.86,187.56,165.34,156.92
150.2,429.81,188.33,164.04,155.3
149.56,153.49,186.08,158.18,159.02
150.57,158.38,181.82,163.15,157.27
150.49,158.29,181.67,163.92,145.42
151.67,157.93,180.37,155.74,149.85
150.43,157.24,183.03,163.87,1170.64
150.14,147.2,186.94,163.15,158.21
150.27,151.64,183.49,161.42,156.75
150.3,156.76,162.56,162.34,156.71
151.15,157.17,172.68,153.6,157.17
150.61,158.04,169.02,162.54,153.58
150.02,156.65,185.76,162.0,157.13
150.55,157.52,190.33,1158.38,156.63
151.21,1162.14,182.98,160.43,157.35
151.07,159.02,182.26,161.77,157.64
150.57,160.38,164.32,161.9,159.01
149.57,160.37,183.1,159.56,157.08
149.93,153.6,181.41,161.51,157.87
167.5,146.62,187.86,161.22,157.19
170.95,160.71,189.11,157.62,154.16
170.91,150.4,183.33,161.89,157.17
170.72,161.38,180.76,162.93,157.51
169.36,159.12,180.01,162.12,157.53
154.25,152.67,170.88,164.64,1156.95
163.16,159.32,195.98,1241.68,155.4
152.74,158.38,185.05,161.23,155.58
175.29,159.1,189.22,159.45,156.36
172.5,155.25,186.84,162.85,157.31
1196.88,160.18,186.41,146.77,157.34
172.52,159.24,184.79,156.02,157.36
177.82,159.91,181.53,155.4,156.9
171.82,160.02,174.51,163.62,157.24
174.68,159.69,191.38,162.69,157.46
153.54,159.33,181.15,163.74,157.78
151.02,159.36,188.4,161.84,156.86
151.09,159.39,160.52,163.03,156.85
149.78,160.03,158.89,153.35,156.71
148.63,159.05,177.56,155.05,157.15
171.84,159.2,186.83,155.33,156.93
170.86,158.82,192.09,163.27,157.7
170.53,156.35,188.1,162.97,157.44
