P-521,p521_mlkem1024,mlkem1024
36.41,66.63,5.48
36.88,68.31,6.46
36.79,70.43,5.55
35.28,68.64,5.42
36.13,68.64,5.62
38.76,72.96,5.5
39.01,74.69,5.95
35.26,73.57,5.84
35.57,65.81,8.94
34.83,67.59,5.42
35.5,75.43,5.39
36.81,75.98,5.2
36.05,75.17,7.87
36.68,73.84,5.38
35.12,73.27,5.32
35.62,72.94,6.52
36.21,73.06,6.55
35.64,73.89,5.43
29.32,72.81,5.17
19.31,74.28,5.24
21.06,75.43,5.18
20.25,73.68,5.69
27.2,75.76,4.79
35.02,73.86,4.64
38.15,73.51,4.67
35.4,74.13,4.8
38.77,73.75,5.31
38.09,73.92,5.13
35.9,74.97,5.29
35.58,77.78,4.77
35.13,37.23,4.67
36.69,44.58,5.43
36.56,58.01,5.77
36.36,60.48,5.86
26.71,58.61,5.22
27.29,59.22,5.41
25.96,58.16,6.5
34.58,59.69,5.38
34.99,60.64,5.19
36.73,60.08,5.48
37.74,59.23,5.91
37.05,60.87,5.65
36.83,73.88,5.88
36.33,71.51,5.97
36.63,75.33,5.74
41.95,74.86,6.55
36.89,74.17,5.79
36.12,77.31,5.68
36.98,73.54,5.97
38.1,71.23,5.76
35.84,37.34,5.72
37.55,37.26,5.35
36.71,50.44,5.72
41.03,74.31,6.78
38.26,77.02,6.07
36.62,72.84,5.7
38.21,72.62,6.1
38.53,72.81,6.4
35.24,75.09,5.39
42.94,76.23,5.24
48.26,76.31,5.31
40.24,73.56,5.9
37.53,73.3,6.36
36.62,73.17,5.67
15.58,72.99,5.95
22.42,74.46,5.23
37.21,72.86,5.63
37.33,72.95,5.38
39.25,72.82,5.92
36.85,72.69,5.51
39.19,70.4,5.34
37.45,26.39,5.22
35.59,28.68,5.3
36.41,26.72,6.26
37.09,31.52,6.66
39.87,62.75,5.42
36.29,72.57,5.25
37.9,72.72,6.26
37.09,75.08,5.22
44.42,74.54,6.1
43.24,75.53,5.25
41.65,73.22,5.52
40.97,75.2,6.15
42.81,77.27,5.54
42.77,78.5,5.32
43.6,72.76,5.15
41.37,73.14,5.42
40.75,72.62,5.75
41.99,72.65,5.29
40.48,74.24,5.23
40.03,73.41,4.86
39.71,73.6,6.22
42.23,75.02,4.84
42.03,74.48,4.8
41.61,73.79,5.4
41.72,75.27,4.87
43.96,72.78,5.57
40.17,75.23,4.78
42.02,74.23,4.71
43.59,73.97,8.15
41.68,75.84,5.29
40.83,76.91,6.41
42.47,73.06,5.51
37.91,74.33,5.44
36.86,74.14,5.2
36.08,72.69,5.16
40.54,74.49,5.45
36.88,72.95,7.06
37.25,63.89,5.3
37.59,29.45,6.06
36.29,32.17,5.45
37.33,48.91,5.27
35.67,72.54,6.0
35.06,73.9,5.63
36.19,68.57,5.97
36.9,67.45,6.15
36.84,67.94,5.38
35.82,67.0,5.2
23.05,71.01,6.05
16.67,74.75,5.28
16.67,75.94,5.48
17.12,70.93,5.33
16.88,73.83,5.24
20.27,75.56,5.17
36.43,74.33,5.26
39.7,72.67,5.39
36.79,74.53,6.11
35.4,73.11,5.52
36.09,74.36,5.77
35.47,73.47,5.37
36.2,70.81,5.4
35.77,27.43,6.04
37.82,26.67,4.76
37.2,27.4,5.0
38.78,32.5,6.12
37.95,68.89,5.39
37.02,65.53,5.38
34.6,65.1,6.02
34.59,66.61,5.81
34.95,64.78,5.55
36.1,66.32,5.77
36.82,66.0,5.86
40.23,66.05,6.51
35.88,66.09,5.55
39.5,65.78,5.32
34.92,67.95,3.6
34.41,75.28,2.74
34.86,73.1,2.8
37.91,74.18,3.1
37.43,73.65,3.25
39.16,75.71,2.77
36.7,73.22,2.76
36.55,73.02,2.73
39.03,74.46,2.8
36.74,74.63,3.06
35.62,73.75,3.34
36.22,75.56,3.37
34.93,75.34,4.04
34.64,72.81,5.18
34.19,72.97,5.22
34.7,26.84,7.56
34.78,27.73,5.43
34.63,27.11,5.28
34.71,27.41,5.31
34.46,27.84,5.27
34.53,27.56,8.24
35.65,42.96,5.6
38.24,74.58,5.36
35.83,67.26,5.8
36.3,67.07,5.44
37.74,64.59,5.66
36.28,73.53,6.0
39.14,67.81,5.75
36.48,68.13,5.64
37.27,72.71,5.4
38.36,71.92,4.73
39.81,64.53,5.42
38.78,64.76,5.29
37.79,65.92,6.1
37.83,69.5,5.45
35.48,74.51,5.85
36.43,74.06,6.64
35.28,73.15,6.64
38.71,74.94,5.22
37.89,73.93,5.71
38.54,72.93,6.63
40.25,73.44,5.92
37.45,72.92,5.17
39.31,73.69,5.25
20.26,73.99,6.51
20.86,74.06,5.37
31.4,73.78,5.86
34.7,73.36,6.16
36.34,73.86,5.04
36.34,75.16,4.78
36.27,73.44,5.48
36.52,74.66,5.83
36.36,73.4,6.36
36.82,74.3,5.18
36.86,74.77,6.0
36.64,74.14,5.58
36.49,75.88,5.36
38.67,74.74,6.15
37.86,73.25,4.83
37.1,75.85,6.01
38.29,76.38,6.21
39.74,76.71,5.54
36.9,73.47,5.38
35.67,75.02,5.4
35.07,74.38,3.47
39.82,76.86,3.56
36.76,76.56,2.71
39.3,75.36,2.68
37.45,73.21,3.02
39.06,72.33,3.05
35.02,74.31,3.21
35.91,72.69,3.1
34.71,73.35,3.61
35.22,73.94,3.96
35.08,74.29,4.26
35.31,74.43,3.9
35.19,30.49,4.0
36.63,32.96,4.42
37.12,34.49,5.89
34.82,34.06,7.37
34.77,35.98,5.37
36.64,35.58,5.73
45.38,34.24,6.1
25.15,34.57,5.41
38.24,34.51,5.17
34.85,46.23,6.07
38.58,68.87,6.22
36.55,71.94,5.34
21.51,65.17,6.46
18.84,64.57,5.26
16.99,65.49,6.06
34.26,65.26,5.82
34.99,64.69,5.25
35.2,66.29,5.36
35.33,65.82,5.23
37.63,66.74,6.01
38.25,66.94,5.35
37.44,65.63,6.14
28.18,67.8,5.67
24.96,65.43,4.89
16.9,64.81,5.19
17.65,64.82,2.97
17.16,66.01,2.22
18.09,75.92,2.17
24.17,72.99,2.5
34.87,75.11,2.45
35.17,72.42,2.51
37.0,87.42,4.66
36.14,29.7,5.11
35.15,30.34,5.44
36.14,30.61,5.83
38.43,51.3,5.45
37.14,49.73,5.19
37.47,50.6,5.24
38.18,49.61,5.22
40.89,50.04,5.57
36.53,49.68,6.21
45.95,49.51,5.46
56.05,49.16,5.32
41.76,50.11,6.58
38.15,50.36,4.68
36.36,53.42,2.8
37.91,49.4,2.88
36.66,58.49,2.67
25.21,64.55,2.84
39.43,66.15,3.97
36.72,65.98,3.09
37.05,66.06,3.12
37.81,66.41,3.05
35.36,64.59,3.26
38.33,64.81,4.61
36.49,65.78,6.41
35.07,69.2,5.32
36.91,70.12,5.26
37.1,68.1,5.4
37.63,68.21,5.62
36.53,69.96,5.7
35.9,68.26,5.01
35.68,72.33,5.04
29.64,30.6,4.93
19.01,28.4,6.17
26.25,30.43,5.58
35.94,29.04,5.66
37.41,27.4,5.09
37.24,26.62,5.03
35.32,35.08,5.59
45.35,39.39,5.07
36.76,69.9,4.66
35.79,66.61,5.9
34.94,65.59,4.69
36.51,65.19,4.98
37.85,65.37,4.92
36.33,65.01,4.96
35.37,68.72,5.69
35.56,65.63,4.16
36.83,70.6,2.99
37.46,67.53,2.88
37.11,65.56,2.42
35.44,66.48,2.44
38.03,70.47,2.72
38.15,69.99,3.02
35.96,70.09,3.09
37.73,74.27,3.03
37.63,77.04,2.8
35.16,74.5,5.2
35.0,73.34,4.8
