P-521,p521_mlkem1024,mlkem1024
36.64,50.9,5.78
37.07,47.26,5.19
40.57,64.07,6.08
40.33,29.86,5.45
39.38,28.58,6.01
42.8,51.5,6.0
41.23,64.67,5.71
41.53,64.86,5.29
39.0,65.34,5.21
39.58,68.67,3.14
40.52,69.23,2.14
42.42,59.78,2.25
39.18,58.94,2.24
43.68,60.0,2.19
40.38,59.94,2.4
38.86,59.94,2.45
41.46,65.46,2.42
40.24,66.44,2.73
39.1,65.36,2.69
41.76,66.87,5.53
40.23,67.09,6.54
41.4,69.33,5.31
39.75,66.8,5.28
40.31,68.26,6.66
39.31,66.31,5.43
39.47,70.93,6.58
39.27,73.06,5.26
38.93,65.91,7.08
42.51,67.23,6.61
42.37,70.69,3.38
41.33,71.58,3.21
43.17,72.5,3.6
42.82,65.81,3.28
41.77,66.19,3.12
36.73,66.55,6.67
35.65,73.98,5.74
34.72,75.41,5.81
34.48,73.85,5.37
36.41,74.51,6.67
37.98,75.16,5.85
40.05,74.32,6.31
38.92,72.73,2.81
38.16,74.85,2.12
38.02,74.61,2.22
40.94,76.62,2.11
37.76,75.7,2.12
36.96,72.81,2.17
39.4,74.75,2.39
36.84,76.78,5.09
36.84,74.93,6.1
35.08,74.9,5.92
35.98,73.91,6.81
35.51,73.88,5.36
37.58,72.58,6.45
40.7,75.13,5.84
42.27,74.67,5.2
42.76,49.99,6.64
37.69,49.05,6.01
36.96,49.88,5.4
36.52,58.74,6.12
36.19,75.22,5.94
36.05,74.24,3.19
37.4,74.96,2.85
38.41,74.29,3.08
37.12,74.37,2.62
37.14,74.9,2.96
36.79,73.24,3.91
37.02,73.95,4.49
36.64,73.26,4.03
36.05,74.18,3.92
36.84,74.43,5.15
36.15,74.32,7.42
39.15,75.52,5.49
38.48,73.14,5.23
35.7,77.11,5.31
37.32,74.0,5.5
35.81,75.43,5.51
38.3,72.86,5.21
36.89,76.55,5.31
36.84,77.12,3.59
42.78,72.97,3.63
42.98,74.86,3.92
41.04,78.45,5.65
37.79,73.53,5.86
35.63,73.14,5.88
34.19,73.37,5.65
34.46,73.85,5.64
37.95,73.1,6.59
42.05,73.09,5.53
35.54,74.48,5.82
34.28,73.51,5.96
43.99,77.52,6.27
59.71,74.47,6.83
43.1,73.98,5.19
50.29,75.53,5.61
39.34,74.09,5.43
28.62,81.05,6.23
22.59,77.4,5.53
42.82,73.58,5.31
42.86,74.48,6.22
42.16,74.01,5.44
48.51,75.03,6.19
41.89,76.22,5.28
44.41,72.82,5.37
46.17,74.68,6.48
52.23,73.44,6.2
44.87,73.09,5.34
40.57,68.93,7.13
43.1,28.72,6.47
49.6,30.72,5.2
51.22,38.19,5.56
40.67,72.41,5.39
45.32,73.98,5.59
50.47,73.76,5.27
41.9,70.94,5.13
42.29,26.77,5.8
47.44,26.54,6.69
46.2,34.43,5.71
44.12,71.91,5.3
37.49,72.8,5.35
34.86,73.05,5.66
34.98,73.05,6.91
36.84,67.42,5.42
36.02,64.15,5.16
35.39,66.15,7.04
40.94,66.07,5.54
46.4,64.58,5.97
42.35,26.18,5.38
26.87,27.64,5.22
26.61,25.99,5.89
20.18,29.15,5.36
20.17,27.41,6.37
22.14,31.0,5.44
20.18,34.72,6.08
19.79,35.39,5.6
21.25,42.2,5.53
37.45,42.61,5.56
35.8,42.46,5.31
37.04,66.43,5.45
37.37,66.08,5.18
37.97,54.81,6.17
47.26,60.58,5.82
28.12,65.37,6.07
26.63,66.06,5.56
25.21,68.01,5.62
28.37,67.1,4.89
37.11,65.31,4.74
35.7,64.62,5.08
39.94,65.7,3.57
38.73,65.19,2.62
40.76,66.88,2.68
38.17,64.46,2.54
35.84,64.66,2.75
39.72,64.75,2.77
35.72,64.56,3.36
35.48,64.54,3.23
34.82,64.81,2.85
35.07,65.47,5.57
40.45,64.72,5.58
40.0,64.31,7.86
39.84,66.11,6.05
40.4,64.59,5.27
39.51,63.76,5.49
37.09,27.15,5.77
37.07,28.82,5.71
37.15,56.58,5.34
34.06,66.31,5.18
34.31,66.71,5.24
32.15,68.45,5.41
35.42,70.28,5.84
34.57,73.44,6.13
37.98,75.48,5.34
40.44,67.53,5.39
43.72,67.54,5.01
39.77,74.1,4.94
35.56,73.81,6.43
35.26,72.76,5.83
39.82,72.67,5.84
49.32,75.57,5.5
56.16,77.29,5.38
44.93,73.83,5.24
40.94,28.24,5.7
41.46,26.88,5.78
42.51,31.78,5.56
41.63,69.92,5.64
43.53,67.08,7.51
39.64,65.1,5.67
36.99,65.26,5.97
34.94,65.42,5.32
