P-521,p521_mlkem1024,mlkem1024
1260.43,1299.55,1230.42
874.62,2303.78,828.96
1893.49,888.34,828.23
1934.41,866.04,828.94
865.95,889.29,822.07
865.36,890.74,827.3
867.54,893.03,3296.81
1901.76,3317.72,830.14
864.05,880.05,3322.21
866.25,879.26,828.29
865.97,888.17,828.46
872.89,887.79,833.0
868.48,888.05,820.82
883.05,2943.06,828.28
865.28,875.75,828.82
878.99,885.62,828.73
866.71,881.83,828.31
867.62,889.96,829.07
864.28,887.33,828.36
861.67,2116.73,2896.38
862.87,879.31,828.24
882.23,889.59,828.02
868.88,889.78,828.79
1916.13,889.9,828.37
875.87,2316.77,828.54
1919.94,2905.0,827.66
874.18,881.47,825.27
864.27,888.97,828.36
862.38,889.06,828.22
864.63,890.07,822.41
865.28,897.52,820.9
3138.86,892.49,827.95
863.0,888.75,824.32
862.23,2305.47,827.76
852.23,2128.05,828.38
865.23,889.74,829.1
870.38,879.47,828.65
885.31,891.48,828.84
864.5,886.83,828.04
867.42,2292.54,826.24
868.7,877.84,828.34
869.06,890.87,829.0
870.01,886.93,827.93
1871.51,2301.62,829.01
869.72,2317.93,828.92
888.51,5791.78,829.53
863.74,2126.29,2870.37
868.28,863.54,2054.31
1928.24,880.09,829.31
869.21,891.49,2859.96
881.19,894.13,828.76
852.84,888.97,2284.07
864.32,882.9,828.59
1892.25,889.38,2240.98
866.7,886.49,820.67
862.08,888.02,828.56
870.07,885.67,828.64
860.71,888.49,829.38
877.8,872.75,832.87
1864.17,878.1,831.85
861.59,887.16,831.95
1918.47,889.06,830.11
866.71,896.34,828.85
861.34,890.12,830.05
860.16,893.09,822.64
860.2,888.5,828.12
860.86,3273.78,829.32
860.99,2307.84,828.97
860.55,882.71,828.52
862.03,2100.55,828.61
862.23,2302.86,828.39
861.06,880.39,2904.93
859.26,881.98,2251.37
860.79,889.49,829.29
861.11,2327.05,826.03
862.46,887.5,828.9
861.27,886.63,824.72
857.7,886.21,828.96
870.78,888.23,828.27
862.3,877.18,828.37
1882.67,887.52,828.88
860.87,887.85,829.01
860.36,889.64,828.41
1923.92,2927.79,831.92
861.48,2286.4,828.5
860.28,887.53,828.25
862.36,887.64,828.76
861.38,884.5,2849.67
868.16,3373.99,2867.88
860.84,887.27,828.24
860.34,2284.44,828.23
862.28,878.11,2267.32
861.09,885.8,828.05
1861.03,887.09,3291.68
865.64,2292.04,1828.2
855.03,2923.49,829.26
860.8,883.96,2250.43
866.88,2141.12,3910.94
860.31,874.97,828.53
861.13,2129.93,828.14
861.22,863.55,828.98
1874.11,880.06,828.7
1891.37,887.21,828.14
873.45,884.46,829.12
861.81,889.13,2096.21
879.66,890.68,830.05
860.83,888.69,832.15
861.63,887.38,829.32
862.6,887.51,825.0
856.01,888.87,834.49
867.94,890.88,2265.59
861.74,892.3,821.28
874.79,891.49,2273.86
861.02,2968.17,828.66
867.12,880.2,828.84
1889.78,2333.27,828.92
865.47,873.33,2908.07
860.61,878.77,827.85
860.18,886.7,829.07
860.71,2306.17,2858.95
861.07,887.99,2251.77
860.69,886.98,829.6
862.77,888.91,828.55
860.32,887.67,828.29
861.53,887.53,2911.2
867.84,886.09,2246.21
860.72,2305.36,828.81
1896.15,882.44,822.24
861.25,883.8,831.63
860.23,883.58,827.8
861.71,2921.93,828.23
878.08,883.97,828.7
1899.4,891.87,828.28
1889.08,887.85,2872.86
1870.33,889.19,2268.29
1886.42,2130.98,2884.87
868.61,867.87,828.25
863.56,2954.14,828.14
860.94,868.53,829.21
860.37,886.81,830.57
860.88,888.74,2889.89
879.34,870.86,827.87
1908.55,875.94,828.35
860.73,891.94,828.04
861.39,886.94,829.14
867.42,887.14,829.11
860.47,2150.35,828.9
862.61,889.27,2275.74
1878.51,2307.94,826.32
864.19,883.01,812.47
861.77,885.96,827.39
1918.03,2086.06,828.3
854.71,877.81,820.98
865.62,3285.09,827.97
864.69,879.53,2264.2
862.07,2274.11,829.79
2945.52,2303.44,827.83
1872.16,883.8,827.87
861.8,2311.18,2267.42
1916.03,879.88,828.64
867.06,885.36,830.32
873.73,2288.62,829.11
1932.3,877.23,829.82
873.3,3324.85,830.58
874.09,882.8,828.09
873.88,888.18,829.86
875.36,889.18,828.45
880.75,888.02,829.69
872.73,886.35,832.99
870.79,886.95,829.51
869.87,1874.16,2269.68
868.88,878.08,827.76
868.81,880.03,828.43
869.33,888.19,828.45
868.88,890.77,829.37
869.33,887.83,2090.47
868.86,890.18,828.88
869.45,887.79,5302.62
869.64,878.07,828.48
868.77,888.96,828.45
1883.69,887.37,3273.78
869.97,2296.39,827.39
868.41,2154.69,828.76
868.39,5735.61,827.48
868.26,877.35,828.14
867.98,865.51,828.76
868.3,2319.92,828.56
875.13,877.96,1831.51
867.82,889.46,829.79
867.9,3340.79,829.2
869.4,3353.1,828.51
874.2,886.92,831.35
871.41,888.0,828.43
870.62,888.71,831.36
869.76,891.18,828.97
868.16,4606.11,829.3
1926.62,889.07,825.16
1876.31,889.34,828.74
1897.39,889.95,827.92
