P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
1206.86,1817.2,1218.79,1207.97,1866.14
805.28,803.84,2864.29,806.12,1710.18
804.91,805.21,815.28,2660.04,805.22
805.97,804.6,1715.74,806.56,803.49
805.92,803.57,1216.44,805.96,806.0
806.01,804.32,1716.85,806.5,805.38
804.48,805.16,813.07,806.08,803.91
805.2,803.16,816.1,806.38,805.73
805.53,803.0,2621.75,1205.16,2266.38
802.41,1308.99,817.15,806.57,805.83
805.59,804.37,815.0,806.5,804.97
805.55,802.59,815.41,2620.53,1204.8
2616.05,806.25,815.96,804.57,805.49
805.36,805.8,814.26,806.12,805.34
805.72,3230.25,815.07,806.65,804.88
2410.2,806.1,812.67,806.47,804.88
805.67,804.59,815.44,806.29,805.3
806.0,803.92,815.23,804.69,804.95
805.61,804.15,814.7,806.31,804.27
803.69,803.48,815.22,806.07,804.8
803.94,804.21,817.11,806.03,805.61
3159.02,804.12,2459.36,806.42,805.35
806.23,806.33,809.21,806.47,804.76
805.41,804.38,815.84,806.51,804.82
805.81,804.58,818.0,806.19,803.56
806.0,3226.42,815.07,805.83,805.9
806.14,804.81,814.02,2655.16,804.9
804.31,804.36,813.27,806.42,805.31
805.63,803.83,815.9,806.07,805.3
805.72,1204.88,813.95,805.83,805.41
805.46,806.94,815.52,2212.89,2643.8
805.2,804.55,2643.73,2925.82,2611.42
805.7,803.73,814.38,806.05,804.83
803.86,2627.18,817.33,805.69,804.89
804.85,1204.8,2613.6,805.87,805.37
805.82,803.96,1611.64,807.29,804.77
1311.41,804.78,814.7,806.12,1204.95
3261.54,806.66,817.36,806.73,805.5
805.05,805.25,2650.45,805.79,805.66
802.6,805.37,817.49,806.12,806.07
803.9,806.25,817.1,806.02,805.29
805.98,1206.78,815.55,806.32,804.89
806.11,2623.46,815.4,806.0,805.4
1814.09,805.81,1716.65,1711.41,804.97
804.62,806.01,815.76,806.33,805.46
806.23,803.99,815.47,806.44,805.22
805.54,806.06,818.06,806.46,1206.15
804.83,805.39,814.19,804.37,2626.9
1203.7,806.7,816.91,807.16,805.76
805.32,805.4,815.0,806.18,2246.59
805.75,805.41,817.08,805.81,804.81
804.28,806.58,1718.02,806.07,804.92
806.07,805.72,2623.28,806.16,805.23
804.26,2859.05,817.14,2220.82,807.09
805.65,805.98,817.42,806.55,805.33
807.51,806.72,817.64,806.03,805.38
806.52,805.84,1211.79,806.18,805.18
804.84,3121.1,815.14,806.49,805.38
806.55,806.31,814.92,1710.62,807.05
805.87,806.19,1211.12,805.88,805.23
804.84,805.39,815.95,806.04,805.18
805.6,805.53,816.53,1810.74,804.85
3267.71,2627.51,813.59,805.91,804.56
1206.88,1204.44,814.48,2643.3,804.17
804.61,802.24,2423.74,805.8,804.94
803.86,804.97,816.18,805.96,804.84
1314.51,806.01,815.54,806.53,805.09
806.06,805.79,815.57,805.43,1205.51
805.95,2654.41,1216.13,805.89,2619.49
3225.93,805.68,815.4,804.37,805.88
1206.87,805.3,2664.49,806.2,805.11
802.66,805.49,815.64,806.42,1710.72
801.99,806.46,817.57,2636.42,805.34
802.22,805.67,814.65,805.56,1205.17
802.01,805.81,812.15,805.89,804.64
801.88,805.73,1212.01,805.5,805.01
1311.06,805.7,816.97,803.58,2609.09
804.5,806.5,819.96,803.3,805.3
805.65,805.85,814.35,805.42,1206.56
807.01,1314.76,818.33,805.47,806.41
806.27,806.04,815.59,808.12,804.23
1205.41,806.27,815.43,802.35,805.03
