procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 15732628 238416 5642456    0    0   100   168 3810    6  9  2 88  1  0  0
 0  1      0 15731668 238420 5642484    0    0     0  1848 3454 7369  3  2 77 18  0  0
10  0      0 15734736 238428 5640536    0    0     0   720 4456 7782  5  3 82 10  0  0
 0  1      0 15728204 238448 5642608    0    0     0  1840 5920 8761  8  5 77 10  0  0
 2  0      0 15728308 238468 5642596    0    0     0   480 4590 6888  3  3 84  9  0  0
 1  0      0 15693484 238468 5642600    0    0     0     0 19245 28001  9  9 82  0  0  0
 0  1      0 15688864 238480 5642608    0    0     0   652 8355 14862  5  4 83  8  0  0
 1  0      0 15692448 238516 5642676    0    0     0  1100 4215 6835  4  4 82 11  0  0
 1  0      0 15695036 238520 5642736    0    0     0   300 4071 5407  9  4 83  5  0  0
 1  0      0 15699632 238520 5640756    0    0     0     4 2290 3383 13  1 86  0  0  0
 1  0      0 15727216 238520 5640760    0    0     0     0 2375 2001 13  1 86  0  0  0
 1  0      0 15735300 238520 5640704    0    0     0     0 2128 1755 13  1 85  0  0  0
 1  0      0 15740928 238520 5640708    0    0     0     0 2017 3065 13  1 86  0  0  0
 1  1      0 15752172 238528 5642760    0    0     0    60 2183 1690 13  1 86  0  0  0
 1  0      0 15759872 238528 5642768    0    0     0     0 1651 1161 13  1 86  0  0  0
 1  1      0 15747908 238536 5642776    0    0     0  1528 3960 8465 14  2 80  4  0  0
 1  1      0 15755288 238544 5642792    0    0     0  1060 2617 2757 14  1 72 14  0  0
 2  1      0 15751232 238552 5642872    0    0     0   576 6551 13066 17  3 69 11  0  0
 2  1      0 15732432 238564 5642916    0    0     0  1632 7264 8875 26  3 53 19  0  0
 2  1      0 15716280 238584 5643012    0    0     0   780 8762 11785 27  4 59 10  0  0
 3  1      0 15715604 238608 5643056    0    0     0  1920 9082 12754 36  4 48 12  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  1      0 15726860 238628 5643080    0    0     0  1232 8305 9641 37  4 50 10  0  0
 5  2      0 15721812 238648 5643140    0    0     0   976 11052 17504 42  6 45  7  0  0
 4  1      0 15708796 238652 5641176    0    0     0  1268 9685 13305 47  5 36 11  0  0
 4  1      0 15685340 238692 5643336    0    0     0   952 10960 15778 49  6 35  9  0  0
 4  2      0 15667232 238712 5643356    0    0     0  1904 10651 15379 55  6 30  9  0  0
 5  1      0 15675268 238740 5641340    0    0     0  1276 9821 12341 58  6 29  7  0  0
 6  1      0 15671336 238756 5643500    0    0     0   576 12077 18934 61  7 27  5  0  0
 5  1      0 15673768 238772 5641460    0    0     0  1856 11561 15811 71  9 17  4  0  0
 7  1      0 15658192 238792 5643620    0    0     0   900 12188 17703 70  9 19  3  0  0
 7  2      0 15649424 238816 5643708    0    0     0  2024 12492 17573 75  9 13  3  0  0
 8  1      0 15654200 238832 5643720    0    0     0   904 10996 12785 80  8 10  2  0  0
 9  1      0 15642224 238844 5643820    0    0     0   608 14609 22241 81  9  8  1  0  0
 8  1      0 15635332 238856 5641844    0    0     0  1852 12707 13208 86  9  4  2  0  0
 7  1      0 15649840 238868 5643972    0    0     0   828 14323 16902 87 10  3  0  0  0
10  2      0 15625528 238888 5644036    0    0     0  2032 13543 15754 86 10  3  1  0  0
20  0      0 15613360 238896 5644092    0    0     0   820 13706 15521 90  9  2  0  0  0
13  1      0 15626816 238924 5644136    0    0     0   600 15955 21301 87 10  2  0  0  0
 9  1      0 15621896 238928 5644264    0    0     0  1952 13339 13657 89  9  1  0  0  0
10  1      0 15629808 238944 5644260    0    0     0   796 14536 16525 89 10  1  0  0  0
12  1      0 15618956 238972 5644380    0    0     0  2048 13996 15850 89  9  1  0  0  0
13  1      0 15612988 238988 5642392    0    0     0  1148 14540 16726 90  9  1  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  1      0 15605040 239000 5644512    0    0     0   548 15003 18439 88 10  2  0  0  0
14  1      0 15629088 239008 5644624    0    0     0  1628 13354 15932 90  9  1  0  0  0
10  1      0 15638480 239012 5644636    0    0     0  1244 12034 12988 89 11  0  0  0  0
14  1      0 15614656 239028 5644732    0    0     0   652 13607 18337 88 11  1  0  0  0
21  0      0 15588592 239032 5642772    0    0     0  1556 11878 13213 90  9  1  0  0  0
13  1      0 15560876 239060 5644808    0    0     0   680 13563 18575 88 11  0  0  0  0
15  1      0 15563708 239092 5644952    0    0     0  2104 13203 16743 90 10  0  0  0  0
18  1      0 15558416 239124 5645040    0    0     0  1280 12407 14295 90 10  0  0  0  0
12  1      0 15580292 239132 5645120    0    0     0   560 13751 18295 89 11  0  0  0  0
15  1      0 15586356 239132 5645336    0    0     0  1924 11656 12304 90 10  0  0  0  0
15  0      0 15586664 239140 5645084    0    0     0  1248 13853 19233 89 11  0  0  0  0
12  4      0 15581952 239148 5645380    0    0     0  1848 13922 19033 88 12  0  0  0  0
14  1      0 15571732 239164 5643504    0    0     0   612 12204 14351 90 10  0  0  0  0
14  1      0 15574488 239172 5645504    0    0     0   712 13288 16904 89 11  0  0  0  0
19  1      0 15577576 239188 5645680    0    0     0  2012 12092 14159 90 10  0  0  0  0
11  0      0 15564268 239212 5645988    0    0     0   968 13189 18926 90 10  0  0  0  0
13  5      0 15552416 239224 5645916    0    0     0  2076 14035 19406 88 12  0  0  0  0
15  1      0 15550108 239240 5643876    0    0     0   844 12159 14651 90 10  0  0  0  0
13  1      0 15552504 239264 5645940    0    0     0   592 14526 20516 88 12  0  0  0  0
12  1      0 15581584 239272 5643852    0    0     0  2104 11364 11640 90 10  0  0  0  0
14  0      0 15571556 239288 5645768    0    0     0  1524 13073 18287 89 11  0  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
21  1      0 15566036 239308 5645872    0    0     0   636 13922 19707 89 11  0  0  0  0
13  0      0 15550852 239316 5645984    0    0     0  1568 11653 13542 90 10  0  0  0  0
28  1      0 15554304 239348 5645680    0    0     0   860 13218 16813 89 11  0  0  0  0
16  2      0 15554972 239364 5646132    0    0     0  2180 12219 14943 89 11  0  0  0  0
15  1      0 15546604 239372 5644172    0    0     0  1244 12454 16532 90 10  0  0  0  0
22  0      0 15534192 239400 5646244    0    0     0   576 13691 19242 88 12  0  0  0  0
16  1      0 15538652 239412 5644372    0    0     0  1676 12719 16479 89 11  0  0  0  0
28  0      0 15546164 239428 5646424    0    0     0   908 12875 15706 89 11  0  0  0  0
13  2      0 15534520 239464 5646556    0    0     0  2076 12476 15553 88 11  0  0  0  0
23  2      0 15533408 239476 5644616    0    0     0  1368 11971 14464 90 10  0  0  0  0
18  0      0 15521500 239484 5646688    0    0     0   484 13218 17881 90 10  0  0  0  0
16  1      0 15517680 239484 5646824    0    0     0  1296 14155 19574 88 12  0  0  0  0
14  1      0 15517940 239488 5644864    0    0     0   932 12870 16101 90 10  0  0  0  0
19  0      0 15518224 239500 5646916    0    0     0  1148 11781 12892 90 10  0  0  0  0
22  0      0 15509812 239508 5647056    0    0     0   388 13034 17351 88 12  0  0  0  0
13  1      0 15510036 239520 5645092    0    0     0  1724 12561 17010 90  9  0  0  0  0
19  1      0 15489176 239520 5645156    0    0     0  1408 12221 14511 89 11  0  0  0  0
15  1      0 15444408 239528 5647844    0    0     0   304 14356 21478 87 13  0  0  0  0
16  2      0 15445844 239544 5645748    0    0     0  1876 12594 15546 89 11  0  0  0  0
22  2      0 15424892 239556 5645772    0    0     0  1348 12957 17947 89 11  0  0  0  0
19  1      0 15430316 239568 5647852    0    0     0   516 12828 16197 90 10  0  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
30  1      0 15421524 239576 5647992    0    0     0   600 13349 18614 89 11  0  0  0  0
13  1      0 15423920 239584 5646020    0    0     0  1540 12125 15087 90 10  0  0  0  0
20  4      0 15457048 239592 5646336    0    0     0  1760 12778 16378 88 12  0  0  0  0
16  3      0 15465776 239600 5648116    0    0     0   920 12327 14773 89 11  0  0  0  0
14  6      0 15459664 239600 5647968    0    0     0  1916 14569 23906 88 12  0  0  0  0
19  4      0 15454956 239620 5648044    0    0     0  1148 12364 14859 88 12  0  0  0  0
30  1      0 15461012 239624 5648072    0    0     0  1112 11914 15370 89 10  0  2  0  0
18  1      0 15445972 239628 5648088    0    0     0  1364 11143 11778 90 10  0  0  0  0
10  1      0 15463560 239636 5648084    0    0     0  1244 12887 16136 90 10  0  0  0  0
13  1      0 15452380 239652 5648108    0    0     0  1492 11419 12305 90 10  0  0  0  0
14  0      0 15453412 239656 5648144    0    0     0   336 14157 21476 89 11  0  0  0  0
16  1      0 15439156 239668 5648268    0    0     0  1784 12829 17401 88 11  0  0  0  0
12  1      0 15453612 239688 5646236    0    0     0  1552 12444 15433 90 10  0  0  0  0
12  3      0 15455364 239700 5648316    0    0     0   704 13569 17713 88 12  0  0  0  0
 9 14      0 15457628 239716 5648304    0    0     0  1768 13843 20727 89 11  0  0  0  0
