run_id,duration_ms,success
1,4,1
2,4,1
3,5,1
4,4,1
5,4,1
6,5,1
7,3,1
8,1,1
9,1,1
10,2,1
11,2,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,2,1
18,2,1
19,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,2,1
27,1,1
28,1,1
29,1,1
30,1,1
31,1,1
32,1,1
33,1,1
34,1,1
35,1,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,2,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,1,1
55,1,1
56,2,1
57,2,1
58,1,1
59,1,1
60,1,1
61,1,1
62,2,1
63,1,1
64,1,1
65,1,1
66,2,1
67,1,1
68,2,1
69,2,1
70,1,1
71,1,1
72,1,1
73,1,1
74,1,1
75,1,1
76,1,1
77,1,1
78,1,1
79,1,1
80,1,1
81,1,1
82,1,1
83,1,1
84,1,1
85,1,1
86,1,1
87,2,1
88,1,1
89,1,1
90,2,1
91,1,1
92,1,1
93,1,1
94,1,1
95,2,1
96,1,1
97,1,1
98,2,1
99,1,1
100,1,1
101,1,1
102,1,1
103,1,1
104,1,1
105,1,1
106,2,1
107,1,1
108,1,1
109,1,1
110,1,1
111,1,1
112,1,1
113,2,1
114,1,1
115,1,1
116,2,1
117,1,1
118,1,1
119,1,1
120,1,1
121,2,1
122,1,1
123,1,1
124,1,1
125,2,1
126,1,1
127,1,1
128,2,1
129,1,1
130,1,1
131,2,1
132,1,1
133,1,1
134,1,1
135,2,1
136,1,1
137,1,1
138,2,1
139,1,1
140,1,1
141,1,1
142,2,1
143,1,1
144,1,1
145,2,1
146,1,1
147,1,1
148,1,1
149,1,1
150,1,1
151,2,1
152,1,1
153,1,1
154,1,1
155,2,1
156,1,1
157,1,1
158,2,1
159,1,1
160,1,1
161,1,1
162,1,1
163,1,1
164,1,1
165,2,1
166,1,1
167,1,1
168,1,1
169,1,1
170,1,1
171,1,1
172,1,1
173,1,1
174,1,1
175,1,1
176,1,1
177,2,1
178,1,1
179,1,1
180,1,1
181,2,1
182,1,1
183,1,1
184,1,1
185,1,1
186,1,1
187,1,1
188,1,1
189,1,1
190,1,1
191,1,1
192,1,1
193,2,1
194,2,1
195,1,1
196,1,1
197,2,1
198,1,1
199,1,1
200,1,1
201,1,1
202,1,1
203,1,1
204,1,1
205,1,1
206,1,1
207,1,1
208,1,1
209,1,1
210,1,1
211,1,1
212,1,1
213,1,1
214,1,1
215,1,1
216,1,1
217,1,1
218,1,1
219,1,1
220,1,1
221,1,1
222,1,1
223,1,1
224,1,1
225,1,1
226,1,1
227,1,1
228,1,1
229,1,1
230,1,1
231,1,1
232,1,1
233,1,1
234,1,1
235,1,1
236,1,1
237,1,1
238,1,1
239,1,1
240,1,1
241,1,1
242,1,1
243,2,1
244,1,1
245,1,1
246,1,1
247,1,1
248,1,1
249,1,1
250,1,1
251,1,1
252,1,1
253,1,1
254,1,1
255,1,1
256,1,1
257,1,1
258,1,1
259,1,1
260,1,1
261,1,1
262,1,1
263,1,1
264,1,1
265,1,1
266,1,1
267,1,1
268,1,1
269,1,1
270,2,1
271,1,1
272,1,1
273,1,1
274,1,1
275,1,1
276,1,1
277,1,1
278,1,1
279,1,1
280,1,1
281,1,1
282,1,1
283,1,1
284,1,1
285,1,1
286,1,1
287,1,1
288,1,1
289,1,1
290,1,1
291,1,1
292,1,1
293,1,1
294,1,1
295,1,1
296,1,1
297,1,1
298,1,1
299,2,1
300,1,1
301,2,1
302,2,1
303,1,1
304,1,1
305,2,1
306,4,1
307,4,1
308,2,1
309,4,1
310,3,1
311,3,1
312,3,1
313,4,1
314,5,1
315,3,1
316,3,1
317,3,1
318,4,1
319,4,1
320,5,1
321,3,1
322,4,1
323,4,1
324,4,1
325,5,1
326,4,1
327,4,1
328,4,1
329,5,1
330,4,1
331,4,1
332,4,1
333,4,1
334,4,1
335,4,1
336,3,1
337,5,1
338,3,1
339,4,1
340,3,1
341,4,1
342,3,1
343,3,1
344,2,1
345,4,1
346,4,1
347,4,1
348,7,1
349,4,1
350,4,1
351,2,1
352,3,1
353,3,1
354,3,1
355,3,1
356,3,1
357,2,1
358,3,1
359,3,1
360,4,1
361,3,1
362,5,1
363,4,1
364,4,1
365,4,1
366,4,1
367,3,1
368,4,1
369,3,1
370,4,1
371,4,1
372,4,1
373,3,1
374,3,1
375,4,1
376,4,1
377,4,1
378,7,1
379,5,1
380,4,1
381,2,1
382,4,1
383,4,1
384,2,1
385,3,1
386,3,1
387,3,1
388,3,1
389,3,1
390,3,1
391,3,1
392,3,1
393,3,1
394,3,1
395,2,1
396,3,1
397,3,1
398,2,1
399,3,1
400,3,1
401,3,1
402,2,1
403,2,1
404,3,1
405,3,1
406,2,1
407,2,1
408,3,1
409,2,1
410,3,1
411,4,1
412,2,1
413,3,1
414,3,1
415,2,1
416,3,1
417,2,1
418,2,1
419,3,1
420,3,1
421,2,1
422,3,1
423,3,1
424,3,1
425,4,1
426,3,1
427,4,1
428,4,1
429,5,1
430,4,1
431,2,1
432,3,1
433,3,1
434,5,1
435,5,1
436,7,1
437,4,1
438,5,1
439,5,1
440,4,1
441,4,1
442,3,1
443,4,1
444,4,1
445,4,1
446,4,1
447,4,1
448,4,1
449,3,1
450,3,1
451,3,1
452,4,1
453,4,1
454,3,1
455,5,1
456,4,1
457,3,1
458,4,1
459,4,1
460,4,1
461,4,1
462,3,1
463,3,1
464,4,1
465,4,1
466,4,1
467,4,1
468,4,1
469,3,1
470,4,1
471,4,1
472,4,1
473,5,1
474,5,1
475,4,1
476,4,1
477,3,1
478,3,1
479,4,1
480,4,1
481,3,1
482,3,1
483,4,1
484,4,1
485,4,1
486,5,1
487,3,1
488,4,1
489,3,1
490,2,1
491,2,1
492,2,1
493,1,1
494,1,1
495,2,1
496,1,1
497,1,1
498,2,1
499,2,1
500,2,1
