procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 16922884 118672 5011676    0    0   694   331 5125    7 14  3 81  3  0  0
 0  1      0 16933732 118700 5011704    0    0     0  1428 3825 7823  4  2 80 14  0  0
 0  1      0 16920144 118760 5011836    0    0     0   944 5411 14830  9  4 76 11  0  0
 0  0      0 16916112 118796 5011856    0    0     0  1592 5444 7690  6  5 77 12  0  0
 1  0      0 16888836 118816 5011836    0    0     0   332 10220 15035  5  5 83  6  0  0
 0  1      0 16902472 118848 5011348    0    0     0   764 8576 14846  5  4 79 12  0  0
 0  1      0 16900956 118904 5011440    0    0     0   832 5158 8428  7  5 77 10  0  0
 0  0      0 16915852 118928 5011464    0    0     0   268 3332 4267  2  2 92  4  0  0
 0  0      0 16922172 118936 5009404    0    0     0    92  855 1253  1  1 97  1  0  0
 0  0      0 16923768 118948 5009428    0    0     0    52 2016 4094  1  2 96  1  0  0
 1  0      0 16942300 118948 5009436    0    0     0     0 1496 1676  1  2 97  0  0  0
 0  0      0 16951184 118964 5009428    0    0     0   184  846 1041  1  1 96  2  0  0
 0  0      0 16952556 118964 5011480    0    0     0     0 2091 4126  2  2 97  0  0  0
 0  0      0 16964204 118964 5011484    0    0     0     0  988 1328  1  1 98  0  0  0
 0  2      0 16965832 118984 5011496    0    0     0  1168 3407 7499  3  2 85  9  0  0
 0  1      0 16964068 119024 5011524    0    0     0   884 3216 6341  3  2 82 13  0  0
 1  2      0 16941844 119064 5011620    0    0     0  1428 7214 13166  9  5 76  9  0  0
 1  1      0 16937988 119104 5009588    0    0     0   892 5380 4421 12  2 70 15  0  0
 1  1      0 16924848 119144 5011760    0    0     0   584 8203 13198 15  4 72  9  0  0
 1  1      0 16925232 119180 5011752    0    0     0  1244 7094 9695 18  4 62 16  0  0
 2  0      0 16927284 119228 5011864    0    0     0   808 8099 10262 20  4 66 10  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  2      0 16912788 119272 5011956    0    0     0  1416 7668 10348 19  4 62 15  0  0
 1  1      0 16888536 119328 5011984    0    0     0  1080 7239 9853 19  4 66 11  0  0
 2  2      0 16885636 119364 5012016    0    0     0  1608 9690 15907 21  5 64 10  0  0
 2  1      0 16882288 119396 5009980    0    0     0   888 6373 6534 18  3 64 15  0  0
 2  1      0 16887400 119428 5012160    0    0     0   612 9638 16260 20  5 66  9  0  0
 1  1      0 16874980 119456 5012164    0    0     0  1444 6401 5343 18  3 66 13  0  0
 2  1      0 16868692 119516 5012284    0    0     0   904 9625 16556 22  5 64  9  0  0
 2  1      0 16870648 119548 5012328    0    0     0  1440 7580 10827 19  4 65 13  0  0
 2  1      0 16868428 119584 5012508    0    0     0   848 8405 11401 21  5 65  9  0  0
 2  1      0 16869668 119620 5010456    0    0     0  1404 7744 10412 19  4 64 13  0  0
 2  0      0 16851136 119668 5012548    0    0     0   936 8697 13938 20  4 65 11  0  0
 1  2      0 16833892 119700 5012680    0    0     0  1544 8653 14123 21  5 62 13  0  0
 2  1      0 16816280 119744 5012964    0    0     0   880 6983 8042 20  5 64 11  0  0
 1  2      0 16802236 119788 5013228    0    0     0  1656 9887 15500 21  5 63 11  0  0
 2  2      0 16786976 119808 5013256    0    0     0   724 8034 12079 19  4 62 15  0  0
 2  2      0 16763076 119864 5018344    0    0     0  5100 9339 15153 24  5 60 11  0  0
 1  7      0 16756408 119936 5027628    0    0     0 10296 8394 13119 22  5 51 23  0  0
 1  5      0 16761852 119984 5032236    0    0     0  7432 6749 6419 19  3 56 21  0  0
 5  0      0 16790004 120052 5014260    0    0     0  3204 6838 7011 20  4 50 26  0  0
 2  5      0 16785520 120096 5014356    0    0     0  1696 11076 22028 22  6 55 17  0  0
 2  2      0 16788660 120128 5012356    0    0     0  1108 7059 8078 19  4 59 19  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  1      0 16776500 120176 5014556    0    0     0   700 9840 18136 21  5 64 11  0  0
 2  1      0 16770120 120208 5014576    0    0     0  1384 6369 5861 18  3 60 18  0  0
 2  1      0 16771552 120244 5014700    0    0     0   868 9603 17399 22  5 63  9  0  0
 2  1      0 16754440 120288 5014752    0    0     0  1600 8722 14094 19  4 63 13  0  0
 1  1      0 16754200 120320 5014892    0    0     0   920 8920 13804 21  6 64 10  0  0
 1  1      0 16761184 120356 5014968    0    0     0  1468 7951 11303 19  4 62 14  0  0
 1  1      0 16746724 120396 5015040    0    0     0  1156 8714 14986 21  4 65 10  0  0
 1  1      0 16748144 120444 5015184    0    0     0  1556 9868 17420 21  5 63 11  0  0
 2  1      0 16758396 120492 5015256    0    0     0  1008 7619 9568 20  4 66 10  0  0
 2  2      0 16747844 120532 5015384    0    0     0  1596 9310 14627 21  5 64 10  0  0
 1  1      0 16735300 120572 5015460    0    0     0  1012 8591 14506 21  4 64 10  0  0
 1  2      0 16729164 120604 5015608    0    0     0  1580 10223 17861 21  5 63 11  0  0
 4  1      0 16736800 120652 5015656    0    0     0   976 7168 7173 19  4 66 11  0  0
 2  1      0 16735596 120696 5015800    0    0     0  1576 10208 17328 22  5 63 10  0  0
 1  1      0 16719672 120728 5013780    0    0     0   988 6180 5063 18  4 68 10  0  0
 2  1      0 16702744 120752 5016092    0    0     0   712 11415 24176 23  5 63  9  0  0
 2  1      0 16705424 120780 5016128    0    0     0  1428 7286 8898 20  4 54 23  0  0
 1  1      0 16712872 120828 5016188    0    0     0   956 8819 13994 22  6 63  9  0  0
 1  1      0 16717668 120876 5016244    0    0     0  1564 7790 10564 19  4 61 16  0  0
 2  1      0 16706920 120928 5016304    0    0     0  1036 8881 16047 21  4 64 11  0  0
 2  5      0 16699772 120976 5016472    0    0     0  1572 10027 18531 22  5 61 12  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  2      0 16691728 120992 5014464    0    0     0   780 6761 9216 19  4 57 21  0  0
 2  1      0 16703496 121040 5016700    0    0     0   844 9353 11470 22  5 65  9  0  0
 1  1      0 16707012 121064 5016736    0    0     0  1396 7211 9862 19  4 64 13  0  0
 3  1      0 16691616 121100 5016880    0    0     0   948 10622 18873 24  6 60 10  0  0
 2  1      0 16681168 121148 5017008    0    0     0  1540 8436 14609 20  4 65 10  0  0
 1  1      0 16688376 121200 5017152    0    0     0  1152 7515 10874 19  5 66 10  0  0
 2  2      0 16688200 121256 5017344    0    0     0  2132 9432 15085 21  5 62 12  0  0
 1  1      0 16685508 121264 5015292    0    0     0   668 8793 16135 21  4 46 29  0  0
 2  1      0 16680068 121304 5017404    0    0     0  1084 7483 10545 20  4 65 11  0  0
 1  5      0 16687804 121336 5017636    0    0     0  1584 9675 18186 21  6 61 12  0  0
 5  3      0 16681760 121356 5017672    0    0     0   920 6169 4815 18  3 56 22  0  0
 3  1      0 16677280 121392 5017708    0    0     0   544 10295 19629 23  5 61 11  0  0
 4  2      0 16667784 121432 5017976    0    0     0  1520 8698 15450 19  5 62 14  0  0
 4  1      0 16673360 121448 5015892    0    0     0  1052 7240 10470 19  4 62 14  0  0
 3  1      0 16646416 121472 5018156    0    0     0   640 7940 10394 20  5 65 10  0  0
 4  2      0 16649692 121508 5018204    0    0     0  1628 10660 21800 22  5 53 20  0  0
 4  1      0 16650172 121536 5016248    0    0     0  1172 7251 10270 19  4 63 14  0  0
 5  1      0 16632688 121576 5018604    0    0     0   688 10498 21535 21  6 65  8  0  0
 5  1      0 16627272 121608 5018568    0    0     0  1460 6404 5561 19  4 60 17  0  0
 6  1      0 16638028 121644 5016568    0    0     0  1500 6668 5926 18  4 62 16  0  0
 6  1      0 16653432 121688 5018780    0    0     0   880 9942 16278 21  5 64  9  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
