protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,n_blocks_pooled,n_files_pooled,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,ci95_method,ci95_naive_low_ms,ci95_naive_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
quic,single,mldsa65,x448_mlkem768,hybride,L3,pq,stable,500,500,0,100.0,4,4,550.207,1138.234,502.196,598.218,bootstrap_blocs,450.436,649.978,5.57,3001.651,4805.234,4.35,7006.38
quic,single,mldsa65,x448,classique,L3,pq,stable,500,499,1,99.8,4,4,635.12,1444.559,589.884,690.841,bootstrap_blocs,508.372,761.868,3.31,3028.774,5115.161,2.51,8054.71
quic,single,mldsa87,P-521,classique,L5,pq,stable,500,498,2,99.6,4,4,719.385,1620.934,638.32,800.45,bootstrap_blocs,577.019,861.751,4.96,3029.778,7000.06,3.74,7000.84
quic,single,mldsa87,hqc256,pq_pur,L5,pq,stable,500,500,0,100.0,4,4,204.796,383.245,184.504,231.854,bootstrap_blocs,171.203,238.389,83.04,1074.562,1493.728,78.86,3102.43
quic,single,mldsa87,mlkem1024,pq_pur,L5,pq,stable,500,498,2,99.6,4,4,540.098,1292.722,409.043,671.153,bootstrap_blocs,426.558,653.637,2.47,3028.599,7025.72,1.89,8026.52
quic,single,mldsa87,p521_hqc256,hybride,L5,pq,stable,500,500,0,100.0,4,4,260.599,560.751,217.224,303.975,bootstrap_blocs,211.447,309.751,91.785,1113.296,3088.947,87.64,7056.56
quic,single,mldsa87,p521_mlkem1024,hybride,L5,pq,stable,500,499,1,99.8,4,4,477.824,1165.094,390.513,582.37,bootstrap_blocs,375.596,580.051,12.88,3035.277,4256.011,10.63,7138.3
quic,single,secp384r1,P-384,classique,L3,classique,stable,500,498,2,99.6,4,4,441.322,1249.096,431.557,455.191,bootstrap_blocs,331.614,551.03,5.545,3003.759,7001.047,5.02,7004.06
quic,single,secp384r1,hqc192,pq_pur,L3,classique,stable,500,500,0,100.0,4,4,132.932,435.544,108.366,176.644,bootstrap_blocs,94.755,171.109,46.395,528.025,1129.086,44.95,7068.3
quic,single,secp384r1,mlkem768,pq_pur,L3,classique,stable,500,500,0,100.0,4,4,213.423,488.046,183.47,249.39,bootstrap_blocs,170.644,256.202,3.425,1003.332,3000.586,2.89,3002.57
quic,single,secp384r1,p384_hqc192,hybride,L3,classique,stable,500,500,0,100.0,4,4,168.518,397.853,151.044,179.863,bootstrap_blocs,133.645,203.392,55.255,1046.138,2125.596,53.93,3061.18
quic,single,secp384r1,p384_mlkem768,hybride,L3,classique,stable,500,500,0,100.0,4,4,219.176,501.855,176.411,254.114,bootstrap_blocs,175.186,263.165,12.66,1040.106,3012.161,11.9,3030.18
quic,single,secp384r1,x448_hqc192,hybride,L3,classique,stable,500,499,1,99.8,4,4,138.264,423.938,112.186,163.228,bootstrap_blocs,101.067,175.461,50.48,1033.68,1110.667,47.6,7035.89
quic,single,secp384r1,x448_mlkem768,hybride,L3,classique,stable,500,499,1,99.8,4,4,232.777,569.344,161.146,304.696,bootstrap_blocs,182.822,282.732,6.34,1032.247,3004.363,5.58,4057.72
quic,single,secp384r1,x448,classique,L3,classique,stable,500,498,2,99.6,4,4,299.377,978.117,258.117,333.633,bootstrap_blocs,213.469,385.284,3.96,3000.91,6999.592,3.64,7001.64
quic,single,secp521r1,P-521,classique,L5,classique,stable,500,498,2,99.6,4,4,326.716,899.47,255.404,397.457,bootstrap_blocs,247.716,405.716,5.32,1307.258,3005.003,4.87,7001.78
quic,single,secp521r1,hqc256,pq_pur,L5,classique,stable,500,500,0,100.0,4,4,163.333,300.718,148.176,178.491,bootstrap_blocs,136.974,189.692,85.405,577.25,1081.022,80.15,3079.51
quic,single,secp521r1,mlkem1024,pq_pur,L5,classique,stable,500,500,0,100.0,4,4,268.994,663.611,198.498,339.49,bootstrap_blocs,210.826,327.162,3.48,1030.857,3002.25,3.08,6999.83
quic,single,secp521r1,p521_hqc256,hybride,L5,classique,stable,500,500,0,100.0,4,4,221.818,476.196,188.905,269.769,bootstrap_blocs,180.078,263.559,95.78,1059.053,1891.113,88.9,7052.7
quic,single,secp521r1,p521_mlkem1024,hybride,L5,classique,stable,500,500,0,100.0,4,4,232.672,509.065,192.073,273.272,bootstrap_blocs,188.051,277.294,12.72,1038.973,3011.184,11.78,3033.39
