protocol,auth_mode,network_profile,sig_alg,kem,kem_class,role,n_blocks_cpu,cpu_ms_per_handshake_mean,cpu_ms_ci95,cpu_ms_ci95_method,n_blocks_mem,mem_peak_MiB_mean,mem_MiB_ci95,mem_MiB_ci95_method
tls,single,simple_loss1.3_delay62.51ms,mldsa44,p256_hqc128,hybride,client,4,51.519,"[49.852, 53.186]",bootstrap_blocs,4,5.388,"[5.265, 5.504]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa44,p256_hqc128,hybride,server,4,25.399,"[24.161, 26.637]",bootstrap_blocs,4,6.481,"[6.463, 6.496]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa44,p256_mlkem512,hybride,client,4,41.123,"[39.191, 43.055]",bootstrap_blocs,4,5.343,"[5.143, 5.543]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa44,p256_mlkem512,hybride,server,4,6.586,"[6.415, 6.800]",bootstrap_blocs,4,6.545,"[6.482, 6.660]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa44,x25519,classique,client,4,29.808,"[28.927, 30.688]",bootstrap_blocs,4,5.424,"[5.346, 5.521]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa44,x25519,classique,server,4,3.106,"[3.052, 3.160]",bootstrap_blocs,4,6.207,"[6.125, 6.361]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa44,x25519_hqc128,hybride,client,4,46.74,"[46.495, 46.923]",bootstrap_blocs,4,5.334,"[5.305, 5.368]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa44,x25519_hqc128,hybride,server,4,22.525,"[21.029, 24.020]",bootstrap_blocs,4,6.176,"[6.155, 6.188]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa44,x25519_mlkem512,hybride,client,4,30.961,"[29.605, 32.559]",bootstrap_blocs,4,5.141,"[4.920, 5.423]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa44,x25519_mlkem512,hybride,server,4,3.615,"[3.462, 3.764]",bootstrap_blocs,4,6.29,"[6.152, 6.428]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,P-384,classique,client,4,35.375,"[30.956, 40.158]",bootstrap_blocs,4,5.451,"[5.226, 5.796]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,P-384,classique,server,4,5.657,"[5.473, 5.900]",bootstrap_blocs,4,6.175,"[6.153, 6.193]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,hqc192,pq_pur,client,4,79.94,"[77.425, 82.018]",bootstrap_blocs,4,5.36,"[4.914, 5.626]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,hqc192,pq_pur,server,4,44.351,"[43.040, 45.563]",bootstrap_blocs,4,6.222,"[6.199, 6.244]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,mlkem768,pq_pur,client,4,28.595,"[26.835, 30.354]",bootstrap_blocs,4,5.516,"[5.334, 5.699]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,mlkem768,pq_pur,server,4,3.265,"[3.177, 3.327]",bootstrap_blocs,4,6.205,"[6.188, 6.219]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,p384_hqc192,hybride,client,4,86.704,"[85.509, 87.813]",bootstrap_blocs,4,5.484,"[5.215, 5.760]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,p384_hqc192,hybride,server,4,46.743,"[46.443, 47.044]",bootstrap_blocs,4,6.551,"[6.545, 6.557]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,p384_mlkem768,hybride,client,4,40.351,"[38.093, 42.608]",bootstrap_blocs,4,5.337,"[5.252, 5.389]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,p384_mlkem768,hybride,server,4,9.008,"[8.603, 9.413]",bootstrap_blocs,4,6.51,"[6.496, 6.520]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,x448,classique,client,4,31.777,"[30.222, 33.332]",bootstrap_blocs,4,5.338,"[5.312, 5.371]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,x448,classique,server,4,4.677,"[4.489, 4.865]",bootstrap_blocs,4,6.165,"[6.148, 6.177]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,x448_hqc192,hybride,client,4,80.974,"[79.482, 82.241]",bootstrap_blocs,4,5.304,"[5.045, 5.505]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,x448_hqc192,hybride,server,4,45.161,"[44.220, 45.985]",bootstrap_blocs,4,6.254,"[6.250, 6.259]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,x448_mlkem768,hybride,client,4,31.822,"[29.912, 33.731]",bootstrap_blocs,4,5.312,"[5.223, 5.438]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa65,x448_mlkem768,hybride,server,4,5.805,"[5.672, 5.939]",bootstrap_blocs,4,6.224,"[6.210, 6.244]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa87,P-521,classique,client,4,33.088,"[32.801, 33.376]",bootstrap_blocs,4,5.344,"[5.184, 5.504]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa87,P-521,classique,server,4,5.89,"[5.737, 6.045]",bootstrap_blocs,4,6.206,"[6.185, 6.223]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa87,hqc256,pq_pur,client,4,83.732,"[82.783, 84.653]",bootstrap_blocs,4,5.311,"[5.197, 5.424]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa87,hqc256,pq_pur,server,4,59.314,"[57.864, 60.925]",bootstrap_blocs,4,6.357,"[6.330, 6.375]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa87,mlkem1024,pq_pur,client,4,32.718,"[28.538, 39.093]",bootstrap_blocs,4,5.416,"[5.338, 5.525]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa87,mlkem1024,pq_pur,server,4,3.481,"[3.345, 3.616]",bootstrap_blocs,4,6.264,"[6.229, 6.295]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa87,p521_hqc256,hybride,client,4,88.452,"[86.899, 89.769]",bootstrap_blocs,4,5.507,"[5.348, 5.666]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa87,p521_hqc256,hybride,server,4,60.184,"[59.059, 61.892]",bootstrap_blocs,4,6.638,"[6.624, 6.646]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa87,p521_mlkem1024,hybride,client,4,43.317,"[42.029, 44.605]",bootstrap_blocs,4,5.48,"[5.356, 5.706]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,mldsa87,p521_mlkem1024,hybride,server,4,9.362,"[8.926, 9.797]",bootstrap_blocs,4,6.571,"[6.566, 6.578]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,P-384,classique,client,4,35.307,"[33.016, 37.598]",bootstrap_blocs,4,5.385,"[5.271, 5.509]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,P-384,classique,server,4,5.77,"[5.613, 5.927]",bootstrap_blocs,4,6.061,"[6.040, 6.075]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,hqc192,pq_pur,client,4,65.758,"[64.268, 67.669]",bootstrap_blocs,4,5.312,"[5.252, 5.367]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,hqc192,pq_pur,server,4,45.753,"[44.085, 47.652]",bootstrap_blocs,4,6.221,"[6.216, 6.228]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,mlkem768,pq_pur,client,4,33.419,"[31.356, 35.482]",bootstrap_blocs,4,5.312,"[5.170, 5.455]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,mlkem768,pq_pur,server,4,3.523,"[3.385, 3.641]",bootstrap_blocs,4,6.063,"[5.979, 6.107]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,p384_hqc192,hybride,client,4,68.944,"[67.703, 70.184]",bootstrap_blocs,4,5.29,"[5.230, 5.350]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,p384_hqc192,hybride,server,4,47.022,"[45.140, 48.905]",bootstrap_blocs,4,6.543,"[6.471, 6.660]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,p384_mlkem768,hybride,client,4,44.941,"[42.343, 47.539]",bootstrap_blocs,4,5.192,"[5.002, 5.318]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,p384_mlkem768,hybride,server,4,9.228,"[8.789, 9.667]",bootstrap_blocs,4,6.416,"[6.394, 6.431]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,x448,classique,client,4,33.71,"[30.881, 36.538]",bootstrap_blocs,4,5.383,"[5.189, 5.576]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,x448,classique,server,4,5.009,"[4.657, 5.338]",bootstrap_blocs,4,6.06,"[6.056, 6.064]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,x448_hqc192,hybride,client,4,65.694,"[64.453, 66.906]",bootstrap_blocs,4,5.276,"[5.150, 5.421]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,x448_hqc192,hybride,server,4,45.671,"[44.578, 46.764]",bootstrap_blocs,4,6.217,"[6.213, 6.221]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,x448_mlkem768,hybride,client,4,35.041,"[33.371, 36.777]",bootstrap_blocs,4,5.453,"[5.157, 5.681]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp384r1,x448_mlkem768,hybride,server,4,6.171,"[5.959, 6.383]",bootstrap_blocs,4,6.107,"[6.104, 6.111]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp521r1,P-521,classique,client,4,33.533,"[31.772, 35.676]",bootstrap_blocs,4,5.257,"[5.077, 5.369]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp521r1,P-521,classique,server,4,5.848,"[5.611, 6.153]",bootstrap_blocs,4,6.065,"[6.058, 6.074]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp521r1,hqc256,pq_pur,client,4,82.072,"[80.527, 83.837]",bootstrap_blocs,4,5.522,"[5.371, 5.674]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp521r1,hqc256,pq_pur,server,4,59.285,"[58.168, 60.403]",bootstrap_blocs,4,6.334,"[6.327, 6.339]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp521r1,mlkem1024,pq_pur,client,4,34.55,"[32.221, 36.879]",bootstrap_blocs,4,5.395,"[5.234, 5.607]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp521r1,mlkem1024,pq_pur,server,4,3.943,"[3.814, 4.074]",bootstrap_blocs,4,6.218,"[6.137, 6.358]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp521r1,p521_hqc256,hybride,client,4,89.033,"[87.921, 89.903]",bootstrap_blocs,4,5.361,"[5.186, 5.537]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp521r1,p521_hqc256,hybride,server,4,61.721,"[61.117, 62.326]",bootstrap_blocs,4,6.668,"[6.604, 6.781]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp521r1,p521_mlkem1024,hybride,client,4,45.25,"[44.760, 45.787]",bootstrap_blocs,4,5.366,"[5.214, 5.502]",bootstrap_blocs
tls,single,simple_loss1.3_delay62.51ms,secp521r1,p521_mlkem1024,hybride,server,4,9.856,"[9.728, 9.965]",bootstrap_blocs,4,6.492,"[6.403, 6.622]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,P-256,classique,client,4,32.872,"[28.050, 41.791]",bootstrap_blocs,4,5.219,"[4.731, 5.532]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,P-256,classique,server,4,3.478,"[3.135, 3.935]",bootstrap_blocs,4,6.049,"[6.033, 6.070]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,hqc128,pq_pur,client,4,56.475,"[44.125, 80.598]",bootstrap_blocs,4,5.521,"[5.450, 5.592]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,hqc128,pq_pur,server,4,23.978,"[19.892, 30.114]",bootstrap_blocs,4,6.18,"[6.172, 6.188]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,mlkem512,pq_pur,client,4,33.683,"[27.556, 40.970]",bootstrap_blocs,4,5.388,"[5.266, 5.521]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,mlkem512,pq_pur,server,4,3.052,"[2.661, 3.680]",bootstrap_blocs,4,6.134,"[6.111, 6.149]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,p256_hqc128,hybride,client,4,63.839,"[48.089, 92.361]",bootstrap_blocs,4,5.37,"[5.290, 5.467]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,p256_hqc128,hybride,server,4,27.754,"[23.070, 33.621]",bootstrap_blocs,4,6.467,"[6.451, 6.494]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,p256_mlkem512,hybride,client,4,45.94,"[35.247, 63.826]",bootstrap_blocs,4,5.471,"[5.395, 5.547]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,p256_mlkem512,hybride,server,4,6.938,"[5.986, 8.515]",bootstrap_blocs,4,6.564,"[6.429, 6.829]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,x25519,classique,client,4,31.798,"[26.834, 40.609]",bootstrap_blocs,4,5.234,"[5.100, 5.369]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,x25519,classique,server,4,3.141,"[2.716, 3.829]",bootstrap_blocs,4,6.069,"[6.062, 6.074]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,x25519_hqc128,hybride,client,4,54.186,"[44.091, 70.172]",bootstrap_blocs,4,5.417,"[5.269, 5.549]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,x25519_hqc128,hybride,server,4,23.762,"[20.915, 27.186]",bootstrap_blocs,4,6.202,"[6.184, 6.221]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,x25519_mlkem512,hybride,client,4,31.728,"[26.030, 40.023]",bootstrap_blocs,4,5.415,"[5.244, 5.687]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,ed25519,x25519_mlkem512,hybride,server,4,3.542,"[3.188, 3.904]",bootstrap_blocs,4,6.138,"[6.081, 6.219]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,P-256,classique,client,4,32.662,"[25.541, 43.728]",bootstrap_blocs,4,5.255,"[5.098, 5.364]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,P-256,classique,server,4,3.769,"[3.158, 4.830]",bootstrap_blocs,4,6.411,"[6.146, 6.931]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,hqc128,pq_pur,client,4,51.132,"[43.276, 66.250]",bootstrap_blocs,4,5.439,"[5.324, 5.555]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,hqc128,pq_pur,server,4,22.094,"[20.165, 25.475]",bootstrap_blocs,4,6.235,"[6.180, 6.341]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,mlkem512,pq_pur,client,4,31.398,"[26.553, 38.069]",bootstrap_blocs,4,5.467,"[5.408, 5.527]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,mlkem512,pq_pur,server,4,3.275,"[3.136, 3.415]",bootstrap_blocs,4,6.199,"[6.172, 6.230]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,p256_hqc128,hybride,client,4,59.128,"[48.897, 78.517]",bootstrap_blocs,4,5.508,"[5.354, 5.625]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,p256_hqc128,hybride,server,4,25.473,"[23.001, 28.994]",bootstrap_blocs,4,6.476,"[6.456, 6.490]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,p256_mlkem512,hybride,client,4,44.643,"[37.595, 55.800]",bootstrap_blocs,4,5.387,"[5.177, 5.638]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,p256_mlkem512,hybride,server,4,6.905,"[6.513, 7.381]",bootstrap_blocs,4,6.466,"[6.453, 6.479]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,x25519,classique,client,4,31.398,"[26.694, 40.096]",bootstrap_blocs,4,5.438,"[5.295, 5.546]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,x25519,classique,server,4,3.568,"[3.129, 4.178]",bootstrap_blocs,4,6.203,"[6.134, 6.339]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,x25519_hqc128,hybride,client,4,53.123,"[45.104, 67.639]",bootstrap_blocs,4,5.434,"[5.203, 5.570]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,x25519_hqc128,hybride,server,4,22.799,"[20.785, 26.132]",bootstrap_blocs,4,6.308,"[6.188, 6.528]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,x25519_mlkem512,hybride,client,4,31.847,"[26.589, 41.461]",bootstrap_blocs,4,5.43,"[5.365, 5.494]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa44,x25519_mlkem512,hybride,server,4,3.881,"[3.349, 4.506]",bootstrap_blocs,4,6.165,"[6.137, 6.184]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,P-384,classique,client,4,35.035,"[28.362, 43.777]",bootstrap_blocs,4,5.35,"[5.301, 5.381]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,P-384,classique,server,4,6.003,"[5.221, 6.864]",bootstrap_blocs,4,6.357,"[6.186, 6.686]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,hqc192,pq_pur,client,4,93.58,"[77.159, 121.441]",bootstrap_blocs,4,5.576,"[5.357, 5.905]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,hqc192,pq_pur,server,4,49.556,"[40.088, 65.470]",bootstrap_blocs,4,6.25,"[6.241, 6.259]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,mlkem768,pq_pur,client,4,32.063,"[25.672, 39.621]",bootstrap_blocs,4,5.332,"[5.182, 5.457]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,mlkem768,pq_pur,server,4,3.697,"[3.344, 4.381]",bootstrap_blocs,4,6.271,"[6.219, 6.368]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,p384_hqc192,hybride,client,4,104.958,"[83.893, 145.323]",bootstrap_blocs,4,5.375,"[5.205, 5.596]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,p384_hqc192,hybride,server,4,52.952,"[40.865, 73.330]",bootstrap_blocs,4,6.601,"[6.516, 6.723]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,p384_mlkem768,hybride,client,4,49.085,"[40.117, 65.055]",bootstrap_blocs,4,5.493,"[5.273, 5.713]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,p384_mlkem768,hybride,server,4,10.081,"[9.191, 11.593]",bootstrap_blocs,4,6.521,"[6.520, 6.522]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,x448,classique,client,4,33.543,"[27.449, 42.656]",bootstrap_blocs,4,5.385,"[5.171, 5.510]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,x448,classique,server,4,5.202,"[4.683, 5.778]",bootstrap_blocs,4,6.335,"[6.150, 6.562]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,x448_hqc192,hybride,client,4,98.62,"[76.579, 139.692]",bootstrap_blocs,4,5.352,"[5.224, 5.513]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,x448_hqc192,hybride,server,4,53.393,"[40.558, 76.704]",bootstrap_blocs,4,6.398,"[6.242, 6.705]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,x448_mlkem768,hybride,client,4,36.034,"[27.948, 47.809]",bootstrap_blocs,4,5.566,"[5.281, 5.852]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa65,x448_mlkem768,hybride,server,4,6.311,"[5.571, 7.396]",bootstrap_blocs,4,6.312,"[6.223, 6.479]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa87,P-521,classique,client,4,35.845,"[30.542, 43.833]",bootstrap_blocs,4,5.513,"[5.383, 5.643]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa87,P-521,classique,server,4,6.055,"[5.504, 6.734]",bootstrap_blocs,4,6.223,"[6.215, 6.227]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa87,hqc256,pq_pur,client,4,104.241,"[79.985, 151.321]",bootstrap_blocs,4,5.492,"[5.299, 5.686]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa87,hqc256,pq_pur,server,4,73.333,"[54.380, 109.198]",bootstrap_blocs,4,6.36,"[6.340, 6.378]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa87,mlkem1024,pq_pur,client,4,30.994,"[23.740, 42.775]",bootstrap_blocs,4,5.368,"[5.253, 5.523]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa87,mlkem1024,pq_pur,server,4,3.997,"[3.572, 4.651]",bootstrap_blocs,4,6.457,"[6.268, 6.653]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa87,p521_hqc256,hybride,client,4,111.766,"[84.759, 163.213]",bootstrap_blocs,4,5.35,"[5.160, 5.575]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa87,p521_hqc256,hybride,server,4,77.823,"[57.259, 116.649]",bootstrap_blocs,4,6.644,"[6.605, 6.682]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa87,p521_mlkem1024,hybride,client,4,45.994,"[39.331, 57.649]",bootstrap_blocs,4,5.33,"[5.246, 5.414]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,mldsa87,p521_mlkem1024,hybride,server,4,9.644,"[8.932, 10.805]",bootstrap_blocs,4,6.55,"[6.534, 6.564]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,P-384,classique,client,4,40.169,"[33.943, 51.261]",bootstrap_blocs,4,5.589,"[5.469, 5.712]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,P-384,classique,server,4,6.774,"[6.094, 7.859]",bootstrap_blocs,4,6.102,"[6.059, 6.178]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,hqc192,pq_pur,client,4,79.379,"[63.722, 109.746]",bootstrap_blocs,4,5.334,"[5.254, 5.414]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,hqc192,pq_pur,server,4,50.721,"[43.877, 63.076]",bootstrap_blocs,4,6.284,"[6.221, 6.407]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,mlkem768,pq_pur,client,4,34.779,"[29.418, 44.065]",bootstrap_blocs,4,5.382,"[5.283, 5.485]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,mlkem768,pq_pur,server,4,3.974,"[3.530, 4.646]",bootstrap_blocs,4,6.126,"[6.090, 6.160]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,p384_hqc192,hybride,client,4,88.502,"[66.893, 129.273]",bootstrap_blocs,4,5.192,"[5.004, 5.288]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,p384_hqc192,hybride,server,4,52.557,"[43.162, 69.426]",bootstrap_blocs,4,6.502,"[6.498, 6.506]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,p384_mlkem768,hybride,client,4,48.371,"[41.174, 60.971]",bootstrap_blocs,4,5.348,"[5.266, 5.430]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,p384_mlkem768,hybride,server,4,10.259,"[9.328, 11.345]",bootstrap_blocs,4,6.487,"[6.426, 6.602]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,x448,classique,client,4,36.13,"[30.328, 45.341]",bootstrap_blocs,4,5.458,"[5.358, 5.639]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,x448,classique,server,4,5.424,"[4.858, 6.192]",bootstrap_blocs,4,6.181,"[6.055, 6.307]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,x448_hqc192,hybride,client,4,87.059,"[62.798, 133.560]",bootstrap_blocs,4,5.346,"[5.090, 5.648]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,x448_hqc192,hybride,server,4,55.245,"[42.933, 77.619]",bootstrap_blocs,4,6.189,"[6.170, 6.209]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,x448_mlkem768,hybride,client,4,40.712,"[33.369, 52.605]",bootstrap_blocs,4,5.588,"[5.426, 5.758]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp384r1,x448_mlkem768,hybride,server,4,7.13,"[6.462, 8.289]",bootstrap_blocs,4,6.205,"[6.090, 6.420]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp521r1,P-521,classique,client,4,38.571,"[32.227, 46.811]",bootstrap_blocs,4,5.464,"[5.346, 5.631]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp521r1,P-521,classique,server,4,6.554,"[5.903, 7.314]",bootstrap_blocs,4,6.124,"[6.057, 6.252]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp521r1,hqc256,pq_pur,client,4,104.197,"[78.391, 152.120]",bootstrap_blocs,4,5.37,"[5.291, 5.449]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp521r1,hqc256,pq_pur,server,4,74.493,"[55.837, 110.183]",bootstrap_blocs,4,6.494,"[6.342, 6.646]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp521r1,mlkem1024,pq_pur,client,4,35.088,"[30.024, 44.334]",bootstrap_blocs,4,5.418,"[5.288, 5.537]",bootstrap_blocs
tls,single,simple_loss1.5833_delay83.52ms,secp521r1,mlkem1024,pq_pur,server,4,4.332,"[3.815, 4.980]",bootstrap_blocs,4,6.148,"[6.093, 6.212]",bootstrap_blocs
