procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 15740516 246304 5652924    0    0    97   178 3899    6 10  2 87  1  0  0
 0  1      0 15745752 246312 5652952    0    0     0  1952 3707 7691  4  3 77 17  0  0
 0  1      0 15740020 246332 5653052    0    0     0  1040 4503 7822  6  4 80 10  0  0
 0  1      0 15732604 246344 5653144    0    0     0  1888 5806 8155  7  4 78 11  0  0
 1  0      0 15722504 246376 5653156    0    0     0   472 5677 8023  4  4 83  9  0  0
 2  0      0 15700112 246376 5653072    0    0     0     0 19475 27973 10  9 81  0  0  0
 0  1      0 15689352 246384 5653076    0    0     0   708 8292 14458  6  4 82  8  0  0
 1  0      0 15680556 246412 5653192    0    0     0  1100 5061 8433  5  4 81 10  0  0
 1  0      0 15693896 246424 5651156    0    0     0   240 2935 3263 11  2 84  3  0  0
 1  0      0 15693140 246424 5651168    0    0     0     4 2267 3614 13  1 86  1  0  0
 1  0      0 15699716 246424 5651168    0    0     0     0 2453 2044 13  1 86  0  0  0
 1  0      0 15709292 246424 5651172    0    0     0     0 1887 1337 13  1 86  0  0  0
 1  0      0 15715992 246424 5651180    0    0     0   224 2114 3143 13  1 86  0  0  0
 1  0      0 15741532 246432 5653236    0    0     0    92 2231 1685 13  1 86  0  0  0
 1  0      0 15749824 246432 5653244    0    0     0     0 1717 1177 13  1 86  0  0  0
 1  2      0 15735896 246456 5653256    0    0     0  2040 4168 8693 15  1 72 12  0  0
 1  1      0 15747856 246488 5653284    0    0     0   864 3120 3725 14  1 73 13  0  0
 2  2      0 15737112 246508 5653368    0    0     0  1980 8069 13675 21  3 64 11  0  0
 2  1      0 15731204 246512 5651344    0    0     0   916 7511 10054 25  3 58 13  0  0
 3  1      0 15707044 246556 5653520    0    0     0   800 9186 12570 28  4 58  9  0  0
 3  1      0 15707556 246572 5651480    0    0     0  1736 9358 11957 36  5 49 10  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  1      0 15714880 246612 5653648    0    0     0   796 10237 14098 38  6 49  8  0  0
 4  3      0 15708284 246640 5653684    0    0     0  2116 10106 14077 46  5 38 11  0  0
 4  1      0 15695660 246664 5653716    0    0     0   936 10823 15223 48  6 37  9  0  0
 7  0      0 15678712 246696 5654016    0    0     0  1024 11680 18993 54  7 33  6  0  0
 5  1      0 15684320 246724 5653852    0    0     0  1984 9612 12049 57  6 28  8  0  0
 6  0      0 15695044 246752 5653888    0    0     0  1416 10480 14257 58  7 28  7  0  0
 6  3      0 15669240 246772 5653988    0    0     0  2000 11398 16772 64  8 24  3  0  0
 7  1      0 15655912 246784 5654008    0    0     0   740 11299 16228 70  7 19  4  0  0
12  0      0 15640188 246808 5654180    0    0     0   556 12917 19797 73  9 16  3  0  0
 7  1      0 15635736 246824 5652156    0    0     0  2068 11173 13886 77  8 11  4  0  0
11  0      0 15644144 246848 5654252    0    0     0   832 11937 15793 79  9 10  2  0  0
 9  2      0 15650020 246856 5654388    0    0     0  2228 12518 16763 83 10  5  2  0  0
 7  1      0 15630116 246872 5652360    0    0     0  1148 12160 15242 86  9  5  1  0  0
 8  1      0 15609580 246876 5654564    0    0     0   592 14116 20786 85 10  4  1  0  0
10  1      0 15616128 246900 5652552    0    0     0  1900 12605 14577 89  9  2  0  0  0
10  0      0 15607892 246928 5654600    0    0     0  1396 13073 15305 88 11  1  0  0  0
10  2      0 15611616 246940 5654740    0    0     0  1972 14655 18850 88 10  2  0  0  0
10  1      0 15608348 246944 5654752    0    0     0   956 14647 17930 89  9  1  0  0  0
13  1      0 15593652 246964 5654712    0    0     0   544 13694 17602 89 10  1  0  0  0
 8  2      0 15610752 246980 5655012    0    0     0  1844 14296 17391 90  9  1  0  0  0
10  1      0 15599512 247012 5652980    0    0     0  1564 13837 14111 90  9  0  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
