procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 17031568  86060 4907916    0    0  1997   463 5490    5  7  2 86  5  0  0
 1  1      0 17015896  86092 4908028    0    0     0  1996 4316 8103  4  3 74 18  0  0
 2  1      0 17021204  86152 4901844    0    0     0   852 4753 8064  7  4 78 11  0  0
 0  2      0 17021844  86196 4903976    0    0     0  1272 6027 8646  7  4 77 12  0  0
 0  1      0 17031372  86240 4903960    0    0     0   520 6463 12021  4  4 82 10  0  0
 0  1      0 17025424  86308 4903992    0    0     0  1220 2991 3946  4  3 81 12  0  0
 1  0      0 17026584  86344 4904100    0    0     0   500 5721 9522  5  4 83  7  0  0
 0  0      0 17026456  86344 4902132    0    0     0     4 1575 3686  1  2 96  1  0  0
 0  0      0 17036896  86344 4902132    0    0     0     0 1335 1728  1  1 98  0  0  0
 0  0      0 17038908  86344 4902140    0    0     0     0 1117 1338  1  1 98  0  0  0
 1  0      0 17040544  86344 4902048    0    0     0    80 1859 3540  1  1 97  0  0  0
 0  1      0 17050060  86352 4904092    0    0     0   564 1514 1828  1  1 97  0  0  0
 1  0      0 17051824  86352 4904108    0    0     0     0  616  910  0  1 99  0  0  0
 0  1      0 17045004  86352 4904116    0    0     0    44 2634 7835  2  2 96  1  0  0
 6  1      0 17045344  86400 4904104    0    0     0  1600 2813 3496  2  2 79 17  0  0
 0  1      0 17039360  86432 4904232    0    0     0   512 4914 8224  6  4 81  9  0  0
 1  2      0 17024756  86516 4904280    0    0     0  1496 6964 12957 13  4 67 17  0  0
 2  0      0 17017276  86584 4904164    0    0     0   856 6672 7851 13  3 70 14  0  0
 1  3      0 17016460  86668 4904404    0    0     0  1316 8408 12563 18  4 66 11  0  0
 2  1      0 17010676  86752 4904424    0    0     0  1028 5829 4795 18  3 65 14  0  0
 1  1      0 16992408  86848 4904568    0    0     0   820 10069 18898 21  5 66  8  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0 16987072  86944 4904684    0    0     0  1456 6577 6409 19  4 68 10  0  0
 2  2      0 16995684  87040 4904792    0    0     0  1468 9513 15481 20  5 65 10  0  0
 1  1      0 16987400  87108 4902756    0    0     0   720 6268 4964 18  3 66 13  0  0
 2  1      0 16966472  87176 4904928    0    0     0   704 10244 20392 21  5 65  8  0  0
 1  1      0 16958636  87280 4904964    0    0     0  1376 6516 6592 19  4 56 22  0  0
 2  1      0 16951504  87348 4905200    0    0     0   772 9824 16295 21  4 66  9  0  0
 1  1      0 16954080  87436 4903168    0    0     0  1380 6799 5780 18  3 66 12  0  0
 2  2      0 16942412  87516 4905492    0    0     0   852 9437 17245 22  5 64  9  0  0
 2  1      0 16943396  87608 4905580    0    0     0  1396 7573 11216 19  4 67 10  0  0
 2  1      0 16952048  87700 4905772    0    0     0   932 8480 11652 21  4 64 10  0  0
 1  1      0 16946660  87784 4904048    0    0     0  1308 8060 11386 19  4 64 13  0  0
 1  1      0 16933108  87864 4906240    0    0     0  1112 7800 11950 20  4 65 12  0  0
 2  3      0 16908296  87960 4906692    0    0     0  1368 9366 15940 21  5 62 12  0  0
 3  1      0 16901356  88048 4906708    0    0     0   880 6731 7748 18  3 63 15  0  0
 1  0      0 16909412  88084 4907028    0    0     0   468 8376 10521 20  4 70  6  0  0
