P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
2.32,2.29,12.77,5.97,3.09
2.04,1.83,8.66,3.94,2.09
2.35,2.3,8.93,4.26,1.93
4.23,2.33,8.68,3.76,2.21
2.11,1.82,8.58,3.68,1.89
2.0,2.04,8.64,4.25,1.69
2.01,1.75,9.02,4.35,2.04
2.71,1.96,9.95,5.0,2.53
2.16,2.35,14.24,4.24,1.82
2.41,1.99,9.18,3.18,2.27
1.85,1.86,13.43,3.23,1.69
2.7,2.13,8.56,3.54,1.66
2.45,1.77,8.4,4.51,2.58
1.87,2.25,8.67,3.15,2.04
1.93,2.3,13.78,3.6,1.68
1.84,1.83,9.34,3.84,2.58
2.03,1.75,10.16,3.74,1.82
2.38,2.27,8.52,3.18,1.66
1.87,2.13,8.58,3.44,2.01
1.9,2.09,8.49,3.4,1.7
1.97,1.97,8.9,4.63,1.88
1.78,2.37,8.9,3.11,2.15
2.08,1.84,8.84,3.28,1.97
2.14,1.98,8.52,3.49,1.88
1.8,1.91,9.76,4.21,2.07
1.92,2.08,8.62,3.64,1.87
1.97,2.31,10.01,3.09,2.42
1.89,1.72,8.73,4.76,1.89
2.34,1.67,13.82,4.26,1.97
1.8,1.86,9.34,3.91,1.84
1.82,1.93,9.03,3.43,1.72
2.13,2.08,8.75,3.12,2.08
1.82,2.12,8.72,3.48,1.69
1.78,1.69,8.85,3.1,1.71
1.96,1.65,9.53,3.14,1.92
1.84,1.96,8.7,3.15,1.75
1.79,1.7,9.7,3.48,1.66
2.33,1.67,8.49,3.6,2.08
1.85,2.09,9.1,3.11,2.41
2.03,2.07,8.43,3.43,1.7
2.71,1.66,8.6,3.11,2.27
1.86,2.27,9.05,3.07,1.65
2.53,2.03,8.79,4.27,1.75
1.83,2.18,8.56,3.16,1.69
1.95,2.21,10.7,3.1,1.86
1.78,1.79,8.49,3.46,1.91
1.86,1.65,8.46,3.45,1.78
2.23,1.68,13.23,3.01,1.62
1.88,2.16,8.61,3.52,1.88
1.82,2.05,13.32,3.12,1.95
2.46,2.1,9.77,3.37,1.98
2.27,1.73,13.31,3.23,1.66
1.97,1.61,8.72,3.81,2.06
2.15,1.92,8.57,3.14,1.67
2.01,1.67,11.05,3.12,1.66
1.9,1.7,8.79,3.2,1.79
1.92,1.83,8.88,3.07,1.69
1.85,2.06,8.53,3.63,1.67
1.86,2.17,8.69,3.05,1.75
2.67,1.77,8.58,3.15,1.68
1.86,1.66,8.49,4.04,2.09
1.78,2.15,8.64,4.23,2.17
2.05,1.81,10.38,3.1,2.38
2.0,1.67,8.76,3.21,1.85
2.07,1.73,8.65,3.43,2.11
1.88,1.78,8.75,3.37,1.99
1.87,1.65,10.5,3.91,1.84
2.12,2.13,9.01,3.07,1.7
1.95,1.8,8.78,4.79,1.74
1.78,1.66,8.9,3.58,1.98
2.36,1.9,9.14,3.57,1.75
1.82,1.81,8.41,3.42,2.14
1.91,1.61,8.53,4.22,2.15
1.85,2.03,8.95,4.1,1.82
1.87,1.68,8.73,3.13,1.71
1.85,1.93,13.45,3.81,2.03
1.96,1.65,8.66,3.08,1.67
1.9,2.13,8.96,3.52,1.76
2.28,1.94,8.62,3.39,1.7
1.94,1.66,8.38,3.71,1.66
2.21,2.35,9.23,3.4,1.85
1.88,2.1,8.45,4.67,1.68
1.85,1.66,8.69,4.23,1.86
2.47,1.9,8.71,3.94,2.17
2.34,1.87,8.52,3.44,2.12
1.76,2.08,8.9,4.88,1.82
2.38,1.93,9.2,3.1,2.23
1.86,1.85,8.38,3.88,1.67
1.84,1.77,8.39,3.12,1.87
2.37,1.69,8.77,4.53,1.81
