run_id,duration_ms,success,compress_negotiated
1,19,1,0
2,18,1,0
3,17,1,0
4,16,1,0
5,18,1,0
6,16,1,0
7,15,1,0
8,16,1,0
9,16,1,0
10,16,1,0
11,16,1,0
12,16,1,0
13,15,1,0
14,15,1,0
15,16,1,0
16,15,1,0
17,15,1,0
18,16,1,0
19,15,1,0
20,15,1,0
21,16,1,0
22,15,1,0
23,16,1,0
24,15,1,0
25,15,1,0
26,15,1,0
27,16,1,0
28,16,1,0
29,15,1,0
30,15,1,0
31,16,1,0
32,16,1,0
33,15,1,0
34,15,1,0
35,12,1,0
36,13,1,0
37,13,1,0
38,14,1,0
39,13,1,0
40,12,1,0
41,13,1,0
42,13,1,0
43,12,1,0
44,14,1,0
45,12,1,0
46,13,1,0
47,13,1,0
48,12,1,0
49,12,1,0
50,13,1,0
51,13,1,0
52,13,1,0
53,12,1,0
54,13,1,0
55,13,1,0
56,12,1,0
57,13,1,0
58,13,1,0
59,13,1,0
60,13,1,0
61,12,1,0
62,12,1,0
63,13,1,0
64,12,1,0
65,13,1,0
66,13,1,0
67,13,1,0
68,13,1,0
69,13,1,0
70,13,1,0
71,13,1,0
72,13,1,0
73,13,1,0
74,13,1,0
75,13,1,0
76,13,1,0
77,13,1,0
78,12,1,0
79,13,1,0
80,13,1,0
81,12,1,0
82,13,1,0
83,12,1,0
84,14,1,0
85,12,1,0
86,13,1,0
87,13,1,0
88,12,1,0
89,13,1,0
90,13,1,0
91,13,1,0
92,13,1,0
93,13,1,0
94,12,1,0
95,12,1,0
96,13,1,0
97,12,1,0
98,12,1,0
99,12,1,0
100,12,1,0
101,13,1,0
102,13,1,0
103,13,1,0
104,13,1,0
105,13,1,0
106,14,1,0
107,13,1,0
108,13,1,0
109,13,1,0
110,13,1,0
111,13,1,0
112,13,1,0
113,13,1,0
114,13,1,0
115,12,1,0
116,13,1,0
117,13,1,0
118,14,1,0
119,12,1,0
120,13,1,0
121,13,1,0
122,12,1,0
123,12,1,0
124,12,1,0
125,13,1,0
126,12,1,0
127,13,1,0
128,12,1,0
129,13,1,0
130,12,1,0
131,13,1,0
132,12,1,0
133,12,1,0
134,12,1,0
135,12,1,0
136,12,1,0
137,14,1,0
138,12,1,0
139,15,1,0
140,12,1,0
141,13,1,0
142,12,1,0
143,13,1,0
144,15,1,0
145,12,1,0
146,12,1,0
147,13,1,0
148,13,1,0
149,12,1,0
150,13,1,0
151,12,1,0
152,12,1,0
153,12,1,0
154,13,1,0
155,13,1,0
156,12,1,0
157,15,1,0
158,12,1,0
159,12,1,0
160,12,1,0
161,12,1,0
162,12,1,0
163,12,1,0
164,13,1,0
165,13,1,0
166,13,1,0
167,12,1,0
168,12,1,0
169,13,1,0
170,13,1,0
171,12,1,0
172,13,1,0
173,12,1,0
174,13,1,0
175,12,1,0
176,12,1,0
177,13,1,0
178,12,1,0
179,12,1,0
180,13,1,0
181,12,1,0
182,13,1,0
183,12,1,0
184,12,1,0
185,12,1,0
186,13,1,0
187,12,1,0
188,12,1,0
189,15,1,0
190,12,1,0
191,12,1,0
192,13,1,0
193,12,1,0
194,13,1,0
195,12,1,0
196,12,1,0
197,13,1,0
198,12,1,0
199,13,1,0
200,12,1,0
201,13,1,0
202,13,1,0
203,13,1,0
204,12,1,0
205,12,1,0
206,12,1,0
207,12,1,0
208,12,1,0
209,13,1,0
210,12,1,0
211,12,1,0
212,12,1,0
213,13,1,0
214,12,1,0
215,13,1,0
216,12,1,0
217,13,1,0
218,12,1,0
219,12,1,0
220,12,1,0
221,14,1,0
222,12,1,0
223,12,1,0
224,12,1,0
225,12,1,0
226,13,1,0
227,13,1,0
228,12,1,0
229,12,1,0
230,12,1,0
231,12,1,0
232,13,1,0
233,13,1,0
234,13,1,0
235,14,1,0
236,13,1,0
237,13,1,0
238,13,1,0
239,13,1,0
240,14,1,0
241,15,1,0
242,14,1,0
243,13,1,0
244,13,1,0
245,14,1,0
246,15,1,0
247,14,1,0
248,13,1,0
249,16,1,0
250,13,1,0
251,14,1,0
252,17,1,0
253,15,1,0
254,16,1,0
255,13,1,0
256,12,1,0
257,13,1,0
258,13,1,0
259,13,1,0
260,13,1,0
261,12,1,0
262,13,1,0
263,12,1,0
264,12,1,0
265,13,1,0
266,12,1,0
267,12,1,0
268,12,1,0
269,13,1,0
270,12,1,0
271,12,1,0
272,12,1,0
273,12,1,0
274,13,1,0
275,12,1,0
276,12,1,0
277,14,1,0
278,12,1,0
279,13,1,0
280,13,1,0
281,12,1,0
282,14,1,0
283,12,1,0
284,14,1,0
285,12,1,0
286,13,1,0
287,13,1,0
288,13,1,0
289,13,1,0
290,13,1,0
291,13,1,0
292,14,1,0
293,12,1,0
294,12,1,0
295,13,1,0
296,12,1,0
297,15,1,0
298,13,1,0
299,12,1,0
300,13,1,0
301,12,1,0
302,12,1,0
303,13,1,0
304,12,1,0
305,12,1,0
306,12,1,0
307,14,1,0
308,13,1,0
309,15,1,0
310,12,1,0
311,12,1,0
312,13,1,0
313,12,1,0
314,14,1,0
315,13,1,0
316,13,1,0
317,14,1,0
318,13,1,0
319,13,1,0
320,12,1,0
321,13,1,0
322,14,1,0
323,12,1,0
324,15,1,0
325,13,1,0
326,14,1,0
327,14,1,0
328,15,1,0
329,15,1,0
330,13,1,0
331,13,1,0
332,13,1,0
333,13,1,0
334,15,1,0
335,14,1,0
336,14,1,0
337,13,1,0
338,13,1,0
339,13,1,0
340,14,1,0
341,13,1,0
342,13,1,0
343,13,1,0
344,13,1,0
345,13,1,0
346,15,1,0
347,13,1,0
348,14,1,0
349,13,1,0
350,14,1,0
351,13,1,0
352,13,1,0
353,14,1,0
354,14,1,0
355,13,1,0
356,13,1,0
357,13,1,0
358,14,1,0
359,17,1,0
360,13,1,0
361,14,1,0
362,13,1,0
363,14,1,0
364,14,1,0
365,13,1,0
366,14,1,0
367,14,1,0
368,14,1,0
369,14,1,0
370,13,1,0
371,14,1,0
372,13,1,0
373,13,1,0
374,17,1,0
375,14,1,0
376,13,1,0
377,14,1,0
378,14,1,0
379,15,1,0
380,15,1,0
381,17,1,0
382,14,1,0
383,15,1,0
384,14,1,0
385,14,1,0
386,14,1,0
387,14,1,0
388,14,1,0
389,13,1,0
390,14,1,0
391,13,1,0
392,17,1,0
393,15,1,0
394,13,1,0
395,15,1,0
396,14,1,0
397,14,1,0
398,13,1,0
399,16,1,0
400,15,1,0
401,14,1,0
402,14,1,0
403,16,1,0
404,13,1,0
405,14,1,0
406,13,1,0
407,14,1,0
408,13,1,0
409,13,1,0
410,14,1,0
411,14,1,0
412,13,1,0
413,14,1,0
414,13,1,0
415,14,1,0
416,14,1,0
417,14,1,0
418,13,1,0
419,13,1,0
420,13,1,0
421,13,1,0
422,15,1,0
423,13,1,0
424,13,1,0
425,13,1,0
426,16,1,0
427,13,1,0
428,14,1,0
429,13,1,0
430,13,1,0
431,12,1,0
432,13,1,0
433,13,1,0
434,14,1,0
435,13,1,0
436,13,1,0
437,14,1,0
438,13,1,0
439,14,1,0
440,15,1,0
441,13,1,0
442,13,1,0
443,13,1,0
444,14,1,0
445,13,1,0
446,14,1,0
447,14,1,0
448,14,1,0
449,14,1,0
450,13,1,0
451,14,1,0
452,13,1,0
453,16,1,0
454,13,1,0
455,14,1,0
456,14,1,0
457,14,1,0
458,14,1,0
459,14,1,0
460,16,1,0
461,14,1,0
462,13,1,0
463,15,1,0
464,14,1,0
465,14,1,0
466,14,1,0
467,15,1,0
468,14,1,0
469,14,1,0
470,14,1,0
471,13,1,0
472,15,1,0
473,14,1,0
474,14,1,0
475,13,1,0
476,13,1,0
477,13,1,0
478,14,1,0
479,13,1,0
480,15,1,0
481,14,1,0
482,14,1,0
483,13,1,0
484,14,1,0
485,13,1,0
486,14,1,0
487,13,1,0
488,13,1,0
489,13,1,0
490,14,1,0
491,14,1,0
492,15,1,0
493,13,1,0
494,13,1,0
495,13,1,0
496,13,1,0
497,13,1,0
498,13,1,0
499,13,1,0
500,13,1,0
