protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
quic,single,ed25519,P-256,classique,L1,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,134.822,45.09,130.869,138.774,132.47,133.0,133.31,132.19,1132.53
quic,single,ed25519,hqc128,pq_pur,L1,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,147.483,6.295,146.932,148.035,146.29,152.79,157.24,146.05,277.21
quic,single,ed25519,mlkem512,pq_pur,L1,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,132.654,5.858,132.141,133.168,132.31,132.85,132.94,132.06,263.28
quic,single,ed25519,p256_hqc128,hybride,L1,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,160.424,72.882,154.035,166.812,153.25,166.653,169.241,152.88,1304.41
quic,single,ed25519,p256_mlkem512,hybride,L1,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,140.234,6.202,139.69,140.778,139.26,143.993,144.86,138.93,273.66
quic,single,ed25519,x25519_hqc128,hybride,L1,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,151.564,51.917,147.013,156.115,147.8,155.031,159.56,147.53,1301.07
quic,single,ed25519,x25519_mlkem512,hybride,L1,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,138.88,73.198,132.464,145.296,133.8,135.1,135.311,133.52,1289.07
quic,single,ed25519,x25519,classique,L1,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,136.561,63.405,131.003,142.118,132.22,132.75,132.95,132.02,1131.86
quic,single,mldsa44,P-256,classique,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,271.903,120.849,261.31,282.496,263.12,263.55,263.916,262.68,2144.49
quic,single,mldsa44,hqc128,pq_pur,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,286.21,93.492,278.015,294.405,276.865,287.37,288.822,276.5,1468.68
quic,single,mldsa44,mlkem512,pq_pur,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,271.848,111.61,262.065,281.631,262.82,263.111,265.002,262.46,2291.96
quic,single,mldsa44,p256_hqc128,hybride,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,288.269,53.63,283.568,292.97,283.8,299.25,299.65,283.28,1473.66
quic,single,mldsa44,p256_mlkem512,hybride,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,276.449,92.564,268.335,284.562,269.85,274.33,275.202,269.29,2077.74
quic,single,mldsa44,x25519_hqc128,hybride,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,282.241,53.539,277.548,286.934,278.34,289.671,289.951,277.98,1467.63
quic,single,mldsa44,x25519_mlkem512,hybride,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,275.615,139.939,263.349,287.882,264.37,265.34,265.646,263.87,2073.72
quic,single,mldsa44,x25519,classique,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,264.116,22.427,262.15,266.082,262.87,263.2,263.43,262.56,747.24
quic,single,mldsa65,P-384,classique,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,271.513,134.198,259.75,283.276,265.13,266.25,267.21,264.74,3263.4
quic,single,mldsa65,hqc192,pq_pur,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,318.97,86.6,311.379,326.561,310.23,325.433,441.154,309.75,1658.99
quic,single,mldsa65,mlkem768,pq_pur,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,265.158,31.117,262.43,267.885,262.93,263.28,263.482,262.59,747.4
quic,single,mldsa65,p384_hqc192,hybride,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,328.891,85.862,321.365,336.417,319.34,339.91,351.438,318.72,1664.67
quic,single,mldsa65,p384_mlkem768,hybride,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,277.281,96.448,268.827,285.735,272.11,277.462,279.341,271.65,2425.13
quic,single,mldsa65,x448_hqc192,hybride,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,321.28,63.742,315.693,326.867,312.91,332.12,460.491,312.29,1655.57
quic,single,mldsa65,x448_mlkem768,hybride,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,277.696,141.104,265.328,290.064,265.69,267.14,402.59,265.25,2420.24
quic,single,mldsa65,x448,classique,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,289.029,268.321,265.509,312.548,263.73,264.593,399.062,263.39,3263.95
quic,single,mldsa87,P-521,classique,L5,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,271.419,134.357,259.642,283.196,265.0,266.182,267.24,264.68,3266.81
quic,single,mldsa87,hqc256,pq_pur,L5,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,709.59,46.688,705.498,713.683,701.33,723.276,832.777,644.62,1626.68
quic,single,mldsa87,mlkem1024,pq_pur,L5,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,267.959,101.268,259.082,276.835,263.17,263.511,263.66,262.77,2524.08
quic,single,mldsa87,p521_hqc256,hybride,L5,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,716.367,24.391,714.23,718.505,710.205,732.731,847.768,708.06,938.03
