timestamp,protocol,auth_mode,sig_alg,kem,network_profile,role,n_runs,cpu_usec_total,cpu_usec_per_handshake,mem_peak_bytes,block_index,n_blocks,seed
2026-08-21T14:57:25+01:00,quic,single,ed25519,P-256,stable,server,125,50187355,401498.840,17739776,1,4,4003
2026-08-21T14:57:25+01:00,quic,single,ed25519,P-256,stable,client,125,3039186,24313.488,6918144,1,4,4003
2026-08-21T14:58:32+01:00,quic,single,secp384r1,x448_mlkem768,stable,server,125,52725380,421803.040,9195520,1,4,4003
2026-08-21T14:58:32+01:00,quic,single,secp384r1,x448_mlkem768,stable,client,125,3587108,28696.864,6074368,1,4,4003
2026-08-21T14:59:47+01:00,quic,single,secp384r1,x448_hqc192,stable,server,125,62953265,503626.120,11247616,1,4,4003
2026-08-21T14:59:47+01:00,quic,single,secp384r1,x448_hqc192,stable,client,125,7013700,56109.600,5627904,1,4,4003
2026-08-21T15:00:37+01:00,quic,single,secp521r1,hqc256,stable,server,125,40232394,321859.152,11939840,1,4,4003
2026-08-21T15:00:37+01:00,quic,single,secp521r1,hqc256,stable,client,125,9471362,75770.896,5451776,1,4,4003
2026-08-21T15:02:35+01:00,quic,single,mldsa87,mlkem1024,stable,server,125,102639212,821113.696,10752000,1,4,4003
2026-08-21T15:02:35+01:00,quic,single,mldsa87,mlkem1024,stable,client,125,3499791,27998.328,5832704,1,4,4003
2026-08-21T15:03:57+01:00,quic,single,secp384r1,P-384,stable,server,125,68035067,544280.536,8626176,1,4,4003
2026-08-21T15:03:57+01:00,quic,single,secp384r1,P-384,stable,client,125,3568957,28551.656,5627904,1,4,4003
2026-08-21T15:04:45+01:00,quic,single,ed25519,hqc128,stable,server,125,33729401,269835.208,9883648,1,4,4003
2026-08-21T15:04:45+01:00,quic,single,ed25519,hqc128,stable,client,125,4176087,33408.696,5767168,1,4,4003
2026-08-21T15:06:32+01:00,quic,single,mldsa87,P-521,stable,server,125,92423576,739388.608,9404416,1,4,4003
2026-08-21T15:06:32+01:00,quic,single,mldsa87,P-521,stable,client,125,3246071,25968.568,5488640,1,4,4003
2026-08-21T15:08:23+01:00,quic,single,mldsa65,x448,stable,server,125,95717025,765736.200,9572352,1,4,4003
2026-08-21T15:08:23+01:00,quic,single,mldsa65,x448,stable,client,125,3241860,25934.880,5632000,1,4,4003
2026-08-21T15:09:20+01:00,quic,single,secp384r1,mlkem768,stable,server,125,41646087,333168.696,8949760,1,4,4003
2026-08-21T15:09:20+01:00,quic,single,secp384r1,mlkem768,stable,client,125,3272473,26179.784,5382144,1,4,4003
2026-08-21T15:10:30+01:00,quic,single,mldsa65,p384_mlkem768,stable,server,125,56324028,450592.224,10690560,1,4,4003
2026-08-21T15:10:30+01:00,quic,single,mldsa65,p384_mlkem768,stable,client,125,4217791,33742.328,5963776,1,4,4003
2026-08-21T15:12:11+01:00,quic,single,mldsa44,mlkem512,stable,server,125,86514111,692112.888,9687040,1,4,4003
2026-08-21T15:12:11+01:00,quic,single,mldsa44,mlkem512,stable,client,125,3094847,24758.776,5844992,1,4,4003
2026-08-21T15:13:28+01:00,quic,single,ed25519,x25519,stable,server,125,62412560,499300.480,8859648,1,4,4003
2026-08-21T15:13:28+01:00,quic,single,ed25519,x25519,stable,client,125,3082641,24661.128,5668864,1,4,4003
2026-08-21T15:15:42+01:00,quic,single,mldsa65,P-384,stable,server,125,118932068,951456.544,10043392,1,4,4003
2026-08-21T15:15:42+01:00,quic,single,mldsa65,P-384,stable,client,125,3303175,26425.400,5451776,1,4,4003
2026-08-21T15:17:25+01:00,quic,single,mldsa65,x448_mlkem768,stable,server,125,89178454,713427.632,10051584,1,4,4003
2026-08-21T15:17:25+01:00,quic,single,mldsa65,x448_mlkem768,stable,client,125,3572012,28576.096,5636096,1,4,4003
2026-08-21T15:18:12+01:00,quic,single,mldsa44,x25519_hqc128,stable,server,125,32257594,258060.752,10022912,1,4,4003
2026-08-21T15:18:12+01:00,quic,single,mldsa44,x25519_hqc128,stable,client,125,4552271,36418.168,5791744,1,4,4003
