run_id,duration_ms,success
1,7.98,1
2,5.63,1
3,6.71,1
4,5.49,1
5,6.24,1
6,8.10,1
7,9.24,1
8,5.97,1
9,4.96,1
10,5.33,1
11,5.33,1
12,5.01,1
13,5.19,1
14,5.78,1
15,5.15,1
16,4.83,1
17,4.95,1
18,7.91,1
19,4.92,1
20,5.57,1
21,4.83,1
22,4.99,1
23,7.04,1
24,4.85,1
25,4.37,1
26,3.47,1
27,2.65,1
28,3.37,1
29,3.12,1
30,3.08,1
31,3.33,1
32,5.95,1
33,7.43,1
34,5.80,1
35,6.07,1
36,4.87,1
37,4.97,1
38,6.01,1
39,8.01,1
40,5.71,1
41,5.51,1
42,10.50,1
43,4.89,1
44,4.71,1
45,5.09,1
46,4.80,1
47,4.78,1
48,4.80,1
49,4.54,1
50,5.07,1
51,4.31,1
52,8.09,1
53,10.62,1
54,7.79,1
55,5.73,1
56,4.46,1
57,7.65,1
58,8.63,1
59,6.79,1
60,4.04,1
61,2.28,1
62,2.60,1
63,2.14,1
64,4.22,1
65,3.94,1
66,3.04,1
67,3.96,1
68,2.19,1
69,3.90,1
70,4.16,1
71,2.43,1
72,2.31,1
73,2.22,1
74,2.47,1
75,3.25,1
76,2.48,1
77,3.13,1
78,3.75,1
79,3.88,1
80,5.43,1
81,4.92,1
82,4.77,1
83,6.62,1
84,6.02,1
85,5.83,1
86,8.19,1
87,5.22,1
88,4.81,1
89,5.15,1
90,10.29,1
91,5.93,1
92,5.55,1
93,5.78,1
94,12.21,1
95,7.96,1
96,6.65,1
97,5.83,1
98,34.79,1
99,2.34,1
100,2.27,1
101,2.78,1
102,2.30,1
103,2.24,1
104,2.26,1
105,2.27,1
106,4.27,1
107,2.58,1
108,3.13,1
109,5.63,1
110,5.25,1
111,5.51,1
112,7.28,1
113,8.76,1
114,4.96,1
115,6.05,1
116,5.45,1
117,6.64,1
118,8.03,1
119,6.67,1
120,2.33,1
121,2.67,1
122,2.29,1
123,2.54,1
124,2.96,1
125,2.66,1
126,2.70,1
127,2.23,1
128,2.88,1
129,2.44,1
130,2.51,1
131,3.39,1
132,4.59,1
133,3.22,1
134,3.27,1
135,9.32,1
136,5.73,1
137,5.29,1
138,4.74,1
139,4.73,1
140,2.57,1
141,2.92,1
142,4.47,1
143,3.10,1
144,4.84,1
145,7.55,1
146,4.06,1
147,4.95,1
148,6.85,1
149,8.90,1
150,2.38,1
151,3.56,1
152,3.11,1
153,2.33,1
154,3.28,1
155,2.40,1
156,2.48,1
157,2.69,1
158,4.98,1
159,3.88,1
160,2.92,1
161,2.54,1
162,2.51,1
163,3.40,1
164,3.00,1
165,2.35,1
166,4.26,1
167,3.17,1
168,3.16,1
169,2.44,1
170,3.18,1
171,6.80,1
172,2.49,1
173,2.81,1
174,2.83,1
175,2.63,1
176,3.17,1
177,3.03,1
178,2.40,1
179,3.28,1
180,2.48,1
181,2.88,1
182,3.07,1
183,3.07,1
184,2.82,1
185,2.60,1
186,5.96,1
187,3.73,1
188,3.24,1
189,3.64,1
190,3.48,1
191,2.44,1
192,3.85,1
193,3.80,1
194,3.54,1
195,2.75,1
196,2.72,1
