procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  4      0 15245128 145392 5462224    0    0   661  1452 6858    7 12  3 82  3  0  0
 0  1      0 15242368 145424 5462244    0    0     0  2652 4862 8849  6  5 73 15  0  0
 4  1      0 15231504 145464 5458240    0    0     0   980 5894 9558 10  7 75  9  0  0
 3  3      0 15211776 145500 5462372    0    0     0  2100 6993 9031 10  7 74  9  0  0
 1  0      0 15217676 145544 5462356    0    0     0   524 4231 5160  4  4 79 13  0  0
 0  1      0 15209788 145568 5462360    0    0     0   928 8374 11759  9  8 77  6  0  0
 1  0      0 15210572 145632 5462396    0    0     0  1124 3984 5914  6  4 79 11  0  0
 0  0      0 15214456 145656 5462472    0    0     0   296 5444 8257  6  6 84  4  0  0
 0  0      0 15218848 145656 5458452    0    0     0     4 1160 1419  2  2 96  1  0  0
 0  0      0 15213536 145656 5458420    0    0     0     0 2725 4702  2  3 95  0  0  0
 1  0      0 15228944 145656 5462512    0    0     0     0 2324 2177  2  3 95  0  0  0
 0  0      0 15230500 145656 5462780    0    0     0     0 5567 2406  3  3 95  0  0  0
 6  1      0 15219772 145672 5462840    0    0     0   320 12429 11853  6  4 87  3  0  0
 0  1      0 15231168 145716 5462856    0    0     0  2856 8789 4738  7  5 72 16  0  0
 0  1      0 15217576 145744 5462900    0    0     0   404 7707 10013 10  7 75  7  0  0
 3  2      0 15189500 145792 5462848    0    0     0  1572 18004 17781 18 13 54 15  0  0
 5  0      0 15187032 145836 5462908    0    0     0  1224 15752 8908 15 11 64 10  0  0
 4  1      0 15186496 145860 5463056    0    0     0   504 13949 17332 22 17 57  5  0  0
 4  1      0 15182444 145900 5459052    0    0     0  2148 16461 9190 30 21 37 12  0  0
 4  1      0 15167396 145916 5463348    0    0     0   552 18675 18421 31 21 43  5  0  0
 3  2      0 15157284 145952 5463368    0    0     0  1652 16385 16473 31 22 40  8  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  1      0 15172468 146004 5463348    0    0     0  1204 17806 12061 70 17 11  2  0  0
 5  1      0 15171488 146044 5463568    0    0     0   728 16381 21253 33 23 37  6  0  0
 6  1      0 15154956 146088 5463568    0    0     0  2216 14665 16535 38 26 22 14  0  0
 6  1      0 15154784 146124 5463732    0    0     0   636 11940 18060 39 27 29  5  0  0
 5  2      0 15133504 146148 5463764    0    0     0  1612 11657 17741 44 29 20  7  0  0
 6  1      0 15129736 146188 5463380    0    0     0  1268 10825 14208 45 30 21  4  0  0
10  1      0 15141376 146212 5463768    0    0     0  1152 13178 20579 50 32 15  2  0  0
10  1      0 15143476 146228 5463772    0    0     0  1088 10634 12958 49 34 13  4  0  0
 6  1      0 15128108 146276 5463984    0    0     0  1096 13789 21726 54 34 10  2  0  0
10  2      0 15108080 146308 5464096    0    0     0  1740 12703 18413 56 36  7  1  0  0
 8  0      0 15102360 146360 5464116    0    0     0  1036 11570 14203 58 36  5  1  0  0
12  1      0 15121908 146380 5464424    0    0     0   624 13347 20000 58 37  5  1  0  0
10  2      0 15108960 146404 5464412    0    0     0  2156 11374 14044 59 38  3  1  0  0
10  2      0 15104736 146452 5464436    0    0     0  1544 13088 18704 59 36  4  1  0  0
 7  2      0 15102568 146484 5464484    0    0     0  1028 12950 18595 54 35  7  3  0  0
12  3      0 15111500 146516 5464512    0    0     0  1540 12692 18364 55 36  7  2  0  0
 8  2      0 15103328 146568 5464524    0    0     0  1348 10804 11620 53 34  7  6  0  0
 6  3      0 15114076 146592 5464460    0    0     0  1368 12075 16146 53 34 10  4  0  0
12  0      0 15104716 146648 5464496    0    0     0  1172 11631 15533 53 34 11  3  0  0
 7  1      0 15090508 146672 5464532    0    0     0   504 12972 18144 53 35 10  2  0  0
 7  0      0 15086588 146708 5464508    0    0     0  1672 12473 18339 54 33 11  2  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 15085044 146708 5464524    0    0     0     4 10466 13318 52 33 16  0  0  0
 6  1      0 15094696 146708 5464448    0    0     0  1052 11289 15549 49 32 17  2  0  0
 6  0      0 15125440 146748 5464384    0    0     0  1072 10171 12867 43 30 25  2  0  0
12  1      0 15113092 146748 5464296    0    0     0   120 10564 14555 41 28 29  2  0  0
 4  0      0 15118136 146776 5464232    0    0     0  1332 10633 14907 36 26 34  4  0  0
 5  1      0 15139496 146776 5464132    0    0     0    84 10064 13735 33 24 42  1  0  0
 3  0      0 15149580 146812 5464136    0    0     0  1456 9793 12776 31 21 44  5  0  0
 3  2      0 15152720 146820 5464032    0    0     0   964 9610 10854 27 19 50  4  0  0
 2  0      0 15149224 146836 5464028    0    0     0   308 8633 8283 21 16 58  5  0  0
 2  0      0 15149580 146836 5464036    0    0     0     0 7250 4923 18 14 68  0  0  0
 3  0      0 15172704 146836 5464040    0    0     0     0 7394 4578 17 15 68  0  0  0
 8  0      0 15181924 146836 5464052    0    0     0     0 7052 4002 17 14 68  0  0  0
 1  1      0 15190028 146856 5463928    0    0     0  1696 8988 11620 16 12 62 10  0  0
 1  0      0 15185952 146856 5463936    0    0     0    60 5472 3781  9  8 82  0  0  0
 1  0      0 15200172 146856 5463936    0    0     0     0 5268 3404  9  8 83  0  0  0
 1  0      0 15199736 146856 5463944    0    0     0     0 4962 3036  9  8 83  0  0  0
 5  1      0 15194756 146868 5463784    0    0     0  1404 6120 7250  9  8 77  6  0  0
 3  1      0 15206728 146900 5463904    0    0    92   408 8833 10968  9  8 77  7  0  0
 0  1      0 15210212 146948 5463820    0    0     0  1000 5006 6644  4  4 83 10  0  0
 0  1      0 15206916 146988 5463740    0    0     0   940 4544 6096  3  3 84 10  0  0
 4  0      0 15205088 147040 5463628    0    0     0   916 5971 9450  4  4 82  9  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  1      0 15201020 147068 5463524    0    0     0  1788 5235 7060  7  6 74 13  0  0
