protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,n_blocks_pooled,n_files_pooled,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,ci95_method,ci95_naive_low_ms,ci95_naive_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
quic,single,ed25519,P-256,classique,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,138.822,100.105,128.801,153.354,bootstrap_blocs,130.047,147.596,127.875,129.171,262.738,126.96,1128.09
quic,single,ed25519,hqc128,pq_pur,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,161.405,123.954,152.572,172.977,bootstrap_blocs,150.54,172.27,147.515,163.096,1248.868,140.75,1414.76
quic,single,ed25519,mlkem512,pq_pur,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,133.285,73.487,128.694,137.877,bootstrap_blocs,126.844,139.727,127.57,129.111,252.74,126.82,1278.83
quic,single,ed25519,p256_hqc128,hybride,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,172.553,129.913,161.559,183.548,bootstrap_blocs,161.166,183.941,157.895,175.343,1253.075,147.55,1258.71
quic,single,ed25519,p256_mlkem512,hybride,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,152.801,133.507,142.851,162.751,bootstrap_blocs,141.098,164.503,137.62,145.502,1284.34,133.65,1658.57
quic,single,ed25519,x25519_hqc128,hybride,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,162.301,110.663,153.329,174.075,bootstrap_blocs,152.601,172.001,149.83,168.08,300.412,142.26,1255.57
quic,single,ed25519,x25519_mlkem512,hybride,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,148.89,144.785,141.563,156.183,bootstrap_blocs,136.199,161.581,129.685,131.62,1279.49,128.3,1280.81
quic,single,ed25519,x25519,classique,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,150.427,183.397,140.497,160.358,bootstrap_blocs,134.352,166.503,127.475,128.55,1126.613,126.73,3126.59
quic,single,mldsa44,P-256,classique,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,272.808,157.979,263.196,282.461,bootstrap_blocs,258.96,286.655,253.05,254.44,719.732,252.19,2105.29
quic,single,mldsa44,hqc128,pq_pur,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,313.57,210.913,303.256,322.27,bootstrap_blocs,295.082,332.057,275.415,312.814,1415.06,265.9,2227.14
quic,single,mldsa44,mlkem512,pq_pur,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,264.358,120.039,256.423,272.294,bootstrap_blocs,253.837,274.88,252.68,253.451,593.105,251.97,2111.04
quic,single,mldsa44,p256_hqc128,hybride,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,294.77,107.265,290.042,300.217,bootstrap_blocs,285.367,304.172,282.94,305.399,662.242,272.85,1427.4
quic,single,mldsa44,p256_mlkem512,hybride,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,294.482,212.632,283.352,305.612,bootstrap_blocs,275.844,313.12,263.09,273.445,2034.55,258.91,2040.73
quic,single,mldsa44,x25519_hqc128,hybride,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,300.618,163.217,291.632,307.347,bootstrap_blocs,286.312,314.925,274.935,287.394,1413.084,267.38,1415.57
quic,single,mldsa44,x25519_mlkem512,hybride,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,290.792,259.222,281.1,300.483,bootstrap_blocs,268.07,313.514,254.82,256.928,2031.008,253.47,3633.98
quic,single,mldsa44,x25519,classique,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,275.271,179.874,262.39,290.655,bootstrap_blocs,259.505,291.038,252.7,253.49,1251.355,251.95,2102.86
quic,single,mldsa65,P-384,classique,L3,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,286.529,271.73,268.966,302.227,bootstrap_blocs,262.711,310.348,256.07,259.201,723.36,254.26,3253.74
quic,single,mldsa65,hqc192,pq_pur,L3,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,342.762,154.281,327.352,357.885,bootstrap_blocs,329.238,356.285,321.21,458.18,602.694,299.07,2420.84
quic,single,mldsa65,mlkem768,pq_pur,L3,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,301.747,285.648,277.686,327.12,bootstrap_blocs,276.709,326.785,253.16,255.557,2255.191,252.11,2256.76
quic,single,mldsa65,p384_hqc192,hybride,L3,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,360.249,181.969,335.341,379.631,bootstrap_blocs,344.299,376.2,331.345,473.192,1600.551,308.19,1615.02
quic,single,mldsa65,p384_mlkem768,hybride,L3,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,292.539,218.661,273.099,311.485,bootstrap_blocs,273.372,311.705,266.07,275.231,756.029,261.2,2413.32
quic,single,mldsa65,x448_hqc192,hybride,L3,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,350.891,178.442,333.227,366.37,bootstrap_blocs,335.25,366.532,322.335,462.201,1595.452,301.7,2661.16
