run_id,duration_ms,success
1,2.31,1
2,2.96,1
3,2.77,1
4,2.94,1
5,3.54,1
6,2.95,1
7,2.78,1
8,2.76,1
9,3.42,1
10,4.77,1
11,4.14,1
12,3.84,1
13,2.70,1
14,2.98,1
15,3.34,1
16,2.71,1
17,2.64,1
18,2.74,1
19,2.96,1
20,4.72,1
21,2.34,1
22,4.01,1
23,2.71,1
24,5.23,1
25,2.52,1
26,3.29,1
27,3.52,1
28,21.69,1
29,2.65,1
30,2.76,1
31,5.61,1
32,6.08,1
33,2.52,1
34,4.59,1
35,6.23,1
36,2.13,1
37,4.37,1
38,2.99,1
39,4.78,1
40,2.87,1
41,9.77,1
42,7.55,1
43,8.47,1
44,14.02,1
45,8.56,1
46,8.83,1
47,7.64,1
48,8.03,1
49,6.41,1
50,8.82,1
51,10.56,1
52,4.99,1
53,10.88,1
54,4.89,1
55,7.59,1
56,4.99,1
57,8.69,1
58,6.91,1
59,6.33,1
60,4.52,1
61,6.12,1
62,8.59,1
63,3.80,1
64,4.37,1
65,6.61,1
66,6.30,1
67,5.88,1
68,4.32,1
69,9.26,1
70,20.38,1
71,3.61,1
72,5.17,1
73,7.03,1
74,4.28,1
75,4.08,1
76,3.79,1
77,3.70,1
78,3.18,1
79,8.06,1
80,4.31,1
81,2.63,1
82,2.61,1
83,3.19,1
84,4.58,1
85,3.05,1
86,2.88,1
87,2.92,1
88,6.97,1
89,2.93,1
90,3.13,1
91,2.96,1
92,2.85,1
93,6.21,1
94,3.74,1
95,4.61,1
96,9.47,1
97,3.24,1
98,2.75,1
99,5.87,1
100,2.58,1
101,3.04,1
102,6.20,1
103,3.74,1
104,2.84,1
105,3.03,1
106,2.45,1
107,7.46,1
108,3.49,1
109,2.83,1
110,2.51,1
111,3.40,1
112,2.82,1
113,4.70,1
114,3.44,1
115,12.67,1
116,2.88,1
117,5.84,1
118,3.16,1
119,7.18,1
120,2.65,1
121,3.36,1
122,2.93,1
123,3.13,1
124,4.83,1
125,5.82,1
126,3.12,1
127,4.18,1
128,8.88,1
129,7.95,1
130,3.14,1
131,2.54,1
132,13.11,1
133,4.25,1
134,3.07,1
135,3.02,1
136,7.10,1
137,3.19,1
138,3.43,1
139,8.30,1
140,4.36,1
141,23.62,1
142,9.61,1
143,9.34,1
144,13.07,1
145,7.17,1
146,10.50,1
147,8.94,1
148,5.71,1
149,6.44,1
150,7.25,1
151,6.07,1
152,5.08,1
153,5.04,1
154,13.20,1
155,5.23,1
156,3.96,1
157,6.61,1
158,4.65,1
159,7.66,1
160,15.42,1
161,4.99,1
162,5.44,1
163,8.98,1
164,9.24,1
165,4.12,1
166,6.78,1
167,4.37,1
168,3.95,1
169,6.85,1
170,4.50,1
171,6.42,1
172,5.01,1
173,8.24,1
174,2.85,1
175,4.24,1
176,3.04,1
177,3.07,1
178,6.11,1
179,9.65,1
180,2.75,1
181,2.87,1
182,3.47,1
183,3.93,1
184,6.18,1
185,6.05,1
186,3.17,1
187,6.19,1
188,3.22,1
189,8.90,1
190,10.29,1
191,3.92,1
192,2.97,1
193,3.58,1
194,2.85,1
195,3.02,1
196,7.06,1
197,2.81,1
198,2.96,1
199,2.69,1
200,3.36,1
201,7.28,1
202,3.26,1
203,4.28,1
204,4.79,1
205,23.88,1
206,3.72,1
207,3.70,1
208,4.84,1
209,10.58,1
210,4.50,1
211,3.44,1
212,5.19,1
213,4.52,1
214,8.69,1
215,7.59,1
216,4.48,1
217,11.35,1
218,4.07,1
219,9.94,1
220,5.90,1
221,4.62,1
222,5.25,1
223,3.31,1
224,5.18,1
225,3.54,1
226,3.02,1
227,5.07,1
228,4.39,1
229,3.24,1
230,7.54,1
231,6.17,1
232,3.72,1
233,5.04,1
234,3.79,1
235,6.63,1
236,8.67,1
237,10.83,1
238,9.97,1
239,4.88,1
240,5.01,1
241,5.98,1
242,6.23,1
243,3.30,1
244,6.88,1
245,5.59,1
246,11.02,1
247,3.88,1
248,4.01,1
249,9.60,1
250,8.01,1
251,5.86,1
252,10.91,1
253,9.88,1
254,15.20,1
255,3.41,1
256,3.58,1
257,3.94,1
258,3.51,1
259,4.11,1
260,10.79,1
261,6.40,1
262,7.06,1
263,3.86,1
264,15.14,1
265,4.18,1
266,4.68,1
267,3.71,1
268,3.79,1
269,3.47,1
270,7.68,1
271,4.17,1
272,5.14,1
273,5.48,1
274,5.11,1
275,6.03,1
276,17.25,1
277,4.60,1
278,4.04,1
279,3.61,1
280,4.17,1
281,11.25,1
282,3.96,1
283,10.34,1
284,5.80,1
285,9.98,1
286,4.99,1
287,5.55,1
288,3.63,1
289,4.61,1
290,11.08,1
291,47.23,1
292,11.15,1
293,10.22,1
294,83.56,1
295,15.68,1
296,10.86,1
297,22.97,1
298,18.15,1
299,5.06,1
300,12.18,1
301,5.75,1
302,4.67,1
303,5.08,1
304,5.54,1
305,8.37,1
306,10.19,1
307,6.62,1
308,7.54,1
309,16.37,1
310,14.88,1
311,8.55,1
312,11.12,1
313,12.76,1
314,4.95,1
315,6.96,1
316,4.22,1
317,10.54,1
318,6.58,1
319,3.60,1
320,8.92,1
321,8.77,1
322,3.44,1
323,2.98,1
324,2.69,1
325,2.67,1
326,2.87,1
327,12.16,1
328,9.12,1
329,6.89,1
330,8.32,1
331,3.88,1
332,2.78,1
333,2.74,1
334,10.94,1
335,3.85,1
336,6.49,1
337,16.40,1
338,5.48,1
339,3.79,1
340,11.01,1
341,4.18,1
342,8.67,1
343,7.63,1
344,7.33,1
345,12.39,1
346,22.09,1
347,3.63,1
348,6.72,1
349,6.81,1
350,3.93,1
351,5.29,1
352,10.26,1
353,10.81,1
354,3.74,1
355,4.65,1
356,3.51,1
357,17.38,1
358,8.30,1
359,17.14,1
360,3.42,1
361,12.56,1
362,4.69,1
363,24.43,1
364,6.26,1
365,4.49,1
366,4.66,1
367,13.06,1
368,4.02,1
369,8.54,1
370,5.54,1
371,4.63,1
372,4.64,1
373,11.00,1
374,4.57,1
375,3.43,1
376,3.76,1
377,13.71,1
378,7.64,1
379,7.04,1
380,3.54,1
381,10.38,1
382,4.10,1
383,3.64,1
384,10.93,1
385,4.39,1
386,12.53,1
387,9.17,1
388,5.58,1
389,5.28,1
390,5.01,1
391,11.61,1
392,7.50,1
393,7.19,1
394,3.65,1
395,11.27,1
396,7.30,1
397,4.12,1
398,5.16,1
399,10.11,1
400,8.31,1
401,4.81,1
402,4.19,1
403,13.77,1
404,13.25,1
405,8.44,1
406,12.23,1
407,7.97,1
408,3.75,1
409,6.83,1
410,4.18,1
411,8.55,1
412,3.45,1
413,7.40,1
414,4.57,1
415,5.49,1
416,15.21,1
417,4.86,1
418,4.41,1
419,6.92,1
420,14.66,1
421,15.01,1
422,10.44,1
423,5.39,1
424,3.52,1
425,3.95,1
426,6.13,1
427,3.88,1
428,10.66,1
429,7.38,1
430,9.83,1
431,5.30,1
432,8.61,1
433,3.50,1
434,6.41,1
435,10.29,1
436,4.68,1
437,3.22,1
438,3.80,1
439,7.74,1
440,10.64,1
441,27.09,1
442,7.59,1
443,19.68,1
444,3.41,1
445,4.08,1
446,6.97,1
447,12.24,1
448,5.08,1
449,11.96,1
450,5.23,1
451,6.10,1
452,3.87,1
453,6.14,1
454,8.45,1
455,7.11,1
456,4.53,1
457,3.70,1
458,3.60,1
459,11.60,1
460,5.77,1
461,5.78,1
462,3.53,1
463,8.15,1
464,4.14,1
465,4.66,1
466,4.98,1
467,3.42,1
468,3.35,1
469,6.72,1
470,6.61,1
471,6.10,1
472,10.50,1
473,4.55,1
474,7.73,1
475,3.79,1
476,3.46,1
477,4.30,1
478,8.05,1
479,8.43,1
480,10.52,1
481,3.66,1
482,10.07,1
483,6.28,1
484,5.45,1
485,8.76,1
486,7.27,1
487,3.67,1
488,6.02,1
489,13.37,1
490,10.48,1
491,3.18,1
492,19.86,1
493,10.03,1
494,5.50,1
495,6.78,1
496,3.41,1
497,3.45,1
498,8.75,1
499,5.20,1
500,4.57,1
