P-521,p521_mlkem1024,mlkem1024
1204.94,1216.99,1202.96
804.72,813.55,802.77
804.74,811.26,802.49
804.53,816.93,803.05
804.62,811.42,802.28
804.7,811.67,4484.86
805.77,811.53,802.88
804.44,811.49,802.8
804.62,811.71,802.42
804.3,811.64,803.15
805.76,813.27,802.96
805.99,811.29,802.66
804.92,811.59,803.04
806.74,2242.37,2231.77
805.0,4042.33,803.87
804.76,811.55,802.74
805.7,811.11,802.6
804.57,811.31,4034.82
804.94,811.23,802.44
805.1,816.91,802.44
804.65,816.64,802.43
805.21,811.59,802.42
804.56,811.33,802.45
804.7,811.24,802.64
804.57,811.18,802.53
804.73,811.3,803.19
807.24,811.82,802.57
804.96,811.13,802.6
804.75,811.86,802.45
804.53,811.29,2231.4
804.52,812.1,802.62
804.52,2241.92,802.66
804.48,811.29,803.01
804.63,811.24,802.55
805.45,816.86,802.64
4232.07,811.02,802.98
804.49,816.65,802.64
804.78,812.69,802.6
804.95,811.1,802.67
804.55,811.2,802.84
2233.39,811.23,802.53
805.02,811.61,802.53
804.78,811.48,802.71
804.81,811.68,802.51
804.41,812.23,802.55
2234.3,816.75,802.54
804.48,811.29,4034.72
805.9,816.84,802.62
806.16,2262.75,802.47
804.62,811.21,802.68
804.61,811.31,4034.71
804.56,813.48,802.56
804.72,811.27,802.59
804.86,811.08,802.78
804.89,811.2,802.5
804.34,811.3,2231.34
804.98,811.32,802.64
804.58,811.23,4234.77
804.66,811.47,802.66
804.57,811.49,802.73
804.45,811.23,802.97
804.59,811.41,802.86
804.46,816.84,802.68
804.41,811.19,803.04
804.71,811.32,802.73
804.38,811.43,802.92
804.65,811.2,803.02
804.38,811.36,803.78
3806.04,2241.94,802.59
804.77,811.19,802.59
805.86,811.3,802.58
804.56,811.85,802.61
804.61,813.84,802.9
804.52,811.37,802.63
804.53,811.37,802.38
804.55,811.26,802.77
804.61,811.29,802.63
804.89,816.57,802.69
804.56,811.41,802.92
804.87,811.63,802.91
805.53,811.27,803.01
804.84,811.13,802.63
804.39,816.7,802.69
804.28,816.85,802.98
804.37,2241.65,802.5
804.76,811.52,802.97
804.95,4047.84,802.97
804.31,811.26,802.72
804.98,811.31,802.61
804.51,811.12,802.64
806.52,811.23,802.76
804.51,811.97,802.53
804.52,816.59,802.68
804.52,2241.86,802.66
804.65,811.35,802.63
2233.38,6095.52,802.77
804.31,811.08,802.98
804.05,811.36,4035.73
804.48,811.33,802.49
804.1,811.45,802.75
806.32,811.5,802.68
804.3,811.25,802.5
804.28,811.62,802.71
804.3,816.75,802.5
804.2,811.33,803.02
804.26,811.58,802.74
804.34,3121.39,802.84
805.6,811.73,2231.15
804.46,811.25,802.47
804.15,811.16,802.41
804.14,811.3,802.72
804.29,811.61,802.55
805.06,811.22,2231.32
804.23,811.34,802.51
804.17,811.92,802.89
804.12,811.43,802.63
804.61,818.28,802.63
804.28,811.57,802.66
804.16,811.47,802.55
