P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
1204.11,1203.57,1226.23,1205.55,1203.03
803.83,2231.95,813.06,804.68,802.63
803.66,803.86,814.37,803.69,802.4
2231.31,2800.36,818.76,803.88,3804.12
803.33,802.93,813.18,803.84,802.57
2232.17,803.69,813.02,803.76,802.18
2231.89,3829.26,812.45,803.69,802.27
803.04,803.22,2813.82,804.02,802.11
803.31,2230.71,813.49,803.78,1830.67
803.79,803.16,812.63,804.33,802.58
2232.56,803.2,813.67,1832.3,1831.21
805.59,802.83,813.0,803.86,802.4
2232.6,803.45,812.63,803.92,802.3
803.42,803.22,812.62,803.7,802.51
803.52,2231.18,813.59,803.68,2805.27
803.11,802.77,812.89,3257.74,802.44
803.33,2800.64,812.87,804.68,802.15
803.32,802.83,1844.18,803.69,802.4
803.36,803.61,819.54,3254.84,802.46
803.27,803.04,812.57,803.79,802.36
803.39,802.92,812.55,2635.28,802.61
803.4,802.69,812.89,803.64,802.16
803.6,802.89,813.68,804.8,3254.7
803.85,802.9,812.91,803.91,802.16
803.06,803.16,4031.59,804.96,802.22
803.0,802.7,1844.76,803.8,802.37
2800.97,802.92,813.31,804.09,802.52
803.25,802.91,812.97,804.18,802.26
803.43,2800.5,813.51,1832.58,802.04
803.84,803.47,812.62,803.61,802.29
803.24,2232.93,813.93,803.72,802.39
803.18,802.96,813.71,803.52,802.29
803.09,803.17,813.01,803.56,802.19
803.12,802.95,812.92,803.67,802.28
803.54,802.89,812.93,803.48,802.34
803.1,802.94,820.08,803.61,802.45
803.32,802.81,812.86,804.85,1830.51
803.26,802.93,819.83,803.6,802.31
803.35,802.92,812.54,803.82,802.81
803.09,802.9,813.7,803.75,802.16
803.16,803.32,813.03,803.72,802.67
803.26,802.97,819.85,803.71,1831.25
803.73,2231.98,813.06,803.9,802.36
803.49,803.37,814.49,804.53,802.35
2801.02,803.02,2815.55,3254.01,802.49
803.35,802.78,3262.86,803.63,802.38
803.27,2230.72,1843.32,2806.43,803.07
803.28,803.14,812.79,3513.34,1829.92
3508.23,802.93,812.75,803.51,3253.72
