P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
3.9,3.64,20.57,7.53,3.3
3.57,3.48,15.72,5.18,3.41
3.1,3.45,13.21,5.15,2.82
3.21,2.91,12.87,6.15,2.82
3.72,2.74,14.39,5.52,3.01
3.37,2.67,13.43,4.83,2.62
3.33,2.97,12.52,5.18,3.3
3.04,2.68,14.4,5.17,2.98
2.97,2.93,12.83,5.25,2.65
4.66,2.67,12.8,5.46,3.33
3.9,5.92,13.24,5.23,2.57
3.33,3.49,12.63,6.12,3.32
2.94,3.02,13.96,6.68,2.55
3.44,3.12,13.14,5.1,2.65
4.73,2.64,13.87,6.32,3.16
3.33,2.75,12.72,4.68,3.22
3.35,2.72,20.87,5.75,3.73
3.16,2.96,19.94,5.29,2.61
4.52,2.59,12.46,4.99,3.23
2.98,2.96,20.41,5.3,2.6
3.4,2.55,12.48,4.91,2.49
3.35,2.9,13.08,5.23,3.12
3.91,3.04,16.51,5.09,2.61
4.44,3.27,12.96,6.01,3.06
3.83,2.67,13.3,5.72,2.96
3.0,2.59,20.99,4.65,3.01
3.67,3.09,13.69,4.72,3.11
3.88,2.91,13.56,6.46,3.13
3.38,2.59,19.28,4.75,2.88
2.87,3.13,14.93,6.18,2.85
2.97,2.65,13.14,5.8,2.77
3.66,2.66,12.35,4.91,3.12
3.39,2.68,16.72,6.62,3.07
3.11,2.66,19.63,4.86,2.93
3.55,2.67,19.4,4.71,2.93
2.92,2.66,12.78,4.78,2.57
2.89,2.67,12.83,4.73,2.79
2.79,4.21,13.2,4.5,2.93
3.39,2.63,12.58,4.92,2.87
3.46,2.81,13.04,5.99,2.99
4.56,2.94,13.0,4.83,2.96
3.1,2.83,13.97,4.71,2.51
3.9,2.57,13.55,5.09,2.48
3.04,2.58,12.47,5.93,2.56
2.98,2.52,12.79,5.52,3.03
3.17,3.48,13.19,6.55,2.54
3.64,2.69,15.89,5.36,2.67
3.15,2.9,19.57,5.11,3.57
4.34,2.57,14.4,4.99,2.65
3.82,2.7,12.58,6.39,3.34
3.03,2.96,12.99,5.78,2.71
3.01,2.57,12.62,5.14,2.51
3.4,2.82,14.08,4.69,2.54
3.65,2.51,13.52,4.88,2.81
2.97,2.61,14.13,5.46,2.85
4.57,3.0,13.53,7.09,2.47
2.79,2.83,19.3,4.84,3.3
3.09,2.64,20.57,6.32,3.01
3.08,2.99,19.68,6.97,3.01
2.78,2.85,20.3,5.07,2.75
4.04,2.54,13.86,4.82,2.62
4.15,2.63,12.87,5.24,2.61
3.32,3.01,12.89,6.77,2.85
2.97,3.7,14.76,7.35,2.85
2.92,2.59,13.97,6.27,3.27
5.66,3.64,12.92,4.82,3.42
4.13,3.01,21.18,7.71,2.97
3.33,3.1,22.32,4.61,3.19
3.4,2.53,19.04,6.13,2.53
2.96,2.9,12.87,6.83,2.58
3.13,2.54,14.49,4.84,2.54
3.65,2.68,14.02,5.15,2.56
3.24,2.49,12.85,5.45,2.69
3.33,2.6,12.87,5.06,2.49
2.85,3.03,19.79,4.91,3.01
2.9,2.44,13.19,6.42,3.23
2.98,2.6,13.39,5.75,2.62
3.82,3.15,13.73,5.09,3.28
3.57,2.69,12.66,6.19,3.09
3.14,2.67,12.82,6.18,2.65
3.05,2.97,13.38,6.13,3.04
3.1,2.85,14.44,5.13,2.61
2.99,2.81,12.93,4.84,2.62
3.38,2.56,15.06,4.61,3.02
2.94,2.54,14.27,5.8,2.71
2.78,2.94,13.79,7.21,3.02
3.47,2.57,12.64,4.89,2.61
3.86,2.96,25.03,4.8,2.57
3.27,2.7,12.98,5.68,2.65
2.9,2.47,12.94,5.11,2.71
3.5,2.68,12.87,5.53,2.56
2.88,2.98,13.86,4.8,2.54
3.55,2.97,12.41,4.66,2.89
3.04,3.12,12.67,5.68,3.3
3.36,3.13,13.97,4.82,2.61
2.87,3.29,13.79,5.53,6.38
3.05,2.65,12.63,5.71,2.74
3.94,2.71,13.28,5.35,3.1
3.45,3.08,20.21,4.7,2.76
3.8,3.28,14.29,4.58,2.87
2.77,3.26,14.76,4.56,2.49
3.01,3.17,14.03,5.98,2.64
2.85,2.66,12.53,6.76,2.57
3.46,2.46,13.15,5.17,2.51
3.16,2.76,13.87,4.63,2.58
3.12,2.98,12.54,5.56,2.63
3.12,2.55,12.83,5.63,2.62
2.89,3.14,19.88,5.41,2.66
2.92,3.68,17.45,4.86,3.6
2.96,3.26,21.16,4.74,2.77
2.96,2.99,14.07,5.96,2.73
3.2,3.5,12.95,5.13,2.67
3.92,2.5,19.92,6.23,2.63
3.3,2.6,14.18,6.09,2.54
2.99,3.2,15.31,5.02,2.81
2.88,2.62,17.64,4.88,2.53
2.86,2.92,20.73,10.83,2.58
2.99,2.36,14.17,5.11,2.56
3.8,2.55,14.16,6.07,3.53
2.94,3.27,13.32,5.63,2.6
3.47,3.24,13.49,5.25,2.9
3.24,2.59,13.61,4.76,2.54
4.62,2.55,14.21,4.75,2.7
3.08,3.04,12.86,4.71,2.59
2.78,2.8,12.31,5.85,2.63
3.7,2.58,14.21,5.15,2.62
3.41,3.11,14.46,4.95,2.41
2.88,2.63,12.85,5.2,2.55
2.79,3.85,13.23,4.78,2.54
2.98,2.72,18.65,5.05,3.92
3.39,3.18,13.31,5.59,2.6
2.95,2.6,12.63,5.65,2.53
3.21,2.61,13.01,4.83,2.45
3.23,2.74,12.87,5.06,2.96
3.19,2.59,14.03,5.01,2.66
2.95,2.98,12.66,5.97,2.67
2.76,3.29,12.39,6.45,2.63
2.83,3.42,13.29,5.09,2.65
2.79,3.26,21.0,5.75,2.98
3.58,3.12,14.44,6.05,2.84
3.05,2.79,13.24,5.3,2.71
3.23,3.14,12.39,4.9,2.79
3.02,2.97,13.52,6.03,2.61
2.87,2.63,13.84,5.52,2.78
2.82,2.92,13.04,6.26,2.9
3.2,3.35,19.49,5.31,3.43
3.06,3.05,13.0,5.13,2.64
3.03,2.72,12.75,4.75,2.46
5.3,3.11,12.58,7.03,2.81
4.39,2.7,19.51,4.87,2.93
3.02,3.2,19.54,4.77,2.46
3.25,3.48,13.73,5.77,2.5
2.83,3.59,14.43,4.94,2.39
2.91,3.14,12.66,4.62,2.53
2.99,3.19,13.4,4.67,2.41
3.55,3.48,13.77,7.47,2.85
3.01,3.35,12.81,5.64,2.57
3.55,2.92,13.03,4.85,2.58
2.98,3.05,13.11,5.51,2.93
3.83,2.88,12.82,6.15,2.55
3.03,3.53,14.38,4.67,3.06
3.83,2.63,12.76,6.26,2.55
2.96,2.9,19.79,5.71,2.54
2.89,3.02,12.8,6.02,2.88
3.67,2.98,12.88,5.01,2.38
2.71,2.59,13.86,4.79,2.41
2.84,2.58,13.85,4.78,3.29
3.57,2.63,13.96,4.69,2.36
2.88,2.69,12.47,6.15,3.24
3.75,2.57,12.91,9.58,2.76
4.29,2.41,13.71,6.08,2.99
2.95,2.57,16.63,4.85,2.9
3.77,2.66,13.03,6.07,2.57
3.01,2.6,13.1,4.97,2.55
2.79,3.4,12.83,5.03,3.69
2.92,2.71,12.97,5.15,2.71
4.57,2.93,12.42,6.08,2.88
3.18,3.05,14.69,5.18,2.75
3.41,2.88,19.49,5.11,2.5
2.83,2.52,13.8,4.78,3.17
2.87,3.55,12.91,5.49,2.56
3.06,2.59,13.66,7.74,2.63
2.81,2.83,13.01,5.05,3.5
3.45,2.96,12.86,4.83,2.51
3.42,2.99,19.6,4.74,3.25
3.2,3.02,14.29,5.46,2.56
3.38,3.04,20.71,5.12,2.74
2.93,2.56,19.55,4.8,2.69
3.42,2.67,13.53,6.0,2.52
2.92,3.67,13.98,6.06,2.77
3.83,3.38,12.51,4.82,2.64
2.76,3.39,12.98,6.33,2.59
2.97,2.73,13.45,5.81,2.92
3.11,2.66,13.72,6.6,2.56
3.57,2.65,12.63,5.21,2.6
3.41,2.6,12.72,4.8,2.55
3.56,2.67,13.28,4.91,2.49
3.51,3.0,20.44,5.03,2.71
3.0,2.54,12.98,4.79,2.64
2.8,2.62,12.51,4.69,2.67
2.93,2.55,12.55,5.6,2.52
2.66,3.35,12.65,5.94,2.66
3.01,2.69,13.43,4.93,3.01
2.96,2.92,13.07,4.83,2.65
5.5,2.49,14.41,6.53,2.63
3.58,2.65,12.61,5.29,2.57
3.36,2.72,13.02,5.15,2.73
2.8,2.43,13.94,4.8,2.47
3.14,2.54,12.48,8.11,2.73
2.71,2.5,12.94,5.37,2.48
2.92,2.57,12.84,4.8,2.87
3.5,3.06,13.2,4.72,2.57
2.88,2.9,13.9,5.68,2.51
3.18,3.19,20.98,5.93,2.67
3.75,2.99,15.98,5.11,2.58
2.9,2.61,14.18,4.78,2.68
2.98,2.59,12.76,4.82,3.6
4.0,2.61,19.31,6.04,2.82
2.86,2.46,12.8,4.96,2.93
3.47,3.39,13.8,4.9,2.79
3.35,2.88,14.17,5.08,2.72
3.84,2.78,19.4,6.24,2.77
3.68,2.76,13.65,12.33,2.58
3.4,2.62,19.32,6.08,2.69
3.21,2.8,13.86,6.03,2.62
4.44,2.87,12.63,6.96,2.62
3.63,2.63,20.71,5.09,2.59
3.03,2.57,13.01,4.69,2.61
3.03,3.24,12.6,5.26,2.53
3.07,2.58,12.61,5.31,3.1
2.75,2.84,14.26,5.3,2.52
2.96,2.51,14.13,4.68,3.45
5.88,2.75,12.86,4.85,2.4
3.1,2.95,12.78,4.5,3.01
2.88,2.65,13.06,6.28,2.44
3.03,2.86,12.82,6.21,2.63
3.52,2.47,12.45,4.94,2.39
3.54,2.95,12.64,4.43,2.57
3.78,2.53,13.32,4.93,2.5
3.4,3.3,12.98,6.29,2.54
3.47,3.02,20.34,4.96,2.96
3.39,3.12,20.71,4.89,2.82
2.81,2.75,12.96,4.66,3.08
3.45,2.63,13.14,4.86,3.13
3.54,2.52,19.33,6.74,2.95
3.32,2.65,13.96,4.6,2.65
3.69,2.67,19.74,5.1,2.85
3.91,2.61,13.71,4.94,2.54
3.75,2.62,15.81,5.31,2.66
3.19,2.6,13.9,5.5,2.49
3.93,3.19,12.65,5.88,3.07
3.48,2.59,12.72,5.19,2.55
2.97,3.03,13.74,6.33,2.41
3.14,3.28,19.44,6.32,2.71
3.05,2.83,22.15,6.19,2.57
2.9,2.5,14.2,4.93,2.61
3.85,2.92,12.93,4.83,2.43
3.08,2.77,20.01,5.1,3.0
3.13,2.57,13.35,5.26,2.6
3.09,2.62,13.78,5.67,2.74
3.03,2.71,12.95,6.27,2.5
2.87,3.08,12.47,4.82,2.61
2.78,2.67,19.59,5.13,2.67
2.99,2.79,14.62,5.66,2.46
3.59,2.92,12.63,5.96,2.59
2.92,3.43,13.14,5.52,2.97
3.06,2.69,14.59,6.47,2.44
2.88,4.01,13.19,4.67,2.88
3.37,3.06,12.55,5.4,2.7
2.81,3.21,14.78,5.86,2.81
3.94,3.32,15.36,4.7,2.67
2.92,2.63,12.56,5.31,2.89
3.06,2.77,19.58,5.75,2.58
2.93,2.87,13.63,4.99,2.98
3.35,2.44,12.71,6.14,2.73
