P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
8.11,11.59,27.17,10.6,6.44
8.2,10.02,18.54,10.82,5.55
7.64,10.79,18.65,16.82,5.03
8.54,8.85,22.64,11.42,4.49
7.98,12.82,18.64,8.69,4.7
9.38,6.56,18.48,11.8,5.14
7.51,9.77,18.94,9.83,4.67
7.63,7.08,20.65,9.71,4.5
11.12,7.64,22.11,9.54,4.53
7.6,11.22,18.5,8.34,6.53
8.17,8.33,19.63,9.75,6.33
9.79,7.62,19.08,12.95,6.5
8.3,7.99,18.26,8.53,4.36
8.06,8.53,18.11,9.66,8.18
12.13,8.52,17.91,8.59,5.45
9.94,6.42,19.09,9.53,4.52
10.38,8.32,27.75,8.59,5.14
13.61,7.45,21.52,8.44,4.91
9.03,6.88,26.02,8.83,4.62
8.6,9.58,29.39,9.4,4.58
7.75,10.06,20.9,8.46,4.69
8.22,8.77,18.19,8.59,4.98
9.67,6.5,22.27,8.54,6.2
11.72,7.85,23.79,9.68,5.41
11.56,16.88,17.9,8.68,5.47
8.33,9.15,19.47,17.89,6.56
8.29,9.62,22.41,10.02,4.43
7.84,8.69,19.89,8.44,5.42
8.61,9.9,21.07,10.15,5.17
9.58,6.8,19.28,12.42,6.63
8.17,10.02,19.14,9.73,4.28
8.5,9.09,19.31,11.32,4.77
8.18,10.57,19.35,8.66,8.56
7.65,5.63,26.25,12.19,4.77
7.77,9.11,32.6,11.95,4.4
8.46,8.93,22.09,9.45,4.42
15.23,6.7,18.02,11.98,5.16
14.58,7.1,18.92,8.67,5.49
7.89,6.98,18.57,9.24,4.73
13.37,7.32,17.91,8.6,10.69
7.77,8.93,18.28,12.3,4.49
8.82,7.49,18.86,11.94,5.3
7.98,6.55,18.1,11.97,5.41
7.72,7.82,18.58,9.71,5.13
7.68,17.8,21.06,8.89,4.7
10.75,5.41,19.72,9.45,4.42
8.03,5.74,18.52,12.34,4.88
7.5,7.2,19.92,8.63,5.37
7.85,6.96,18.23,18.11,4.96
9.14,7.94,26.84,9.76,4.86
11.32,6.51,18.04,8.43,6.44
7.84,6.94,23.88,8.97,8.79
9.38,7.7,27.68,8.35,4.62
8.1,7.45,22.24,12.01,6.17
8.16,7.09,21.48,13.5,5.71
7.82,8.57,17.95,8.48,4.84
7.8,6.5,27.31,12.37,4.55
10.96,6.04,18.05,11.06,4.49
7.82,7.27,26.93,8.45,6.21
17.46,8.25,18.81,8.86,5.7
9.12,7.85,19.14,8.5,4.51
7.78,6.96,24.37,13.23,4.35
7.9,8.26,19.1,10.78,6.37
10.79,9.12,22.7,10.75,5.02
11.83,10.95,22.34,9.62,4.77
7.58,7.61,21.15,8.66,4.47
8.53,6.93,18.52,9.81,4.96
8.06,8.37,21.18,8.48,4.5
9.45,7.56,24.62,11.98,4.43
7.88,7.88,18.7,9.89,5.99
8.03,5.97,18.04,8.74,4.99
9.16,8.43,19.56,18.94,6.43
8.16,6.44,19.01,10.77,6.29
8.95,7.29,18.06,8.4,4.5
7.71,5.83,18.48,8.68,4.4
7.41,9.92,21.13,8.65,5.39
7.95,8.22,21.9,8.94,5.01
7.74,8.88,21.6,8.51,4.9
7.9,8.94,22.36,8.28,4.46
7.8,7.74,22.18,8.62,4.49
8.61,8.2,18.58,8.45,6.54
7.53,6.8,17.7,8.83,5.76
8.17,6.24,24.52,8.38,4.44
14.13,8.06,19.97,8.69,4.51
8.5,24.74,27.28,8.6,7.6
8.53,7.34,38.87,8.43,6.9
8.01,8.54,22.59,8.64,4.42
10.54,6.31,17.68,8.32,4.42
7.82,6.34,21.81,8.8,5.13
10.56,6.11,19.05,12.02,7.44
