P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
62.83,3.57,20.06,9.38,3.23
3.16,2.66,15.01,5.31,3.25
3.0,2.84,17.06,5.2,3.45
2.89,3.23,13.96,4.83,2.52
2.6,3.55,14.84,5.36,2.62
2.85,3.12,13.86,4.79,2.61
3.07,3.04,12.95,5.81,2.65
2.75,2.51,30.32,4.86,4.05
3.77,2.43,15.4,4.98,3.13
3.02,2.9,17.71,5.57,2.84
2.89,3.23,15.01,5.26,2.45
3.49,2.8,15.9,5.95,2.65
2.94,2.88,15.52,6.94,2.63
3.6,3.04,23.57,5.4,2.52
2.87,2.38,15.25,5.34,2.6
2.7,2.51,16.64,6.94,2.82
2.83,2.9,18.1,15.92,2.53
2.81,2.86,15.62,15.1,2.42
2.89,2.56,17.45,15.63,2.73
2.86,3.29,15.07,15.07,2.48
3.83,3.28,19.36,6.97,2.72
3.13,3.48,20.86,6.56,2.43
2.82,2.71,14.1,7.75,2.56
3.35,2.51,24.41,9.66,4.05
2.84,2.59,17.89,7.05,3.06
2.95,2.48,16.1,7.66,2.37
2.8,2.4,23.87,7.47,3.2
2.8,3.05,14.8,5.55,2.5
2.84,2.86,16.89,6.55,2.37
2.68,3.15,17.11,4.97,3.15
2.81,5.27,17.97,4.78,2.48
2.87,2.6,22.5,4.76,2.5
3.73,2.74,18.83,4.98,2.57
2.82,4.23,17.48,4.58,3.11
3.28,2.65,16.86,4.75,3.08
3.11,2.53,20.83,9.48,2.94
3.07,3.17,18.1,7.51,2.41
2.86,2.61,17.89,6.28,2.38
2.71,2.46,13.5,14.44,3.47
3.52,2.42,18.51,18.82,2.51
3.21,2.48,21.23,18.0,2.84
3.51,3.24,14.35,5.74,2.61
3.78,3.14,15.04,7.45,2.57
2.87,3.12,13.3,7.83,2.58
3.06,2.46,14.99,7.95,3.48
3.33,2.46,12.95,10.84,3.11
3.01,2.47,13.41,6.27,2.5
2.72,3.14,19.4,6.88,2.51
2.84,2.48,12.83,6.94,3.31
2.78,2.38,20.05,8.3,2.48
2.79,3.14,17.14,6.26,2.93
2.76,2.45,14.3,7.21,3.85
2.97,2.69,25.19,9.34,3.16
3.58,2.42,19.67,5.71,3.0
3.78,2.43,19.42,7.86,2.91
2.69,2.54,13.1,6.66,3.37
2.9,3.2,20.38,5.29,2.53
2.73,3.17,14.26,5.46,2.4
2.81,2.52,24.79,6.0,2.43
2.66,2.5,12.62,7.46,2.69
2.81,2.75,13.89,6.53,3.19
2.79,3.24,12.79,6.52,2.49
2.75,2.77,12.6,5.85,4.45
2.99,3.12,14.1,5.39,2.53
2.89,3.13,15.28,6.09,3.06
3.04,3.12,20.56,5.58,3.12
2.98,3.3,19.83,6.4,3.91
2.8,3.15,24.26,5.47,2.86
2.86,3.08,16.35,5.04,2.73
3.62,2.48,19.12,6.95,2.52
3.19,2.48,18.25,4.94,2.73
2.81,3.21,16.98,4.81,2.54
2.93,2.52,17.57,5.51,3.38
2.81,2.48,18.64,6.61,3.85
2.68,2.38,17.09,6.69,2.97
2.76,2.42,14.49,7.32,2.91
2.68,2.55,13.02,5.38,2.55
2.8,2.46,13.61,5.3,2.9
2.85,2.5,20.82,4.65,2.5
2.78,2.4,14.61,4.8,2.69
3.82,2.51,12.75,4.99,2.59
2.74,2.48,14.43,4.74,2.56
2.71,2.44,16.12,4.81,2.48
2.76,3.1,15.44,4.75,3.5
2.74,3.38,14.27,4.79,3.27
2.84,2.82,15.71,4.71,2.92
3.55,3.3,16.98,4.86,2.96
2.82,2.46,15.43,6.46,2.79
3.07,2.34,16.2,4.62,2.77
2.74,2.51,25.29,4.76,2.93
2.81,2.42,19.95,10.89,2.54
2.79,2.36,14.88,5.28,2.48
3.44,2.83,19.4,7.13,2.66
3.77,3.17,18.89,5.81,2.54
2.86,2.38,14.17,4.79,2.55
2.97,2.46,12.64,4.79,2.47
3.63,2.79,14.59,4.73,3.26
2.83,2.6,20.24,4.99,2.64
2.83,2.39,13.21,4.8,2.62
2.78,2.48,13.87,5.05,2.9
3.7,2.44,14.24,4.71,2.84
2.72,2.48,13.88,7.06,2.71
2.8,2.55,22.35,6.43,2.66
2.81,2.38,18.06,6.55,2.64
3.01,2.39,23.27,5.74,3.35
2.74,2.52,27.49,4.93,3.93
2.8,2.44,22.62,4.75,3.1
2.88,3.0,13.78,6.2,2.67
2.7,2.53,15.92,7.54,2.5
2.7,2.45,20.18,4.68,2.64
3.37,3.17,20.11,4.68,2.48
3.81,3.41,20.89,4.72,2.5
2.61,3.24,14.36,4.97,2.55
2.74,4.72,19.43,5.24,2.42
2.9,3.15,14.27,5.22,3.27
2.79,2.46,12.65,4.73,3.15
3.15,2.48,13.46,13.32,3.44
2.86,2.86,19.41,4.99,4.23
2.99,2.51,12.65,6.11,3.32
2.88,2.79,19.47,4.76,2.59
2.8,2.39,19.5,5.65,3.04
3.0,2.35,12.87,4.91,2.87
3.54,2.35,17.34,4.68,2.64
2.72,3.05,15.7,5.29,2.57
2.86,2.44,15.36,4.81,2.55
2.79,2.43,14.31,4.82,2.52
3.51,2.49,12.9,5.43,2.44
3.52,2.58,12.92,5.32,2.69
3.08,3.38,16.38,7.17,3.09
2.74,3.25,12.49,4.74,3.1
3.24,2.44,13.46,5.08,2.56
