P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
802.67,802.89,813.16,2229.99,802.97
402.92,402.58,1834.36,403.81,402.47
402.41,402.51,410.05,404.96,402.29
402.49,402.4,409.72,405.39,402.58
1402.13,401.98,409.93,403.43,1827.15
1401.7,402.15,409.87,1829.0,402.74
402.26,402.13,409.02,403.33,402.49
402.35,402.01,1834.16,403.47,402.12
402.2,401.87,1833.92,403.72,401.99
402.44,1401.49,410.11,403.52,402.03
402.25,402.41,408.92,403.57,402.44
402.05,401.92,408.86,403.34,402.04
402.28,1402.27,408.79,404.67,401.96
402.35,401.96,413.63,1830.19,402.78
402.13,402.0,408.69,403.3,402.69
402.23,401.88,408.98,403.39,1827.24
1401.66,402.55,408.6,1828.39,402.01
402.24,402.0,413.6,403.33,401.94
402.2,1401.52,408.87,403.53,402.01
402.78,402.4,1834.04,403.31,401.96
402.68,401.82,408.72,404.54,401.97
402.1,401.93,409.77,403.27,402.2
402.3,401.92,408.7,403.36,401.91
402.19,401.99,408.86,403.44,402.46
402.18,401.94,408.85,403.38,402.03
402.34,402.05,1833.93,403.54,401.82
402.19,1401.57,414.49,403.33,402.48
402.73,402.11,408.68,403.28,402.06
402.14,1401.5,1838.58,403.29,401.98
402.23,402.01,408.87,403.78,402.02
402.29,401.85,409.88,403.25,401.93
402.25,402.0,408.74,1828.39,402.09
1401.8,401.95,413.72,403.29,401.98
402.24,402.39,1834.53,403.57,401.86
402.12,402.0,413.46,403.29,401.93
402.63,401.97,413.58,404.94,402.01
402.13,401.95,2863.61,403.28,401.98
402.18,401.85,408.71,404.25,402.5
402.74,401.8,414.73,403.31,402.04
402.31,401.89,414.71,1828.5,402.02
3399.75,402.04,414.65,1829.39,401.88
402.07,402.35,408.83,403.56,402.09
1401.64,402.03,414.76,403.75,402.58
402.8,401.84,1834.96,403.92,1827.33
402.3,402.02,414.46,405.33,402.1
402.29,402.45,410.04,403.55,402.36
402.81,401.92,408.81,403.34,402.1
402.18,402.44,408.83,403.23,402.06
402.13,401.94,409.52,403.27,402.12
1402.2,402.31,409.88,403.42,402.1
1401.64,402.0,410.32,403.32,401.83
402.04,401.89,414.31,403.54,401.99
402.26,402.02,1834.18,403.31,401.97
402.7,401.9,2863.11,403.38,401.98
402.12,401.83,408.68,404.7,402.41
402.64,402.45,409.38,404.59,2854.53
402.59,401.98,1838.57,403.61,401.96
402.16,401.93,413.56,403.32,402.13
402.24,401.96,408.77,403.31,1827.32
402.71,401.92,408.74,403.31,402.56
1401.78,401.9,409.79,403.36,402.02
402.52,401.95,412.02,403.45,402.06
402.68,402.59,409.79,404.54,402.45
402.33,401.94,413.58,403.33,1827.2
402.21,401.9,408.73,403.47,401.9
402.24,1401.47,409.96,403.39,402.0
402.31,1402.01,408.82,403.59,402.04
402.29,401.92,412.19,403.46,402.03
402.21,402.07,408.84,403.41,402.02
402.17,401.93,408.73,403.48,401.91
402.18,402.0,410.31,404.49,402.01
402.17,404.24,408.7,403.48,401.97
402.15,401.93,408.69,403.32,402.05
402.15,402.62,408.79,403.47,402.07
402.14,402.48,409.88,403.31,402.31
1401.6,1401.49,409.29,403.31,401.94
402.68,403.24,408.65,403.59,3027.08
402.55,402.3,408.86,403.4,402.03
402.27,401.96,409.77,403.36,1827.39
402.19,401.89,409.85,1828.45,401.95
402.48,401.93,411.3,403.29,402.07
402.24,401.97,409.36,1828.27,402.01
402.16,1401.6,408.83,403.81,402.05
402.58,401.92,408.86,1829.66,401.89
402.28,1401.87,413.49,403.38,402.06
402.88,1401.74,409.51,403.39,401.99
402.23,401.97,413.75,1828.29,402.35
402.12,401.94,410.53,403.57,401.8
402.3,402.62,2869.91,403.31,402.02
1401.77,402.01,413.61,404.53,401.94
402.18,402.6,408.91,403.28,402.03
402.29,401.86,409.01,403.9,402.48
402.04,402.04,408.77,403.46,401.89
1403.09,402.02,1833.86,405.01,1827.22
402.25,402.03,408.95,403.24,402.21
402.24,401.95,408.76,1828.4,402.08
402.08,401.9,409.68,403.4,402.02
3400.74,402.07,408.89,403.35,402.13
402.22,401.96,408.88,404.55,401.99
402.14,401.84,408.82,403.3,401.94
402.3,402.41,408.98,403.65,402.04
