P-521,p521_mlkem1024,mlkem1024
145.67,157.2,143.97
75.3,82.06,74.8
75.33,81.91,73.55
75.25,82.32,73.55
75.21,82.21,74.57
78.65,88.45,73.59
75.17,1316.17,73.36
75.27,82.09,73.25
76.34,90.49,74.6
75.16,90.73,73.34
74.98,81.96,73.28
75.14,82.12,73.55
75.29,82.09,73.47
75.57,82.81,74.64
75.29,81.89,73.54
75.17,82.07,73.42
75.19,82.25,1310.8
75.09,82.02,73.56
75.0,82.3,73.36
75.22,82.05,74.66
75.3,81.88,73.56
75.36,82.0,73.24
75.1,82.02,74.55
75.1,88.64,73.41
75.1,82.74,73.31
75.07,81.92,73.3
75.08,82.03,73.41
75.12,81.95,73.37
75.24,81.95,73.26
75.13,81.86,73.49
75.05,82.28,73.24
75.06,82.03,73.22
77.28,82.36,73.51
75.15,82.0,74.56
75.06,88.26,73.33
75.16,84.1,73.35
75.11,82.0,73.27
75.26,81.93,73.32
75.15,82.06,73.3
75.1,82.17,73.22
75.15,84.25,73.48
75.72,81.84,73.23
75.08,82.29,73.36
75.08,88.29,73.3
1074.64,81.98,73.4
75.11,88.47,73.37
75.0,82.03,73.59
75.16,82.05,73.72
75.08,82.11,75.04
75.07,81.82,73.36
75.08,88.33,74.94
75.17,88.37,73.32
75.23,82.02,73.48
75.25,88.36,73.41
75.08,81.79,73.27
75.13,81.97,73.21
75.1,81.95,73.3
75.1,82.16,75.0
75.16,84.14,73.41
77.21,88.48,73.25
75.09,82.19,73.83
75.08,82.15,73.24
74.99,81.97,73.24
77.09,82.17,73.4
75.11,81.82,73.49
75.19,84.21,73.48
75.02,82.24,73.46
75.12,82.07,75.0
75.2,88.25,73.48
75.31,82.34,73.37
75.29,82.05,73.19
75.26,82.08,73.28
75.15,83.36,73.37
75.09,82.08,73.46
1074.78,81.8,73.29
75.1,81.93,73.29
75.22,81.91,73.33
77.26,81.93,73.25
75.15,82.01,73.57
75.16,88.31,74.93
77.22,88.28,73.41
75.1,1321.9,73.21
75.18,81.83,73.21
75.26,82.16,73.29
75.21,84.2,73.43
75.02,81.97,73.35
75.03,82.04,73.45
75.0,88.28,73.25
75.01,88.59,73.3
75.29,81.99,73.4
75.03,81.85,73.45
75.08,88.24,73.96
