P-521,p521_mlkem1024,mlkem1024
215.03,508.89,212.95
144.77,156.92,142.29
144.69,151.11,142.81
145.66,156.49,142.92
3146.96,156.18,142.28
144.32,151.23,142.83
144.51,151.13,142.81
146.29,151.04,415.68
145.44,151.06,142.93
145.29,153.71,142.63
144.19,158.82,142.84
144.03,153.84,142.69
144.3,153.34,142.51
144.34,151.02,142.65
144.15,425.86,142.27
144.51,151.07,142.84
144.53,427.22,142.4
144.13,151.09,142.14
144.4,151.03,142.26
145.26,151.53,142.88
144.36,150.86,142.56
144.26,151.43,142.68
144.24,151.34,142.41
144.25,151.06,143.03
144.34,151.63,142.4
144.28,152.48,142.47
144.2,156.57,142.34
145.25,150.95,142.58
145.3,150.92,142.2
144.64,156.49,142.49
145.41,151.13,142.51
144.21,151.17,142.34
144.13,151.07,142.51
144.31,151.04,416.35
144.25,151.19,142.37
144.25,151.49,2283.74
144.21,156.37,142.55
144.41,158.68,142.42
144.32,151.11,142.37
144.29,151.16,142.53
144.21,151.21,142.32
144.36,427.14,142.41
144.44,151.33,142.41
144.26,150.88,142.44
144.42,150.76,142.39
144.23,151.06,142.57
144.24,151.47,142.52
144.23,151.03,142.77
144.22,153.66,142.47
144.32,152.02,142.59
144.29,151.1,142.36
144.22,151.4,142.91
144.31,150.88,142.38
144.49,158.56,142.37
145.42,152.91,142.6
144.27,150.89,143.04
144.34,151.29,142.5
3146.25,158.1,142.34
144.25,151.1,142.34
144.12,158.7,142.97
144.47,151.03,142.37
145.24,151.17,142.36
145.64,426.83,142.24
145.3,151.59,142.9
145.31,150.96,142.54
145.73,152.33,142.35
144.32,158.66,142.28
145.39,151.08,142.19
144.28,154.24,142.5
144.18,151.19,142.72
144.18,158.23,142.51
144.25,151.14,142.49
144.07,151.12,2282.33
144.24,151.03,142.53
144.09,158.26,142.67
144.11,158.47,142.21
144.39,151.1,142.33
143.98,151.43,142.41
144.35,156.46,142.62
144.33,151.14,142.21
144.28,2288.3,142.56
144.22,151.18,142.27
144.34,151.81,142.51
144.6,426.65,142.46
144.44,156.41,142.35
3145.64,151.19,142.51
144.11,151.47,142.21
145.67,426.09,142.64
144.17,156.7,142.48
144.35,156.46,142.36
144.08,150.85,142.56
144.05,151.09,142.37
145.35,151.1,142.45
3146.14,151.25,142.34
144.18,151.16,142.52
145.24,151.2,142.4
144.41,150.98,143.27
145.2,151.15,142.45
144.17,151.32,142.26
145.25,151.59,142.46
144.37,151.2,142.32
144.35,151.49,142.29
144.35,151.06,142.27
144.26,150.95,142.59
144.56,158.05,142.78
144.5,151.13,142.5
144.24,158.42,142.33
145.06,151.04,142.42
144.28,152.83,142.32
145.38,152.92,142.47
144.47,153.03,142.67
145.22,2292.25,142.56
144.1,158.18,142.41
145.43,158.2,142.25
145.35,425.92,142.36
144.23,151.07,142.34
144.18,150.92,142.95
144.35,152.49,142.76
144.21,151.08,142.52
144.04,152.04,142.72
145.12,156.38,142.27
144.31,156.47,142.81
144.19,151.77,415.57
144.49,150.97,2283.55
145.3,151.59,142.49
145.14,151.05,142.24
145.23,151.34,142.38
145.61,150.97,142.36
145.26,151.09,142.5
145.33,151.18,142.38
418.3,151.22,142.49
144.47,151.13,142.3
144.18,150.79,142.35
144.49,150.96,142.26
144.67,151.16,142.74
144.52,151.05,142.39
144.31,152.44,142.34
145.36,156.28,142.63
418.27,151.13,142.91
144.53,151.05,142.73
144.06,150.97,142.37
144.16,151.57,142.71
145.23,151.18,142.34
144.39,151.24,142.51
144.13,150.85,142.49
144.25,151.07,142.46
144.24,151.49,142.48
144.33,150.91,142.51
144.45,156.3,142.33
