P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
807.34,804.5,821.25,811.86,804.06
405.51,405.1,418.77,406.16,403.48
405.69,404.22,412.45,406.84,403.34
405.54,404.27,412.31,405.99,403.49
405.47,404.11,412.46,405.8,2602.81
405.39,404.05,412.49,406.11,403.35
405.7,404.09,2642.04,409.44,1402.37
405.41,404.04,2637.41,405.95,403.48
406.98,403.98,412.6,405.93,403.29
405.66,404.25,412.24,408.58,403.33
405.38,404.12,412.08,3831.56,403.52
405.48,403.97,412.22,407.08,404.68
406.67,404.1,413.05,406.13,403.18
407.57,403.89,412.5,406.34,403.25
405.48,404.1,412.43,405.77,403.54
405.39,404.21,412.42,406.03,403.4
405.48,404.06,412.36,406.28,403.35
405.44,404.03,418.82,2634.99,404.57
405.17,404.41,412.27,405.95,403.19
405.43,404.04,414.46,406.07,403.28
1404.74,404.22,412.19,406.17,403.34
405.6,404.22,412.24,405.88,403.35
405.7,404.34,414.41,405.84,403.4
405.88,1403.42,418.55,405.88,403.34
405.39,405.89,418.65,406.06,404.2
405.42,404.02,412.23,406.0,403.13
405.35,407.05,413.15,405.99,1403.28
405.45,404.05,418.7,405.9,403.18
405.45,403.98,418.72,406.03,403.75
405.64,403.95,418.55,405.97,403.22
405.53,404.11,418.48,406.04,403.12
405.46,404.04,412.32,405.86,403.07
405.38,403.91,418.76,406.12,403.37
407.54,403.92,417.31,405.94,403.23
405.33,404.07,418.57,405.84,403.33
405.42,405.65,418.42,406.45,403.22
405.43,403.88,418.66,405.85,403.11
406.66,7399.43,418.57,406.14,403.11
407.54,404.02,418.56,406.14,403.27
407.47,404.5,414.68,406.05,1402.56
405.47,403.84,412.19,405.77,403.42
405.37,404.02,2640.24,405.9,403.32
405.42,403.95,412.11,405.94,403.27
405.49,404.02,412.19,406.05,404.43
405.65,404.01,2637.02,406.03,403.21
405.5,404.0,412.26,408.3,403.62
405.47,404.0,412.59,405.78,403.36
405.42,404.0,412.22,405.93,403.09
405.55,403.9,412.23,405.84,403.14
405.52,404.02,418.77,405.96,403.42
405.54,404.02,412.31,405.94,403.49
405.74,1405.37,2637.38,405.88,403.35
405.38,404.1,412.56,405.83,403.28
407.43,403.94,412.37,405.98,403.4
407.11,403.96,414.41,405.84,403.77
405.4,403.93,412.23,406.01,1402.69
406.75,405.51,412.08,405.97,1404.18
405.41,404.07,2637.18,405.88,403.17
405.75,405.6,418.5,2634.7,403.16
407.95,403.88,412.36,405.94,403.42
1404.74,403.98,412.65,406.1,403.39
406.74,403.92,412.38,407.1,403.2
3403.79,403.98,412.16,405.92,403.31
405.48,406.33,412.27,408.41,403.13
405.39,404.04,412.19,407.35,403.28
405.64,403.97,412.25,2632.59,403.26
1404.79,403.95,412.17,407.57,403.32
405.41,1403.95,412.29,5087.75,403.33
405.45,3402.08,412.22,405.93,403.18
405.34,405.56,412.55,408.4,403.31
405.73,404.03,2636.99,407.29,1403.78
405.47,404.03,412.37,407.41,403.4
405.36,404.06,412.12,407.19,403.36
405.43,403.88,412.16,406.94,403.41
405.52,404.6,414.44,407.13,403.34
405.44,403.9,418.65,406.59,403.11
405.52,403.9,412.31,408.25,403.43
405.56,406.3,412.27,406.87,403.22
405.7,403.96,412.25,408.28,1403.87
405.47,403.93,412.33,405.94,403.19
405.69,403.94,412.97,405.82,403.3
405.43,405.49,412.32,406.57,403.12
405.35,404.05,412.16,2632.38,404.44
405.51,404.25,412.18,406.0,403.2
405.5,404.05,418.47,406.82,403.34
406.79,403.84,412.42,406.06,403.51
1406.05,1405.59,3835.13,405.89,404.32
405.37,403.9,412.51,405.98,403.18
405.37,406.33,3609.43,2632.75,2602.93
3404.01,403.91,415.69,405.97,403.43
405.39,1404.15,412.33,405.92,403.19
405.49,406.25,412.32,406.99,403.23
405.46,403.99,412.35,405.94,403.31
405.42,403.91,415.62,3634.58,404.92
407.57,403.94,2641.18,405.98,403.35
405.36,403.91,412.89,406.17,403.2
405.48,403.92,415.86,406.2,403.2
405.44,403.79,412.73,2632.51,2603.3
405.53,404.03,413.53,406.58,403.28
3402.75,403.95,416.46,405.94,403.19
405.36,404.08,415.34,406.38,404.52
405.36,404.09,414.02,406.81,403.36
405.37,403.86,413.5,3831.12,403.78
405.42,1404.0,412.44,405.89,403.2
1405.76,404.04,412.39,406.86,403.32
407.51,403.94,412.15,406.23,403.4
