P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
6.76,4.74,29.81,9.49,3.46
8.31,4.12,24.15,8.89,3.68
6.38,4.09,16.69,7.24,3.06
7.27,4.11,17.12,6.91,3.85
6.47,4.94,16.82,7.02,2.86
6.44,4.1,16.23,7.26,3.34
6.61,3.82,19.09,8.26,2.56
6.08,4.2,16.39,10.32,3.31
6.2,4.02,16.46,6.89,3.09
7.6,4.97,17.1,6.79,4.13
7.99,3.9,16.39,6.7,3.25
6.28,3.77,17.37,7.03,3.6
6.37,3.98,18.13,8.19,3.26
8.22,4.06,25.9,9.5,3.32
6.1,4.47,16.02,7.81,3.07
6.11,3.73,16.18,6.8,2.94
6.06,4.03,17.15,6.95,3.23
6.08,4.0,16.72,6.57,2.81
6.14,3.93,17.92,8.04,2.93
6.46,4.03,24.4,6.65,2.76
7.54,6.1,16.72,7.31,3.02
7.8,4.95,16.8,7.11,3.36
6.39,3.86,16.33,7.06,3.15
7.71,4.06,23.86,7.51,2.58
7.09,3.91,18.07,8.03,3.07
7.83,4.22,15.84,6.88,3.0
7.69,3.69,17.55,8.41,3.47
7.65,5.1,16.5,9.2,3.48
7.45,4.09,16.43,9.07,3.11
5.81,4.11,24.19,7.33,3.33
7.64,3.9,19.46,6.51,3.29
6.19,4.77,18.99,7.58,2.82
7.53,4.25,24.27,9.97,3.08
7.03,5.85,24.18,9.56,2.82
7.58,4.03,26.55,7.0,2.53
7.62,3.68,16.59,7.02,3.29
6.47,3.9,24.48,6.96,3.11
6.01,3.97,16.7,7.14,3.21
7.11,4.14,20.19,6.57,3.37
6.29,3.71,24.75,8.78,3.09
8.01,3.87,16.35,9.19,3.22
5.96,4.77,15.77,6.66,2.64
7.81,5.97,16.38,9.21,3.17
6.14,5.04,16.37,9.66,3.71
8.29,4.43,25.18,7.97,2.91
6.47,3.95,17.52,8.15,2.68
6.2,3.8,24.89,7.04,3.15
7.82,5.41,19.37,8.65,3.02
6.04,4.84,16.99,8.09,2.75
6.11,4.26,17.3,6.94,4.11
6.04,4.9,22.18,6.95,2.86
8.3,5.0,16.84,6.79,2.93
