Linux 6.17.0-19-generic (tolokoum-HP-ProBook-640-G4) 	03/06/2026 	_x86_64_	(8 CPU)

09:48:09     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:48:10     all    6,37    0,13    5,22   18,98    0,00    0,00    0,00    0,00    0,00   69,30
09:48:11     all    5,28    0,25    4,65   11,32    0,00    0,25    0,00    0,00    0,00   78,24
09:48:12     all   10,31    0,00    7,25    6,62    0,00    0,13    0,00    0,00    0,00   75,70
09:48:13     all    7,84    0,13    4,93   13,65    0,00    0,00    0,00    0,00    0,00   73,45
09:48:14     all    9,21    0,00    9,97    1,53    0,00    0,00    0,00    0,00    0,00   79,28
09:48:15     all    9,22    0,00   10,24    0,00    0,00    0,00    0,00    0,00    0,00   80,54
09:48:16     all    9,37    0,00   10,14    1,67    0,00    0,00    0,00    0,00    0,00   78,82
09:48:17     all    5,93    0,00    3,79   11,62    0,00    0,13    0,00    0,00    0,00   78,54
09:48:18     all   10,90    0,25    7,73    7,10    0,00    0,00    0,00    0,00    0,00   74,02
09:48:19     all    2,14    0,00    2,51    0,63    0,00    0,00    0,00    0,00    0,00   94,72
09:48:20     all    5,78    0,00    2,76    1,01    0,00    0,00    0,00    0,00    0,00   90,45
09:48:21     all    1,01    0,00    2,15    0,00    0,00    0,00    0,00    0,00    0,00   96,84
09:48:22     all    1,63    0,00    2,25    0,00    0,00    0,00    0,00    0,00    0,00   96,12
09:48:23     all    2,52    0,00    2,39    0,00    0,00    0,00    0,00    0,00    0,00   95,09
09:48:24     all    4,69    0,13    3,80   10,14    0,00    0,13    0,00    0,00    0,00   81,12
09:48:25     all    7,71    0,00    5,56    9,23    0,00    0,00    0,00    0,00    0,00   77,50
09:48:26     all   15,08    0,26   10,95    7,09    0,00    0,26    0,00    0,00    0,00   66,37
09:48:27     all   11,46    0,13    9,30   13,63    0,00    0,00    0,00    0,00    0,00   65,48
09:48:28     all   16,20    0,00   12,63    6,51    0,00    0,00    0,00    0,00    0,00   64,67
09:48:29     all   27,84    0,00   17,01    7,86    0,00    0,52    0,00    0,00    0,00   46,78
09:48:30     all   26,74    0,13   19,41    5,91    0,00    0,13    0,00    0,00    0,00   47,69
09:48:31     all   32,39    0,26   22,66    5,25    0,00    0,26    0,00    0,00    0,00   39,18
09:48:32     all   26,36    0,00   20,53   11,53    0,00    0,38    0,00    0,00    0,00   41,19
09:48:33     all   32,06    0,00   22,65    4,96    0,00    0,13    0,00    0,00    0,00   40,20
09:48:34     all   36,66    0,00   25,66   10,62    0,00    0,63    0,00    0,00    0,00   26,42
09:48:35     all   39,08    0,13   27,08    4,73    0,00    0,13    0,00    0,00    0,00   28,86
09:48:36     all   43,92    0,00   30,00    6,46    0,00    0,51    0,00    0,00    0,00   19,11
09:48:37     all   44,57    0,13   29,80    4,04    0,00    0,51    0,00    0,00    0,00   20,96
09:48:38     all   48,93    0,13   32,87    1,77    0,00    0,25    0,00    0,00    0,00   16,06
09:48:39     all   51,65    0,00   32,78    1,77    0,00    0,63    0,00    0,00    0,00   13,16
09:48:40     all   53,69    0,25   34,35    1,02    0,00    0,13    0,00    0,00    0,00   10,56
09:48:41     all   56,27    0,00   35,71    2,26    0,00    0,75    0,00    0,00    0,00    5,01
09:48:42     all   53,58    0,25   33,75    5,27    0,00    0,13    0,00    0,00    0,00    7,03
09:48:43     all   59,42    0,00   35,78    0,38    0,00    0,63    0,00    0,00    0,00    3,79
09:48:44     all   59,14    0,13   36,57    0,50    0,00    0,50    0,00    0,00    0,00    3,15
09:48:45     all   56,68    0,00   34,13    3,40    0,00    0,63    0,00    0,00    0,00    5,16
09:48:46     all   58,29    0,13   35,68    1,51    0,00    0,63    0,00    0,00    0,00    3,77
09:48:47     all   51,08    0,00   34,05    4,57    0,00    0,25    0,00    0,00    0,00   10,04
09:48:48     all   51,97    0,00   33,67    4,07    0,00    0,51    0,00    0,00    0,00    9,78
09:48:49     all   52,21    0,00   33,42    3,91    0,00    0,38    0,00    0,00    0,00   10,09
09:48:50     all   52,34    0,00   33,21    3,17    0,00    0,51    0,00    0,00    0,00   10,77
09:48:51     all   50,57    0,00   33,38    2,91    0,00    0,38    0,00    0,00    0,00   12,77
09:48:52     all   51,20    0,00   32,62    5,18    0,00    0,51    0,00    0,00    0,00   10,49
09:48:53     all   51,96    0,00   32,70    3,04    0,00    0,13    0,00    0,00    0,00   12,17
09:48:54     all   50,13    0,13   31,55    3,56    0,00    0,25    0,00    0,00    0,00   14,38
09:48:55     all   38,93    0,00   25,83   12,34    0,00    0,76    0,00    0,00    0,00   22,14
09:48:56     all   52,53    0,00   33,80    2,03    0,00    0,25    0,00    0,00    0,00   11,39
09:48:57     all   47,73    0,25   31,57    4,55    0,00    0,63    0,00    0,00    0,00   15,28
09:48:58     all   45,39    0,25   30,09    5,69    0,00    0,25    0,00    0,00    0,00   18,33
09:48:59     all   49,05    0,00   31,51    3,81    0,00    0,38    0,00    0,00    0,00   15,25
09:49:00     all   43,27    0,00   28,93   10,41    0,00    0,38    0,00    0,00    0,00   17,01
09:49:01     all   42,69    0,00   28,46    8,13    0,00    0,38    0,00    0,00    0,00   20,33
09:49:02     all   36,28    0,00   26,42   10,24    0,00    0,25    0,00    0,00    0,00   26,80
09:49:03     all   35,38    0,00   24,65   13,67    0,00    0,38    0,00    0,00    0,00   25,93
09:49:04     all   44,50    0,00   29,08    3,67    0,00    0,13    0,00    0,00    0,00   22,63
09:49:05     all   39,39    0,00   27,75    7,29    0,00    0,38    0,00    0,00    0,00   25,19
09:49:06     all   31,10    0,13   23,26   20,61    0,00    0,51    0,00    0,00    0,00   24,40
09:49:07     all   36,98    0,13   25,29    9,15    0,00    0,25    0,00    0,00    0,00   28,21
09:49:08     all   41,18    0,00   28,01    3,71    0,00    0,13    0,00    0,00    0,00   26,98
09:49:09     all   36,20    0,13   24,94   13,92    0,00    0,38    0,00    0,00    0,00   24,43
09:49:10     all   39,64    0,13   28,72    6,48    0,00    0,13    0,00    0,00    0,00   24,90
09:49:11     all   38,64    0,00   25,63    6,19    0,00    0,63    0,00    0,00    0,00   28,91
09:49:12     all   39,72    0,13   27,66    6,98    0,00    0,25    0,00    0,00    0,00   25,25
09:49:13     all   33,59    0,00   23,54   16,28    0,00    0,25    0,00    0,00    0,00   26,34
09:49:14     all   35,23    0,00   24,46   11,03    0,00    0,25    0,00    0,00    0,00   29,02
09:49:15     all   37,31    0,13   27,54    4,19    0,00    0,25    0,00    0,00    0,00   30,58
09:49:16     all   29,78    0,00   21,67    9,89    0,00    0,51    0,00    0,00    0,00   38,15
09:49:17     all   25,73    0,00   20,89   18,09    0,00    0,25    0,00    0,00    0,00   35,03
09:49:18     all   32,40    0,00   23,21    8,04    0,00    0,26    0,00    0,00    0,00   36,10
09:49:19     all   35,35    0,00   24,87    9,60    0,00    0,63    0,00    0,00    0,00   29,55
09:49:20     all   33,55    0,00   23,82   13,19    0,00    0,26    0,00    0,00    0,00   29,19
09:49:21     all   32,58    0,13   22,35   13,01    0,00    0,00    0,00    0,00    0,00   31,94
09:49:22     all   34,83    0,00   26,48    7,07    0,00    0,39    0,00    0,00    0,00   31,23
09:49:23     all   34,60    0,13   26,26    7,70    0,00    0,51    0,00    0,00    0,00   30,81
09:49:24     all   36,47    0,13   25,16    6,86    0,00    0,13    0,00    0,00    0,00   31,26
09:49:25     all   30,41    0,13   20,99   12,60    0,00    0,25    0,00    0,00    0,00   35,62
09:49:26     all   32,99    0,00   24,30    7,03    0,00    0,38    0,00    0,00    0,00   35,29
09:49:27     all   34,61    0,13   25,45    5,60    0,00    0,25    0,00    0,00    0,00   33,97
09:49:28     all   34,47    0,00   24,46    6,59    0,00    0,51    0,00    0,00    0,00   33,97
09:49:29     all   27,65    0,00   21,21   16,79    0,00    0,25    0,00    0,00    0,00   34,09
09:49:30     all   35,04    0,00   24,42    8,95    0,00    0,26    0,00    0,00    0,00   31,33
09:49:31     all   35,26    0,13   25,44    6,55    0,00    0,50    0,00    0,00    0,00   32,12
09:49:32     all   38,80    0,00   27,40    4,48    0,00    0,26    0,00    0,00    0,00   29,07
09:49:33     all   44,46    0,00   29,43    5,48    0,00    0,25    0,00    0,00    0,00   20,38
09:49:34     all   37,91    0,00   26,46   11,58    0,00    0,38    0,00    0,00    0,00   23,66
09:49:35     all   36,03    0,25   26,17    9,99    0,00    0,63    0,00    0,00    0,00   26,93
09:49:36     all   41,02    0,13   26,62    3,57    0,00    0,00    0,00    0,00    0,00   28,66
09:49:37     all   44,37    0,13   29,71    5,82    0,00    0,51    0,00    0,00    0,00   19,47
09:49:38     all   38,88    0,13   26,05    7,37    0,00    0,25    0,00    0,00    0,00   27,32
09:49:39     all   36,85    0,00   25,54    7,37    0,00    0,51    0,00    0,00    0,00   29,73
09:49:40     all   42,52    0,00   28,55    3,90    0,00    0,25    0,00    0,00    0,00   24,78
09:49:41     all   41,70    0,00   28,01   10,39    0,00    0,25    0,00    0,00    0,00   19,65
09:49:42     all   37,76    0,13   25,77   10,71    0,00    0,64    0,00    0,00    0,00   25,00
09:49:43     all   33,21    0,00   24,33   10,65    0,00    0,13    0,00    0,00    0,00   31,69
09:49:44     all   42,09    0,00   29,21    4,85    0,00    0,38    0,00    0,00    0,00   23,47
09:49:45     all   44,92    0,00   28,68   10,66    0,00    0,25    0,00    0,00    0,00   15,48
09:49:46     all   36,22    0,00   25,13    7,27    0,00    0,26    0,00    0,00    0,00   31,12
09:49:47     all   35,62    0,25   24,43   12,34    0,00    0,51    0,00    0,00    0,00   26,84
09:49:48     all   39,29    0,00   27,42    4,72    0,00    0,13    0,00    0,00    0,00   28,44
09:49:49     all   39,92    0,00   26,66    5,99    0,00    0,38    0,00    0,00    0,00   27,04
