procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 16715504 146596 5060612    0    0   233   171 2546    4  6  1 91  1  0  0
 1  2      0 16714988 146632 5060640    0    0     0  1492 10323 9282  5  3 75 18  0  0
 2  0      0 16714316 146696 5060792    0    0     0   832 11338 7836  6  4 78 12  0  0
 1  1      0 16704948 146712 5060836    0    0     0   516 14091 11384 10  7 75  9  0  0
 0  1      0 16707812 146776 5060784    0    0     0  1844 8081 4443  3  2 79 17  0  0
 1  1      0 16661660 146776 5060828    0    0     0    56 25387 27132  9  9 80  3  0  0
 1  1      0 16667736 146840 5060840    0    0     0  1248 9052 4787  4  3 81 12  0  0
 1  1      0 16684164 146876 5060904    0    0     0   512 13940 10844  8  6 78  8  0  0
 0  0      0 16686268 146876 5060904    0    0     0     4 8403 3039  2  2 96  1  0  0
 0  0      0 16690008 146876 5058868    0    0     0     0 8594 5547  3  2 95  0  0  0
 1  0      0 16712020 146876 5058868    0    0     0     0 8529 3024  2  2 96  0  0  0
 1  0      0 16714068 146876 5058872    0    0     0     0 7292 2362  2  2 97  0  0  0
 1  1      0 16708776 146880 5058876    0    0     0    60 8482 4657  3  2 95  0  0  0
 0  0      0 16708440 146880 5060932    0    0     0     4 7175 2992  2  2 95  1  0  0
 2  0      0 16718260 146880 5060940    0    0     0     0 6765 2448  2  2 97  0  0  0
 0  1      0 16709388 146900 5060948    0    0     0  1452 11059 11203  4  3 78 14  0  0
 2  0      0 16710296 146944 5060976    0    0     0   776 10740 7375  6  4 79 11  0  0
 1  1      0 16699880 146992 5061080    0    0     0  1484 15408 12843 12  6 72 10  0  0
 8  1      0 16700704 147052 5061084    0    0     0   824 15010 9435 13  3 74 10  0  0
 2  1      0 16681280 147072 5061212    0    0     0   688 18130 16013 17  4 69  9  0  0
 2  1      0 16670920 147108 5061228    0    0     0  1592 15147 6429 19  4 66 11  0  0
