P-384,x448,hqc192,p384_hqc192,x448_hqc192
8.98,5.72,49.02,62.38,52.89
8.76,5.59,47.87,56.32,49.06
9.5,5.79,45.38,55.32,47.91
8.57,5.57,48.07,56.15,47.07
8.33,5.11,45.89,57.46,46.93
8.94,5.12,46.07,57.89,50.24
9.49,5.05,46.36,56.44,47.21
9.4,5.48,45.76,57.64,47.22
9.7,5.07,46.95,59.6,46.66
9.52,5.13,45.96,56.67,46.86
8.65,5.45,46.87,57.87,47.05
8.27,5.56,47.06,56.96,49.04
8.32,5.27,46.26,55.78,49.49
8.5,5.15,46.63,55.77,50.38
8.31,5.06,45.84,55.54,51.73
8.77,5.14,46.89,55.48,48.49
8.98,5.08,45.41,54.8,49.75
8.86,5.39,45.4,55.63,47.65
8.78,5.15,45.23,55.44,49.02
9.37,5.69,44.96,55.33,48.35
8.48,5.91,45.45,55.95,48.42
8.52,5.62,45.53,54.88,47.48
9.24,6.35,45.45,55.08,48.07
8.81,5.07,46.08,57.04,48.85
8.31,5.03,45.81,56.91,47.32
8.22,5.35,47.08,56.88,46.39
8.21,5.08,46.86,55.99,46.52
8.45,5.02,46.88,55.27,47.14
8.25,5.4,47.28,55.34,46.9
8.54,5.35,47.47,56.2,48.04
8.23,6.03,49.91,54.81,47.73
8.24,5.55,48.71,55.0,48.68
8.23,5.26,46.21,56.02,48.98
8.61,5.17,45.92,55.86,47.25
8.7,5.08,46.06,55.59,48.3
9.37,5.04,45.5,56.12,47.02
8.94,6.17,45.07,56.02,48.37
8.81,5.17,44.99,56.29,48.09
9.01,5.28,46.13,56.01,50.4
8.97,5.96,45.86,55.33,49.64
10.13,5.49,45.84,55.32,46.98
8.47,5.11,48.01,55.03,47.63
8.87,5.08,48.96,55.34,46.62
9.18,5.22,47.07,56.58,47.0
9.27,5.07,47.7,55.8,46.6
9.22,5.3,46.72,55.37,47.06
8.77,5.16,45.64,55.85,47.21
8.46,5.46,47.81,55.48,46.84
8.41,5.25,48.56,55.02,53.35
8.47,4.91,46.93,55.5,48.51
8.34,4.96,46.26,56.3,47.93
8.28,5.04,46.11,56.77,48.28
8.26,5.57,46.09,55.53,47.19
8.27,5.22,45.92,55.56,50.05
8.46,5.64,45.72,56.35,47.87
9.15,5.28,45.45,56.84,48.34
8.82,4.96,45.52,55.71,47.59
9.06,5.13,46.15,55.34,47.01
9.38,5.05,47.07,59.89,47.37
9.06,5.12,48.39,55.46,46.8
9.21,5.22,47.6,55.55,46.72
8.9,5.66,47.59,55.19,46.6
9.81,5.94,48.9,54.68,46.57
8.31,5.9,48.9,54.86,47.28
8.19,4.93,46.7,56.44,47.52
8.33,4.91,46.08,57.2,47.36
9.25,5.62,45.76,56.09,49.83
8.6,4.87,46.27,55.6,47.05
8.72,5.14,45.82,55.23,47.07
8.91,5.67,45.84,56.11,48.76
8.71,5.45,45.41,55.47,47.74
9.34,5.23,45.26,56.23,47.58
9.15,4.97,45.47,57.19,48.77
9.44,5.48,45.35,55.45,47.91
8.75,5.12,45.9,57.04,48.51
8.22,5.07,47.07,60.22,49.52
8.28,5.73,46.09,57.27,48.31
8.26,5.56,58.84,56.13,46.54
8.24,6.01,45.59,58.33,49.2
8.22,5.18,46.51,58.1,47.77
8.26,5.12,46.41,55.35,47.47
8.23,4.93,48.1,56.35,47.36
8.47,4.89,45.98,55.1,47.7
8.82,4.9,49.85,55.69,47.37
8.87,5.06,48.28,55.4,47.66
8.65,5.43,46.54,55.62,49.86
10.29,5.44,46.54,55.35,48.1
8.52,5.45,1766.51,55.68,48.72
8.51,4.89,860.08,55.17,46.66
8.5,4.89,1319.59,55.55,47.13
8.86,4.97,502.96,55.87,46.79
9.32,4.93,3012.24,60.41,46.96
9.05,4.92,49.98,55.19,47.32
9.22,5.47,50.03,55.62,47.12
9.19,5.53,690.9,56.05,52.42
9.96,4.9,1672.41,56.36,46.42
8.78,4.98,1549.45,58.38,47.16
8.57,4.86,2362.98,62.6,46.97
8.52,4.9,1096.28,56.03,47.54
8.58,4.95,48.67,58.36,47.51
8.93,6.07,2537.17,863.29,50.67
9.0,5.59,48.25,69.48,49.44
9.09,5.27,475621.32,6694.24,49.35
9.39,4.95,56.66,19137.56,48.72
9.38,4.94,1544.32,61.18,3793.02
9.38,4.79,5042.56,57.73,448.49
8.69,4.99,1103.9,55.71,3177.28
8.47,5.21,1124.18,1595.17,245.12
8.55,5.84,284.13,1352.33,62.53
8.74,4.91,51.24,59.49,5205.38
9.3,4.88,3214.89,1326.39,50.56
8.43,4.94,1116.39,3828.59,4042.51
8.53,4.97,2145.07,14838.28,3381.44
9.39,5.78,47.81,510.06,1715.74
8.65,5.32,3889.64,4869.87,2144.39
8.64,5.09,292.69,2980.77,290.01
9.02,5.0,2371.02,301.54,697.78
8.68,4.89,497.56,498.4,450.36
8.68,4.96,6652.06,1325.47,1086.88
8.4,5.02,52.06,5042.25,50.01
8.6,5.73,47.55,58.3,48.59
8.27,5.62,2764.24,1110.18,47.54
8.24,4.93,244.52,57.85,290.09
8.4,4.91,60.53,56.31,3018.75
9.04,5.0,288.27,495.83,60472.96
8.41,5.03,4694.22,1389.69,1094.75
8.18,5.0,3580.9,4163.28,6642.58
8.5,5.43,3337.72,1146.75,51.16
8.74,6.08,1118.75,287.89,1277.78
8.15,5.08,49.6,297.44,2169.11
8.45,4.94,46.32,1344.91,293.85
8.1,4.91,1090.27,1907.42,8137.0
8.0,4.89,1771.64,4847.85,51.44
7.97,5.21,1073.08,1596.45,1689.78
7.95,5.7,284.51,1775.93,5110.13
8.03,5.29,1566.86,460.18,288.05
8.03,5.28,5862.44,922.36,1503.48
8.29,5.21,1097.16,4438.25,2162.44
7.97,5.58,1969.82,1095.29,1303.47
8.05,6.36,1888.72,303.08,16398.91
8.03,6.09,511.33,2004.27,4455.81
7.97,5.95,9777.74,1307.71,7691.44
7.96,5.79,1673.32,2198.43,2389.24
8.02,5.23,499.65,1758.1,1744.79
7.96,5.27,1357.29,2614.39,14675.57
9.07,5.21,47.89,12959.58,699.13
9.02,5.22,1104.62,302.0,1541.32
8.93,5.22,283.81,255.53,1588.01
8.92,5.49,2785.69,4653.44,4648.46
8.81,5.3,239.04,1589.91,4653.61
9.31,6.24,26838.68,1756.2,2371.38
8.9,6.02,2387.35,22901.86,1548.12
8.93,5.7,50.02,2364.99,4217.45
8.79,5.38,49.75,4688.07,5912.79
8.61,5.3,1727.66,60.02,8759.75
8.67,5.68,3006.86,56.96,1097.33
8.2,5.23,48.39,52431.21,903.31
8.46,4.94,1726.22,4629.07,3171.18
8.17,4.93,1315.03,59.98,2847.97
8.09,5.51,48.9,13386.68,3195.49
8.29,5.26,46.39,247.77,1672.1
8.26,5.19,2567.32,1394.27,1566.97
8.41,5.02,696.96,302.31,289.18
8.26,4.92,1748.88,58.08,455.78
8.05,4.99,289.39,2524.39,1556.78
8.27,4.92,7722.41,6455.75,1516.13
8.3,4.99,47.53,309.21,51.13
8.91,5.54,1534.54,2363.37,2442.49
9.1,5.23,243.12,3565.87,1509.2
8.63,4.96,5800.09,8343.85,2816.27
8.72,5.26,8347.16,2197.71,4870.57
8.95,4.9,1570.86,1961.34,242.35
8.99,4.91,48.62,1763.11,54.43
8.75,5.05,287.52,1765.25,51.55
9.29,4.89,48.1,28022.79,3623.99
9.79,4.79,9607.44,299.45,48.09
8.6,4.7,3191.58,1516.88,47.41
8.21,4.84,9975.75,1337.42,695.45
8.32,5.59,280.92,916.86,903.24
9.76,5.09,3342.82,60.09,4208.24
8.72,4.81,2384.49,2599.74,1100.3
8.53,4.8,2141.16,12896.7,1384.89
8.34,4.69,7731.76,61.07,112304.24
8.5,4.92,293.23,58.82,286.81
8.26,5.08,260.0,6345.71,53.31
8.24,5.45,52.95,6486.66,1356.62
11.63,4.76,8078.19,694.18,6433.28
8.43,4.96,49.4,62.08,3215.78
8.55,4.92,48.38,56.03,1671.76
8.55,4.94,14931.97,56.26,55178.1
8.69,5.54,2571.34,56.49,53.61
8.52,5.42,46.64,302.5,3193.78
9.77,4.91,13548.15,302.68,701.47
8.81,4.79,48.15,289.71,53.08
8.9,4.88,4821.97,4058.32,7468.69
8.45,4.93,683.16,6733.52,694.78
8.3,5.6,247.74,1123.8,50.53
8.22,5.5,6642.13,63.23,9190.53
9.13,5.56,287.83,2791.49,295.24
8.24,4.94,447.03,709.63,1561.49
8.31,4.9,8284.35,701.06,1542.95
8.76,4.94,52.87,1324.85,7797.56
9.45,4.9,18568.72,1325.4,241.79
8.78,5.25,1296.39,67.57,4475.28
8.85,5.84,55.04,60.13,1576.98
8.75,4.87,7086.81,27709.72,58.16
8.49,4.63,7770.38,59.37,2396.83
8.33,4.72,1514.11,3649.07,107204.55
8.41,4.92,49.25,1134.72,5515.52
8.69,5.13,2174.34,58.14,5194.77
9.06,5.59,6455.41,2991.75,860.93
9.15,5.59,7707.18,256.32,55.48
8.28,5.01,2388.19,6447.73,455.95
8.28,4.76,2356.21,1322.26,4669.6
9.05,4.87,2739.69,58.95,246.89
8.83,4.91,1975.03,294.87,60.44
9.63,5.07,50.26,11496.7,13625.78
9.33,5.59,1320.97,64.65,51.73
8.54,5.21,51.36,453.88,1346.41
9.21,4.97,47.6,1140.86,1978.0
8.8,4.94,46.54,56.84,287.07
8.11,4.9,278.31,58.31,6761.84
8.57,4.87,48.32,1834.26,1146.81
9.88,5.63,242.62,710.62,2559.68
8.91,5.59,54.66,1133.11,701.91
10.4,5.2,2209.26,1599.52,1572.55
8.78,4.96,1343.01,1536.98,1794.23
9.92,4.96,900.38,107526.91,48.32
8.29,4.88,49.7,58.86,48.31
8.27,4.91,26676.65,684.3,1713.19
8.39,5.12,4948.73,59.82,51.33
12.55,5.92,4489.11,1961.58,1087.17
8.71,5.38,290.44,301.08,46.71
8.56,5.0,288.88,60.82,47.62
8.48,4.93,6491.76,248.36,6453.17
8.42,4.86,53.81,261.59,1958.44
8.53,4.88,47.71,5272.7,1763.86
8.47,4.94,28669.7,4901.87,53.39
8.32,5.51,1719.67,60.17,50.39
8.21,6.18,1733.17,1904.91,7044.31
8.21,5.01,3367.42,295.61,53.24
10.82,4.9,2165.53,61.02,1111.89
9.28,4.79,1940.7,57.71,7535.06
8.39,4.79,1367.91,286.27,1095.79
8.15,4.87,48.49,1789.12,2858.98
7.8,4.98,3597.29,7734.1,1518.17
8.09,4.79,50.52,503.36,698.34
8.25,4.79,3134.22,1774.75,2566.63
8.16,4.8,292.72,297.88,1388.97
8.06,4.75,494.86,58.87,290.19
8.51,5.05,695.64,297.37,15969.96
8.16,5.01,288.81,60.29,5780.57
8.66,4.87,903.72,1147.7,50.08
8.18,5.83,2411.15,1365.38,1558.1
8.11,4.94,2723.41,7545.43,4492.98
8.0,4.88,59.7,1106.53,703.95
8.02,5.0,291.29,1378.45,1532.36
8.58,4.79,701.2,62.27,1948.0
8.42,4.97,50.45,62201.41,4044.9
8.73,4.76,1331.01,2984.98,1105.2
8.39,4.81,283.83,1286.41,1379.93
8.78,5.25,1564.84,2648.59,1323.23
9.09,5.88,4842.18,58.41,3021.23
8.9,4.77,47.92,1308.25,3375.48
8.74,4.79,1101.55,60.08,6440.22
9.94,4.9,1508.81,1971.15,1552.65
8.91,4.89,283.93,502.21,447.17
8.48,5.24,48.75,1119.66,293.8
8.94,5.63,2176.46,1141.38,20553.67
8.68,5.87,491.0,1797.97,284.43
8.67,5.59,286.25,5222.2,3868.85
8.46,4.95,1092.75,4721.2,244.14
7.99,4.91,240.76,1381.05,60.56
8.02,4.88,468.19,1974.57,292.26
8.0,4.9,295.66,5470.16,243.57
8.27,5.16,46.18,1553.31,1550.7
8.34,5.62,2613.23,3178.87,3222.42
8.25,5.28,452.21,57.16,21285.93
8.94,4.93,295.28,56.81,3432.57
9.12,4.94,1735.59,4160.06,3636.47
9.0,4.93,1131.94,3029.42,13685.85
9.35,4.88,6750.83,60.08,53.34
