P-521,hqc256,p521_hqc256
38.9,238.37,166.14
39.87,132.7,166.41
39.72,156.97,194.76
39.55,152.15,158.22
38.37,112.48,247.71
37.82,112.64,270.36
38.75,113.76,137.58
38.11,125.32,161.32
39.02,115.06,169.68
38.73,112.13,256.78
40.03,114.51,257.73
38.02,140.97,261.33
39.24,113.0,144.24
39.16,121.49,242.83
38.38,129.32,188.5
38.32,218.76,146.59
38.55,139.94,254.88
38.58,137.2,185.98
38.89,119.58,161.49
38.91,129.76,236.81
38.52,201.74,177.54
39.18,175.1,143.61
39.32,115.28,245.23
20.57,203.01,278.39
16.53,224.77,160.87
16.82,224.1,152.47
15.42,228.31,3222.23
19.38,224.53,8301.2
30.69,229.55,3177.13
32.66,233.94,192.46
34.08,255.59,3467.42
16.52,126.78,4105.61
16.65,133.56,388.68
18.0,141.06,794.41
15.89,158.58,1658.25
16.48,113.58,379.87
16.34,116.06,4572.94
17.68,161.41,20386.4
18.38,246.22,1525.2
19.36,160.48,9640.3
24.47,153.12,385.95
24.87,2647.32,2707.75
30.45,1494.22,15076.35
38.02,550.46,160.66
36.53,1578.58,943.99
37.1,1385.03,2283.5
34.71,955.39,4730315.45
39.55,1225.2,273.16
38.07,963.3,3993.55
35.15,2221.82,3326.42
36.68,2429.35,741.06
34.64,240.53,3658.8
34.25,291.72,4922.66
36.15,5290.05,65652.52
38.1,1185.57,13639.13
34.09,1583.84,1333.33
34.24,5012.28,6529.07
35.85,238.1,1757.17
34.5,7138.23,109119.3
37.89,19683.66,15128.55
36.93,9875.38,2933.83
38.05,197.81,1949.07
40.29,7144.79,3399.34
41.73,222.48,2015.53
37.13,13285.63,11482.53
35.28,26816.29,2471.86
37.17,231.12,1656.52
35.36,2878.75,1899.38
35.45,3205.67,5463.63
43.3,7933.19,6843.22
34.91,214.0,29923.63
35.3,2266.18,20216.89
42.73,7151.98,3376.54
36.21,1763.42,2982.17
16.77,218.77,278.65
16.79,126.55,127931.99
22.64,1228.22,14947.95
35.42,7697074.12,9590.9
34.86,430.99,1709.35
34.77,764.26,475.43
38.38,13985.57,1182.7
36.71,9172.42,8187.23
35.14,253.86,1321.52
36.63,897.3,282.18
34.62,4254.91,11385.68
34.13,740.98,197.8
34.56,3279.98,3428.47
60.54,16512.36,202.34
31.2,963.58,135.5
20.55,15956.1,5368.78
20.38,183.36,282.58
26.05,450.99,5552.53
39.25,14588.97,1971.07
24.64,6207.1,3722.12
26.32,10091.16,1795.64
27.05,1672.65,7621.58
31.31,16124.0,13333.77
19.88,1769.89,6548.24
17.8,7035.64,1748.16
18.71,1648.94,27716.69
22.89,233.86,2864.85
21.44,4724.86,2131.83
28.73,1992.68,786.66
34.94,54709.85,1968.08
8678.19,2635.79,1636.83
38.01,5304.54,1779.64
7648.78,238.59,496.31
1056.91,1718.37,572.62
2925.84,107918.59,6578.52
1065.03,220.32,2978.89
54994.39,5546.55,16220.82
1493.07,1694.41,460682.58
854.38,5955.19,260.66
38.74,241.58,191.75
1042.15,3369.27,3206.9
1874.78,1985.68,5031.7
8861.85,2429.2,1174.49
13788.6,2803.7,5352.74
1253.49,751.41,10565.74
3726.05,1311.13,2206.04
17.41,1368.85,66560.89
29.98,238.42,540.18
2524.85,3405.36,391.98
39.0,1806.65,15373.89
37.2,5917.43,1398.74
36.71,218.84,1626.57
37.82,756.53,10297.27
35.57,4697.16,826295.66
440.57,1898.24,450.16
12154.33,6727.34,174.69
1657.13,7445.76,787.4
