P-384,x448,hqc192,p384_hqc192,x448_hqc192
5.69,2.23,43.93,56.5,49.51
5.43,2.09,44.26,53.23,47.38
5.61,2.14,43.53,53.17,45.57
5.23,2.25,43.7,53.09,45.21
5.39,2.07,43.59,53.77,44.99
5.51,2.32,43.76,53.23,44.84
5.49,2.42,44.25,60.08,45.02
5.57,2.1,44.62,53.16,45.12
6.14,2.1,44.2,53.86,44.9
5.56,2.17,43.9,53.36,45.0
5.42,2.1,43.44,54.04,44.81
5.52,2.11,43.42,53.45,45.7
5.41,2.12,44.19,53.41,45.56
5.3,2.09,43.57,52.97,44.8
5.38,2.41,43.74,52.85,47.04
5.41,2.11,43.52,53.94,45.15
6.08,2.1,44.26,52.65,45.2
5.92,2.26,43.48,53.42,44.75
5.47,2.25,45.73,53.18,44.65
5.37,2.17,43.73,53.77,44.86
5.36,2.31,43.57,53.43,45.25
5.36,2.18,43.51,53.36,44.8
5.41,2.16,43.34,53.19,45.51
5.97,2.35,44.26,53.45,44.59
6.15,2.16,47.54,53.16,45.18
5.49,2.13,45.65,53.2,44.91
5.51,2.79,43.29,53.26,45.27
5.34,2.36,43.51,53.18,44.59
5.45,2.15,43.46,55.21,44.95
5.39,2.21,44.24,53.45,44.89
5.8,2.19,44.14,53.4,44.83
5.23,2.15,44.28,53.39,45.43
5.36,2.27,44.07,53.0,45.45
5.46,2.16,43.47,53.11,44.98
5.33,2.17,45.58,53.64,44.88
5.38,2.29,44.23,53.06,45.68
5.53,2.23,44.21,53.65,44.96
5.56,2.18,43.65,53.03,45.73
5.56,2.37,43.38,53.75,44.86
5.46,2.16,43.81,52.98,45.61
5.42,2.1,43.52,53.02,44.79
5.34,2.57,43.5,53.94,45.24
5.45,2.07,43.63,53.3,44.82
5.4,2.11,43.55,52.97,45.53
5.19,2.39,43.59,53.47,45.18
5.43,2.13,43.34,53.38,45.0
5.1,2.15,43.53,55.3,45.27
5.36,2.25,43.49,53.87,46.19
5.26,2.25,43.72,52.95,45.46
5.06,2.13,43.59,52.95,45.98
5.5,2.15,44.0,53.25,44.95
5.44,2.1,43.44,52.84,44.73
5.1,2.17,43.42,53.66,44.92
5.2,2.1,43.44,53.51,45.49
5.18,2.11,43.85,53.05,45.52
5.29,2.31,43.76,54.57,44.73
5.91,2.09,43.66,53.05,44.8
5.38,2.08,43.7,53.09,45.58
5.27,2.49,43.69,54.03,47.49
5.4,2.15,46.4,52.87,45.63
5.25,2.08,44.1,53.15,46.16
5.81,2.38,43.85,53.59,45.59
5.31,2.06,44.27,53.98,45.51
5.97,2.11,44.38,52.84,44.79
5.21,2.22,43.97,53.06,45.47
5.15,2.17,43.73,53.79,45.62
5.94,2.3,43.93,53.48,44.8
5.35,2.23,44.38,53.47,44.76
7.12,2.18,43.85,53.44,45.67
6.66,2.35,43.56,53.6,45.43
5.75,2.21,44.6,53.35,44.93
5.45,2.12,45.9,60.47,44.71
5.39,2.28,43.46,55.77,44.82
5.34,2.21,43.9,53.39,45.52
5.34,2.28,46.49,52.86,45.14
5.67,2.3,43.81,56.72,44.7
5.58,2.15,44.02,53.52,44.91
5.83,2.37,43.38,53.19,44.61
6.14,2.2,43.31,52.68,45.62
5.42,2.13,43.51,52.88,45.08
5.23,2.29,43.52,52.91,47.27
5.04,2.48,44.21,53.22,51.82
5.56,2.22,44.12,52.85,44.85
5.46,2.14,44.09,53.05,45.01
5.85,2.84,43.39,53.31,44.82
5.3,2.19,43.6,53.35,45.14
5.28,2.13,43.33,53.8,44.71
5.63,2.45,43.58,69.32,44.95
5.31,2.15,57.88,53.33,44.88
6.29,2.15,43.72,52.91,47.2
5.3,2.7,45.39,54.01,44.89
5.41,2.44,46.36,53.24,44.92
5.42,2.16,44.09,54.79,45.05
5.18,2.42,44.06,56.27,44.8
5.18,2.16,45.72,55.53,45.48
5.46,2.17,44.33,54.84,44.69
6.44,2.37,44.32,54.1,46.8
5.23,2.19,45.11,294.47,44.92
5.5,2.13,441.07,1081.32,45.48
5.23,2.23,666.04,53.22,44.7
5.05,2.36,54.02,53.2,45.24
5.04,2.12,1716.57,52.93,45.11
5.22,2.26,45.36,52.98,45.29
6.05,2.03,228.28,57.66,45.02
5.93,2.02,1679.42,53.28,45.15
5.59,2.22,234.93,1084.41,45.13
5.56,2.1,50.56,237.73,45.25
5.17,2.28,229.95,65.53,45.07
5.25,2.39,66.36,242.41,45.04
5.26,2.15,4375.48,69.39,45.38
5.82,2.11,48.59,53.21,45.65
6.09,2.93,1678.92,243.22,47.11
5.2,2.09,47.26,13427.82,45.27
5.17,2.08,43.56,55.94,45.26
5.14,2.23,2283.76,4816.49,47.48
