P-521,hqc256,p521_hqc256
17.83,2791.6,4847.04
17.61,3149.09,342.95
17.38,333.66,6126.99
17.44,737.31,2638.38
18.26,1157.9,99.02
17.11,1144.53,1610.3
16.99,327.91,955.32
16.72,7616.54,102.5
17.33,4081.07,6606.41
16.17,1125.07,103.4
16.48,86.48,342.91
16.55,9024.43,1167.76
16.46,709.99,343057.01
17.07,86.96,98.91
16.04,324.12,3450.22
16.69,84.7,2871.31
16.29,323.64,102.57
16.83,3403.32,9598.53
16.3,1379.26,6527.4
16.91,1653.28,351.19
17.03,331.29,757.26
17.71,84.86,4890.07
16.75,21001.82,349.25
17.29,328.88,104.62
17.25,1161.27,102.97
17.77,89.46,103.2
18.0,3420.08,2035.49
17.24,1550.53,103.56
17.73,82.62,100.27
17.64,1561.04,2631.1
17.87,85.35,2647.36
17.3,329.75,963.31
17.15,2607.92,3420.79
16.51,1999.0,109.27
17.0,941.48,2400.79
17.37,1127.85,9462.87
16.48,1787.44,3378.8
16.38,87.55,1385.26
17.73,1571.72,496.17
18.27,7930.71,1175.33
17.38,84.8,2201.34
16.97,4671.88,1572.59
17.07,302.5,4534.27
17.0,1144.54,553.18
16.81,330.73,553.95
16.16,2186.0,6096.46
16.06,4516.26,7670.64
17.34,4327.48,3895.36
16.85,96.82,105.04
16.4,84.83,1640.51
16.14,85.09,3475.71
16.2,4498.56,102.75
15.97,83.62,2221.44
16.32,1979.54,1139.82
16.02,105314.13,3257.62
16.51,82.33,6793.18
16.77,13215.18,287.44
16.9,85.33,1563.17
17.36,1770.09,47248.47
17.32,335.2,347.97
17.22,84.13,2414.21
17.5,33046.93,6359.06
17.23,4911.39,2613.3
17.33,272.43,19835.17
17.94,4621.88,1579.97
17.57,85.26,1980.97
17.29,328.63,4084.18
17.34,2207.26,754.13
17.49,741.21,555.2
18.53,322.56,6598.14
18.3,5179.49,762.1
17.67,946.12,1422.38
16.28,3261.4,2654.58
17.4,1993.74,2620.55
17.0,86.51,6512.06
16.6,330.19,1184.45
17.58,2221.24,102.23
22.27,108172.25,1396.86
16.42,85.64,102.7
16.25,6680.59,100.06
16.37,326.19,8205.93
17.79,85.62,2641.56
18.81,4482.12,5325.42
18.55,1796.73,1783.32
17.48,326.39,103.47
16.43,273.25,100.89
17.88,336.73,101.18
16.55,82.44,102.1
16.76,83.06,99.77
16.83,82.76,98.37
16.61,269.12,551.84
20.31,94.32,9432.36
20.34,82.7,491.37
22.7,272.22,6535.7
16.6,1180.45,3387.23
18.59,1561.36,301.06
17.41,1826.23,555.02
17.16,2611.67,113453.82
18.05,85.13,4966.66
21.43,85.99,347.39
1287.07,13758.55,3436.41
1116.65,2605.87,1586.32
255.4,1369.31,3056.01
33.89,6960.67,4256.59
1036.17,90.67,549.7
21.98,323.53,100.92
19.93,5288.58,3463.22
18.89,1327.3,1529.35
1068.59,2454.67,4496.51
18.46,88.24,346.68
17.77,1535.14,34146.77
1709.16,7112.78,3426.64
13336.66,17978.42,495.51
1473.53,11937.21,8037.92
9710.69,1413.01,102.52
34.63,86.2,20485.26
249.1,6107.05,100.33
1905.02,334.11,105.28
19.55,3023.35,1559.34
17.88,87.75,1847.96
17.64,1572.26,350.33
241.82,6563.93,3647.67
20.05,27183.15,942.44
249.48,2646.31,1388.0
252.69,35116.7,961.79
19.67,86.42,101.48
3162.16,110275.13,492.06
1058.48,86.33,766.76
1086.14,2018.87,18523.87
24.04,3241.74,100.94
17.77,88.22,98.38
1687.16,2401.98,98.25
2120.15,87.33,280.8
1113.29,540.73,3235.23
1294.96,2988.16,100.87
27.4,88.21,955.32
1067.44,1127.9,283.64
36.13,19435.6,756.47
460.86,332.64,3275.85
29.05,88.37,4529.81
245.61,1798.53,1803.17
1059.42,88.69,7724.81
20.76,90.64,909.1
856.77,87.24,110.38
20.39,93.32,2597.74
244.63,1405.07,6736.37
1089.3,3658.01,4293.12
1067.49,4691.56,1341.5
260.17,2864.14,3268.16
48.48,4919.83,104.75
27.56,2452.22,1601.08
18.3,1341.45,107773.59
1091.61,3180.82,2164.36
462.72,274.79,104.9
1309.63,1728.55,333.41
1927.49,491.78,342.39
34.19,281.26,99.1
5404.55,490.09,1432.25
1326.92,3068.71,8146.8
35.38,275.7,2180.34
28.39,2005.56,72183.39
18.93,3371.5,101.44
17.91,95.84,99.03
1078.16,276.9,1603.91
461.24,96.59,98.5
1096.23,3246.37,99.28
243.86,26612.02,103.03
1040.31,3861.47,6531.43
19.36,740.26,103.18
1693.92,743.62,287.49
19.67,741.14,1604.7
248.78,1176.41,97.96
462.55,1998.76,4506.25
35.4,89.16,962.74
1713.43,1145.69,101.86
1495.06,2450.17,99.61
18.79,4727.25,103.78
248.81,4738.66,1148.04
2109.13,6970.2,101.12
28.89,2021.45,4287.31
23.43,7975.45,1166.46
24.62,3417.1,3867.15
244.94,4412.72,341.08
1285.6,96.72,323.69
1055.7,275.52,1788.59
1274.23,1160.45,27554.79
27.36,1555.31,1422.97
461.74,323.32,100.97
252.72,482.97,346.43
1300.2,2190.17,2007.97
453.77,87.42,104.4
19.28,85.46,2028.43
1280.65,939.08,4866.1
1102.69,6628.25,2023.16
3125.16,1565.97,4489.63
1064.48,3464.64,22117.37
247.55,87.72,751.09
241.9,87.67,102.55
1067.92,753.15,8414.96
19.89,89.87,6710.39
865.21,91.47,3235.66
1731.35,271.39,3850.04
5396.3,340.73,12020.49
1049.34,2002.66,2865.43
1288.28,322.35,1849.31
33.68,1707.16,105.06
36.82,5759.43,99.82
456.04,91.05,547.16
253.26,2194.84,342.11
25.5,88.26,99.26
2073.01,8173.24,29042.87
13407.22,8768.53,1563.53
1060.13,1823.51,28906.43
1098.67,478.15,99.44
254.6,2241.7,347.64
213064.98,89.67,954.23
1084.71,87.46,495.12
1062.49,329.45,9231.97
1055.63,88.86,3509.89
2744.76,90.86,4686.61
35.87,3501.79,1616.97
2336.91,274.27,2681.43
25.77,14626.08,1579.49
14563.84,335.16,1524.03
246.89,279.16,1850.19
1697.0,1411.5,6547.36
2086.73,1395.95,5537.31
19.83,86.63,2407.05
17.48,1555.2,490.82
1123.66,3471.35,4118.43
869.58,1558.09,4767.73
249.56,486.37,350.25
19.21,2613.58,2452.93
2946.43,327.36,936.28
1062.15,87.45,340.77
18.36,86.37,493.02
18.67,86.57,3455.07
4393.33,2879.47,20233.11
1303.52,108770.12,103.36
250.56,2390.1,100.44
31.91,272.55,485.23
2697.77,7462.95,1793.8
44.23,1189.61,6948.05
1086.3,335.59,1994.72
18.36,947.23,99.91
3336.71,328.61,15372.11
1512.09,5256.28,4126.13
1098.05,85.3,6486.51
1063.11,87.88,2206.35
1064.04,85.38,1383.71
246.74,709.05,2029.42
1055.43,5557.83,1167.09
244.59,1616.0,3037.88
252.43,9595.05,3210.58
18.99,735.79,752.4
18.13,1777.15,731.62
1062.75,87.79,904.55
10730.14,1991.06,104.21
2531.91,326.32,7586.66
27.72,2211.29,2656.27
1061.92,86.37,3469.23
1064.93,10684.16,1825.42
243.93,83.57,287.97
1898.89,6602.64,955.15
241.25,723.9,4242.8
28.27,87.11,1621.3
1511.27,1811.17,100.22
4998.82,1751.93,896.16
1061.83,28931.21,1194.17
34.88,326.51,957.36
4985.65,3239.39,13311.71
13403.9,7439.36,2019.48
27.4,3248.6,4954.45
1326.89,1597.41,761.84
45.2,6931.45,3855.11
34.76,3838.91,1615.46
1058.11,82.4,752.39
3113.86,84.84,4606.43
1474.13,4000.09,759.48
27.46,3030.04,6518.86
19.82,7136.07,1712.37
17.12,86.93,1429.4
17.2,271.12,102.79
2696.85,118549.63,5345.95
47.16,2400.91,20127.71
1081.54,8202.16,1768.55
3359.15,26745.85,5300.78
5182.41,6653.98,2658.4
1495.68,5339.08,348.29
26.51,1625.45,2850.83
17.98,2617.04,285.02
1307.89,1142.05,300.92
257.83,733.01,3905.9
3372.55,90.03,41605.72
1081.29,731.37,2879.79
452.53,538.41,106625.48
1059.17,16300.92,344.33
4136.86,1593.82,1356.54
869.89,6732.0,337.19
19.57,272.87,2773.22
244.18,98.32,5368.77
1056.06,889.03,1838.18
3113.19,6667.45,752.35
20.73,899.78,59330.64
2127.08,346.44,101.64
23.69,526.29,5507.62
19.64,740.38,100.75
1270.11,268.98,495.62
1272.25,555.77,114.33
40.84,1944.72,2405.36
1948.84,90.05,2228.7
250.14,1388.63,101.03
2079.47,88.77,99.33
34.77,1801.55,1133.92
3134.18,274.18,2640.7
248.73,1296.38,3645.72
247.92,6617.53,347.88
1051.56,6311.58,3269.4
1080.94,1151.96,1833.75
1681.19,89.33,4879.93
19.52,84.38,16265.59
241.49,86.33,3868.59
859.62,7305.17,31752.62
34.37,58965.61,1166.4
27.44,940.71,5476.22
27.79,83.02,1339.87
1691.83,84.92,1208.57
471.98,1564.91,3465.34
35.03,1396.0,111.82
1335.73,743.17,1625.53
33.76,737.88,4507.5
34.35,735.19,289.71
23.19,325.48,1810.75
16.73,273.34,1814.08
245.47,88.61,3261.16
8662.95,731.56,1179.1
19.59,10436.8,1998.85
18.24,6733.99,213251.71
17.98,85.33,959.54
18.87,3225.51,757.81
53872.01,84.66,756.15
451.48,3691.69,106.66
1926.56,6505.63,105.34
25.11,87.06,13434.84
1072.49,323.06,350.08
248.59,310.88,102.96
258.1,1126.6,581146.26
244.9,55183.05,101.48
250.91,85.23,99.38
20.24,1843.05,99.13
5165.99,5918.26,99.55
1902.89,85.84,99.36
19.32,733.19,98.69
13313.41,3031.41,100.75
256.01,84.94,98.7
460.35,4272.34,101.85
1105.94,331.16,100.2
1928.34,6819.25,99.95
1060.85,323.68,99.05
19.84,86.12,100.07
245.46,538.1,99.19
19.01,15143.86,98.57
18.02,1182.55,99.21
17.57,15293.77,99.09
19.48,3406.94,100.4
3367.55,1543.03,99.7
3136.36,13799.85,100.3
1066.49,83.65,99.68
1486.9,6339.4,100.67
19.46,85.71,100.22
18.5,4912.08,98.19
