P-521,hqc256,p521_hqc256
10.4,79.06,111.36
10.64,78.87,111.81
10.69,79.2,109.2
10.63,78.78,110.12
10.56,78.7,113.32
10.49,78.71,111.0
10.43,79.1,111.18
10.35,78.83,105.81
11.53,78.8,112.85
10.66,78.66,120.42
10.75,78.93,107.81
10.46,78.76,107.93
10.43,78.73,104.08
10.35,78.85,103.06
10.43,79.4,103.83
11.13,78.87,104.85
11.36,78.62,102.42
11.79,79.06,100.9
10.69,79.55,105.92
10.91,79.08,103.29
11.38,78.57,109.49
10.95,78.47,106.6
10.96,78.62,109.16
10.83,79.08,109.11
10.78,78.98,114.0
11.24,81.08,110.24
11.09,78.99,105.42
10.39,78.69,104.68
10.83,80.94,107.26
10.19,79.44,107.24
10.26,78.95,109.06
10.23,79.3,109.61
10.55,78.95,105.11
11.05,78.71,106.73
12.12,79.09,106.64
10.7,78.99,109.76
10.37,79.47,104.59
10.41,79.08,105.42
11.22,79.28,104.57
11.92,79.2,105.48
10.62,80.21,106.69
10.56,81.34,102.75
10.52,79.13,106.21
10.74,78.84,102.0
10.99,83.32,103.08
10.64,79.28,113.34
10.61,79.2,113.74
10.88,79.5,105.35
11.94,78.55,102.88
10.31,78.65,116.69
10.4,78.92,100.84
10.99,78.75,103.33
10.38,84.5,97.45
10.31,78.49,110.26
10.52,82.49,99.14
10.11,81.82,96.43
10.43,84.3,116.25
10.69,79.32,102.94
10.63,81.78,100.73
10.77,1736.22,100.04
11.31,259.59,104.68
10.45,81.72,108.06
10.61,256.75,98.7
10.99,91.31,95.83
11.25,292.94,6503.74
11.02,81.5,1302.71
10.53,78.81,103.79
10.44,3568.19,98.41
10.42,94.43,100.13
10.5,78.69,337.49
11.48,252.16,1140.63
10.65,96.27,98.66
10.63,82.72,97.66
10.47,78.67,102.29
10.26,1562.64,1111.23
11.28,256.59,98.6
11.46,82.28,98.75
10.99,78.52,543.65
11.35,78.66,98.77
10.48,1145.42,106.99
10.52,661.2,108.93
10.68,81.86,103.03
11.55,78.58,98.23
10.23,78.44,97.97
10.34,78.75,98.31
10.45,78.75,882.63
10.17,1315.96,1875.12
10.16,257.48,472.28
10.17,1113.99,120.75
10.34,1142.54,482.99
11.39,460.93,103.26
10.37,91.32,275.98
10.28,459.46,109.36
10.45,1907.88,100.76
10.47,3157.85,99.5
10.16,81.47,1289.59
10.13,2146.35,120.89
10.31,1142.61,105.98
11.08,870.18,99.89
10.7,322.98,269.13
11.12,78.75,279.51
11.35,79.08,100.18
10.54,78.76,95.86
10.21,78.59,98.3
