P-256,x25519,hqc128,p256_hqc128,x25519_hqc128
11.75,1.76,17.35,26.35,17.0
1.74,2.05,17.16,23.84,17.4
1.65,1.58,15.88,22.37,16.78
1.68,1.52,16.09,22.52,16.98
1.67,1.72,17.27,22.4,16.79
1.75,1.61,17.42,20.67,16.58
1.93,1.67,17.33,22.21,16.9
1.66,1.63,17.45,22.04,16.27
1.78,1.58,17.94,22.86,16.24
1.61,1.51,17.18,23.35,16.48
1.73,1.76,17.24,22.8,16.46
1.99,1.59,17.5,23.16,16.31
1.59,1.54,18.01,23.03,17.12
2.11,1.59,15.63,23.77,16.37
1.75,1.74,16.65,22.52,16.53
1.75,1.54,16.83,22.15,16.55
1.6,1.61,16.75,22.53,16.69
1.81,1.68,16.68,21.81,16.66
1.76,1.55,17.5,22.87,16.88
1.72,1.58,17.26,22.55,16.78
1.77,1.63,17.8,23.33,15.96
1.75,1.54,17.3,22.55,16.06
1.78,1.68,17.38,23.34,16.06
1.78,1.84,17.61,23.76,16.12
1.77,1.56,17.82,24.14,16.27
1.67,1.53,17.54,23.87,16.34
1.71,1.73,17.25,22.89,16.42
2.52,1.61,17.69,22.17,16.45
1.67,1.58,17.21,21.53,16.9
1.71,2.17,17.54,21.58,17.34
1.7,1.53,17.19,20.94,16.61
2.25,1.58,16.71,23.41,16.01
1.69,1.91,17.63,22.53,16.51
1.76,1.46,17.37,22.55,16.01
2.12,2.09,16.5,22.27,17.26
1.75,1.63,15.82,22.3,16.99
1.73,1.53,15.81,22.4,18.24
2.95,1.56,16.04,20.82,17.97
1.7,1.69,15.75,22.66,18.0
1.7,1.68,15.89,21.95,17.48
1.93,2.13,16.61,22.19,17.49
2.03,1.58,17.08,21.5,17.8
1.69,1.65,17.21,21.99,16.76
1.74,1.53,16.97,23.04,17.14
1.65,1.58,17.04,25.05,16.01
1.89,1.78,16.88,21.91,16.51
1.7,1.55,16.46,20.92,16.9
1.72,1.58,15.71,21.55,15.92
1.65,1.79,16.06,21.57,16.58
2.23,1.61,16.28,21.7,16.37
1.91,1.59,16.29,21.55,16.38
1.6,1.77,16.39,22.29,17.26
1.67,1.57,16.4,22.18,16.47
1.88,1.56,16.15,22.05,16.9
1.61,1.58,16.35,21.27,16.54
1.65,1.56,16.24,22.4,16.5
2.0,1.6,16.21,22.93,16.36
1.65,2.35,16.43,23.43,16.81
1.66,1.51,16.58,22.85,17.01
1.99,1.57,17.01,21.92,16.41
1.69,1.98,17.04,23.19,16.55
1.64,1.56,16.25,22.27,17.54
1.83,1.55,15.65,22.89,16.7
1.71,2.22,16.33,21.83,16.42
1.65,1.48,17.88,21.71,15.81
1.82,1.55,16.63,21.47,16.78
2.39,2.39,16.03,22.74,16.49
1.83,1.6,16.52,22.54,16.41
1.68,1.67,16.22,22.41,16.4
2.65,2.2,16.64,21.17,16.39
1.68,1.53,15.75,21.42,16.53
1.67,1.56,15.93,20.86,17.23
2.86,2.22,17.52,22.11,16.8
1.71,1.98,17.02,21.29,16.57
1.73,1.65,16.18,22.14,16.71
1.85,1.73,15.97,21.47,17.12
1.77,1.62,15.79,21.58,16.94
1.73,1.49,15.77,21.88,17.34
1.79,1.81,17.35,21.25,16.14
2.06,1.55,16.88,21.3,16.1
1.68,1.54,15.87,21.48,15.99
1.71,1.68,15.76,21.69,16.68
2.25,1.93,16.02,21.22,16.69
1.74,1.57,15.92,22.1,16.58
1.68,1.68,15.66,21.52,16.16
1.99,1.54,16.46,21.75,16.75
1.71,1.54,17.19,20.59,16.43
1.66,2.01,16.03,21.55,16.19
1.72,1.53,15.74,21.77,16.03
1.65,1.6,15.78,21.09,16.2
1.74,1.81,16.32,23.48,15.82
1.97,1.75,16.29,21.25,15.87
2.06,1.54,16.04,20.54,15.97
1.58,1.9,16.45,20.65,15.96
1.74,2.93,16.2,20.64,16.24
1.61,1.5,16.15,22.06,16.41
1.71,1.64,16.22,21.69,15.98
1.73,1.93,16.74,21.16,16.49
1.84,1.55,16.05,21.9,16.44
1.66,1.57,15.88,21.16,16.74
1.8,1.88,16.97,21.17,16.39
1.91,1.58,16.77,21.35,16.54
1.77,1.69,16.92,21.02,17.01
2.08,1.91,16.98,20.98,16.72
1.74,2.02,17.05,21.92,16.44
1.68,1.68,16.05,22.1,16.7
1.66,1.62,16.41,21.29,16.8
2.21,1.91,15.82,22.72,18.65
1.59,1.54,15.63,21.64,16.75
1.73,1.56,18.52,21.64,16.48
1.9,1.79,15.79,21.21,16.48
2.09,1.76,15.67,22.01,15.93
1.84,1.65,16.01,22.05,16.06
1.65,1.79,15.99,22.34,16.92
2.85,1.57,16.34,22.8,16.18
1.63,1.54,16.13,21.11,15.91
1.77,1.84,16.46,21.65,16.86
1.76,1.61,17.41,21.29,16.56
1.99,1.6,16.05,20.82,16.43
1.68,1.83,16.83,21.04,16.5
1.74,1.6,16.33,21.19,16.45
1.91,1.51,15.96,21.68,16.39
1.65,1.59,15.91,21.23,16.59
1.75,1.62,16.01,21.22,16.39
2.02,1.5,16.67,22.64,16.68
1.79,1.51,18.18,21.5,17.2
1.73,1.74,15.87,21.99,16.35
1.84,1.53,15.61,21.72,16.48
2.26,1.59,16.14,21.57,16.78
1.7,2.6,16.5,21.39,16.49
1.9,1.57,16.33,20.79,16.93
2.33,1.56,16.45,22.27,16.48
1.89,2.18,16.94,20.86,16.76
1.85,1.62,16.44,20.63,17.33
1.79,1.57,16.41,21.94,16.64
2.25,1.92,15.55,21.73,15.97
1.77,1.54,16.82,20.88,15.82
1.79,1.55,16.45,21.19,16.32
1.91,1.71,17.14,21.67,16.25
