P-384,x448,hqc192,p384_hqc192,x448_hqc192
8.88,5.24,49.36,57.63,47.33
8.19,4.92,46.12,55.19,46.74
8.23,4.85,46.05,55.47,46.95
8.91,5.82,46.42,55.21,46.49
8.69,5.41,45.38,54.69,47.0
9.73,5.15,45.93,55.57,47.72
9.38,5.21,50.12,54.85,49.05
8.91,4.98,50.85,62.39,47.93
8.51,5.22,47.49,54.35,47.25
8.52,5.38,46.36,54.92,46.7
8.57,5.12,46.2,55.23,46.65
8.8,5.14,46.56,55.44,47.47
8.59,5.41,45.46,55.48,47.34
8.27,6.02,47.68,55.6,46.6
8.19,5.97,47.8,54.67,46.62
8.22,5.19,45.67,54.92,46.59
8.44,4.89,46.62,54.49,46.55
9.25,4.86,47.08,55.28,46.22
10.23,4.87,46.52,55.31,46.71
9.06,5.55,47.74,55.27,47.02
9.24,5.21,46.7,54.81,46.74
8.89,5.38,45.74,56.93,46.63
8.74,5.63,45.81,55.17,46.91
8.54,6.4,46.36,54.75,46.64
9.1,6.01,45.52,55.04,46.97
9.02,5.14,45.74,55.49,47.37
8.29,5.1,46.08,55.42,49.41
8.5,5.03,45.21,57.3,48.75
8.78,5.03,45.4,54.92,47.28
9.08,5.0,46.39,55.73,46.86
8.64,5.14,46.11,55.43,46.46
9.42,5.34,45.56,55.21,46.66
9.16,6.14,45.54,55.32,46.74
8.72,5.65,46.02,55.55,47.0
8.6,6.18,45.34,54.92,47.46
9.09,5.09,46.66,56.13,47.52
8.53,5.2,46.16,54.73,47.3
8.25,5.18,45.77,55.73,46.54
8.16,5.02,46.15,54.47,48.88
8.38,5.08,46.34,55.3,47.02
8.22,5.17,45.93,55.06,46.94
8.28,5.29,45.36,54.64,46.74
8.82,5.9,45.87,56.38,46.78
8.62,5.93,46.5,56.34,46.86
9.67,5.42,47.95,54.44,47.49
8.85,5.24,45.23,56.2,46.57
8.93,5.06,46.01,54.73,47.42
9.21,5.05,45.78,55.14,46.54
9.1,5.42,46.26,59.94,46.56
8.55,5.04,45.78,55.15,47.42
8.3,5.13,45.81,54.45,47.33
8.76,5.3,45.48,54.78,46.96
8.28,5.68,45.74,56.38,47.78
8.38,5.68,45.67,55.54,46.3
7.92,5.7,45.56,55.81,50.46
8.2,4.92,45.48,55.2,47.39
9.14,4.88,45.45,56.33,46.7
9.52,5.01,46.54,54.47,49.73
8.95,5.05,46.09,55.4,47.09
10.62,5.9,46.75,55.9,46.94
9.82,6.1,45.65,55.32,46.47
8.69,5.74,46.33,55.76,47.3
8.54,4.9,45.85,55.65,46.71
8.68,4.91,46.25,54.61,46.74
8.53,4.9,45.52,56.26,47.39
9.85,4.93,45.24,55.07,47.68
9.46,5.15,46.04,54.95,46.9
9.28,5.35,46.18,55.23,52.04
9.42,5.46,45.99,55.1,46.72
8.26,5.52,46.32,55.02,46.89
8.23,4.8,46.04,54.6,49.95
8.24,4.99,45.97,56.36,47.25
7.86,5.01,46.34,56.3,46.5
8.86,5.18,46.9,60.54,46.41
9.81,5.56,45.88,57.3,47.16
9.22,5.71,45.87,55.38,49.41
9.37,5.62,45.82,55.11,46.98
9.32,5.27,46.02,54.89,48.09
8.33,5.05,45.65,54.47,46.41
8.35,5.05,45.68,54.72,47.44
8.61,5.1,45.68,54.37,46.68
8.24,5.05,45.38,55.12,46.25
8.39,5.11,46.1,54.88,46.51
8.86,4.99,45.98,54.51,46.38
8.72,5.54,46.01,57.64,46.71
9.05,5.28,45.84,54.68,46.59
9.27,4.9,45.85,54.48,46.44
8.74,5.03,45.77,54.22,46.62
9.03,4.89,46.17,54.53,46.56
8.63,4.89,45.77,56.7,46.46
8.28,5.08,45.51,54.08,46.77
8.36,5.79,46.16,54.72,46.59
8.3,5.88,45.99,54.52,46.49
8.26,5.47,45.53,54.42,46.37
8.25,4.95,45.6,54.61,46.4
8.27,5.04,46.1,54.3,48.6
8.22,4.98,45.37,54.47,46.28
9.25,4.9,46.4,55.14,47.55
8.86,5.26,45.58,56.19,46.53
8.92,5.3,47.08,55.44,46.27
8.87,5.32,45.86,54.68,47.02
8.94,5.49,46.45,54.61,46.4
8.93,4.95,46.03,54.26,48.66
9.24,4.93,45.63,54.32,47.45
8.27,4.95,46.04,54.63,46.36
8.23,4.96,45.4,55.05,46.81
8.27,5.36,45.97,54.34,46.69
8.37,5.92,45.52,54.4,46.66
8.34,5.67,45.55,54.4,46.5
8.61,5.84,46.42,54.79,46.38
8.64,4.93,45.79,54.46,46.49
8.77,4.84,46.01,54.74,46.51
10.0,4.9,45.59,56.86,46.42
9.06,4.91,46.09,54.39,52.06
9.61,5.31,45.69,59.15,46.44
8.78,6.02,46.31,55.32,46.78
8.58,6.15,45.34,54.57,46.24
8.45,5.39,45.45,56.6,46.41
8.31,5.0,45.51,54.17,46.56
8.8,5.0,46.24,54.6,46.6
8.05,5.04,45.14,66.78,46.41
9.19,5.38,46.36,54.42,46.7
8.97,5.32,46.18,55.74,46.67
9.35,5.48,45.92,63.9,46.59
9.68,6.37,46.32,55.15,46.63
9.35,5.86,45.52,54.33,46.83
8.28,5.17,45.4,55.02,46.24
8.27,5.13,46.07,53.95,46.19
7.91,5.26,45.64,54.88,48.94
8.18,5.14,45.89,54.79,52.59
8.66,5.01,45.48,54.45,47.2
9.1,5.11,45.6,54.2,46.84
9.91,5.1,45.49,55.19,47.32
9.55,5.22,45.18,54.3,57.51
9.2,5.5,45.63,54.83,46.74
8.95,6.13,47.52,55.41,47.01
8.38,5.23,45.78,54.23,47.9
8.36,5.12,48.37,58.01,53.78
8.13,5.07,45.38,56.0,48.72
8.39,5.0,46.52,56.15,46.56
8.85,5.09,46.18,54.52,48.59
8.65,5.44,45.94,54.33,46.35
8.7,5.41,46.31,60.81,49.17
8.41,5.43,45.7,55.88,46.82
8.42,5.45,46.38,55.38,46.34
8.3,5.9,46.06,59.96,48.35
8.6,6.14,47.27,55.37,48.27
8.31,5.67,45.46,55.71,51.16
8.6,5.47,45.63,55.48,1113.81
8.05,5.06,45.57,54.5,1081.82
8.07,5.08,45.91,54.42,48.66
8.12,6.02,46.08,57.08,856.35
8.03,5.33,46.33,55.88,1516.49
8.12,5.08,45.95,677.92,47.28
8.35,5.82,45.54,57.18,46.24
8.84,5.22,46.67,54.44,1071.93
8.81,5.46,45.61,54.69,257.77
9.77,5.88,45.62,56.41,53.17
9.83,5.85,46.21,54.56,46.9
9.07,4.98,46.5,244.8,48.47
9.41,4.86,46.12,59.45,46.66
8.35,5.02,46.01,1490.49,1079.92
8.43,4.87,46.3,55.73,1271.26
8.2,4.89,45.93,55.82,673.41
8.43,4.91,45.82,54.9,6464.19
8.02,6.2,45.66,1110.67,1891.86
8.24,4.95,45.62,54.66,52.4
8.01,5.74,45.57,55.14,46.55
8.88,5.58,46.61,448.03,1059.28
9.2,5.4,46.67,55.41,49.27
9.14,4.94,46.12,70.13,49.14
8.72,4.89,46.63,266.29,47.43
9.67,4.91,46.47,55.32,242.21
8.43,4.91,46.33,295.57,59.37
8.31,5.25,45.85,54.99,286.78
8.2,5.52,46.07,1322.04,46.49
8.14,6.38,45.6,56.61,239.05
8.49,6.26,45.6,55.04,51.43
8.38,5.06,45.75,55.87,48.04
8.06,4.99,47.08,54.62,46.41
8.82,4.95,47.27,54.44,47.81
8.62,5.01,45.97,1544.06,1521.76
8.15,4.9,45.59,57.02,1531.81
7.81,5.37,46.23,54.64,47.93
7.9,5.39,48.36,1520.47,47.48
7.89,5.54,45.24,242.87,46.53
8.3,5.05,47.02,65.1,47.38
7.91,5.08,45.87,54.55,1320.25
7.77,5.05,45.66,55.62,54.17
7.82,5.03,46.23,246.64,47.25
7.93,5.61,46.21,69.68,46.53
7.88,5.13,45.18,54.9,286.05
7.86,5.04,47.04,57.73,47.66
8.09,6.0,48.42,673.28,4611.48
7.97,5.99,48.02,1110.65,1107.56
8.12,5.91,46.95,699.5,1511.74
7.97,5.52,45.75,1104.9,49.5
8.04,4.81,45.34,870.05,49.29
8.27,4.84,46.21,66.17,48.55
9.26,4.86,51.77,245.2,1111.28
8.72,4.9,45.74,67.27,240.06
9.7,5.26,45.69,54.67,52.51
9.36,7.84,45.71,55.97,242.51
9.12,5.69,46.97,55.85,58.28
9.83,5.39,54.62,54.54,49.95
9.14,4.91,47.02,446.17,47.79
8.83,4.87,47.53,65.09,288.78
8.35,4.93,46.47,54.67,48.0
8.22,5.09,46.08,55.68,499.0
8.21,5.71,46.31,55.72,48.25
8.36,5.19,51.53,892.46,281.35
8.28,5.84,1096.84,58.26,48.44
9.19,5.29,46.84,54.72,46.58
9.01,4.85,45.43,54.44,1260.01
9.65,4.9,45.35,237.1,684.99
9.06,5.42,670.77,61.36,52.36
8.58,4.97,48.16,245.02,48.47
8.09,5.13,46.49,68.02,46.44
8.78,5.33,45.8,58.8,47.93
8.14,5.38,283.22,1920.45,46.49
8.44,4.98,48.57,1077.03,46.57
8.53,4.95,45.7,59.94,47.65
8.11,5.39,46.23,1075.68,1332.31
8.9,4.91,290.45,298.16,60.49
8.78,4.92,47.82,58.01,50.1
8.06,4.92,46.78,57.92,47.47
8.4,5.76,46.81,56.43,701.48
8.46,5.57,45.25,56.78,450.54
8.04,5.49,46.49,61.23,55.78
8.38,5.0,47.47,56.39,47.82
8.59,4.93,46.13,56.87,46.41
8.84,4.86,1306.52,2751.82,46.35
8.88,5.1,51.87,55.73,1088.49
8.31,5.14,46.95,55.52,50.08
8.87,6.08,1345.72,56.08,48.95
8.34,5.67,49.9,55.61,48.05
7.98,5.24,50.12,56.43,48.09
8.82,4.92,2163.5,2364.91,240.56
8.1,5.0,3605.17,303.11,682.33
9.38,4.9,1290.72,705.03,239.53
8.25,4.95,855.45,57.0,54.78
8.11,5.91,52.19,297.08,53.09
8.39,5.51,47.63,1792.57,46.84
8.63,5.54,47.75,60.79,47.82
8.66,5.05,46.56,456.88,1121.32
8.55,4.96,1104.26,1317.9,46.56
9.08,4.92,1079.0,55.19,689.51
8.37,5.01,49.79,299.31,269.49
8.4,5.03,47.94,56.21,48.94
8.34,5.55,48.58,54.79,46.8
8.41,5.85,1723.4,54.94,46.7
8.2,5.71,47.0,59.75,47.09
8.33,4.95,290.26,55.71,47.2
7.99,4.97,1537.29,55.42,52.46
7.95,5.15,5623.19,56.8,46.44
7.98,4.88,48.52,55.59,905.08
8.03,5.12,286.76,2364.59,1087.77
8.25,5.26,48.48,69.26,49.32
8.62,5.21,45.61,73.9,46.46
8.27,5.59,45.26,68.54,235.34
8.14,5.02,45.65,65.73,3135.69
8.79,5.07,47.3,2116.71,1095.6
8.78,4.95,45.68,1125.79,47.21
9.6,5.27,46.81,248.22,1744.98
9.19,4.86,45.49,62.74,48.44
8.36,4.82,282.13,250.18,285.02
8.31,4.79,47.53,65.86,47.57
8.24,5.08,50.76,1088.65,667.78
8.93,6.3,45.5,680.03,46.44
8.24,4.95,48.93,60.02,46.28
8.43,4.95,1511.35,1322.44,46.93
8.27,4.79,259.94,56.57,46.75
8.58,4.83,48.88,452.29,254.0
8.9,5.03,47.79,63.75,269.83
8.8,5.44,47.34,248.7,48.36
9.35,5.68,45.26,1136.13,54.46
9.14,5.38,672.01,2166.8,61.91
9.07,5.46,674.38,267.12,46.64
8.96,5.05,48.61,253.43,46.47
8.37,5.11,46.08,282.69,46.64
8.42,4.86,45.55,58.49,858.26
8.07,5.01,47.32,56.07,54.41
8.04,5.02,45.09,54.56,238.21
8.41,5.3,283.25,699.55,50.87
8.31,5.33,49.9,55.21,49.01
7.89,5.64,46.76,55.98,46.33
7.93,5.03,242.66,1302.24,46.49
