P-256,x25519,hqc128,p256_hqc128,x25519_hqc128
1.75,1.59,18.72,25.98,18.48
2.25,1.45,17.91,25.0,18.17
1.57,1.38,17.8,23.71,18.66
1.52,1.49,17.54,23.73,18.95
1.71,1.62,17.55,24.98,18.59
1.57,1.49,17.26,24.49,18.61
1.56,1.4,17.09,23.06,18.52
2.02,1.71,16.83,22.82,18.45
1.52,1.42,17.61,23.45,18.08
1.51,1.4,16.53,22.43,17.3
1.88,2.3,16.27,22.76,17.48
1.58,1.37,15.67,23.76,17.91
1.53,1.55,16.65,24.01,19.62
1.61,1.86,15.88,23.9,18.65
1.46,1.4,16.43,23.29,19.13
1.53,1.41,16.51,24.6,18.32
2.09,1.43,16.51,23.76,18.16
1.51,1.38,16.35,24.17,19.92
1.62,1.43,16.72,22.63,18.3
1.74,1.45,16.2,22.42,18.47
1.52,1.38,17.2,23.78,19.07
1.55,1.57,16.65,22.65,17.08
1.59,1.45,16.93,23.93,17.58
1.53,1.42,17.82,22.9,17.52
1.54,2.15,17.01,22.32,17.49
1.48,1.38,16.85,22.29,18.82
1.53,1.41,17.21,23.63,17.99
1.66,2.12,16.54,24.09,17.88
1.49,1.4,17.32,23.77,18.31
1.54,1.43,16.49,24.77,18.34
2.01,1.39,16.6,24.73,17.21
2.05,1.37,16.74,22.61,17.12
1.52,1.66,16.45,23.81,17.2
2.0,1.36,17.11,22.31,17.81
1.68,1.39,17.41,27.21,18.38
1.55,1.52,17.05,22.47,18.74
1.69,1.42,17.37,21.31,17.94
1.48,1.41,17.21,22.45,17.55
1.52,1.54,17.3,23.95,19.24
2.13,1.44,17.26,24.07,17.5
1.64,1.36,17.45,25.47,17.32
1.45,2.27,17.25,23.86,16.81
1.97,1.52,17.5,22.42,16.91
1.5,1.43,17.63,22.19,16.99
1.7,1.42,17.41,22.7,17.04
2.08,1.53,17.48,22.95,16.89
1.53,1.37,17.62,22.42,16.73
1.52,1.55,17.18,24.9,16.95
2.07,1.46,17.47,23.69,18.07
1.49,1.56,15.76,23.03,17.67
1.5,1.85,16.4,22.55,17.44
