P-521,hqc256,p521_hqc256
21.56,84.6,99.49
16.8,83.18,95.91
17.12,83.38,95.68
17.05,82.15,95.97
17.64,83.4,95.92
16.83,82.34,95.97
16.95,82.84,96.34
16.94,82.06,96.76
16.08,82.43,97.44
16.79,82.37,97.37
16.48,83.04,95.99
16.29,82.36,96.36
16.62,82.69,96.16
16.59,82.83,96.45
16.05,81.96,96.39
16.11,82.2,96.01
16.14,81.99,96.15
16.12,82.59,96.44
16.44,82.49,96.24
16.88,81.86,97.27
16.87,82.26,96.25
17.0,84.56,96.92
16.02,83.7,97.39
16.1,82.45,97.17
16.26,83.17,106.8
16.98,82.51,99.61
15.94,85.74,96.2
16.61,81.94,96.63
18.08,82.2,96.35
16.46,83.01,96.59
15.99,82.69,96.31
16.97,81.98,96.5
16.29,82.14,96.52
17.21,81.96,97.51
16.04,82.53,97.74
16.11,84.4,97.14
16.05,84.86,97.57
16.11,81.98,96.73
16.33,82.17,96.54
17.39,82.08,98.91
17.25,81.94,98.97
17.96,82.01,98.78
18.0,82.88,99.17
17.77,82.12,98.63
18.07,82.43,100.15
17.1,82.23,99.24
16.11,82.35,98.21
15.96,84.44,98.0
16.13,82.81,99.62
16.67,84.45,103.02
16.09,84.23,97.84
16.14,86.11,101.56
16.39,86.82,96.58
16.82,82.46,96.6
16.1,84.11,96.26
17.27,84.58,96.87
16.16,81.92,97.6
16.55,82.08,97.61
16.0,82.12,99.29
17.12,84.08,100.7
16.05,83.95,97.2
16.1,82.15,96.81
16.98,95.56,100.0
16.2,81.9,100.79
17.11,84.85,98.76
18.13,84.41,100.04
17.26,95.67,100.61
16.77,84.27,103.28
17.37,85.02,98.89
16.56,83.74,97.02
17.51,264.49,1767.23
16.51,87.76,276.26
16.86,81.95,286.58
16.64,313.06,103.71
16.78,325.44,97.87
21.94,1324.18,97.51
16.38,84.04,97.32
16.09,301.67,274.31
15.94,268.16,98.89
17.55,82.57,97.25
15.98,82.34,99.03
16.3,267.3,1123.77
17.02,87.43,342.65
