P-384,x448,hqc192,p384_hqc192,x448_hqc192
6.05,2.42,49.74,213.99,116.18
6.75,2.61,47.6,96.51,156.48
5.72,3.01,46.29,91.01,148.81
5.99,2.5,47.0,189.78,149.45
5.81,2.24,50.44,146.2,143.21
6.25,2.3,50.9,156.11,139.57
6.37,2.52,48.22,139.74,139.24
7.33,2.41,48.69,196.39,143.55
6.02,3.94,50.81,99.97,133.86
8.37,2.3,46.98,185.41,135.92
6.06,2.38,48.77,92.9,145.02
6.4,2.32,45.04,194.47,131.45
7.74,2.21,46.32,217.13,129.17
6.96,2.35,45.31,221.51,132.07
6.39,3.6,44.38,116.58,129.66
5.86,2.69,44.89,205.31,126.94
5.73,2.29,45.74,107.22,116.37
5.69,2.32,47.05,185.11,63.98
5.69,2.37,45.56,194.39,72.34
5.7,3.09,45.62,142.49,79.77
6.01,2.31,44.49,113.14,84.93
5.91,2.48,44.31,186.31,86.95
5.84,2.32,46.73,102.06,130.73
7.61,3.34,44.85,162.92,109.16
5.83,2.26,45.45,200.14,64.47
5.84,2.25,44.26,114.24,64.94
6.03,2.31,44.96,108.36,124.17
5.74,2.52,44.92,167.15,133.24
5.79,2.27,45.89,142.93,112.56
5.94,2.33,44.81,182.2,75.99
5.92,3.03,44.0,144.42,114.44
6.01,2.25,47.42,93.91,137.43
5.99,2.28,47.92,92.23,127.16
6.07,2.54,45.48,112.18,117.46
7.56,2.65,45.94,200.35,117.17
6.22,2.33,44.62,144.06,129.21
7.05,2.29,46.31,219.09,125.15
6.47,2.32,44.21,124.27,117.58
6.72,2.79,46.06,102.33,117.32
6.52,2.24,44.72,317.94,116.96
5.8,2.38,44.37,264.46,120.02
5.74,2.61,45.84,1729.77,132.12
5.71,2.9,45.59,55352.24,127.17
5.77,2.38,44.28,262.66,126.71
5.77,2.32,44.81,242.11,137.75
5.76,2.35,45.57,4412.54,134.84
5.71,2.89,44.97,430.22,121.91
5.89,2.35,45.71,1233.45,64.0
6.02,2.31,44.05,8321.5,63.44
6.03,2.43,44.54,963.9,87.89
6.62,3.41,44.21,1495.68,134.44
7.01,2.37,45.13,4845.56,139.93
6.09,2.18,44.09,2861.99,153.23
6.39,2.28,45.15,246.68,134.22
6.38,3.06,45.85,90.04,127.26
6.14,2.25,44.58,109.43,127.02
6.35,2.37,44.52,4249.14,127.07
5.56,2.43,44.7,7734.15,146.36
5.69,3.01,44.64,4936.59,146.75
5.78,2.26,44.65,856.56,142.6
5.93,2.23,44.3,359.88,132.22
5.65,2.33,44.48,1389.26,109.44
5.8,2.93,44.52,242.88,67.07
6.18,2.25,45.24,240.43,78.29
5.95,2.25,44.91,3595.69,78.97
5.83,2.4,46.88,446.77,91.63
6.64,2.59,46.25,352.05,135.23
6.24,2.47,44.84,1177.83,133.71
6.48,2.19,45.49,1471.12,132.99
6.5,2.35,46.46,855.52,105.34
6.58,2.24,44.87,3278.75,120.65
6.36,2.31,45.08,1625.43,163.73
6.28,2.34,44.69,397.95,136.81
5.58,3.02,45.41,448.91,128.62
5.59,3.02,44.31,4063.87,72.47
5.9,2.33,46.63,250.57,251.91
5.58,2.31,44.56,2190.74,6659.08
5.81,3.17,44.12,4068.94,1516.51
5.97,2.26,44.11,1385.21,132.15
5.91,2.31,45.45,6577.11,7114.95
5.71,2.35,45.59,234.1,10829.68
5.99,2.43,46.17,1786.38,118.03
6.32,2.53,46.19,245.95,280.28
6.03,2.35,45.45,2817.01,293.7
6.15,2.33,46.2,564.35,1366.69
6.5,2.81,45.1,13360.79,495.06
6.98,2.23,45.15,2035.34,907.34
6.38,2.28,44.67,349.0,1144.45
6.36,2.99,44.44,764.81,291.43
5.8,2.4,45.58,1505.01,1762.94
5.66,2.25,44.03,1801.9,690332.33
5.77,2.31,44.55,2117.8,283.53
6.8,3.08,44.85,3368.3,71155.37
5.77,2.23,49.57,1830.61,1982.56
5.91,2.24,44.52,976.1,1915.67
5.75,2.65,47.04,3055.58,776.81
5.89,2.32,46.19,1678.97,3438.92
5.71,2.31,44.48,95.29,692.48
5.82,2.3,44.28,1762.68,1720.12
5.85,3.01,45.66,237.15,5008.18
6.67,2.21,650.23,116586.92,1335.7
6.35,2.23,506.87,5087.73,1938.65
