procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 10390616 290484 7218364    0    0   116   468 7012   16  9  5 85  2  0  0
 2  1      0 10355864 290488 7222568    0    0     0  2372 12846 30402 15  8 64 13  0  0
 1  0      0 10338464 290500 7222600    0    0     0  1128 9513 24380 12  9 66 13  0  0
 8  1      0 10338728 290508 7222564    0    0     0  1372 11252 28170 14 10 69  7  0  0
 0  1      0 10341356 290516 7222584    0    0     0  1104 10730 30042 13  5 67 15  0  0
 0  1      0 10320184 290516 7222568    0    0     0   904 13863 36683 19 10 63  8  0  0
 1  0      0 10322284 290532 7222664    0    0     0  1220 10548 30998 16  8 66 10  0  0
 0  2      0 10301676 290532 7248068    0    0 25432   392 10574 28692  8  7 71 14  0  0
 3  5      0 10295140 290568 7249664    0    0  1612  1796 14515 44393 22  7 54 17  0  0
 5  0      0 10291924 290572 7245528    0    0     0   392 5211 13574 14  2 76  8  0  0
 4  0      0 10282320 290572 7249712    0    0     0     0 5299 14211 18  2 80  0  0  0
 1  0      0 10287172 290576 7249724    0    0     0    88 2786 2746 14  1 84  1  0  0
 1  1      0 10297532 290576 7249736    0    0     0   140 13577 34383 28  4 66  3  0  0
 1  1      0 10290904 290588 7249752    0    0     0  1836 6353 18309 17  4 60 20  0  0
 1  2      0 10290536 290608 7254880    0    0  5064  1104 13579 28588 23  7 60 10  0  0
 2  2      0 10267580 290632 7256256    0    0  5384  1460 8369 13118 22  6 55 16  0  0
 2  1      0 10262124 290648 7256276    0    0     0  1660 19925 33991 39  9 43  8  0  0
 5  1      0 10234188 290652 7260532    0    0     0   768 14247 28704 31 10 51  8  0  0
 3  1      0 10234764 290652 7256452    0    0     0  1720 11728 25229 35 12 37 16  0  0
 4  1      0 10225964 290664 7260656    0    0     0  1200 18997 39158 42 16 35  8  0  0
 4  5      0 10233308 290676 7261348    0    0     0  2440 18944 25930 44 14 30 11  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  1      0 10223316 290696 7256712    0    0     0  1192 28074 41713 61 16 19  4  0  0
 7  1      0 10214124 290700 7260980    0    0     0   680 19680 32667 49 17 28  5  0  0
 7  1      0 10163912 290712 7265124    0    0     0  1668 19382 34192 59 19 18  5  0  0
 8  0      0 10184968 290720 7256720    0    0     0  1240 24608 41889 59 19 17  5  0  0
 8  1      0 10193016 290752 7256648    0    0     0   800 15347 30559 58 20 18  3  0  0
12  1      0 10191172 290756 7256720    0    0     0  1532 18558 39360 69 20  8  2  0  0
 7  0      0 10184936 290788 7256748    0    0     0  1200 15917 32176 66 21 11  1  0  0
 9  6      0 10149216 290844 7256920    0    0     0  1892 17398 38570 68 23  8  1  0  0
10  2      0 10146424 290884 7256952    0    0     0  1100 18142 41328 69 22  7  2  0  0
24  1      0 10141616 290892 7257020    0    0     0   552 13821 26804 70 23  7  1  0  0
17  8      0 10154644 290896 7257156    0    0     0  2000 15354 28219 72 23  4  1  0  0
28  1      0 10167604 290896 7257204    0    0     0  1000 16028 30973 73 23  3  1  0  0
20  0      0 10159496 290912 7257412    0    0     0  1168 28821 42157 76 22  1  1  0  0
14  1      0 10165072 290924 7262140    0    0     0   864 27479 37207 73 24  2  0  0  0
11  2      0 10116744 290928 7266008    0    0     0  2068 26355 35625 74 24  2  1  0  0
 9  3      0 10129936 290932 7259424    0    0     0  1608 26348 35224 73 24  2  1  0  0
 9  3      0 10141204 290956 7263612    0    0     0   932 22943 23337 74 24  2  1  0  0
12  1      0 10134660 290964 7263724    0    0     0   748 28641 40383 72 25  2  0  0  0
13  3      0 10143048 290972 7263692    0    0     0  1760 21098 22889 74 25  1  0  0  0
12  6      0 10131080 290988 7263740    0    0     0  1740 25616 30620 73 24  1  2  0  0
13  1      0 10168548 290992 7264040    0    0     0   796 22340 36110 76 24  1  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  2      0 10156176 290996 7263720    0    0     0  1256 21499 31743 72 26  2  0  0  0
12  1      0 10157628 291008 7270136    0    0     0  1440 22898 33055 74 24  1  0  0  0
15  0      0 10152312 291020 7270280    0    0     0   128 17616 20483 75 23  2  0  0  0
12  0      0 10138392 291020 7266412    0    0     0     0 25828 37739 74 23  2  0  0  0
 9  0      0 10163924 291020 7266332    0    0     0     0 13108 20069 75 23  2  0  0  0
10  0      0 10171584 291020 7266328    0    0     0     0 12717 19140 76 22  2  0  0  0
17  2      0 10159340 291028 7266260    0    0     0  1940 17014 30523 75 24  2  0  0  0
18  0      0 10175620 291040 7266468    0    0     0   884 18331 36924 77 21  2  0  0  0
 8  0      0 10160688 291044 7266256    0    0     0   168 13636 21340 75 22  3  0  0  0
18  1      0 10145592 291044 7266276    0    0     0     4 16238 31338 74 23  3  0  0  0
 9  0      0 10152652 291044 7266300    0    0     0     0 18251 38005 72 23  4  0  0  0
 7  2      0 10173808 291044 7266208    0    0     0  1968 13333 21426 71 24  4  1  0  0
20  0      0 10176104 291056 7266228    0    0     0   404 14298 25023 70 21  8  1  0  0
26  0      0 10166644 291056 7266556    0    0     0   624 18836 37951 77 20  3  0  0  0
15  0      0 10149520 291056 7266572    0    0     0   188 11923 20829 69 21  9  0  0  0
 8  1      0 10151296 291056 7266492    0    0     0  2288 15697 32323 66 22 10  2  0  0
 6  0      0 10163276 291060 7266472    0    0     0   376 16358 37112 64 19 15  1  0  0
 6  0      0 10180716 291060 7266500    0    0     0     0 16014 19744 61 20 19  0  0  0
 9  1      0 10185476 291060 7266496    0    0     0  1144 22609 29357 66 20 14  1  0  0
 5  0      0 10211928 291072 7270304    0    0     0   984 21381 35062 65 19 14  2  0  0
 5  0      0 10203468 291072 7270580    0    0     0     0 16966 31483 54 17 29  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  2      0 10190120 291076 7270312    0    0     0  1452 14576 32266 52 17 27  4  0  0
 5  0      0 10222188 291092 7270356    0    0     0   872 11563 23336 45 15 33  8  0  0
 4  2      0 10223616 291100 7270232    0    0     0  1808 11325 19602 41 13 42  4  0  0
 9  0      0 10221140 291104 7266108    0    0     0   392 14289 27985 42 12 38  8  0  0
 3  1      0 10214060 291104 7266040    0    0     0   884 13827 25089 38 11 48  3  0  0
 2  0      0 10222080 291112 7266044    0    0     0   804 11551 26621 25  7 59  9  0  0
 4  1      0 10234916 291116 7270288    0    0     0  1396 15642 24357 20  6 63 11  0  0
 1  1      0 10247372 291152 7270200    0    0     0   984 10470 12345 15  2 71 11  0  0
 1  1      0 10264852 291176 7266008    0    0     0  1072 11440 13309 19  3 68 11  0  0
 1  1      0 10272916 291196 7265920    0    0     0  1008 16589 32054 27  4 60 10  0  0
 0  2      0 10290476 291204 7269888    0    0     0  2116 11524 19030 12  6 68 14  0  0
