procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 15264604 149200 5471092    0    0   622  1389 6902    7 12  4 81  3  0  0
 1  1      0 15251232 149224 5471120    0    0     0  2200 9538 12027 13  8 64 15  0  0
 2  0      0 15248852 149260 5462932    0    0     0   952 16858 15154 29 10 55  6  0  0
 0  0      0 15236532 149292 5462896    0    0     0   472 13825 12295 16  9 69  6  0  0
 6  0      0 15234776 149344 5466948    0    0     0  1728 11016 7994 14  7 68 11  0  0
 6  1      0 15145168 149372 5500712    0    0     0  1008 17667 23421 46 17 35  2  0  0
 2  1      0 15115448 149400 5529256    0    0     0  1092 16940 10362 37 11 45  7  0  0
 3  1      0 15068580 149420 5560276    0    0     0   316 19793 16126 37 15 43  5  0  0
 9  1      0 15033560 149452 5611632    0    0     0   328 14021 8540 41  7 50  1  0  0
 0  0      0 14972664 149452 5650916    0    0     0     0 10822 10680 28  5 67  0  0  0
 0  0      0 14992416 149460 5612348    0    0     0    96 9634 7772 15  4 81  1  0  0
 1  0      0 14988220 149460 5606716    0    0     0   524 6667 6592 20  6 74  0  0  0
 2  0      0 14978992 149460 5606140    0    0     0     0 6849 10640 16  5 80  0  0  0
 4  0      0 15017296 149460 5599872    0    0     0     0 5716 6407 13  3 84  0  0  0
 2  2      0 15018544 149484 5599808    0    0     0  2028 7825 11909 19  5 69  7  0  0
 1  0      0 15016576 149504 5599836    0    0     0  1200 7357 10365 16  5 66 13  0  0
 6  0      0 15000932 149544 5602604    0    0     0   704 10969 19162 24  8 60  7  0  0
 0  1      0 14986820 149568 5604524    0    0     0  1920 5120 6915 11  3 70 16  0  0
 2  1      0 14972740 149608 5604528    0    0     0   856 8075 14214 12  9 71  8  0  0
 1  3      0 14980688 149652 5604960    0    0     0  2168 7340 12361 13  9 67 12  0  0
 8  1      0 14984624 149680 5607012    0    0     0  1188 5106 6615 11  4 71 14  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 14988320 149696 5607172    0    0     0   460 7809 11330 12  9 73  7  0  0
 2  1      0 14985648 149724 5607192    0    0     0  1680 7967 15767 10  7 65 17  0  0
 1  0      0 14984548 149760 5603192    0    0     0   964 5730 9036  8  6 77 10  0  0
 0  2      0 14974512 149788 5603304    0    0     0  1688 9574 16192 20 11 62  8  0  0
 4  1      0 14977176 149812 5605180    0    0     0  1104 8342 6364  9  4 70 17  0  0
 3  0      0 14963748 149824 5609760    0    0     0   388 16160 15111 21 10 62  7  0  0
 6  2      0 14957956 149856 5607704    0    0     0  1784 18797 21575 17  9 63 11  0  0
 4  1      0 14888404 149888 5638208    0    0     0  1104 7536 7714 17  6 64 13  0  0
 1  1      0 14877836 149900 5640820    0    0     0   644 10188 14910 21 12 62  5  0  0
 1  1      0 14883488 149932 5626044    0    0     0  2592 9601 14048 39  7 48  7  0  0
 0  1      0 14900648 149968 5626092    0    0     0  1212 6421 7045 16  3 69 11  0  0
 9  0      0 14894832 150004 5626352    0    0     0   672 8103 15040 12  7 73  7  0  0
 2  1      0 14887292 150020 5627104    0    0     0  1840 8728 12887 11  6 65 18  0  0
 1  1      0 14856416 150048 5636364    0    0     0   604 19806 18668 33 12 48  7  0  0
 0  2      0 14850752 150068 5636612    0    0     0  1788 9751 13532 15  9 56 20  0  0
