run_id,handshake_type,duration_ms,success
1,full,125.62,1
2,full,129.49,1
3,full,113.49,1
4,full,136.22,1
5,full,116.36,1
6,full,126.25,1
7,full,125.30,1
8,full,113.70,1
9,full,122.10,1
10,full,113.38,1
11,full,115.68,1
12,full,113.97,1
13,full,114.63,1
14,full,119.67,1
15,full,118.21,1
16,full,115.03,1
17,full,115.87,1
18,full,119.97,1
19,full,115.58,1
20,full,114.46,1
21,full,115.92,1
22,full,115.41,1
23,full,128.43,1
24,full,117.39,1
25,full,134.91,1
26,full,137.62,1
27,full,114.07,1
28,full,116.05,1
29,full,125.52,1
30,full,137.65,1
31,full,133.72,1
32,full,118.54,1
33,full,132.03,1
34,full,114.48,1
35,full,126.69,1
36,full,136.77,1
37,full,116.43,1
38,full,123.77,1
39,full,113.12,1
40,full,112.88,1
41,full,112.82,1
42,full,113.35,1
43,full,126.31,1
44,full,112.60,1
45,full,112.69,1
46,full,112.80,1
47,full,127.99,1
48,full,112.80,1
49,full,114.58,1
50,full,113.44,1
51,full,112.38,1
52,full,124.81,1
53,full,112.38,1
54,full,113.00,1
55,full,113.15,1
56,full,113.73,1
57,full,113.41,1
58,full,113.69,1
59,full,112.76,1
60,full,113.10,1
61,full,113.99,1
62,full,120.87,1
63,full,114.42,1
64,full,124.55,1
65,full,115.57,1
66,full,113.59,1
67,full,113.06,1
68,full,118.15,1
69,full,115.05,1
70,full,115.18,1
71,full,114.89,1
72,full,122.47,1
73,full,113.75,1
74,full,128.68,1
75,full,115.41,1
76,full,118.34,1
77,full,113.78,1
78,full,120.10,1
79,full,112.73,1
80,full,112.96,1
81,full,114.15,1
82,full,116.59,1
83,full,112.78,1
84,full,113.60,1
85,full,113.46,1
86,full,113.63,1
87,full,113.45,1
88,full,114.27,1
89,full,117.04,1
90,full,113.95,1
91,full,113.65,1
92,full,113.74,1
93,full,114.81,1
94,full,114.98,1
95,full,116.04,1
96,full,113.92,1
97,full,115.64,1
98,full,115.97,1
99,full,115.22,1
100,full,115.35,1
101,full,115.77,1
102,full,118.66,1
103,full,115.60,1
104,full,115.30,1
105,full,113.68,1
106,full,113.30,1
107,full,113.06,1
108,full,115.24,1
109,full,124.93,1
110,full,132.07,1
111,full,126.16,1
112,full,135.61,1
113,full,117.10,1
114,full,116.84,1
115,full,114.66,1
116,full,115.42,1
117,full,139.88,1
118,full,141.58,1
119,full,117.22,1
120,full,131.40,1
121,full,115.40,1
122,full,115.99,1
123,full,114.69,1
124,full,115.28,1
125,full,116.15,1
126,full,115.57,1
127,full,119.96,1
128,full,126.24,1
129,full,114.88,1
130,full,112.90,1
131,full,112.34,1
132,full,112.17,1
133,full,124.71,1
134,full,114.44,1
135,full,113.31,1
136,full,113.09,1
137,full,113.28,1
138,full,112.02,1
139,full,112.57,1
140,full,115.69,1
141,full,113.18,1
142,full,114.23,1
143,full,148.74,1
144,full,117.80,1
145,full,128.80,1
146,full,130.55,1
147,full,113.37,1
148,full,112.54,1
149,full,124.47,1
150,full,123.14,1
151,full,112.57,1
152,full,112.98,1
153,full,115.66,1
154,full,112.76,1
155,full,114.25,1
156,full,113.69,1
157,full,113.31,1
158,full,112.17,1
159,full,125.37,1
160,full,114.04,1
161,full,112.72,1
162,full,113.34,1
163,full,112.62,1
164,full,113.64,1
165,full,112.86,1
166,full,124.59,1
167,full,113.24,1
168,full,113.26,1
169,full,113.29,1
170,full,112.65,1
171,full,112.65,1
172,full,113.56,1
173,full,123.44,1
174,full,112.67,1
175,full,113.35,1
176,full,112.95,1
177,full,123.95,1
178,full,112.60,1
179,full,115.97,1
180,full,112.82,1
181,full,112.81,1
182,full,123.07,1
183,full,112.26,1
184,full,112.51,1
185,full,113.11,1
186,full,123.64,1
187,full,122.81,1
188,full,114.48,1
189,full,112.67,1
190,full,114.28,1
191,full,113.78,1
192,full,122.02,1
193,full,116.08,1
194,full,112.93,1
195,full,113.39,1
196,full,112.64,1
197,full,112.24,1
198,full,112.89,1
199,full,149.12,1
200,full,122.72,1
201,full,115.20,1
202,full,120.54,1
203,full,112.91,1
204,full,112.93,1
205,full,114.35,1
206,full,113.09,1
207,full,112.55,1
208,full,116.93,1
209,full,112.27,1
210,full,113.88,1
211,full,114.60,1
212,full,114.91,1
213,full,113.45,1
214,full,113.62,1
215,full,113.83,1
216,full,111.95,1
217,full,113.01,1
218,full,116.62,1
219,full,112.81,1
220,full,116.09,1
221,full,113.50,1
222,full,113.66,1
223,full,112.68,1
224,full,114.14,1
225,full,114.54,1
226,full,113.16,1
227,full,115.31,1
228,full,127.22,1
229,full,123.84,1
230,full,113.03,1
231,full,128.37,1
232,full,114.31,1
233,full,113.17,1
234,full,112.77,1
235,full,112.11,1
236,full,113.84,1
237,full,113.61,1
238,full,115.81,1
239,full,113.66,1
240,full,113.34,1
241,full,112.49,1
242,full,113.18,1
243,full,112.64,1
244,full,128.74,1
245,full,113.76,1
246,full,114.19,1
247,full,113.36,1
248,full,116.52,1
249,full,114.19,1
250,full,112.79,1
251,full,115.24,1
252,full,120.66,1
253,full,125.70,1
254,full,112.73,1
255,full,140.66,1
256,full,113.60,1
257,full,142.70,1
258,full,134.38,1
259,full,117.95,1
260,full,135.80,1
261,full,112.45,1
262,full,123.34,1
263,full,115.44,1
264,full,113.27,1
265,full,121.25,1
266,full,113.20,1
267,full,113.63,1
268,full,113.44,1
269,full,114.93,1
270,full,116.00,1
271,full,129.74,1
272,full,122.11,1
273,full,131.90,1
274,full,116.77,1
275,full,123.66,1
276,full,117.00,1
277,full,115.29,1
278,full,113.98,1
279,full,126.34,1
280,full,113.65,1
281,full,113.35,1
282,full,116.08,1
283,full,120.71,1
284,full,113.16,1
285,full,146.02,1
286,full,128.19,1
287,full,135.97,1
288,full,126.99,1
289,full,114.35,1
290,full,116.03,1
291,full,115.60,1
292,full,123.09,1
293,full,121.00,1
294,full,115.61,1
295,full,117.11,1
296,full,127.46,1
297,full,113.88,1
298,full,113.59,1
299,full,115.81,1
300,full,124.07,1
301,full,115.22,1
302,full,115.10,1
303,full,114.09,1
304,full,153.59,1
305,full,125.72,1
306,full,138.58,1
307,full,118.44,1
308,full,114.73,1
309,full,114.84,1
310,full,134.18,1
311,full,114.61,1
312,full,114.15,1
313,full,113.91,1
314,full,115.32,1
315,full,113.02,1
316,full,113.11,1
317,full,113.48,1
318,full,113.08,1
319,full,112.66,1
320,full,119.02,1
321,full,116.67,1
322,full,116.52,1
323,full,115.35,1
324,full,113.63,1
325,full,114.62,1
326,full,113.14,1
327,full,114.44,1
328,full,119.36,1
329,full,114.19,1
330,full,112.91,1
331,full,114.06,1
332,full,113.17,1
333,full,117.25,1
334,full,114.23,1
335,full,134.90,1
336,full,147.76,1
337,full,116.41,1
338,full,121.63,1
339,full,136.68,1
340,full,117.30,1
341,full,136.45,1
342,full,114.09,1
343,full,127.84,1
344,full,115.22,1
345,full,114.31,1
346,full,114.66,1
347,full,114.28,1
348,full,116.67,1
349,full,112.73,1
350,full,114.01,1
351,full,113.63,1
352,full,114.23,1
353,full,113.66,1
354,full,113.27,1
355,full,118.56,1
356,full,113.29,1
357,full,115.07,1
358,full,113.57,1
359,full,114.98,1
360,full,124.78,1
361,full,112.18,1
362,full,115.00,1
363,full,113.88,1
364,full,113.96,1
365,full,115.81,1
366,full,117.04,1
367,full,115.18,1
368,full,114.75,1
369,full,115.37,1
370,full,116.08,1
371,full,115.24,1
372,full,115.16,1
373,full,116.33,1
374,full,126.17,1
375,full,123.33,1
376,full,112.64,1
377,full,113.65,1
378,full,114.67,1
379,full,113.93,1
380,full,138.37,1
381,full,113.71,1
382,full,114.09,1
383,full,112.67,1
384,full,124.31,1
385,full,115.84,1
386,full,115.06,1
387,full,112.24,1
388,full,114.89,1
389,full,124.97,1
390,full,114.98,1
391,full,114.29,1
392,full,123.82,1
393,full,136.46,1
394,full,113.43,1
395,full,114.88,1
396,full,114.56,1
397,full,114.20,1
398,full,141.84,1
399,full,116.69,1
400,full,122.39,1
401,full,115.75,1
402,full,115.87,1
403,full,118.55,1
404,full,121.10,1
405,full,115.19,1
406,full,112.61,1
407,full,124.54,1
408,full,116.50,1
409,full,113.97,1
410,full,116.33,1
411,full,115.20,1
412,full,128.27,1
413,full,117.19,1
414,full,112.95,1
415,full,113.75,1
416,full,112.88,1
417,full,114.93,1
418,full,116.19,1
419,full,112.92,1
420,full,117.13,1
421,full,115.59,1
422,full,112.95,1
423,full,115.49,1
424,full,112.63,1
425,full,113.27,1
426,full,114.77,1
427,full,112.94,1
428,full,113.87,1
429,full,112.47,1
430,full,118.32,1
431,full,114.97,1
432,full,112.86,1
433,full,114.20,1
434,full,114.85,1
435,full,115.10,1
436,full,114.92,1
437,full,137.12,1
438,full,114.62,1
439,full,112.17,1
440,full,114.36,1
441,full,113.55,1
442,full,112.31,1
443,full,117.62,1
444,full,113.95,1
445,full,115.53,1
446,full,112.83,1
447,full,114.99,1
448,full,115.87,1
449,full,113.72,1
450,full,114.77,1
451,full,118.98,1
452,full,113.77,1
453,full,125.94,1
454,full,113.43,1
455,full,113.21,1
456,full,118.19,1
457,full,114.70,1
458,full,116.83,1
459,full,113.42,1
460,full,113.26,1
461,full,118.35,1
462,full,116.51,1
463,full,116.47,1
464,full,113.63,1
465,full,120.81,1
466,full,113.71,1
467,full,116.36,1
468,full,116.39,1
469,full,117.28,1
470,full,124.55,1
471,full,113.77,1
472,full,115.66,1
473,full,123.02,1
474,full,113.70,1
475,full,116.64,1
476,full,117.97,1
477,full,113.38,1
478,full,113.96,1
479,full,113.30,1
480,full,113.28,1
481,full,113.05,1
482,full,127.66,1
483,full,116.09,1
484,full,115.01,1
485,full,124.33,1
486,full,115.18,1
487,full,113.28,1
488,full,115.63,1
489,full,115.47,1
490,full,115.65,1
491,full,113.46,1
492,full,114.68,1
493,full,115.93,1
494,full,120.55,1
495,full,115.62,1
496,full,114.89,1
497,full,114.28,1
498,full,115.79,1
499,full,113.86,1
500,full,113.78,1
501,resumed,113.78,1
502,resumed,115.26,1
503,resumed,116.27,1
504,resumed,127.20,1
505,resumed,115.44,1
506,resumed,116.77,1
507,resumed,114.02,1
508,resumed,118.59,1
509,resumed,116.70,1
510,resumed,116.80,1
511,resumed,116.09,1
512,resumed,117.12,1
513,resumed,116.16,1
514,resumed,116.12,1
515,resumed,115.26,1
516,resumed,132.65,1
517,resumed,115.12,1
518,resumed,115.51,1
519,resumed,115.58,1
520,resumed,117.01,1
521,resumed,117.67,1
522,resumed,118.23,1
523,resumed,113.93,1
524,resumed,114.02,1
525,resumed,114.15,1
526,resumed,116.39,1
527,resumed,119.22,1
528,resumed,119.46,1
529,resumed,117.01,1
530,resumed,131.06,1
531,resumed,144.61,1
532,resumed,118.32,1
533,resumed,121.33,1
534,resumed,121.29,1
535,resumed,118.22,1
536,resumed,113.40,1
537,resumed,117.93,1
538,resumed,112.01,1
539,resumed,114.93,1
540,resumed,116.67,1
541,resumed,126.28,1
542,resumed,116.01,1
543,resumed,114.90,1
544,resumed,115.35,1
545,resumed,114.52,1
546,resumed,115.91,1
547,resumed,115.97,1
548,resumed,120.88,1
549,resumed,115.85,1
550,resumed,113.04,1
551,resumed,117.21,1
552,resumed,122.39,1
553,resumed,116.51,1
554,resumed,112.98,1
555,resumed,112.61,1
556,resumed,112.83,1
557,resumed,113.86,1
