procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 15892876 223252 5544288    0    0   107   148 3646    6  7  2 90  1  0  0
 1  0      0 15888224 223272 5544312    0    0     0  1852 3694 7657  3  3 74 20  0  0
 0  1      0 15896212 223284 5542356    0    0     0   728 5267 8939  6  4 81 10  0  0
 0  1      0 15889400 223312 5544456    0    0     0  1964 5869 8534  7  5 78 10  0  0
 1  0      0 15865272 223340 5544440    0    0     0   512 5303 7771  3  3 84 10  0  0
 0  1      0 15855536 223360 5544388    0    0     0   508 13573 22260  9  7 79  5  0  0
 0  1      0 15861272 223412 5544416    0    0     0  1144 2687 4221  3  3 83 11  0  0
 1  0      0 15872272 223428 5544512    0    0     0   284 5049 7636 10  3 82  4  0  0
 1  1      0 15873996 223428 5542472    0    0     0     0 1815 1349 13  1 86  0  0  0
 1  0      0 15876720 223428 5542480    0    0     0     4 2568 3822 13  1 86  0  0  0
 1  0      0 15896212 223444 5542420    0    0     0   108 2367 1681 13  1 85  1  0  0
 1  0      0 15901884 223444 5542428    0    0     0     0 2330 1094 13  1 87  0  0  0
 1  0      0 15899880 223444 5544744    0    0     0     0 8525 5711 14  1 85  0  0  0
 1  0      0 15915868 223444 5544964    0    0     0     0 4288 1969 13  1 86  0  0  0
 5  0      0 15911956 223472 5544552    0    0     0  1072 3465 7049 15  1 77  7  0  0
 1  1      0 15905836 223476 5544520    0    0     0  1724 2985 4428 13  1 68 18  0  0
 1  1      0 15911824 223496 5544624    0    0     0   884 5309 8444 16  2 71 11  0  0
 2  1      0 15899476 223524 5544612    0    0     0  1700 7073 9810 25  3 61 11  0  0
 2  1      0 15882664 223552 5544748    0    0     0   848 8796 14316 27  4 60  9  0  0
 3  2      0 15857468 223572 5544768    0    0     0  1876 9129 13503 35  5 49 11  0  0
 3  1      0 15858936 223584 5542740    0    0     0  1056 8310 8796 36  4 51  8  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  1      0 15856960 223600 5544904    0    0     0   748 11328 18735 42  6 44  9  0  0
 5  1      0 15850796 223624 5542876    0    0     0  1944 9281 10873 47  5 35 13  0  0
 5  1      0 15829848 223644 5545044    0    0     0   724 11644 18149 50  7 37  6  0  0
 5  1      0 15846884 223656 5545072    0    0     0  1788 10734 15958 59  7 26  8  0  0
 5  1      0 15827568 223668 5545376    0    0     0  1448 15373 14309 59  7 28  6  0  0
 6  2      0 15831484 223684 5545480    0    0     0  1648 21101 20664 65  8 23  4  0  0
 9  1      0 15828020 223716 5545520    0    0     0   900 17895 17448 69  9 19  4  0  0
13  1      0 15813060 223732 5545628    0    0     0   612 13460 19765 73  8 15  4  0  0
16  0      0 15805256 223740 5543652    0    0     0  1848 11216 13298 79  8 11  2  0  0
12  1      0 15811304 223760 5545740    0    0     0   732 12421 16460 80 10  9  1  0  0
10  1      0 15806160 223784 5545840    0    0     0  1972 12214 15198 86  9  4  1  0  0
 9  1      0 15809352 223792 5545932    0    0     0  1524 13255 17522 86  9  4  1  0  0
11  1      0 15784580 223840 5546104    0    0     0  1160 14407 21322 86 10  3  0  0  0
10  1      0 15768000 223860 5544064    0    0     0  1912 12523 13681 89  9  2  0  0  0
12  1      0 15772052 223888 5546068    0    0     0  2028 12670 13900 87  9  4  1  0  0
11  1      0 15762300 223912 5546144    0    0     0   884 15034 19749 89 10  1  0  0  0
 7  2      0 15773616 223916 5544216    0    0     0  2036 13826 16609 89  9  1  1  0  0
12  1      0 15768376 223940 5546228    0    0     0   520 14808 19117 89 10  1  0  0  0
12  1      0 15761780 223964 5546348    0    0     0  1724 14375 17219 90  9  1  0  0  0
10  1      0 15774784 223992 5544276    0    0     0  1172 13069 13699 90  9  1  0  0  0
18  0      0 15756576 224004 5546360    0    0     0   504 15309 18511 89 10  0  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
17  1      0 15739648 224012 5544512    0    0     0  1856 14017 17741 91  9  0  0  0  0
15  0      0 15744388 224032 5546560    0    0     0  1476 12624 14495 90 10  0  0  0  0
11  1      0 15738120 224048 5546700    0    0     0  1136 14432 20108 88 12  0  0  0  0
12  2      0 15753908 224060 5545016    0    0     0  1960 11355 11467 90 10  0  0  0  0
13  1      0 15753044 224076 5546856    0    0     0   464 12547 14860 90 10  0  0  0  0
26  9      0 15748496 224104 5547004    0    0     0  1728 13370 18673 89 11  0  0  0  0
23  0      0 15730912 224128 5547032    0    0     0   868 12574 15211 90 10  0  0  0  0
21  1      0 15738888 224140 5547092    0    0     0   592 14981 21419 89 11  0  0  0  0
13  2      0 15744256 224152 5547220    0    0     0  2440 12738 14706 90 10  0  0  0  0
19  0      0 15739556 224164 5547248    0    0     0   576 13107 16845 88 12  0  0  0  0
15  1      0 15734832 224184 5547392    0    0     0  2056 12578 14615 89 10  0  0  0  0
14  0      0 15713776 224204 5547460    0    0     0   980 13553 18218 89 10  1  0  0  0
13  2      0 15703680 224220 5547624    0    0     0  2132 13730 19364 88 12  0  0  0  0
 8  2      0 15699252 224224 5545672    0    0     0   904 11912 13532 90 10  0  0  0  0
14  1      0 15706448 224244 5547716    0    0     0   676 13022 16437 89 11  0  0  0  0
12  1      0 15694856 224260 5547856    0    0     0  1964 12146 14304 90 10  0  0  0  0
18  0      0 15687628 224284 5548264    0    0     0   868 14222 21141 89 11  0  0  0  0
15  2      0 15680832 224308 5548116    0    0     0  2064 13597 18817 88 11  0  0  0  0
17  0      0 15686276 224320 5546080    0    0     0  1084 11549 12497 90 10  0  0  0  0
25  0      0 15670396 224348 5548116    0    0     0   508 12756 16169 89 11  0  0  0  0
27  1      0 15659828 224352 5548340    0    0     0  2024 12179 14431 90 10  0  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
15  1      0 15656012 224364 5548356    0    0     0  1408 12352 16102 90 10  0  0  0  0
27  0      0 15662636 224372 5548384    0    0     0   276 13211 17657 89 11  0  0  0  0
12  3      0 15669164 224396 5548584    0    0     0  1812 13128 16878 90 10  0  0  0  0
20  1      0 15682040 224416 5546568    0    0     0   908 11585 12349 89 10  0  0  0  0
17  0      0 15671644 224420 5548276    0    0     0   448 14528 22639 88 12  0  0  0  0
21  2      0 15676720 224444 5548448    0    0     0  1880 13233 16856 90 10  0  0  0  0
14  1      0 15688628 224480 5548436    0    0     0   960 12747 16136 89 11  0  0  0  0
14  1      0 15695080 224496 5548544    0    0     0   500 13654 18089 90 10  0  0  0  0
19  1      0 15671992 224512 5546576    0    0     0  1904 13438 19457 89 10  0  0  0  0
16  1      0 15653312 224540 5548660    0    0     0  1468 12134 14544 89 11  0  0  0  0
22  1      0 15654008 224548 5548776    0    0     0   580 14295 20669 89 11  0  0  0  0
19  0      0 15641064 224564 5547116    0    0     0  1688 12348 15428 89 11  0  0  0  0
24  0      0 15645496 224592 5548932    0    0     0  1040 12176 14336 89 11  0  0  0  0
17  1      0 15643324 224620 5549048    0    0     0  2028 12873 16439 88 11  0  0  0  0
17  2      0 15650208 224628 5547092    0    0     0  1240 13102 18057 90 10  0  0  0  0
14  1      0 15638868 224652 5549204    0    0     0   528 13357 18074 89 11  0  0  0  0
24  2      0 15630776 224672 5549340    0    0     0  1796 13161 18043 89 11  0  0  0  0
18  1      0 15649540 224696 5549436    0    0     0   988 11189 11553 89 11  0  0  0  0
21  1      0 15632436 224708 5549476    0    0     0   492 13438 18741 88 12  0  0  0  0
22  1      0 15623304 224728 5547520    0    0     0  1980 13717 19847 89 11  0  0  0  0
18  1      0 15634024 224732 5547572    0    0     0  1244 11573 13845 90 10  0  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
18  1      0 15629728 224752 5549640    0    0     0   376 13020 16771 88 12  0  0  0  0
11  2      0 15622060 224764 5549788    0    0     0  1268 13711 19121 89 11  0  0  0  0
16  2      0 15649628 224768 5547832    0    0     0  1132 13177 16632 90 10  0  0  0  0
22  6      0 15623108 224772 5547744    0    0     0  2120 13722 19964 88 12  0  0  0  0
12  8      0 15624724 224784 5547736    0    0     0  1072 11881 14009 91  9  0  0  0  0
17  0      0 15617420 224812 5549856    0    0     0   892 12747 17001 90 11  0  0  0  0
17  1      0 15606144 224820 5549920    0    0     0   508 13117 17263 89 11  0  0  0  0
25  1      0 15605552 224832 5547912    0    0     0  1632 12045 14414 90 10  0  0  0  0
