Linux 6.17.0-19-generic (tolokoum-HP-ProBook-640-G4) 	03/06/2026 	_x86_64_	(8 CPU)

10:13:46     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:13:47     all    7,83    0,13    6,44   16,16    0,00    0,00    0,00    0,00    0,00   69,44
10:13:48     all    7,72    0,13    5,28   10,30    0,00    0,00    0,00    0,00    0,00   76,58
10:13:49     all   15,17    0,00    9,90    6,17    0,00    0,00    0,00    0,00    0,00   68,77
10:13:50     all    6,81    0,00    5,30   11,98    0,00    0,13    0,00    0,00    0,00   75,79
10:13:51     all   10,63    0,00    9,60    4,35    0,00    0,13    0,00    0,00    0,00   75,29
10:13:52     all    9,35    0,00   10,37    0,00    0,00    0,00    0,00    0,00    0,00   80,28
10:13:53     all   10,90    0,00   10,64    2,18    0,00    0,00    0,00    0,00    0,00   76,28
10:13:54     all    5,40    0,25    4,15   16,08    0,00    0,13    0,00    0,00    0,00   73,99
10:13:55     all   11,77    0,13    8,48    8,99    0,00    0,00    0,00    0,00    0,00   70,63
10:13:56     all    2,39    0,00    2,26    1,13    0,00    0,00    0,00    0,00    0,00   94,22
10:13:57     all    2,26    0,00    2,89    0,00    0,00    0,00    0,00    0,00    0,00   94,84
10:13:58     all    2,14    0,00    2,39    0,00    0,00    0,00    0,00    0,00    0,00   95,48
10:13:59     all    2,02    0,00    2,15    0,38    0,00    0,13    0,00    0,00    0,00   95,33
10:14:00     all    4,94    0,00    3,93    0,00    0,00    0,13    0,00    0,00    0,00   91,00
10:14:01     all    1,38    0,00    2,01    1,38    0,00    0,00    0,00    0,00    0,00   95,23
10:14:02     all    4,80    0,00    4,05    8,72    0,00    0,13    0,00    0,00    0,00   82,30
10:14:03     all    5,97    0,13    3,81   14,49    0,00    0,00    0,00    0,00    0,00   75,60
10:14:04     all    9,03    0,00    7,51    6,49    0,00    0,00    0,00    0,00    0,00   76,97
10:14:05     all    4,45    0,13    3,82   17,43    0,00    0,00    0,00    0,00    0,00   74,17
10:14:06     all   12,27    0,00    9,04    8,01    0,00    0,00    0,00    0,00    0,00   70,67
10:14:07     all    8,44    0,26    7,03   14,19    0,00    0,26    0,00    0,00    0,00   69,82
10:14:08     all    5,62    0,13    4,47   15,45    0,00    0,00    0,00    0,00    0,00   74,33
10:14:09     all   10,80    0,00    9,00    6,43    0,00    0,00    0,00    0,00    0,00   73,78
10:14:10     all   10,42    0,00    6,95   15,96    0,00    0,26    0,00    0,00    0,00   66,41
10:14:11     all   12,61    0,26    7,85    9,65    0,00    0,13    0,00    0,00    0,00   69,50
10:14:12     all   21,54    0,00   10,57    5,35    0,00    0,13    0,00    0,00    0,00   62,40
10:14:13     all    9,49    0,51    6,46   15,95    0,00    0,00    0,00    0,00    0,00   67,59
10:14:14     all   11,31    0,13    7,84    8,10    0,00    0,13    0,00    0,00    0,00   72,49
10:14:15     all    8,85    0,00    7,56   13,33    0,00    0,26    0,00    0,00    0,00   70,00
10:14:16     all   15,87    0,26    9,42   10,19    0,00    0,00    0,00    0,00    0,00   64,26
10:14:17     all   18,32    0,00   12,17    4,19    0,00    0,39    0,00    0,00    0,00   64,92
10:14:18     all    9,31    0,13    6,12   14,92    0,00    0,00    0,00    0,00    0,00   69,52
10:14:19     all    9,25    0,13    7,46    9,25    0,00    0,00    0,00    0,00    0,00   73,91
10:14:20     all    8,47    0,13    6,68    7,32    0,00    0,13    0,00    0,00    0,00   77,28
10:14:21     all   18,68    0,13    9,60   15,05    0,00    0,13    0,00    0,00    0,00   56,42
10:14:22     all   18,05    0,13    8,44    6,88    0,00    0,00    0,00    0,00    0,00   66,49
10:14:23     all   11,95    0,26    9,74    8,70    0,00    0,13    0,00    0,00    0,00   69,22
10:14:24     all    6,89    0,13    6,12   13,90    0,00    0,13    0,00    0,00    0,00   72,83
10:14:25     all   16,62    0,00    9,15    7,99    0,00    0,00    0,00    0,00    0,00   66,24
10:14:26     all   20,37    0,13   13,62   10,58    0,00    0,13    0,00    0,00    0,00   55,16
10:14:27     all   14,43    0,00    9,02   15,21    0,00    0,13    0,00    0,00    0,00   61,21
10:14:28     all   18,39    0,26   11,79    5,05    0,00    0,26    0,00    0,00    0,00   64,25
10:14:29     all    9,21    0,26    7,42   12,15    0,00    0,13    0,00    0,00    0,00   70,84
10:14:30     all   10,84    0,13    5,99   22,70    0,00    0,13    0,00    0,00    0,00   60,20
10:14:31     all   19,45    0,00   10,97    8,88    0,00    0,13    0,00    0,00    0,00   60,57
10:14:32     all   12,03    0,13    9,06    6,47    0,00    0,00    0,00    0,00    0,00   72,32
10:14:33     all    9,60    0,26    7,30   11,40    0,00    0,13    0,00    0,00    0,00   71,32
