P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
8.56,6.06,17.66,6.38,4.69
8.84,6.18,14.52,5.9,4.26
8.48,5.09,15.38,6.2,4.25
9.44,5.1,15.08,6.17,4.41
9.25,5.08,16.1,5.9,5.9
8.87,5.0,14.85,6.01,5.75
8.83,5.44,15.82,5.89,4.26
8.85,5.28,14.97,5.85,4.2
9.03,5.77,15.76,5.95,4.26
9.07,6.56,14.84,5.91,4.39
8.95,5.24,15.8,6.0,4.54
9.02,5.72,14.87,5.9,5.44
9.57,6.18,15.75,5.9,5.19
9.32,5.3,15.03,6.0,4.59
9.64,6.1,15.98,6.09,4.4
9.37,5.84,15.0,6.67,4.42
9.07,5.79,15.62,7.4,4.4
10.52,5.19,15.17,7.1,4.64
9.07,5.37,16.64,6.67,5.21
10.06,5.4,15.1,7.21,4.68
8.44,5.43,15.46,6.72,4.38
8.59,6.14,16.24,6.34,4.44
8.28,5.22,15.75,6.21,4.38
9.05,5.07,15.45,5.87,4.63
8.71,5.93,15.78,5.91,5.31
10.3,5.24,15.73,5.9,4.72
9.26,5.08,15.2,5.87,4.42
9.01,5.3,15.97,5.84,4.46
9.09,5.63,16.24,5.89,4.42
9.44,5.4,16.27,5.88,4.56
9.06,5.18,15.05,6.02,4.5
9.56,5.24,14.92,5.86,5.17
8.7,5.11,14.72,5.88,4.9
8.58,6.26,14.36,6.13,4.38
9.06,5.13,13.95,6.05,4.37
9.31,5.93,14.68,5.88,4.37
11.31,5.07,15.58,6.38,4.39
9.55,5.1,15.85,6.63,4.56
8.91,4.94,15.69,6.52,6.45
8.74,4.98,15.07,6.35,4.99
9.21,4.96,15.57,6.29,4.42
10.35,4.95,15.49,5.67,4.32
9.35,4.91,14.66,5.58,4.36
9.74,4.78,16.26,5.66,4.38
8.76,4.8,14.93,5.7,5.37
8.62,5.3,15.61,5.72,5.9
8.88,4.96,15.49,5.79,5.28
9.83,4.93,15.41,6.76,4.35
9.22,6.83,15.26,6.56,4.23
8.61,4.93,15.25,7.12,4.33
8.55,5.33,15.29,7.08,4.68
8.99,5.12,15.06,6.43,5.03
9.29,6.16,14.63,6.19,5.8
9.05,5.17,14.4,6.15,4.24
8.86,5.15,14.38,6.04,4.42
9.94,5.81,15.19,5.68,4.39
8.18,5.59,14.22,5.83,4.36
7.96,5.12,15.85,5.76,4.92
8.15,5.04,14.31,5.73,5.29
8.86,5.07,14.61,5.64,4.51
8.31,5.28,14.96,5.66,4.45
7.67,5.23,15.51,5.71,4.34
8.02,5.16,14.31,5.82,4.39
7.99,5.12,14.83,5.94,4.42
8.55,5.34,14.52,6.48,4.95
8.68,5.47,15.64,6.35,4.63
8.42,6.08,15.2,5.93,4.41
7.69,5.13,15.64,5.73,4.38
9.06,6.88,15.0,5.7,4.47
8.13,6.39,16.07,5.72,4.45
8.13,5.48,14.87,5.65,4.39
8.04,5.68,14.78,5.72,4.68
8.88,5.93,14.66,5.61,4.7
8.24,5.17,14.51,5.61,4.41
9.78,5.03,15.42,6.0,4.38
9.22,5.03,14.39,5.92,4.44
8.2,5.12,14.65,6.16,4.47
7.92,5.12,14.74,5.71,4.68
8.05,5.11,14.47,5.73,4.61
9.29,5.39,15.03,5.71,4.25
8.67,5.45,14.22,5.73,4.23
9.9,5.78,14.68,5.68,4.23
8.88,6.27,14.61,5.72,4.4
9.58,6.63,15.15,5.71,5.25
8.59,6.33,14.92,6.07,4.86
8.78,6.03,15.22,6.43,4.41
8.5,5.32,16.27,6.54,4.38
10.86,8.45,15.45,6.66,4.39
8.44,5.85,14.95,6.21,4.35
8.7,5.95,15.13,7.17,5.0
8.25,5.36,14.86,6.05,5.21
9.54,5.04,15.04,5.68,4.93
9.12,6.12,14.62,5.7,4.54
8.56,5.95,14.77,5.69,4.35
8.89,5.42,14.94,5.7,4.44
8.03,5.1,14.4,5.89,4.36
7.92,5.24,14.41,5.76,4.99
7.6,5.06,14.87,5.7,5.12
8.48,5.74,15.36,6.07,4.97
9.29,5.12,15.27,6.43,4.41
8.68,5.79,14.99,6.38,4.24
9.8,5.63,15.32,6.72,4.22
9.15,5.06,16.67,6.08,4.25
8.79,5.91,14.94,6.63,5.2
8.76,5.38,15.22,5.86,5.6
8.79,5.07,15.62,5.73,4.54
8.92,5.36,15.48,5.7,4.35
9.34,5.78,14.91,6.35,4.26
8.24,5.1,15.08,5.71,4.22
8.35,5.19,14.89,5.49,5.12
7.54,5.47,14.29,5.71,5.5
7.83,5.73,13.87,5.84,4.28
7.54,5.63,14.05,6.21,4.23
7.59,7.32,15.05,6.15,4.41
7.6,5.71,14.86,6.2,4.37
7.89,5.86,16.84,6.14,4.45
7.65,5.86,14.37,5.51,4.92
7.68,5.11,14.51,5.8,5.5
7.55,4.95,14.66,5.67,4.79
7.54,5.02,15.56,5.71,4.45
7.57,4.93,15.04,5.75,4.25
7.54,4.96,15.92,5.69,4.55
7.59,4.99,14.64,5.68,4.5
7.75,5.19,15.32,6.16,4.53
8.15,7.44,15.03,6.2,4.71
9.17,5.53,15.01,6.63,4.3
8.31,5.46,14.37,6.28,4.42
8.33,6.55,14.54,5.88,4.29
8.43,6.74,14.03,6.76,4.8
8.41,6.88,14.71,5.84,5.0
8.24,7.68,14.07,5.65,4.09
8.23,6.18,14.87,5.58,4.25
8.21,7.32,14.68,5.56,4.22
8.02,5.15,15.03,5.52,4.5
7.79,5.26,15.54,5.67,4.7
8.2,5.35,15.01,5.73,5.19
8.27,5.17,14.88,6.07,4.46
9.16,6.57,14.71,6.14,4.39
8.54,6.35,18.3,6.55,4.33
8.87,6.5,15.34,6.1,4.43
8.9,5.14,14.63,5.75,4.42
8.07,5.07,13.98,5.96,5.58
7.81,5.43,14.63,5.65,4.97
8.26,5.19,14.32,5.75,5.59
8.16,5.14,14.39,5.67,4.31
9.16,5.5,15.0,5.7,4.2
8.18,5.65,14.29,6.37,4.2
8.08,6.86,16.66,6.11,5.12
10.84,6.8,13.9,6.44,5.23
8.32,5.71,13.92,6.79,4.13
8.42,5.98,14.26,6.21,4.21
8.24,4.96,15.73,6.99,4.2
8.45,4.88,14.35,6.51,4.51
