procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 10685588 293704 7253588    0    0   116   472 7060   16  9  5 84  2  0  0
 1  2      0 10652776 293720 7257768    0    0     0  1988 8386 20668 10  5 67 17  0  0
 1  1      0 10650776 293728 7253684    0    0     0  1476 5198 12007  5  4 79 12  0  0
 1  1      0 10627280 293736 7257808    0    0     0   800 10826 28769 12  7 71 10  0  0
 0  1      0 10623212 293748 7258176    0    0     0  1624 7061 15677  9  5 74 12  0  0
 1  0      0 10580152 293756 7258188    0    0     0   272 15453 33290 12  8 76  4  0  0
 0  1      0 10575856 293776 7258180    0    0     0  1544 10590 23259  7  7 74 11  0  0
 1  0      0 10583456 293776 7258276    0    0     0  1060 10522 25969 13  7 70 10  0  0
 2  0      0 10589584 293792 7258328    0    0     0   348 7304 18127 16  4 76  4  0  0
 1  0      0 10587280 293792 7254252    0    0     0     4 6700 19608 19  2 78  1  0  0
 1  0      0 10600852 293792 7254272    0    0     0     0 3958 10726 14  1 84  0  0  0
 1  0      0 10607856 293792 7258112    0    0     0     0 4706 12160 15  2 84  0  0  0
 1  0      0 10614592 293792 7258388    0    0     0     0 7015 16259 18  2 81  0  0  0
 1  5      0 10608084 293804 7258384    0    0     0  2172 9568 28317 24  4 63  9  0  0
 3  1      0 10613748 293816 7258376    0    0     0  1296 5136 13117 15  2 61 22  0  0
 2  1      0 10610268 293824 7258912    0    0     0   892 9036 22805 21  5 66  9  0  0
 7  1      0 10597220 293836 7259412    0    0     0  2576 12444 23943 28  7 46 18  0  0
 5  1      0 10569684 293844 7259516    0    0     0   892 12315 20067 29  8 54  9  0  0
 3  3      0 10561580 293848 7259576    0    0     0  1888 13848 31628 36 12 40 11  0  0
 3  1      0 10548240 293856 7255508    0    0     0  1084 11581 25283 35 11 43 11  0  0
 6  2      0 10550948 293860 7259696    0    0     0  1240 14604 36021 43 14 37  6  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  1      0 10558460 293868 7255648    0    0     0  1180 10601 21739 43 13 34 10  0  0
 3  3      0 10522548 293896 7259796    0    0     0  1092 18246 41037 55 17 24  4  0  0
 6  3      0 10510192 293904 7259896    0    0     0  1860 13739 32433 54 17 19 11  0  0
 5  1      0 10520660 293908 7255828    0    0     0  1128 13090 30473 52 16 23  9  0  0
10  2      0 10478648 293920 7260036    0    0     0  1196 14277 31078 59 20 19  3  0  0
15  1      0 10483460 293924 7255992    0    0     0  1156 13686 29116 64 18 13  5  0  0
 7  1      0 10487540 293936 7260112    0    0     0  1132 17317 36562 67 22  9  2  0  0
 8  3      0 10480856 293948 7260216    0    0     0  1984 15625 34148 69 22  6  3  0  0
 7  1      0 10501092 293960 7256168    0    0     0  1176 14667 31880 64 20  8  8  0  0
10  0      0 10480140 293980 7260292    0    0     0   824 15301 28741 71 22  6  1  0  0
17  1      0 10481524 293996 7256352    0    0     0  1736 18515 34666 74 22  3  1  0  0
20  0      0 10472724 294004 7260460    0    0     0   984 17496 32460 73 23  3  1  0  0
10  1      0 10454276 294016 7260588    0    0     0  1572 18908 36090 74 24  2  0  0  0
17  1      0 10435884 294020 7260652    0    0     0  1120 17617 33227 74 24  2  0  0  0
10 10      0 10447864 294028 7260332    0    0     0  1172 16222 27810 73 24  3  1  0  0
 9  1      0 10455936 294036 7260728    0    0     0  1392 13570 22837 62 20  6 11  0  0
19  3      0 10465196 294048 7256652    0    0     0  1704 18927 36387 74 23  2  0  0  0
11  1      0 10484016 294072 7256676    0    0     0  1164 16876 30251 75 22  2  1  0  0
12  0      0 10472260 294084 7260848    0    0     0   608 16790 30950 74 25  1  0  0  0
 9  2      0 10477136 294084 7257160    0    0     0  1848 16829 31262 74 25  1  0  0  0
10  2      0 10471272 294100 7256844    0    0     0  1164 15022 23696 63 21  4 12  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
16  3      0 10469248 294100 7256824    0    0     0  1360 13383 20327 75 24  1  1  0  0
17  0      0 10443552 294108 7260904    0    0     0   676 15357 25781 74 25  1  0  0  0
16  2      0 10460920 294116 7261036    0    0     0  1540 13520 21826 75 24  0  0  0  0
17  2      0 10465684 294120 7257008    0    0     0  1264 13385 20617 75 25  1  0  0  0
14  0      0 10454004 294132 7261084    0    0     0   532 14128 23489 75 24  1  0  0  0
17  4      0 10447124 294136 7261184    0    0     0  1724 18475 36143 75 23  1  1  0  0
12  1      0 10460004 294140 7257108    0    0     0   688 14210 24411 70 21  5  5  0  0
12  1      0 10454140 294148 7257116    0    0     0  1368 15335 27038 75 24  1  0  0  0
14  1      0 10483140 294152 7257152    0    0     0   976 16455 30432 75 24  1  0  0  0
12  1      0 10458432 294164 7261228    0    0     0   548 14960 24730 74 25  0  0  0  0
19  4      0 10444956 294172 7257320    0    0     0  1668 15584 29498 75 24  0  1  0  0
14  2      0 10468976 294176 7257348    0    0     0  1300 15815 28569 75 23  0  2  0  0
19  2      0 10465588 294176 7261392    0    0     0   660 13900 27856 62 21  3 14  0  0
13  3      0 10467312 294176 7261532    0    0     0  1444 13932 22415 75 24  1  0  0  0
16  1      0 10461552 294184 7257448    0    0     0   728 14549 24929 75 24  1  0  0  0
18  3      0 10447048 294196 7257540    0    0     0  1636 15418 27737 75 24  0  0  0  0
