protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,n_blocks_pooled,n_files_pooled,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,ci95_method,ci95_naive_low_ms,ci95_naive_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
tls,mutual,ed25519,P-256,classique,L1,classique,none,500,500,0,100.0,4,4,6.03,1.008,5.359,7.023,bootstrap_blocs,5.941,6.118,5.61,8.032,8.615,4.91,10.63
tls,mutual,ed25519,hqc128,pq_pur,L1,classique,none,500,500,0,100.0,4,4,21.216,2.563,19.533,23.731,bootstrap_blocs,20.991,21.44,20.255,25.608,29.873,18.78,39.32
tls,mutual,ed25519,mlkem512,pq_pur,L1,classique,none,500,500,0,100.0,4,4,6.047,0.724,5.592,6.652,bootstrap_blocs,5.984,6.11,5.83,7.66,8.381,5.06,9.27
tls,mutual,ed25519,p256_hqc128,hybride,L1,classique,none,500,500,0,100.0,4,4,26.096,3.752,24.249,29.733,bootstrap_blocs,25.767,26.425,24.23,34.024,40.109,23.55,46.41
tls,mutual,ed25519,p256_mlkem512,hybride,L1,classique,none,500,500,0,100.0,4,4,11.653,0.987,11.002,12.46,bootstrap_blocs,11.567,11.74,11.49,13.232,14.612,9.98,17.39
tls,mutual,ed25519,x25519_hqc128,hybride,L1,classique,none,500,500,0,100.0,4,4,21.037,1.995,19.848,22.889,bootstrap_blocs,20.862,21.212,20.42,24.011,25.89,19.06,37.92
tls,mutual,ed25519,x25519_mlkem512,hybride,L1,classique,none,500,500,0,100.0,4,4,6.186,0.554,5.883,6.54,bootstrap_blocs,6.138,6.235,6.02,7.211,7.883,5.45,9.04
tls,mutual,ed25519,x25519,classique,L1,classique,none,500,500,0,100.0,4,4,5.837,0.927,5.426,6.623,bootstrap_blocs,5.756,5.918,5.47,7.392,9.85,4.96,13.14
tls,mutual,mldsa44,P-256,classique,L1,pq,none,500,500,0,100.0,4,4,22.025,1.707,20.771,23.641,bootstrap_blocs,21.876,22.175,21.5,25.06,25.614,19.9,32.43
tls,mutual,mldsa44,hqc128,pq_pur,L1,pq,none,500,500,0,100.0,4,4,37.55,3.719,35.024,41.386,bootstrap_blocs,37.224,37.876,36.035,44.471,47.352,34.14,70.31
tls,mutual,mldsa44,mlkem512,pq_pur,L1,pq,none,500,500,0,100.0,4,4,23.565,3.572,21.515,27.066,bootstrap_blocs,23.251,23.878,21.975,30.112,36.113,20.51,48.28
tls,mutual,mldsa44,p256_hqc128,hybride,L1,pq,none,500,500,0,100.0,4,4,43.209,4.029,40.796,47.108,bootstrap_blocs,42.856,43.562,41.53,49.701,53.546,39.57,80.2
tls,mutual,mldsa44,p256_mlkem512,hybride,L1,pq,none,500,500,0,100.0,4,4,29.518,3.622,27.558,32.969,bootstrap_blocs,29.2,29.835,28.13,36.832,41.403,25.53,53.93
tls,mutual,mldsa44,x25519_hqc128,hybride,L1,pq,none,500,500,0,100.0,4,4,38.324,4.098,35.568,42.708,bootstrap_blocs,37.965,38.683,36.42,45.7,48.971,34.29,57.27
tls,mutual,mldsa44,x25519_mlkem512,hybride,L1,pq,none,500,500,0,100.0,4,4,23.486,3.031,21.519,26.635,bootstrap_blocs,23.221,23.752,22.0,28.961,31.078,20.7,42.22
tls,mutual,mldsa44,x25519,classique,L1,pq,none,500,500,0,100.0,4,4,21.926,3.375,19.208,25.155,bootstrap_blocs,21.63,22.222,21.25,27.78,29.493,18.47,31.0
tls,mutual,mldsa65,P-384,classique,L3,pq,none,500,500,0,100.0,4,4,33.019,3.588,31.042,35.968,bootstrap_blocs,32.705,33.334,31.89,40.581,45.395,30.17,63.28
tls,mutual,mldsa65,hqc192,pq_pur,L3,pq,none,500,500,0,100.0,4,4,75.563,4.497,72.426,78.834,bootstrap_blocs,75.169,75.957,74.75,83.489,89.562,69.41,99.4
tls,mutual,mldsa65,mlkem768,pq_pur,L3,pq,none,500,500,0,100.0,4,4,31.734,4.07,28.373,36.039,bootstrap_blocs,31.377,32.091,30.745,38.86,40.871,26.17,50.22
tls,mutual,mldsa65,p384_hqc192,hybride,L3,pq,none,500,500,0,100.0,4,4,83.922,8.961,77.559,93.388,bootstrap_blocs,83.136,84.707,80.365,100.842,104.818,75.55,116.08
tls,mutual,mldsa65,p384_mlkem768,hybride,L3,pq,none,500,500,0,100.0,4,4,38.129,3.408,35.683,41.628,bootstrap_blocs,37.83,38.427,36.865,44.401,46.36,34.15,54.27
tls,mutual,mldsa65,x448_hqc192,hybride,L3,pq,none,500,500,0,100.0,4,4,76.294,8.371,70.699,84.97,bootstrap_blocs,75.56,77.028,73.8,92.721,98.786,68.62,128.44
tls,mutual,mldsa65,x448_mlkem768,hybride,L3,pq,none,500,500,0,100.0,4,4,33.933,3.182,31.895,37.302,bootstrap_blocs,33.654,34.212,32.55,40.208,41.803,30.6,45.5
tls,mutual,mldsa65,x448,classique,L3,pq,none,500,500,0,100.0,4,4,31.12,7.652,24.576,39.098,bootstrap_blocs,30.45,31.791,30.555,43.424,50.198,21.62,69.87
tls,mutual,mldsa87,P-521,classique,L5,pq,none,500,500,0,100.0,4,4,43.471,12.301,31.991,55.182,bootstrap_blocs,42.392,44.549,44.95,61.438,71.119,26.51,92.91
tls,mutual,mldsa87,hqc256,pq_pur,L5,pq,none,500,500,0,100.0,4,4,126.204,8.18,120.888,134.64,bootstrap_blocs,125.487,126.921,122.965,142.562,149.932,118.84,165.73
tls,mutual,mldsa87,mlkem1024,pq_pur,L5,pq,none,500,500,0,100.0,4,4,43.416,3.093,41.123,45.912,bootstrap_blocs,43.145,43.687,43.74,47.551,53.405,39.31,66.94
tls,mutual,mldsa87,p521_hqc256,hybride,L5,pq,none,500,500,0,100.0,4,4,135.094,10.397,129.049,145.935,bootstrap_blocs,134.183,136.005,129.905,155.262,167.722,127.01,188.52
tls,mutual,mldsa87,p521_mlkem1024,hybride,L5,pq,none,500,500,0,100.0,4,4,48.247,8.728,39.933,55.728,bootstrap_blocs,47.482,49.012,50.805,59.945,62.053,34.41,72.73
tls,mutual,secp384r1,P-384,classique,L3,classique,none,500,500,0,100.0,4,4,9.076,1.022,8.465,10.102,bootstrap_blocs,8.987,9.166,8.63,11.251,11.73,7.87,12.53
tls,mutual,secp384r1,hqc192,pq_pur,L3,classique,none,500,500,0,100.0,4,4,51.265,3.649,49.131,54.871,bootstrap_blocs,50.945,51.585,49.495,58.341,60.711,48.37,83.69
tls,mutual,secp384r1,mlkem768,pq_pur,L3,classique,none,500,500,0,100.0,4,4,8.632,1.309,7.891,9.895,bootstrap_blocs,8.518,8.747,8.155,11.613,12.531,7.1,15.53
tls,mutual,secp384r1,p384_hqc192,hybride,L3,classique,none,500,500,0,100.0,4,4,59.18,7.333,55.366,66.765,bootstrap_blocs,58.537,59.823,55.31,72.534,84.692,54.62,100.54
tls,mutual,secp384r1,p384_mlkem768,hybride,L3,classique,none,500,500,0,100.0,4,4,15.268,1.801,14.249,16.816,bootstrap_blocs,15.11,15.425,14.725,17.962,21.682,13.11,29.65
tls,mutual,secp384r1,x448_hqc192,hybride,L3,classique,none,500,500,0,100.0,4,4,53.78,4.728,50.81,58.918,bootstrap_blocs,53.366,54.195,51.285,63.314,66.931,49.99,70.27
tls,mutual,secp384r1,x448_mlkem768,hybride,L3,classique,none,500,500,0,100.0,4,4,10.119,1.564,9.028,11.702,bootstrap_blocs,9.981,10.256,9.565,12.994,13.721,8.18,19.94
tls,mutual,secp384r1,x448,classique,L3,classique,none,500,500,0,100.0,4,4,8.634,1.298,7.892,9.748,bootstrap_blocs,8.52,8.747,8.19,10.971,13.381,7.3,17.11
tls,mutual,secp521r1,P-521,classique,L5,classique,none,500,500,0,100.0,4,4,10.1,0.893,9.356,10.856,bootstrap_blocs,10.022,10.178,10.06,11.652,12.291,8.57,12.66
tls,mutual,secp521r1,hqc256,pq_pur,L5,classique,none,500,500,0,100.0,4,4,91.848,10.888,85.534,102.808,bootstrap_blocs,90.894,92.803,86.785,110.033,134.866,84.03,153.95
tls,mutual,secp521r1,mlkem1024,pq_pur,L5,classique,none,500,500,0,100.0,4,4,9.002,1.299,8.217,10.218,bootstrap_blocs,8.888,9.116,8.51,11.62,12.981,7.58,16.94
tls,mutual,secp521r1,p521_hqc256,hybride,L5,classique,none,500,500,0,100.0,4,4,96.238,7.041,91.673,103.514,bootstrap_blocs,95.621,96.855,93.255,111.807,117.383,90.26,135.07
tls,mutual,secp521r1,p521_mlkem1024,hybride,L5,classique,none,500,500,0,100.0,4,4,16.156,1.404,15.438,17.467,bootstrap_blocs,16.032,16.279,15.7,18.78,20.173,14.27,24.17
