P-384,x448,hqc192,p384_hqc192,x448_hqc192
17.84,13.99,105.66,90.4,58.13
17.4,14.17,130.88,90.25,64.54
20.75,15.66,109.2,89.85,47.83
21.42,17.8,83.03,89.97,47.22
20.3,18.51,97.64,88.83,62.23
24.37,21.28,83.7,88.19,78.56
35.28,17.55,97.97,88.62,51.05
33.72,17.59,108.92,96.25,67.83
33.47,20.41,198.83,116.32,65.16
29.57,19.83,193.95,135.34,78.61
32.59,21.62,187.9,140.13,66.67
29.27,20.55,87.91,130.5,49.01
34.15,11.78,75.81,117.15,50.57
32.59,9.39,86.03,100.26,54.44
30.9,8.57,96.27,159.36,64.04
31.61,9.31,89.2,98.43,64.27
30.67,9.64,111.15,122.75,48.43
29.97,11.96,105.34,151.98,50.86
30.33,14.13,82.42,170.58,70.05
29.9,13.44,76.64,113.56,53.99
32.22,13.38,78.63,118.07,53.16
31.94,13.28,85.13,103.43,47.58
29.9,19.75,91.87,131.26,47.69
30.2,19.65,89.09,114.31,63.73
29.19,18.23,95.68,118.95,48.13
31.68,18.5,91.66,125.88,48.93
31.34,18.04,77.48,135.31,52.87
34.75,18.47,89.11,117.71,48.86
30.99,19.9,94.64,165.17,47.4
32.16,19.47,86.74,180.17,55.28
29.5,16.79,95.82,136.02,64.19
31.5,17.7,101.25,137.45,60.42
31.99,17.34,81.13,155.38,62.05
30.97,19.07,74.55,168.01,62.74
30.57,17.88,72.02,126.17,53.8
17.41,17.79,69.11,140.35,52.79
15.87,18.26,73.19,133.86,58.44
16.22,17.65,88.44,142.52,63.09
15.86,11.77,88.27,156.34,53.03
16.75,11.96,89.33,162.19,77.01
26.23,11.6,86.15,159.98,88.04
28.65,16.29,78.8,112.53,84.52
29.69,18.95,77.23,126.94,64.42
30.41,18.34,89.36,160.64,67.93
31.11,19.28,119.94,133.13,65.85
31.25,18.0,76.02,108.46,52.01
31.2,18.12,86.36,261.22,53.3
30.25,18.27,79.5,123.32,74.2
33.03,18.65,75.22,118.98,83.6
31.76,18.14,79.69,157.18,54.22
