P-521,hqc256,p521_hqc256
194.74,356.72,355.54
194.87,350.83,489.48
194.23,361.91,375.42
196.78,310.36,346.85
199.5,366.97,374.35
197.1,334.5,378.35
196.49,362.7,376.65
196.92,340.54,373.68
195.28,358.0,378.19
196.4,355.29,373.63
193.08,334.3,378.5
195.59,839.72,380.64
163.3,334.26,379.52
196.07,363.3,380.21
172.48,615.65,378.62
193.77,336.03,375.0
195.95,365.74,357.78
180.19,335.38,1503.33
194.58,361.49,376.98
199.14,331.58,366.98
199.31,336.12,380.27
199.41,362.35,379.09
200.58,345.09,376.01
193.55,369.68,362.59
199.99,618.65,380.22
198.12,1334.05,349.53
161.54,365.97,377.61
196.27,363.58,374.85
198.08,363.92,339.1
196.86,320.17,378.1
201.37,364.44,378.08
194.17,335.99,352.86
194.91,332.92,382.48
195.38,364.92,378.72
194.76,360.32,382.59
194.48,362.41,379.75
197.48,481.15,351.76
200.68,619.75,450.27
196.9,360.63,375.49
200.12,363.34,378.26
199.25,363.18,381.31
200.92,691.69,349.91
196.78,336.05,347.46
1176.81,361.6,380.46
194.58,408.46,323.42
195.22,364.34,350.11
169.73,335.43,380.75
184.1,361.68,375.38
180.06,337.65,365.78
195.86,363.78,379.57
196.41,365.26,321.4
196.13,333.76,373.31
195.5,364.52,376.98
198.02,334.18,370.52
198.2,407.2,348.03
197.71,359.47,370.87
194.58,331.68,346.38
196.16,362.88,380.9
194.43,307.59,323.37
196.24,437.46,326.58
200.38,332.75,362.05
198.59,611.66,450.1
198.8,332.77,348.14
196.12,361.55,320.93
203.54,334.71,379.44
202.78,355.31,379.82
196.7,363.83,361.07
194.36,361.58,379.08
201.69,367.13,379.95
197.75,363.74,354.12
195.17,324.94,358.19
195.32,361.46,381.45
200.69,333.78,369.2
198.1,334.8,349.51
193.69,365.25,362.42
186.98,338.77,370.03
194.46,362.8,359.51
194.87,617.02,438.43
193.7,334.8,346.53
196.46,1465.73,368.88
1197.96,334.1,352.44
194.46,357.96,376.11
195.02,361.15,361.75
190.53,362.86,380.42
196.32,358.51,356.68
193.84,364.1,346.66
196.11,365.81,356.75
199.66,364.6,347.33
196.04,361.48,377.14
196.43,341.34,377.99
203.15,306.77,377.02
200.24,363.2,359.54
194.0,341.52,375.61
196.77,333.51,377.53
195.8,336.31,378.15
199.81,365.43,378.44
194.93,358.41,375.5
195.36,359.3,376.37
1179.88,366.08,345.12
192.73,365.28,355.07
192.63,368.77,339.94
195.59,336.68,369.21
198.39,369.02,323.2
200.35,358.94,350.02
199.7,615.59,379.48
197.56,337.21,369.42
195.43,364.18,376.63
194.4,363.84,1579.55
201.68,359.8,378.25
196.03,336.54,375.25
196.28,355.83,375.0
195.59,361.83,369.94
199.47,367.62,368.81
199.25,362.79,631.14
196.55,360.16,366.13
181.17,363.52,348.82
183.79,366.2,374.25
200.82,363.79,354.0
197.87,360.83,358.31
193.76,362.33,381.29
175.89,363.44,359.96
193.44,362.02,378.18
205.25,357.9,382.37
202.46,332.27,370.85
200.85,366.86,1345.83
194.35,360.22,360.47
205.69,336.1,366.64
196.55,367.14,342.16
198.72,364.54,348.17
174.17,359.99,383.37
195.83,365.24,348.66
195.94,363.55,379.47
198.6,437.49,346.64
197.75,360.84,391.79
194.45,364.0,337.62
197.89,362.05,316.35
193.58,362.81,308.78
194.38,361.21,379.46
197.59,365.25,377.61
195.43,361.38,384.04
194.15,362.81,379.78
197.45,358.74,377.47
196.57,359.92,380.03
195.75,363.16,378.37
197.29,333.39,346.23
194.53,336.92,376.04
200.81,362.01,384.5
199.06,345.19,355.12
195.92,364.6,373.19
197.58,610.58,345.22
179.76,335.08,348.38
196.18,359.29,369.35
196.38,1339.02,440.02
197.6,365.93,347.02
197.54,363.33,341.16
196.99,361.12,349.51
195.42,356.21,381.13
201.27,407.57,341.56
195.18,303.12,348.12
197.42,359.98,379.96
199.63,357.09,342.64
465.38,356.82,377.56
181.01,333.95,366.87
194.26,365.71,371.94
199.5,354.42,420.68
195.82,358.1,355.98
191.69,363.33,353.46
193.66,363.73,371.43
195.31,333.6,346.58
201.54,362.13,370.51
178.92,336.96,427.33
198.01,360.12,370.45
202.21,334.29,339.68
196.09,334.0,375.01
197.6,365.74,357.98
200.14,435.39,359.7
162.56,345.67,366.27
193.42,341.96,357.75
158.16,359.54,372.12
193.38,360.65,517.74
1192.69,358.45,376.22
194.42,361.43,321.9
197.34,361.77,381.06
197.8,346.87,380.02
201.23,365.39,363.67
201.98,362.48,367.59
470.05,359.86,368.7
168.2,337.19,384.22
197.35,361.08,376.77
196.2,359.16,377.0
196.13,336.44,366.62
196.29,363.95,350.91
193.5,332.46,344.64
193.48,359.73,380.07
196.74,364.51,342.96
198.13,364.59,372.05
159.17,334.4,336.86
190.65,362.89,435.72
196.28,336.58,349.51
180.46,365.97,380.76
185.53,334.77,355.45
194.95,359.42,375.71
197.71,331.8,352.53
167.03,359.22,372.54
157.11,361.72,369.98
195.1,361.57,376.98
194.31,361.86,631.65
201.22,360.49,353.66
197.01,337.49,430.18
194.62,363.78,355.62
196.95,350.68,327.3
195.38,1315.01,354.62
197.35,357.7,375.63
201.4,339.58,380.05
196.81,360.2,335.66
196.97,335.04,348.92
200.4,359.53,351.94
198.29,356.14,381.12
186.41,359.25,335.19
183.23,1472.9,388.66
195.72,363.73,356.05
197.18,360.97,369.81
200.56,363.44,347.91
196.62,364.7,397.62
460.42,362.1,369.87
169.93,339.61,1535.31
197.92,362.21,350.03
184.97,333.25,370.0
191.15,363.49,367.88
202.52,362.87,378.95
203.68,365.38,386.09
202.49,361.46,646.52
195.33,331.8,1939.77
195.64,364.47,377.93
196.52,364.71,347.12
195.97,336.55,355.61
200.79,360.72,330.35
199.99,355.12,324.31
182.26,337.31,348.8
195.29,360.59,360.02
195.7,362.64,394.79
195.96,363.22,327.91
193.67,335.59,363.73
181.94,429.91,612.0
194.7,360.0,1515.43
201.35,338.91,380.35
197.96,358.29,378.04
195.43,360.24,370.9
197.47,360.4,368.68
194.72,360.32,396.97
198.39,335.81,342.41
200.76,1323.61,352.74
197.0,358.34,352.33
199.85,334.47,377.76
194.96,359.62,355.81
202.81,306.93,326.85
202.44,366.11,369.73
199.19,358.42,368.4
202.15,361.79,372.5
198.36,365.5,364.94
194.13,363.17,369.1
462.57,363.33,362.68
194.35,359.51,341.66
197.28,359.83,323.68
193.96,361.93,346.5
201.58,358.56,352.5
192.86,366.01,477.07
195.72,363.55,332.78
177.5,358.6,366.04
198.76,356.49,348.75
181.33,357.86,358.38
193.34,354.74,377.77
458.11,361.95,445.21
195.24,350.04,353.13
192.64,330.81,369.46
200.35,365.82,366.4
167.2,356.61,354.16
156.49,361.4,377.63
193.93,361.57,421.19
201.82,358.51,339.47
200.67,361.5,349.16
188.11,365.56,339.61
197.54,365.47,526.35
1166.77,336.17,720.53
193.28,360.73,337.98
200.68,336.04,351.39
199.12,505.62,365.89
199.2,359.9,345.94
192.15,361.48,347.18
192.54,1474.72,342.13
200.17,337.61,350.9
169.73,360.05,342.17
195.77,360.54,350.92
196.32,364.95,346.24
196.19,367.11,342.45
1177.6,305.6,362.87
195.22,332.97,346.8
195.71,361.81,347.31
203.49,332.26,357.76
197.63,357.92,358.68
196.57,332.35,346.99
181.54,363.93,487.72
194.77,338.83,338.75
199.19,362.23,349.88
203.35,499.38,365.19
181.74,362.43,360.1
194.18,336.6,376.14
195.25,364.72,363.73
1180.25,309.99,358.96
193.69,332.73,351.05
170.21,362.22,353.83
193.06,305.32,353.69
160.88,360.96,369.16
195.24,358.96,365.3
188.59,330.02,367.03
196.57,363.12,347.38
195.54,359.72,363.73
202.95,364.93,332.0
184.6,365.63,351.64
193.73,363.06,372.66
199.99,312.63,499.08
192.55,327.84,360.61
195.93,363.37,360.3
195.79,361.98,341.31
194.15,365.51,357.57
188.3,359.64,333.25
171.2,358.18,488.93
196.5,361.11,335.3
464.33,361.68,352.45
182.21,350.41,345.36
195.86,309.5,347.61
195.72,317.16,363.23
200.81,309.16,359.28
200.44,297.95,373.68
197.38,303.07,378.1
194.81,311.79,375.49
193.53,338.2,377.55
202.16,1468.03,375.82
200.65,328.85,379.39
195.33,361.73,378.31
199.78,357.11,351.58
204.39,365.1,376.78
201.09,311.42,345.07
192.82,332.62,377.56
198.8,365.93,421.29
199.8,364.24,378.53
196.89,360.78,367.68
200.79,334.06,347.14
198.97,334.33,364.59
193.47,366.95,1533.99
205.94,363.09,353.47
194.84,354.96,1352.6
181.04,354.23,373.66
201.26,325.16,353.99
201.18,352.57,368.95
