P-521,hqc256,p521_hqc256
242.03,426.36,446.13
176.15,358.69,379.37
178.04,351.6,370.84
179.68,355.92,429.01
182.08,358.24,377.87
171.35,359.36,369.27
174.54,351.7,1390.64
182.08,357.37,373.28
178.75,399.84,377.63
255.39,357.98,370.65
169.94,361.92,375.34
181.8,356.64,372.68
177.45,351.44,378.43
162.28,355.65,372.37
242.02,358.33,370.0
1207.12,360.44,378.66
179.46,452.85,371.91
178.51,375.31,1390.82
178.57,357.41,372.86
181.59,360.24,374.51
179.39,367.27,375.99
179.57,343.57,380.08
179.43,356.81,370.52
180.89,432.3,374.54
176.74,353.4,370.41
174.46,360.67,366.19
175.38,341.95,370.12
181.95,354.61,441.39
1188.91,363.13,376.12
176.37,352.44,373.74
180.83,344.92,386.51
258.82,318.25,371.79
180.16,350.59,355.12
249.42,344.69,371.92
182.0,348.67,374.22
180.51,321.34,361.19
178.03,318.95,377.8
183.97,384.71,375.52
182.15,360.4,648.3
180.1,361.68,373.76
176.46,337.16,370.24
183.45,358.77,370.45
182.31,352.44,373.39
158.99,355.77,376.96
175.71,355.64,375.59
173.59,363.19,370.87
332.11,355.91,377.78
252.38,356.56,374.06
178.83,415.73,375.76
171.21,330.66,378.65
513.04,328.76,363.1
181.22,357.86,353.02
185.22,356.91,368.41
242.67,355.73,369.2
177.96,361.37,373.85
181.82,360.91,377.83
177.52,354.84,374.95
188.11,358.86,373.46
174.44,345.0,373.72
169.67,333.42,360.69
179.57,425.01,376.39
168.66,423.52,381.81
175.25,355.05,377.17
176.88,335.95,366.84
181.33,308.61,372.67
173.09,357.17,379.6
173.99,425.57,375.12
175.15,451.12,367.8
514.27,428.94,376.33
174.8,342.82,373.92
182.29,359.04,371.72
179.66,455.02,373.38
169.06,423.09,369.8
189.65,347.91,1370.24
327.75,368.27,355.23
178.83,325.6,357.24
181.71,354.24,340.77
182.59,359.53,439.54
180.24,354.62,351.64
174.46,361.69,360.75
252.5,352.74,349.49
246.31,356.04,442.73
180.13,355.31,378.06
175.66,360.96,1399.47
1405.97,363.63,394.39
170.24,329.62,356.53
175.83,357.51,370.82
178.18,353.48,327.71
184.53,349.12,352.56
159.23,351.37,358.41
162.45,359.27,1507.09
242.65,359.4,444.64
245.88,1520.97,375.2
186.48,352.21,1400.24
176.12,352.0,374.45
153.63,355.01,444.03
180.69,702.89,377.27
177.81,357.58,366.83
178.0,353.26,375.38
183.18,418.23,1378.97
170.48,364.54,364.47
166.28,353.0,370.71
161.41,352.46,1516.55
169.48,356.99,353.02
177.45,346.88,344.02
178.24,334.34,356.76
251.76,350.87,379.49
182.68,359.67,353.61
179.18,353.33,377.73
517.98,359.01,352.54
239.93,449.46,373.97
177.16,423.03,379.23
182.92,332.82,376.62
175.93,351.74,644.01
173.72,361.24,379.12
182.11,352.13,373.67
175.1,346.81,382.72
179.63,355.23,372.16
183.28,362.87,370.4
168.99,417.18,371.15
176.3,1376.62,378.63
178.83,350.46,374.62
174.69,362.47,370.49
180.25,343.39,372.09
182.67,357.63,380.22
177.51,357.11,376.31
163.29,343.55,371.79
180.83,355.32,370.75
177.25,340.36,349.3
180.08,358.39,363.19
177.66,346.81,344.26
176.44,421.31,440.72
179.13,449.8,377.2
178.7,350.13,370.94
243.18,368.41,375.08
178.37,355.48,370.0
180.91,355.16,465.83
176.29,349.94,450.75
181.74,425.02,370.75
175.78,1504.01,443.65
173.92,351.31,375.45
183.52,357.52,375.89
181.92,631.1,353.07
182.86,361.57,373.34
330.77,359.87,367.1
243.2,347.33,371.6
157.48,398.56,370.58
166.68,352.28,369.26
181.07,355.5,374.3
174.94,344.66,372.7
180.8,359.61,372.57
179.08,633.59,374.51
236.11,355.04,370.15
182.54,351.77,375.69
170.66,452.39,371.16
183.35,354.21,367.12
176.02,356.89,373.13
