P-521,hqc256,p521_hqc256
11.74,79.8,97.26
11.15,80.24,96.49
11.75,82.5,96.72
12.06,80.47,96.51
11.48,79.67,96.85
11.76,80.07,95.84
11.63,78.99,95.34
11.53,79.39,94.7
11.85,80.09,94.93
11.1,79.54,96.06
11.09,79.87,95.28
11.34,80.17,96.08
12.22,80.08,96.24
11.46,79.5,95.49
11.84,81.05,97.04
11.9,79.74,95.89
11.95,79.44,96.1
11.08,79.38,94.89
11.54,79.45,97.82
11.68,79.94,95.59
12.19,80.17,96.44
11.21,79.3,95.75
11.69,79.47,97.58
11.88,79.8,96.02
11.86,80.45,96.44
11.08,80.0,96.08
11.45,79.81,95.72
11.82,79.71,95.25
12.02,80.13,95.71
11.25,79.72,95.76
11.44,79.59,95.22
11.57,80.76,96.23
11.33,80.59,98.18
10.84,79.78,96.31
10.4,79.51,96.54
11.46,79.56,95.13
11.56,81.4,94.93
11.74,80.47,95.83
10.89,80.95,95.92
10.86,79.44,96.38
10.99,79.25,96.86
11.07,79.7,96.85
11.23,80.31,95.93
11.69,79.79,96.1
10.9,79.68,94.97
11.77,79.95,94.83
11.6,80.24,95.46
11.11,79.75,98.33
10.86,79.6,95.59
10.48,80.51,95.53
10.78,79.63,96.95
11.77,79.09,95.74
11.32,79.48,95.51
10.74,79.73,97.13
11.23,80.3,95.41
10.46,79.35,95.79
10.46,79.24,96.31
12.14,79.43,95.95
11.88,79.85,96.25
11.16,80.27,97.24
11.11,79.97,96.06
11.85,80.85,96.83
11.87,79.36,95.9
11.51,79.08,95.31
11.25,79.27,95.24
12.16,79.65,95.3
11.5,80.31,95.87
11.63,79.71,95.9
10.44,79.83,95.44
12.06,79.94,97.32
11.8,80.19,95.87
11.69,80.17,95.32
11.28,80.13,95.92
12.08,79.58,95.4
11.98,79.55,95.06
12.01,80.4,95.77
11.15,79.94,96.12
11.69,79.38,96.16
11.74,79.35,97.38
11.8,79.66,96.64
10.65,79.82,95.93
10.45,79.81,96.2
11.51,79.5,95.28
11.74,79.85,94.73
11.44,79.35,95.7
10.51,79.18,96.58
10.96,79.39,96.48
11.73,79.43,96.01
11.31,79.88,95.75
11.18,80.57,96.01
11.09,79.59,96.73
11.94,79.66,96.74
11.78,79.63,95.29
11.38,79.92,95.11
10.9,79.61,96.01
11.23,80.09,95.37
12.34,82.18,95.21
12.12,82.0,96.63
11.13,79.94,98.12
11.3,79.95,96.09
11.49,80.05,97.11
12.2,80.7,95.75
11.24,79.69,95.1
11.69,80.03,96.28
11.84,79.34,96.53
12.05,79.49,98.21
11.09,79.94,95.91
11.97,79.77,99.01
12.07,78.99,96.13
12.0,79.65,95.49
11.13,80.23,95.65
11.92,82.14,95.37
11.6,80.06,95.11
15.62,80.87,95.96
15.52,80.28,96.72
14.65,80.35,95.93
10.43,80.15,95.25
11.7,80.46,95.4
11.67,79.68,95.84
11.65,79.8,96.57
11.14,80.59,96.08
11.7,79.83,95.21
11.76,79.73,95.95
11.11,79.86,97.65
13.61,80.25,97.19
11.14,79.87,96.19
12.07,80.69,95.73
12.34,80.06,96.22
11.05,79.63,95.53
12.26,79.59,95.55
11.41,80.65,95.86
11.33,80.33,95.38
11.2,80.63,96.35
11.06,79.6,96.48
12.17,79.69,95.64
10.3,80.72,95.96
10.4,79.78,95.69
10.29,79.61,95.07
10.15,80.17,95.49
10.17,80.02,95.06
10.36,79.39,95.09
11.09,79.4,95.37
11.05,80.51,98.13
11.37,79.68,96.15
11.48,82.26,95.78
11.04,79.73,96.22
11.52,82.03,96.16
10.92,80.03,96.67
11.14,80.34,95.98
11.17,79.98,95.62
10.67,79.99,94.71
10.89,79.48,96.58
11.63,79.56,96.27
11.23,79.97,97.66
10.63,80.08,96.41
10.42,80.21,96.96
11.61,80.62,94.96
10.98,79.88,95.48
11.52,80.44,96.11
11.12,80.13,95.1
10.67,79.66,95.56
10.85,80.09,96.83
11.71,80.31,97.64
11.86,79.59,98.38
11.37,79.68,97.94
11.06,80.6,98.12
11.73,79.55,98.2
11.9,79.29,95.61
11.32,79.75,95.07
10.75,79.93,96.21
11.38,79.69,96.58
11.5,80.54,95.61
11.24,79.91,95.81
11.13,80.08,95.47
10.76,79.18,95.56
12.01,79.58,96.96
11.92,79.61,97.27
10.72,79.84,95.64
10.76,80.69,96.19
11.57,79.88,95.03
11.35,80.39,95.39
11.27,80.5,95.31
11.09,80.63,96.22
10.74,80.13,95.57
11.18,79.96,99.76
11.46,79.63,96.29
11.19,79.63,95.56
10.89,97.12,96.64
10.73,80.28,96.24
11.41,79.77,95.44
11.1,79.48,95.68
10.93,80.19,95.64
11.28,80.34,95.92
11.47,83.11,95.31
11.28,80.11,96.35
10.62,79.5,95.63
11.44,79.63,95.57
11.47,79.23,95.59
11.68,80.96,96.37
10.89,79.83,97.9
11.17,80.37,96.18
11.4,80.48,95.43
11.41,85.96,97.47
11.27,82.45,95.81
10.78,80.25,95.87
11.44,79.98,96.5
11.55,79.88,95.78
11.34,80.56,96.04
11.29,79.3,96.77
10.72,80.51,96.43
11.57,80.37,96.26
11.56,79.34,95.63
11.91,80.47,95.81
11.05,80.04,95.53
11.68,79.7,96.07
11.23,79.76,95.29
11.64,80.33,95.96
10.79,80.29,96.46
10.75,79.34,96.64
11.45,79.27,96.89
11.18,79.28,96.26
11.24,79.89,95.83
10.76,79.72,95.87
11.93,80.4,95.78
11.23,79.81,95.11
11.46,80.21,95.42
10.74,80.42,95.85
11.05,79.96,96.68
13.31,80.14,95.62
11.2,78.84,96.63
10.57,79.03,97.27
10.42,79.66,95.6
11.55,80.32,95.74
11.93,79.33,96.04
11.2,79.67,95.25
10.85,80.15,94.92
10.76,79.66,95.8
11.4,79.68,96.2
11.41,79.61,95.75
12.0,79.64,95.58
11.02,79.21,95.31
11.32,81.72,95.05
11.97,79.32,96.01
14.08,79.55,95.58
11.15,80.13,95.05
11.79,79.54,96.07
11.3,79.3,96.03
11.1,80.41,95.77
11.27,79.43,96.2
12.09,82.3,96.27
11.45,83.53,96.14
11.78,84.48,96.72
11.75,79.53,98.31
12.01,80.02,96.09
11.74,79.58,96.0
11.49,79.92,95.97
11.33,79.85,95.9
11.89,81.01,96.5
11.92,79.61,95.61
11.71,79.95,95.67
11.44,79.18,98.03
11.92,81.19,96.32
13.09,79.67,95.49
11.21,79.21,95.83
10.69,79.27,95.35
11.06,79.54,96.27
11.5,80.2,95.7
11.66,79.66,96.77
11.19,79.5,97.69
10.82,80.12,95.96
11.94,79.96,97.15
11.58,80.13,95.99
14.02,79.5,95.29
11.74,80.15,96.95
11.87,79.61,95.94
11.98,79.84,96.11
11.66,80.28,99.39
11.5,79.81,95.94
11.75,79.52,95.92
10.87,79.24,95.43
11.07,79.61,95.43
10.54,79.33,95.05
11.13,79.99,95.22
10.68,80.14,95.7
10.63,79.3,95.91
10.99,79.54,96.15
11.23,79.08,97.14
10.58,79.97,95.47
10.43,79.87,95.31
10.5,79.69,95.59
11.65,79.72,95.07
12.44,79.39,95.06
11.14,80.1,95.91
11.77,79.55,95.42
11.82,79.96,95.86
11.9,80.82,95.9
11.35,79.42,95.91
11.16,79.16,96.38
11.6,79.81,96.96
12.09,80.51,95.49
11.1,79.55,94.53
11.8,79.55,95.18
11.58,79.78,96.49
12.27,79.8,95.72
11.21,79.59,95.67
11.1,80.11,95.16
11.37,80.56,96.17
11.95,82.08,95.18
10.93,79.67,95.53
11.01,80.12,98.07
11.84,80.7,95.24
10.76,79.89,95.07
11.54,81.91,96.3
10.82,80.56,96.9
11.69,80.35,96.46
11.58,80.72,95.78
11.64,80.39,95.88
10.88,79.79,95.76
12.01,79.48,95.83
12.02,79.56,94.82
11.44,79.27,95.16
10.95,79.79,95.71
10.76,80.45,95.45
11.94,79.8,95.64
11.42,80.02,96.17
11.65,79.58,95.86
11.15,80.97,97.03
11.5,80.27,96.34
11.58,81.17,94.71
11.43,79.68,95.25
10.45,79.81,96.1
10.84,79.21,96.84
11.4,80.42,95.84
11.35,80.51,96.64
10.78,79.75,95.91
10.46,80.16,95.94
10.36,86.02,95.68
10.59,79.74,95.57
11.53,80.24,95.23
11.23,79.59,95.4
11.49,79.71,95.9
10.85,79.54,96.99
11.73,80.18,95.84
11.15,80.11,96.23
11.24,80.47,98.52
11.5,79.83,96.04
10.99,80.36,95.94
11.2,79.37,95.51
10.84,79.62,94.77
11.42,80.44,96.48
11.16,80.43,95.87
11.67,81.2,95.85
11.38,79.78,96.59
11.71,79.26,95.59
11.69,79.5,95.95
11.06,79.34,95.64
12.09,80.14,95.4
11.62,80.21,106.84
11.3,79.9,95.1
10.81,79.65,96.72
11.77,79.4,95.99
12.03,79.34,96.38
11.3,80.22,96.99
11.14,79.19,96.08
11.64,79.1,96.36
11.73,79.66,95.07
11.0,79.21,94.97
