P-521,hqc256,p521_hqc256
1225.99,2102.89,2120.41
826.16,1696.79,1336.09
2890.05,1699.09,1312.94
1227.4,1295.3,1316.11
824.14,1298.97,1713.52
824.96,1298.95,2722.24
2245.41,1316.44,1316.05
824.49,1296.22,1313.0
821.41,1698.25,1672.52
822.17,1295.96,1736.55
820.49,2697.0,4721.02
823.15,1334.87,1320.37
822.9,1324.21,2179.58
822.58,1299.26,1319.26
1224.37,1297.13,1315.41
1222.25,1297.99,1674.39
3055.91,1297.55,1673.51
830.96,1298.73,1328.23
824.65,1697.17,1310.5
1828.19,1295.77,1313.88
821.31,1656.5,3888.4
3035.41,1298.3,1318.12
819.01,5068.54,1337.21
1727.81,1661.54,1340.85
824.73,1661.48,1311.65
834.87,1672.09,1311.59
823.05,1300.73,1316.07
818.66,1698.91,1310.66
1222.34,1298.97,1311.91
1219.5,1297.5,1336.5
815.24,1322.92,1313.15
824.74,1298.29,1313.17
819.95,1297.8,1694.06
824.01,1324.68,1314.09
823.73,1297.15,1313.47
826.9,1697.44,2681.28
1324.45,1298.55,1316.92
826.89,1660.03,2170.63
819.98,1301.96,1314.65
826.25,1324.89,2072.14
1725.41,1656.67,2076.27
1614.38,1296.74,1311.96
824.82,1299.08,1311.11
1723.02,1296.6,1313.97
826.76,2168.29,1311.6
823.85,1300.29,1311.72
4484.62,1299.92,1310.62
822.94,1296.05,1314.13
2483.49,2063.27,1311.22
821.8,2170.6,2073.74
821.39,1320.22,1313.83
829.8,1295.58,1713.4
1225.77,1296.33,1716.36
822.53,1296.3,1313.77
823.12,1296.72,1739.03
1219.89,1291.58,1313.29
1324.61,1297.77,1313.7
821.49,1299.76,1670.0
820.72,1298.07,1323.43
820.7,1296.1,1310.97
823.15,1296.15,1312.82
823.23,1298.45,1308.82
822.64,1324.37,1315.26
821.7,1297.57,1313.79
3033.8,2060.61,5871.73
822.09,1300.07,3914.44
820.93,3514.82,2072.75
821.97,1299.6,1316.46
820.9,1671.23,1672.12
821.66,1305.89,1323.31
825.54,1299.71,1311.89
